TimestepsSoFar,LQGsigma_higher,TimeElapsed,ReturnMin,IWLastEpisode,DenMISEMeanLog,ReturnLastEpisode,ReturnMax,Regret/t,Delta,IWFirstEpisode,IWMin,Iteration,IWMean,LQGmu1_actor,ReturnMean,Regret,Bound,LQGmu1_higher,DenMISELogFirst,ReturnAbsMax,ReturnStepMax,DenMISELogLast,IWMax
12100,0.44205254,7556.244642496109,,2.0743227,-0.86966157,13.845653,17.430159,4.431263,3.3217793e-09,1.6487103,,605,0.9878764,0.6203108,12.968737,2680.914,48.949623,0.10204082,-3.1527567,17.430159,19.218863,-0.8999653,2.5721538
12120,0.9216105,7581.501043558121,,0.2977355,-0.87017995,5.601315,17.430159,4.4434195,3.3108252e-09,0.7538378,,606,1.0917042,-1.7487924,12.95658,2692.712,48.88449,-1.0,-3.1516867,17.430159,19.218863,-1.1712661,33.34695
12140,0.041433174,7604.343757867813,,,-0.8757495,17.170517,17.430159,4.4364767,3.2999252e-09,3.641233e-07,,607,0.9925828,0.7679964,12.963523,2692.9414,48.729248,0.8367347,-3.1520925,17.430159,19.218863,-4.3334537,29.625427
12160,0.027547687,7629.849128246307,,,-0.87630224,3.734561,17.430159,4.4516563,3.2890795e-09,,,608,1.0284095,-0.61411375,12.948343,2706.6074,48.608856,-0.5510204,-3.1537385,17.430159,19.218863,-1.1867592,21.071445
12180,0.5204501,7656.728301525116,,1.0254912,-0.8757679,17.39338,17.430159,4.444358,3.2782865e-09,0.0052275285,,609,1.1472393,-0.69285804,12.955642,2706.6138,48.60799,-1.0,-3.155382,17.430159,19.218863,-0.565921,23.43096
12200,0.01831564,7682.322846651077,,20.884773,-0.874955,17.364487,17.430159,4.43713,3.267547e-09,,,610,0.8895708,-0.6844885,12.96287,2706.6494,49.043304,-0.67346936,-3.157014,17.430159,19.218863,-0.51826066,43.308075
12220,0.01831564,7709.446135520935,,10.104912,-0.8746446,17.382359,17.430159,4.4298964,3.25686e-09,,,611,1.2062429,-0.7156949,12.970103,2706.6665,48.95542,-0.71428573,-3.158652,17.430159,19.218863,-0.5553212,30.58773
12240,0.027547687,7734.845841407776,,19.39349,-0.87339175,17.391525,17.430159,4.422673,3.246225e-09,,,612,1.126912,-0.73029995,12.977326,2706.6758,48.73668,-0.71428573,-3.1602874,17.430159,19.218863,-0.2933477,19.399563
12260,0.01831564,7758.780520439148,,,-0.8723969,17.377647,17.430159,4.415494,3.2356424e-09,,,613,1.2313404,0.4335176,12.984506,2706.6982,48.585876,0.46938777,-3.16192,17.430159,19.218863,-0.3763532,62.30071
12280,0.01831564,7784.190399646759,,,-0.87237173,7.393547,17.430159,4.4245996,3.2251115e-09,,,614,0.78401107,-0.048372008,12.9754,2716.704,48.580803,-0.06122449,-3.16355,17.430159,19.218863,-1.0420957,54.06649
12300,0.041433174,7810.179395437241,,,-0.8726935,14.77783,17.430159,4.421669,3.214632e-09,,,615,0.9448529,-0.62173736,12.978331,2719.3267,48.531097,-0.63265306,-3.1651773,17.430159,19.218863,-0.8332316,17.773624
12320,0.01831564,7833.903574228287,,,-0.8722996,17.389307,17.430159,4.414509,3.2042036e-09,,,616,1.1439233,-0.2906509,12.985491,2719.337,48.49566,-0.30612245,-3.166802,17.430159,19.218863,-0.5666903,32.885757
12340,0.027547687,7856.221371173859,,8.48264e-05,-0.8714741,17.116415,17.430159,4.407813,3.1938256e-09,,,617,1.1616353,-0.41667998,12.992187,2719.6206,48.48927,-0.42857143,-3.1684241,17.430159,19.218863,-0.4852699,19.425026
12360,0.041433174,7877.347561120987,,1.2633761e-15,-0.87019473,17.282265,17.430159,4.4008713,3.183498e-09,,,618,0.9524388,-0.1581088,12.999128,2719.7388,48.459496,-0.06122449,-3.1700435,17.430159,19.218863,-0.22995828,22.118073
12380,0.027547687,7899.442135810852,,22.422544,-0.8698352,16.575361,17.430159,4.395094,3.1732204e-09,,,619,0.99610263,-0.13721311,13.004906,2720.563,48.478844,-0.14285715,-3.1716602,17.430159,19.218863,-0.59043026,26.024973
12400,0.03243324,7922.19050860405,,,-0.869368,16.11566,17.430159,4.3900766,3.1629923e-09,0.022563893,,620,1.1364638,0.9688593,13.009923,2721.8477,48.456238,0.9591837,-3.1732745,17.430159,19.218863,-0.56247234,45.072224
12420,0.0529305,7944.439573049545,,,-0.8698116,0.5582211,17.430159,4.4101267,3.1528138e-09,,,621,0.9740002,-0.6414434,12.989873,2738.6885,48.396873,-0.59183675,-3.1748497,17.430159,19.218863,-1.2509093,12.298697
12440,0.01831564,7966.751103401184,,35.693764,-0.869444,17.35321,17.430159,4.4031134,3.1426841e-09,,,622,0.9780923,-0.6355801,12.996886,2738.7363,48.407265,-0.63265306,-3.1764588,17.430159,19.218863,-0.60908324,37.862392
12460,0.01831564,7990.472236394882,,,-0.8689635,17.430113,17.430159,4.395997,3.1326033e-09,,,623,1.2022899,0.3471429,13.004003,2738.7065,48.398193,0.30612245,-3.178065,17.430159,19.219072,-0.5289284,58.660347
12480,0.01831564,8009.496609926224,,67.44045,-0.86911815,8.007468,17.430159,4.404004,3.122571e-09,,,624,0.8901129,0.3749527,12.9959955,2748.0986,48.60877,0.3469388,-3.179669,17.430159,19.219072,-1.1302458,67.44045
12500,0.01831564,8030.971870422363,,48.488953,-0.86962146,7.824634,17.430159,4.412278,3.1125866e-09,,,625,1.2913122,0.36604023,12.987721,2757.6738,48.827057,0.3877551,-3.1812704,17.430159,19.219072,-1.0445659,60.339447
12520,1.0,8052.491898536682,,1.0582308,-0.86945397,7.8847623,17.430159,4.420429,3.1026501e-09,5.8451033,,626,0.99658966,-1.598868,12.97957,2767.1885,48.38852,0.10204082,-3.182869,17.430159,19.219072,-1.0103848,19.460554
12540,0.9216105,8074.6252291202545,,20.203388,-0.8745417,17.181355,17.430159,4.4137287,3.0927612e-09,0.77175105,,627,1.122289,-1.5959345,12.986271,2767.4077,48.338387,-1.0,-3.1751714,17.430159,19.219072,-4.0542803,32.30623
12560,0.027547687,8096.742775678635,,,-0.8793682,17.195444,17.430159,4.4070253,3.0829195e-09,,,628,0.8676412,0.6017989,12.992974,2767.6123,48.27121,0.59183675,-3.1755347,17.430159,19.219072,-4.018768,45.88545
12580,0.027547687,8117.524020910263,,1.1350768e-17,-0.879974,5.8072944,17.430159,4.4184494,3.0731246e-09,,,629,0.98599607,0.33009723,12.98155,2779.2046,48.260525,0.3469388,-3.177126,17.430159,19.219072,-1.1058841,40.357643
12600,0.041433174,8138.7260954380035,,1.029093e-32,-0.8801545,8.112572,17.430159,4.426179,3.0633767e-09,,,630,0.9350146,-0.15496841,12.973821,2788.4927,48.216125,-0.18367347,-3.1787145,17.430159,19.219072,-0.96102947,16.852812
12620,0.041433174,8159.526572704315,,5.665922e-09,-0.87974703,16.700321,17.430159,4.420273,3.0536749e-09,,,631,1.1071831,-0.4441287,12.979727,2789.192,48.179897,-0.42857143,-3.1803005,17.430159,19.219072,-0.54942197,13.283623
12640,0.062317666,8181.662610530853,,,-0.8787888,17.329762,17.430159,4.41339,3.0440188e-09,3.3316595e-05,,632,0.87455267,0.75930506,12.986609,2789.2627,48.1267,0.75510204,-3.181884,17.430159,19.219072,-0.37354863,21.440039
12660,0.027547687,8203.595732450485,,,-0.87947786,3.8554184,17.430159,4.4278154,3.034409e-09,,,633,0.9774711,-0.56673807,12.972184,2802.8076,48.080322,-0.63265306,-3.183465,17.430159,19.219072,-1.1802658,24.783766
12680,0.01831564,8225.367421627045,,,-0.87875915,17.39269,17.430159,4.420843,3.024844e-09,,,634,1.0950583,-0.9078029,12.9791565,2802.8145,48.07505,-0.9183673,-3.1850436,17.430159,19.219072,-0.38854066,33.632725
12700,0.027547687,8246.21783900261,,19.896809,-0.87787306,17.271305,17.430159,4.4140835,3.0153244e-09,,,635,1.0786954,-0.967666,12.985916,2802.9434,48.03603,-0.9183673,-3.1866195,17.430159,19.219072,-0.391196,21.364138
12720,0.027547687,8267.032751321793,,12.901991,-0.87728995,17.227085,17.430159,4.4074144,3.0058498e-09,,,636,0.80348194,-1.021522,12.992585,2803.1152,48.203377,-1.0,-3.188193,17.430159,19.219072,-0.5733251,33.145782
12740,0.041433174,8287.850161790848,,24.923212,-0.87794733,17.20253,17.430159,4.4008064,2.9964196e-09,,,637,0.8254867,-1.0030327,12.999193,2803.3135,48.1268,-1.0,-3.1897643,17.430159,19.219072,-1.0859735,29.55259
12760,0.07336965,8309.582019805908,,10.61757,-0.8779094,17.198435,17.430159,4.394224,2.9870337e-09,,,638,0.9321106,-0.9796186,13.005775,2803.5156,48.130116,-1.0,-3.1913328,17.430159,19.219072,-0.67005813,28.8266
12780,0.027547687,8331.822120666504,,,-0.87753046,17.219048,17.430159,4.3876295,2.9776919e-09,,,639,1.0931548,0.21050566,13.01237,2803.6953,48.04197,0.2244898,-3.192899,17.430159,19.219072,-0.55961835,37.078094
12800,0.07336965,8353.09310054779,,2.8916678e-28,-0.8774971,8.701202,17.430159,4.3943663,2.9683938e-09,,,640,0.9706186,-0.5931467,13.005633,2812.3945,47.991657,-0.63265306,-3.1944628,17.430159,19.219072,-0.9283425,9.531028
12820,0.041433174,8374.244100093842,,,-0.8768836,17.409758,17.430159,4.387496,2.9591394e-09,0.0151978955,,641,1.0295483,0.90091085,13.012504,2812.3848,47.975006,0.9183673,-3.196024,17.430159,19.219072,-0.45083895,34.911156
12840,0.057432614,8394.999877214432,,22.243696,-0.87744236,1.7149491,17.430159,4.4050922,2.949928e-09,0.091646194,,642,0.9831249,0.92925197,12.994907,2828.0693,47.975403,0.877551,-3.197559,17.430159,19.219072,-1.2465708,23.184381
12860,0.01831564,8415.297774553299,,,-0.87802273,1.2427012,17.430159,4.4233704,2.9407596e-09,,,643,1.0452245,-0.1424982,12.976629,2844.2275,47.97713,-0.14285715,-3.198973,17.430159,19.219072,-1.2227142,37.733677
12880,0.0529305,8438.292845010757,,12.610222,-0.8774212,16.404156,17.430159,4.418048,2.9316343e-09,,,644,0.9552717,-0.13187066,12.981952,2845.2227,47.96352,-0.14285715,-3.200527,17.430159,19.219072,-0.51469386,12.792294
12900,0.5204501,8464.582442760468,,0.32456377,-0.87696457,16.019077,17.430159,4.4133396,2.9225509e-09,0.005477424,,645,1.1769526,-0.36270857,12.98666,2846.6045,47.879536,-1.0,-3.2020783,17.430159,19.219072,-0.5317757,23.021858
12920,0.029890813,8490.72336435318,,18.243008,-0.8760462,17.284466,17.430159,4.4066877,2.9135097e-09,,,646,1.0609319,-0.32786325,12.993312,2846.7197,48.21482,-0.3469388,-3.2036192,17.430159,19.219072,-0.45168635,22.599194
12940,0.041433174,8515.741461277008,,5.4069824,-0.8753374,17.246517,17.430159,4.400113,2.9045104e-09,,,647,1.1374193,-0.37076718,12.9998865,2846.873,48.054447,-0.3877551,-3.2051659,17.430159,19.219072,-0.46769837,12.574112
12960,0.0529305,8542.111955165863,,9.5205555,-0.874303,17.295866,17.430159,4.393483,2.895553e-09,,,648,1.075432,-0.47840214,13.006516,2846.9775,48.04696,-0.3469388,-3.2067103,17.430159,19.219072,-0.33494833,12.235182
12980,0.01831564,8568.614202260971,,37.39324,-0.87386787,17.375944,17.430159,4.38675,2.8866365e-09,,,649,0.98743457,-0.4498297,13.013249,2847.001,48.421394,-0.46938777,-3.2082524,17.430159,19.219072,-0.66154313,39.892952
13000,0.027547687,8593.425936698914,,17.073267,-0.87321526,17.335629,17.430159,4.3801003,2.8777616e-09,,,650,0.9769967,-0.5065515,13.019899,2847.0654,48.166985,-0.46938777,-3.209792,17.430159,19.219072,-0.41664553,25.321539
13020,0.057432614,8618.629652500153,,14.11752,-0.87302023,17.363045,17.430159,4.3734303,2.868927e-09,,,651,0.9852634,-0.5502346,13.026569,2847.1025,47.924583,-0.5102041,-3.2113292,17.430159,19.219072,-0.71123457,14.11752
13040,0.07336965,8643.549830675125,,0.031024544,-0.8722774,17.381937,17.430159,4.366749,2.860134e-09,,,652,0.97325593,-0.3747896,13.033251,2847.12,47.78983,-0.30612245,-3.2128642,17.430159,19.219072,-0.3686955,10.149158
13060,0.027547687,8669.685618400574,,,-0.8714203,17.250029,17.430159,4.3602915,2.8513805e-09,,,653,1.213155,0.2683239,13.039708,2847.2705,47.760876,0.26530612,-3.2143967,17.430159,19.219072,-0.2819332,34.378735
13080,0.01831564,8695.810853242874,,3.2349217e-09,-0.8710695,8.449139,17.430159,4.3673105,2.8426674e-09,,,654,0.98378044,0.1479754,13.032689,2856.2207,47.755093,0.14285715,-3.215927,17.430159,19.219072,-0.832653,62.73188
13100,0.10170138,8722.18826341629,,1.8891046e-07,-0.8712952,8.905292,17.430159,4.3736134,2.8339942e-09,0.3077825,,655,0.9000348,0.76220113,13.026386,2864.7168,47.752148,0.75510204,-3.217455,17.430159,19.219072,-0.9698853,13.181182
13120,0.10170138,8747.937187194824,,4.1803415e-38,-0.8719489,3.8152997,17.430159,4.3876524,2.8253604e-09,,,656,0.98539186,-0.59817165,13.012347,2878.2998,47.701614,-0.59183675,-3.2185106,17.430159,19.219072,-1.1948191,6.3975787
13140,0.0529305,8773.366873025894,,1.0757319e-05,-0.8713635,17.37377,17.430159,4.381016,2.816766e-09,,,657,0.9955414,-0.8531696,13.018984,2878.3271,47.57886,-0.877551,-3.220034,17.430159,19.219072,-0.47009704,11.452902
13160,0.07336965,8794.394236087799,,8.434264,-0.8707599,17.332216,17.430159,4.37446,2.808211e-09,,,658,0.95550025,-0.84033936,13.025539,2878.3955,47.638092,-0.8367347,-3.2215548,17.430159,19.219072,-0.4640845,9.457481
13180,0.9216105,8813.989250183105,,0.6796628,-0.87021923,17.339935,17.430159,4.367914,2.799695e-09,0.80961925,,659,1.1165735,-0.546144,13.032085,2878.455,47.55163,-1.0,-3.2230735,17.430159,19.219072,-0.46615362,32.10957
13200,0.01831564,8834.00503206253,,31.07287,-0.8693289,17.36168,17.430159,4.361353,2.791217e-09,,,660,1.1790102,-0.577038,13.038647,2878.4932,48.091255,-0.5510204,-3.223362,17.430159,19.219072,-0.39071578,31.571959
13220,0.027547687,8853.800234794617,,19.061316,-0.8684099,17.407658,17.430159,4.354744,2.7827782e-09,,,661,1.0669816,-0.5766523,13.045256,2878.4854,47.546062,-0.59183675,-3.224876,17.430159,19.219072,-0.41905725,22.91454
13240,0.027547687,8874.239134788513,,,-0.8676055,17.397041,17.430159,4.3481693,2.7743774e-09,,,662,1.0824001,0.47584948,13.05183,2878.4883,47.49469,0.5102041,-3.2263875,17.430159,19.219072,-0.39091122,43.20758
13260,0.01831564,8897.703007221222,,,-0.8677334,7.0430617,17.430159,4.357233,2.7660143e-09,,,663,1.1637058,-0.021505525,13.042767,2888.8457,47.473816,-0.020408163,-3.227897,17.430159,19.219072,-1.0099162,48.558365
13280,0.01831564,8921.418431520462,,1.33344935e-08,-0.86732996,11.760755,17.430159,4.3591633,2.7576892e-09,,,664,1.0840641,-0.1657328,13.040836,2894.4844,47.474674,-0.14285715,-3.2294042,17.430159,19.219072,-0.73514235,36.758717
13300,0.027547687,8946.996900320053,,2.8470994e-34,-0.86671793,16.537039,17.430159,4.3539057,2.7494018e-09,,,665,1.0493224,0.20886141,13.046094,2895.3477,47.43755,0.18367347,-3.230909,17.430159,19.219072,-0.523481,39.50653
13320,0.041433174,8970.040142297745,,,-0.8667685,8.70748,17.430159,4.360421,2.7411515e-09,,,666,1.0229272,-0.5579398,13.039578,2904.04,47.391014,-0.5510204,-3.2324116,17.430159,19.219072,-0.9296354,14.2981615
13340,1.0,8995.097368955612,,0.1603953,-0.8658991,17.405241,17.430159,4.353874,2.732938e-09,10.073788,,667,0.84203774,0.23591918,13.046125,2904.0342,47.376137,1.0,-3.233912,17.430159,19.219072,-0.3024127,63.093037
13360,0.027547687,9020.307162046432,,,-0.8661861,8.597908,17.430159,4.3605337,2.7247622e-09,,,668,1.0353129,-0.16063221,13.039466,2912.837,47.30573,-0.14285715,-3.22042,17.430159,19.219072,-0.8906512,23.288128
13380,0.01831564,9045.147317647934,,,-0.8655829,16.539991,17.430159,4.355301,2.716622e-09,,,669,1.1814388,-0.70681596,13.044699,2913.6963,47.278805,-0.71428573,-3.221916,17.430159,19.219072,-0.4853775,30.257679
13400,0.07336965,9068.155722379684,,0.0005814622,-0.8645145,17.382046,17.430159,4.3488274,2.708519e-09,,,670,1.0617656,-0.5656333,13.051172,2913.7148,47.27202,-0.3877551,-3.2234097,17.430159,19.219072,-0.31222156,7.7982197
13420,0.01831564,9091.531121253967,,22.187737,-0.8636416,17.407946,17.430159,4.3423347,2.7004519e-09,,,671,1.2081258,-0.53340006,13.057665,2913.706,47.626022,-0.5510204,-3.224901,17.430159,19.219072,-0.33675092,29.712837
13440,0.07336965,9115.720886468887,,2.6201943e-07,-0.86272395,17.357075,17.430159,4.3359356,2.6924205e-09,,,672,0.9420702,-0.0024092793,13.064064,2913.749,47.273506,-0.10204082,-3.2263901,17.430159,19.219072,-0.4346927,11.652093
13460,0.01831564,9140.454576253891,,,-0.86270916,9.462332,17.430159,4.3412886,2.6844256e-09,,,673,0.9202197,-0.9894727,13.058711,2921.6875,47.270947,-1.0,-3.2278771,17.430159,19.219072,-0.7904443,43.290455
13480,0.041433174,9165.548860311508,,,-0.8624257,17.213293,17.430159,4.335125,2.6764655e-09,,,674,0.8160558,0.053376228,13.064875,2921.874,47.267464,0.10204082,-3.229362,17.430159,19.219072,-0.57125163,28.668726
13500,0.041433174,9191.267835617065,,20.209988,-0.86300373,9.078713,17.430159,4.34103,2.6685412e-09,,,675,1.0164841,0.097108044,13.0589695,2930.1953,47.437134,0.020408163,-3.2308445,17.430159,19.219072,-1.0580053,23.245842
13520,0.09372906,9215.459740877151,,3.9585735e-25,-0.8632767,9.018797,17.430159,4.347007,2.660652e-09,,,676,0.95468175,-1.0227245,13.052993,2938.5762,47.272057,-0.9183673,-3.2323248,17.430159,19.219072,-1.0523323,9.306937
13540,0.07336965,9240.82322049141,,1.6553505e-08,-0.86363447,17.200464,17.430159,4.3408804,2.6527978e-09,,,677,1.0083867,-0.5765214,13.059119,2938.7764,47.271534,-0.5510204,-3.233803,17.430159,19.219072,-1.0569756,9.241721
13560,0.041433174,9263.61606168747,,,-0.8628954,17.403131,17.430159,4.3344736,2.644978e-09,,,678,1.0503892,0.35961598,13.065526,2938.7734,47.262203,0.3469388,-3.235279,17.430159,19.219072,-0.36713353,27.103233
13580,0.041433174,9286.372824192047,,0.035651207,-0.8630509,7.927206,17.430159,4.342042,2.6371936e-09,,,679,1.0148597,0.48044613,13.057958,2948.246,47.20651,0.5102041,-3.236753,17.430159,19.219072,-1.0060198,27.826221
13600,0.041433174,9311.212919712067,,3.6950983e-05,-0.8632665,7.00304,17.430159,4.3509445,2.6294427e-09,,,680,1.1839309,0.23051043,13.049055,2958.6426,47.147774,0.26530612,-3.2382245,17.430159,19.219072,-1.0101573,22.78328
13620,0.15296425,9336.515733718872,,1.642059e-07,-0.86304444,8.620877,17.430159,4.3574486,2.621726e-09,4.188791e-28,,681,0.9765321,-0.6669203,13.042551,2967.4219,47.14785,-0.67346936,-3.239694,17.430159,19.219072,-0.8817882,4.967861
13640,0.041433174,9360.688510417938,,,-0.86274976,17.408163,17.430159,4.3510466,2.6140432e-09,,,682,1.049594,0.19202583,13.048953,2967.414,47.107544,0.18367347,-3.2411616,17.430159,19.219072,-0.63722,25.137138
13660,0.027547687,9385.280093193054,,,-0.86278653,8.768929,17.430159,4.357314,2.6063942e-09,,,683,0.8924729,-0.996311,13.0426855,2976.046,47.07021,-1.0,-3.2426267,17.430159,19.219072,-0.9248162,29.904766
13680,0.057432614,9411.969388484955,,,-0.86251485,17.206882,17.430159,4.351226,2.5987787e-09,,,684,0.90396076,0.09714675,13.048774,2976.2383,47.0565,0.06122449,-3.2440898,17.430159,19.219072,-0.5558827,20.386328
13700,0.027547687,9437.387625694275,,,-0.86292076,9.018728,17.430159,4.357108,2.5911968e-09,,,685,1.0920479,-0.7435789,13.0428915,2984.6191,46.922516,-0.71428573,-3.2455506,17.430159,19.219072,-1.0370423,19.58076
13720,0.041433174,9466.975500583649,,,-0.8623962,17.368301,17.430159,4.3508024,2.5836475e-09,13.168865,,686,1.1077657,1.0226841,13.049197,2984.6504,46.919178,1.0,-3.2470095,17.430159,19.219072,-0.58275485,62.93988
13740,0.10170138,9497.718237400055,,,-0.8636654,,17.430159,4.3697977,2.5761315e-09,,,687,0.9949898,-0.36050126,13.030202,3002.0508,46.907776,-0.3469388,-3.2294514,17.430159,19.219072,-1.8122185,6.484847
13760,0.027547687,9528.372590303421,,9.1832325e-10,-0.86305183,17.30582,17.430159,4.3635826,2.5686482e-09,,,688,1.096442,-0.5444543,13.036417,3002.1455,46.84462,-0.5510204,-3.230906,17.430159,19.219072,-0.43398523,19.225624
13780,0.1800923,9559.511934995651,,1.2278631,-0.86209047,17.40711,17.430159,4.357239,2.5611975e-09,3.1966374e-12,,689,0.9691411,-0.045778185,13.042761,3002.1377,46.81926,-0.30612245,-3.2323585,17.430159,19.219072,-0.28560472,4.695312
13800,0.01831564,9590.993842124939,,,-0.8621097,13.299391,17.430159,4.356867,2.553779e-09,,,690,0.9819381,-1.0322398,13.043133,3006.2383,46.776276,-1.0,-3.2338088,17.430159,19.219072,-0.84344006,39.7469
13820,0.11035183,9619.491272211075,,12.6564865,-0.86279273,17.197525,17.430159,4.350855,2.5463927e-09,,,691,0.984045,-0.75990593,13.049145,3006.4404,46.900547,-1.0,-3.235257,17.430159,19.219072,-1.2957041,27.701345
13840,0.01831564,9650.159269571304,,43.74476,-0.8626372,17.349705,17.430159,4.3446407,2.5390388e-09,,,692,0.89307857,-0.7634412,13.055359,3006.4912,47.54198,-0.75510204,-3.2367032,17.430159,19.219072,-0.7317067,43.74476
13860,0.027547687,9680.581403493881,,27.581028,-0.86256427,17.362848,17.430159,4.3384256,2.5317162e-09,,,693,0.9629493,-0.7533704,13.061574,3006.5293,47.2072,-0.75510204,-3.2381473,17.430159,19.219072,-0.6900489,27.925674
13880,0.01831564,9712.029502868652,,39.25009,-0.86224574,17.354761,17.430159,4.33224,2.5244253e-09,,,694,0.9490024,-0.7226722,13.0677595,3006.5742,46.994946,-0.75510204,-3.2395892,17.430159,19.219072,-0.5933617,39.664417
13900,0.16597496,9742.130436182022,,1.3065063e-23,-0.8615237,17.383057,17.430159,4.32603,2.5171663e-09,51.17114,,695,1.1209393,1.0485729,13.07397,3006.5908,46.731743,1.0,-3.241029,17.430159,19.219072,-0.29387656,62.446117
13920,0.01831564,9772.471457481384,,,-0.86362845,,17.430159,4.3448143,2.509938e-09,,,696,0.8633949,0.62995267,13.055185,3023.9902,46.69151,0.63265306,-3.1714237,17.430159,19.219072,-2.4270642,75.54626
13940,0.041433174,9801.578460216522,,,-0.864286,5.491559,17.430159,4.355666,2.5027411e-09,,,697,1.0201914,-0.7223867,13.044333,3035.8994,46.692707,-0.71428573,-3.1728594,17.430159,19.219072,-1.1519799,13.362631
13960,0.16597496,9829.985611200333,,5.2437796e-13,-0.86342835,17.35819,17.430159,4.3494854,2.495575e-09,0.24023402,,698,0.9577682,0.75800693,13.050514,3035.9414,46.64038,0.5510204,-3.174293,17.430159,19.219072,-0.27843234,8.022718
13980,0.11035183,9855.394399404526,,,-0.86403483,3.8733516,17.430159,4.3626146,2.48844e-09,,,699,0.9623114,-0.7030972,13.037385,3049.4678,46.630344,-0.79591835,-3.1753807,17.430159,19.219072,-1.2422904,7.0011854
14000,0.079610266,9880.62391257286,,4.25847e-22,-0.863317,17.369123,17.430159,4.356427,2.481335e-09,8.551356e-33,,700,0.9462849,0.1112567,13.043572,3049.499,46.608692,0.10204082,-3.1768103,17.430159,19.219072,-0.32174963,14.526466
14020,0.15296425,9908.06476020813,,1.3971092e-05,-0.86362743,8.991955,17.430159,4.3622065,2.4742606e-09,3.9391204e-28,,701,0.98451275,-0.678667,13.037793,3057.9062,46.57959,-0.67346936,-3.178238,17.430159,19.219072,-1.0219706,4.9477067
14040,0.01831564,9934.82653594017,,,-0.8632407,17.395628,17.430159,4.355999,2.4672164e-09,,,702,0.9996127,-0.1706061,13.044001,3057.9111,46.56889,-0.18367347,-3.1796634,17.430159,19.219072,-0.57524484,38.873238
14060,0.9216105,9961.664140224457,,0.4805079,-0.862765,16.624788,17.430159,4.3509045,2.4602023e-09,0.77632976,,703,1.0964105,0.5891727,13.049095,3058.6865,46.565903,-1.0,-3.1810868,17.430159,19.219072,-0.50934005,32.649967
14080,0.027547687,9988.995461463928,,,-0.86306757,5.944205,17.430159,4.360997,2.453218e-09,,,704,1.1380277,-0.7183024,13.039002,3070.1416,46.371788,-0.71428573,-3.1814046,17.430159,19.219072,-1.1644006,18.72315
14100,0.027547687,10016.640286922455,,9.954404e-31,-0.86199623,17.38634,17.430159,4.3548307,2.4462634e-09,,,705,1.1679271,-0.36145878,13.045169,3070.1562,46.345043,-0.3877551,-3.182824,17.430159,19.219072,-0.2341278,18.679869
14120,0.21203151,10044.42037820816,,1.933745,-0.86115783,17.292952,17.430159,4.348814,2.4393387e-09,3.0580178e-12,,706,0.9878146,-0.646186,13.051186,3070.2627,46.31526,-0.5510204,-3.1842415,17.430159,19.219072,-0.42701763,3.676585
14140,0.029890813,10072.41580581665,,15.9050455,-0.8607954,17.414713,17.430159,4.342642,2.4324434e-09,,,707,0.9601281,-0.6482225,13.057358,3070.248,46.364685,-0.67346936,-3.1856568,17.430159,19.219072,-0.5919434,24.380997
14160,0.041433174,10100.071425437927,,6.8118258,-0.86046827,17.38103,17.430159,4.3365355,2.4255769e-09,,,708,1.05334,-0.52830917,13.063464,3070.2676,46.24935,-0.59183675,-3.1870704,17.430159,19.219072,-0.5799284,15.011875
14180,0.027547687,10128.455327749252,,2.4544574e-33,-0.85988927,17.38853,17.430159,4.330435,2.4187394e-09,,,709,0.96995264,-0.18810263,13.069565,3070.2783,46.249676,-0.18367347,-3.1884818,17.430159,19.219072,-0.49616158,24.807632
14200,0.027547687,10156.299855709076,,,-0.8594666,16.614948,17.430159,4.3254414,2.4119307e-09,,,710,0.878985,0.63831717,13.074558,3071.0635,46.243515,0.63265306,-3.189891,17.430159,19.219072,-0.51817036,46.262665
14220,0.027547687,10184.158476114273,,,-0.8600247,5.3949733,17.430159,4.3362417,2.405151e-09,,,711,1.1345263,-0.030087383,13.063758,3083.0674,46.214424,-0.020408163,-3.1912987,17.430159,19.219072,-1.1156821,30.95147
14240,0.062317666,10210.57645893097,,11.971042,-0.85970724,11.804666,17.430159,4.33801,2.3983995e-09,,,712,0.9560291,-0.21482885,13.06199,3088.663,46.192566,-0.06122449,-3.1927042,17.430159,19.219072,-0.75074434,15.277189
14260,0.06761824,10236.798135757446,,10.501964,-0.8595286,16.765163,17.430159,4.332817,2.3916766e-09,,,713,0.9056718,-0.35230678,13.067183,3089.2988,46.348774,-0.18367347,-3.1941075,17.430159,19.219072,-0.68277043,10.591894
14280,0.01831564,10263.415531635284,,33.97945,-0.85914576,17.254513,17.430159,4.326952,2.3849818e-09,,,714,1.0611362,-0.33551633,13.073048,3089.4434,46.892937,-0.3469388,-3.1955092,17.430159,19.219072,-0.4876433,35.922203
14300,0.027547687,10290.683407783508,,21.358576,-0.85854524,17.254559,17.430159,4.321104,2.3783153e-09,,,715,1.0998517,-0.34235334,13.078896,3089.5898,46.601547,-0.3469388,-3.1969087,17.430159,19.219072,-0.47451964,22.796247
14320,0.01831564,10317.948460102081,,32.67971,-0.85783213,17.175224,17.430159,4.315382,2.3716766e-09,,,716,1.086546,-0.34023938,13.084618,3089.8135,46.237144,-0.3469388,-3.1983063,17.430159,19.219072,-0.4370323,33.23758
