Iteration,LQGsigma_higher,Delta,ReturnMin,ReturnMax,IWLastEpisode,IWFirstEpisode,ReturnAbsMax,Regret,TimestepsSoFar,IWMax,TimeElapsed,LQGmu1_higher,Regret/t,ReturnStepMax,DenMISEMeanLog,ReturnMean,IWMean,LQGmu1_actor,DenMISELogLast,DenMISELogFirst,IWMin,Bound,ReturnLastEpisode
373,0.19541045,8.7390415e-09,,17.41465,0.020456564,0.019667886,17.41465,1723.5693,7460,4.773825,4392.208936214447,-0.75510204,4.6208296,19.202694,-0.882426,12.77917,0.99007565,-0.9004702,-0.38865986,-4.136161,,57.979286,16.028206
374,0.14097345,8.692372e-09,,17.41465,,,17.41465,1723.6826,7480,50.21904,4405.777944803238,1.0,4.608776,19.202694,-0.88092613,12.791224,1.1012629,1.2353115,-0.3093264,-4.1387854,,57.837082,17.287216
375,0.11035183,8.646074e-09,,17.41465,7.751757e-07,,17.41465,1741.0825,7500,9.820757,4422.106491565704,0.5510204,4.642886,19.202694,-0.88871145,12.757113,1.0707953,0.6249633,-3.870849,-4.1414557,,57.820118,
376,1.0,8.600145e-09,,17.41465,0.30032274,21.338223,17.41465,1752.9341,7520,35.074867,4436.6773183345795,-1.0,4.662059,19.202694,-0.88893956,12.737941,1.0724598,-1.8808215,-1.036294,-4.144119,,57.81311,5.548566
377,0.01831564,8.554582e-09,,17.41465,,,17.41465,1753.3228,7540,47.501106,4451.060762643814,-0.26530612,4.6507235,19.202694,-0.89865863,12.749276,0.8024115,-0.2904838,-4.609518,-4.091576,,57.710773,17.01083
378,0.01831564,8.509378e-09,,17.41465,,,17.41465,1753.5405,7560,49.674885,4467.1033799648285,0.2244898,4.638996,19.202694,-0.8982571,12.7610035,1.4528384,0.22588241,-0.52023417,-4.0942254,,57.635414,17.18169
379,0.06761824,8.464534e-09,,17.41465,1.3246184e-07,,17.41465,1762.3013,7580,9.971598,4482.254614830017,-0.18367347,4.649871,19.202694,-0.8968102,12.750129,0.98612165,-0.16428918,-0.7310128,-4.096867,,57.583984,8.640108
380,0.01831564,8.4200416e-09,,17.41465,,,17.41465,1763.0781,7600,35.778027,4496.7067494392395,-0.79591835,4.639679,19.202694,-0.8955635,12.760321,1.1306776,-0.7894885,-0.40102094,-4.099502,,57.364777,16.623163
381,0.09372906,8.375902e-09,,17.41465,8.4148574e-08,,17.41465,1763.1304,7620,8.44976,4511.407112836838,-0.2244898,4.627639,19.202694,-0.8940947,12.772361,0.97574544,-0.18618356,-0.42929637,-4.1021304,,57.365185,17.347754
382,0.01831564,8.332106e-09,,17.41465,,,17.41465,1763.71,7640,62.57178,4525.780043840408,0.10204082,4.6170416,19.202694,-0.8929824,12.782958,0.78885704,0.11836131,-0.43974435,-4.1047516,,57.23519,16.820154
383,0.027547687,8.288653e-09,,17.41465,,,17.41465,1772.1323,7660,21.913269,4540.1101541519165,-0.79591835,4.626978,19.202694,-0.8939075,12.773022,1.0508963,-0.8228603,-0.9974445,-4.107366,,57.173256,8.977102
384,0.027547687,8.245539e-09,,17.41465,,,17.41465,1772.1855,7680,41.26832,4552.8440527915955,0.3469388,4.6150675,19.202694,-0.892656,12.784932,0.7604945,0.32950515,-0.44241706,-4.1099734,,56.971825,17.346643
385,0.03243324,8.202761e-09,,17.41465,26.580702,,17.41465,1781.4697,7700,36.61901,4566.885266304016,0.30612245,4.6271935,19.202694,-0.89370793,12.772806,0.6768025,0.33241895,-1.0304358,-4.1125746,,56.9344,8.116128
386,0.01831564,8.160314e-09,,17.41465,,,17.41465,1790.7715,7720,30.504198,4581.649955272675,-0.9183673,4.639304,19.202694,-0.8947461,12.760695,1.3095272,-0.92518604,-0.95348275,-4.1151686,,56.93447,8.098568
387,0.15296425,8.118197e-09,,17.41465,2.790702e-05,1.8528013e-16,17.41465,1790.9023,7740,5.2102118,4595.750717639923,-0.18367347,4.627655,19.202694,-0.8925095,12.772345,0.9468649,-0.38311583,-0.30446532,-4.117756,,56.92072,17.268652
388,0.01831564,8.0764035e-09,,17.41465,44.30307,,17.41465,1791.0186,7760,47.07208,4610.600173950195,-0.3877551,4.616028,19.202694,-0.89226604,12.783972,0.90275794,-0.39892292,-0.74207187,-4.1203365,,58.45228,17.284094
389,0.03243324,8.034934e-09,,17.41465,23.47712,,17.41465,1791.1387,7780,23.97112,4625.239996433258,-0.3877551,4.6044703,19.202694,-0.8921253,12.795529,0.948701,-0.3748316,-0.70567596,-4.1229105,,57.66606,17.27965
390,0.079610266,7.993781e-09,,17.41465,4.2488055,,17.41465,1791.2134,7800,9.20826,4639.488880872726,-0.46938777,4.5928545,19.202694,-0.8913986,12.807145,0.97098875,-0.36605307,-0.54032564,-4.125478,,57.051342,17.32587
391,0.01831564,7.952944e-09,,17.41465,,,17.41465,1791.418,7820,61.079742,4653.507733821869,0.14285715,4.5816317,19.202694,-0.89041215,12.818368,0.94689643,0.1546383,-0.4709362,-4.1280384,,56.820835,17.195286
392,0.027547687,7.912419e-09,,17.41465,,,17.41465,1799.9307,7840,19.28961,4668.072208166122,-0.9183673,4.5916595,19.202694,-0.8907366,12.80834,1.2524734,-0.91755265,-0.9168031,-4.130593,,56.807384,8.886933
393,0.027547687,7.872204e-09,,17.41465,,,17.41465,1800.0615,7860,31.042185,4683.542279243469,0.2244898,4.58031,19.202694,-0.88845986,12.81969,1.2367923,0.27249464,-0.22588193,-4.1331406,,56.72426,17.26908
394,0.11035183,7.832295e-09,,17.41465,1.1555911e-10,1.508276e-18,17.41465,1809.0327,7880,7.404672,4699.356093883514,-0.5102041,4.5914545,19.202694,-0.88820577,12.808545,0.96614623,-0.33025503,-0.9872184,-4.135682,,56.7173,8.428602
395,0.01831564,7.792689e-09,,17.41465,20.819853,,17.41465,1809.2344,7900,30.39997,4714.444667816162,-0.3469388,4.5803394,19.202694,-0.8869887,12.81966,1.298703,-0.3558266,-0.36971685,-4.138217,,56.838814,17.198565
396,0.01831564,7.753382e-09,,17.41465,,,17.41465,1809.3306,7920,65.66396,4728.597261428833,1.0,4.5690165,19.202694,-0.8849068,12.830983,0.7553683,0.99856526,-0.32651645,-4.140745,,56.729797,17.304262
397,1.0,7.7143705e-09,,17.41465,0.17824134,21.320057,17.41465,1826.7041,7940,33.87393,4742.327707290649,-1.0,4.6012697,19.202694,-0.8863968,12.79873,1.1098454,-2.0066926,-1.1914532,-4.143267,,56.65152,0.02610694
398,0.027547687,7.675654e-09,,17.41465,,,17.41465,1826.9214,7960,19.281195,4755.55633687973,-0.3469388,4.590255,19.202694,-0.89598674,12.809745,1.2179326,-0.34988543,-4.7966905,-4.0934725,,56.5211,17.182657
399,0.01831564,7.637228e-09,,17.41465,,,17.41465,1827.0898,7980,54.807922,4768.850509405136,0.020408163,4.579173,19.202694,-0.89386994,12.820827,1.1202908,0.022935605,-0.24754663,-4.095982,,56.428772,17.231306
400,0.06761824,7.5990885e-09,,17.41465,2.6477476e-22,,17.41465,1835.313,8000,18.411537,4783.024918317795,0.71428573,4.5882816,19.202694,-0.8934909,12.811718,0.9096503,0.7281814,-0.8101831,-4.098485,,56.410015,9.177285
401,0.16597496,7.561235e-09,,17.41465,2.1801364,1.786034e-31,17.41465,1848.436,8020,7.161545,4797.040038585663,0.46938777,4.6095657,19.202694,-0.8943058,12.790434,0.99803805,0.58383805,-1.1180116,-4.1009817,,56.313343,4.2769275
402,1.0,7.5236635e-09,,17.41465,0.9873908,0.8799018,17.41465,1859.835,8040,73.87756,4810.9454226493835,1.0,4.6264553,19.202694,-0.89456755,12.773544,1.1354495,0.77972364,-0.9928446,-4.1034727,,56.151367,6.0011787
403,0.01831564,7.4863715e-09,,17.41465,,,17.41465,1873.6655,8060,43.288906,4824.806933164597,-0.63265306,4.649295,19.202694,-0.89489293,12.750705,0.93531364,-0.62497115,-1.1276212,-4.1037707,,56.131233,3.5693066
404,0.041433174,7.4493567e-09,,17.419079,3.6802852e-05,,17.419079,1873.6465,8080,15.731519,4838.52671456337,-0.8367347,4.637739,19.207842,-0.89437073,12.76226,1.0493897,-0.8083831,-0.58631814,-4.106249,,56.116955,17.419079
405,0.041433174,7.4126145e-09,,17.419079,1.6957804e-26,,17.419079,1873.7139,8100,12.975794,4852.176289319992,-0.3469388,4.6264534,19.207842,-0.8930903,12.773546,1.117071,-0.36209294,-0.4133986,-4.1087213,,56.101746,17.333008
406,0.14097345,7.3761446e-09,,17.419079,0.00014124035,0.0435002,17.419079,1873.8306,8120,28.762684,4865.709699630737,-1.0,4.615346,19.207842,-0.8914539,12.784654,0.9410492,-0.95159173,-0.33258873,-4.111187,,55.995396,17.282696
407,0.01831564,7.339942e-09,,17.419079,38.146744,,17.419079,1873.9873,8140,44.339325,4879.451943397522,-0.9591837,4.604391,19.207842,-0.8910233,12.7956085,0.91956514,-0.9510003,-0.64628685,-4.11354,,56.637913,17.243523
408,0.15296425,7.304006e-09,,17.419079,0.01330724,1.071145e-10,17.419079,1874.1421,8160,5.0657854,4891.5938539505005,-0.42857143,4.593486,19.207842,-0.89047176,12.806514,0.9704008,-0.40745127,-0.5543025,-4.115994,,55.88939,17.244831
409,0.24963507,7.2683344e-09,,17.419079,2.3422427,0.04281385,17.419079,1874.2178,8180,3.2692614,4903.792770385742,-0.59183675,4.5824404,19.207842,-0.88997436,12.817559,0.96696985,-0.937967,-0.6550721,-4.118442,,55.88292,17.324226
410,0.027547687,7.2329223e-09,,17.419079,17.165596,,17.419079,1874.3584,8200,18.700455,4915.864949703217,-0.9183673,4.5716057,19.207842,-0.8889188,12.828394,1.306584,-0.9391218,-0.4231121,-4.1207795,,56.17562,17.259537
411,0.041433174,7.197768e-09,,17.419079,12.65547,,17.419079,1874.5034,8220,12.65547,4927.915662050247,-0.9183673,4.560836,19.207842,-0.8870339,12.839164,1.1807687,-0.9136238,-0.39881197,-4.1232157,,56.037773,17.255146
412,0.027547687,7.1628703e-09,,17.419079,,,17.419079,1874.6289,8240,33.31671,4939.776194095612,0.020408163,4.55007,19.207842,-0.88490623,12.84993,1.0134016,0.028018275,-0.17769128,-4.1256456,,55.79394,17.274246
413,0.01831564,7.1282247e-09,,17.419079,6.0057386e-18,,17.419079,1882.9312,8260,33.145847,4951.4630444049835,-0.14285715,4.5591555,19.207842,-0.8847049,12.840844,1.2741569,-0.12403497,-0.7847415,-4.12807,,55.743755,9.097506
414,1.0,7.093831e-09,,17.419079,0.4627325,21.049347,17.419079,1884.2441,8280,32.511513,4963.382218360901,-1.0,4.5513153,19.207842,-0.8832872,12.848684,1.1401616,-0.4119395,-0.5319897,-4.1304884,,55.596478,16.087015
415,0.01831564,7.0596844e-09,,17.419079,17.77188,,17.419079,1884.3682,8300,38.37934,4975.254764318466,-0.3877551,4.5406456,19.207842,-0.88247186,12.859354,1.0447556,-0.37709266,-0.66831535,-4.0833073,,55.67583,17.27718
416,0.03243324,7.0257844e-09,,17.419079,17.798822,,17.419079,1884.5103,8320,20.291874,4987.262357473373,-0.3877551,4.530072,19.207842,-0.8813323,12.869927,1.0678235,-0.3792452,-0.42353767,-4.085714,,55.53053,17.257776
417,0.041433174,6.9921287e-09,,17.419079,,,17.419079,1884.6069,8340,26.60461,4999.198886394501,0.26530612,4.5194416,19.207842,-0.88003945,12.880558,0.8894636,0.20672126,-0.39422196,-4.0881147,,55.386925,17.302921
418,0.01831564,6.958713e-09,,17.419079,,,17.419079,1893.2915,8360,35.788563,5010.9530301094055,-0.18367347,4.5294056,19.207842,-0.88016593,12.870594,1.1529737,-0.16517943,-0.806519,-4.0905104,,55.371704,8.715578
419,0.01831564,6.9255366e-09,,17.419079,,,17.419079,1894.2422,8380,61.523315,5022.779121637344,0.42857143,4.5208645,19.207842,-0.87869877,12.879135,1.1085198,0.42299706,-0.38498002,-4.0929,,55.300457,16.44896
420,0.0529305,6.892597e-09,,17.419079,,,17.419079,1904.167,8400,12.493243,5034.761524915695,-0.3877551,4.5337305,19.207842,-0.8786595,12.866269,1.0655698,-0.37847537,-0.9142898,-4.0952835,,55.25652,7.4755893
421,0.01831564,6.859892e-09,,17.419079,1.6948495e-18,,17.419079,1904.2256,8420,33.900166,5046.5546724796295,-0.5510204,4.523101,19.207842,-0.877327,12.876899,1.1756861,-0.57768685,-0.37421066,-4.0976615,,55.18126,17.34115
422,0.01831564,6.827419e-09,,17.419079,28.099472,,17.419079,1904.2456,8440,40.416546,5058.320507526398,-0.59183675,4.51243,19.207842,-0.8762265,12.887569,0.98488444,-0.57657135,-0.5531128,-4.100034,,55.667946,17.379892
423,0.01831564,6.7951773e-09,,17.419079,,,17.419079,1904.2529,8460,61.407722,5070.329030990601,0.59183675,4.5017805,19.207842,-0.87540424,12.898219,1.4220649,0.58962417,-0.48530078,-4.102401,,55.192833,17.392855
424,0.027547687,6.763162e-09,,17.419079,,,17.419079,1915.7134,8480,37.653534,5081.930316925049,0.18367347,4.5181923,19.207842,-0.8746274,12.881807,1.0706946,0.19221298,-0.90302896,-4.104762,,55.11659,5.9393597
425,0.027547687,6.7313732e-09,,17.419079,,,17.419079,1924.3457,8500,35.838146,5093.821490764618,0.59183675,4.527872,19.207842,-0.87444746,12.872128,1.3680667,0.57587385,-0.83996356,-4.107118,,55.000404,8.768274
426,0.027547687,6.6998074e-09,,17.419079,,,17.419079,1935.6602,8520,21.1703,5105.6058259010315,-0.14285715,4.543803,19.207842,-0.8737349,12.856196,1.1352729,-0.05996654,-0.8966248,-4.109468,,54.98857,6.085271
427,0.01831564,6.668463e-09,,17.419079,63.107388,,17.419079,1939.1543,8540,63.107388,5117.683362007141,-0.06122449,4.5413446,19.207842,-0.8739178,12.858655,0.6775926,-0.06700555,-1.0661348,-4.1118126,,56.792698,13.905773
428,0.01831564,6.6373382e-09,,17.419079,,,17.419079,1941.9702,8560,61.35849,5129.626720428467,0.5102041,4.5373135,19.207842,-0.8748689,12.862686,1.2630966,0.5078376,-0.9273944,-4.114152,,54.987736,14.583996
429,0.01831564,6.606431e-09,,17.419079,,,17.419079,1952.6133,8580,55.239048,5141.333600521088,-0.06122449,4.551547,19.207842,-0.87449336,12.848453,0.7376921,-0.06374128,-0.90827966,-4.1164856,,54.963734,6.756572
430,0.027547687,6.5757395e-09,,17.419079,32.50757,,17.419079,1955.3936,8600,32.656017,5153.21386384964,-0.06122449,4.547426,19.207842,-0.8750331,12.852573,0.7812901,-0.08318334,-0.8127481,-4.118814,,54.987446,14.620537
431,0.21203151,6.5452608e-09,,17.419079,2.9017458,6.211592e-07,17.419079,1957.5693,8620,4.0698657,5165.203362226486,-0.26530612,4.5419245,19.207842,-0.8754163,12.858075,0.95964813,-0.29130587,-0.8021213,-4.1211367,,54.951416,15.224176
432,0.041433174,6.5149934e-09,,17.419079,,,17.419079,1957.875,8640,26.222012,5176.964100122452,0.3469388,4.532118,19.207842,-0.87477833,12.867882,0.80012393,0.2569161,-0.5580446,-4.123454,,54.940002,17.094448
433,0.057432614,6.4849353e-09,,17.419079,,6.143409e-38,17.419079,1966.771,8660,11.668283,5189.011276006699,-0.79591835,4.5421963,19.207842,-0.87539905,12.857803,1.003971,-0.7252814,-0.9272654,-4.1257663,,54.91945,8.503693
434,0.01831564,6.455086e-09,,17.419079,31.389954,,17.419079,1966.8096,8680,36.71473,5200.521907091141,-0.71428573,4.5318193,19.207842,-0.8746493,12.86818,1.1394287,-0.732771,-0.54563296,-4.128073,,55.735107,17.361074
435,0.19541045,6.425441e-09,,17.419079,1.0999119e-15,6.0472076e-34,17.419079,1966.8462,8700,30.373974,5212.535889148712,0.9183673,4.5214853,19.207842,-0.8736519,12.878514,1.0730679,1.0629683,-0.54053116,-4.130375,,54.880817,17.363575
436,0.01831564,6.396001e-09,,17.419079,,,17.419079,1984.2461,8720,40.61296,5224.14497923851,-0.9591837,4.5510225,19.207842,-0.87740153,12.848977,0.97048795,-0.9949379,-2.567028,-4.132671,,54.821175,
437,0.027547687,6.3667622e-09,,17.419079,,,17.419079,1984.4443,8740,25.712238,5235.948183298111,-0.59183675,4.5410624,19.207842,-0.8774122,12.858937,1.0253785,-0.58891225,-0.8243315,-4.134962,,54.791664,17.20166
438,0.21203151,6.3377237e-09,,17.419079,0.47774455,3.023141,17.419079,1984.4702,8760,27.44077,5247.336442232132,-1.0,4.530754,19.207842,-0.8765546,12.869246,0.91625607,-0.83996254,-0.5087214,-4.1372476,,54.747047,17.37394
439,0.19541045,6.308883e-09,,17.419079,3.7765827e-07,7.388312e-18,17.419079,1984.5542,8780,5.769139,5258.81281542778,0.26530612,4.520625,19.207842,-0.87588954,12.8793745,0.92780215,0.08066353,-0.49296468,-4.13265,,54.64782,17.315954
440,0.34603184,6.2802386e-09,,17.419079,0.96714246,0.44174632,17.419079,1992.9092,8800,2.8255148,5270.994773387909,-0.46938777,4.529339,19.207842,-0.87654114,12.870661,0.95942634,-0.21859029,-1.0877148,-4.134925,,54.52396,9.045413
441,0.027547687,6.2517893e-09,,17.419079,,,17.419079,1993.4844,8820,22.797977,5282.696976661682,-0.71428573,4.5203724,19.207842,-0.8761829,12.879627,0.94722396,-0.6661355,-0.6774815,-4.136192,,54.32399,16.824701
442,0.027547687,6.223533e-09,,17.419079,30.96418,,17.419079,1993.4883,8840,31.546015,5294.678653478622,-0.67346936,4.5101547,19.207842,-0.8761616,12.889845,0.8223475,-0.6777629,-0.79537076,-4.138457,,54.59927,17.395761
443,0.027547687,6.195467e-09,,17.419079,,,17.419079,1993.481,8860,41.07147,5306.397250890732,0.10204082,4.499957,19.207842,-0.87618417,12.900043,0.8440679,0.10518198,-0.69174343,-4.1407166,,54.209442,17.407671
444,0.041433174,6.1675904e-09,,17.419079,,,17.419079,2001.877,8880,19.712345,5318.544437408447,-0.67346936,4.508733,19.207842,-0.8767964,12.891267,0.888183,-0.687613,-0.96636266,-4.1429715,,54.083607,9.003926
445,0.01831564,6.139902e-09,,17.419079,1.3340582e-33,,17.419079,2001.8906,8900,27.786867,5330.40207529068,-0.9183673,4.4986305,19.207842,-0.8764193,12.901369,1.3425131,-0.9139033,-0.58621144,-4.145221,,54.02313,17.386719
446,0.03243324,6.1124e-09,,17.419079,,,17.419079,2002.0278,8920,31.64843,5342.271361589432,0.14285715,4.4888515,19.207842,-0.8741655,12.911148,0.9256556,0.11257705,-0.18500026,-4.1474657,,54.01924,17.262428
447,0.027547687,6.0850818e-09,,17.419079,2.8396733e-24,,17.419079,2010.4385,8940,23.019354,5354.1832447052,-0.18367347,4.4976254,19.207842,-0.8745126,12.902374,1.1055086,-0.18884747,-0.9340602,-4.1497054,,53.991688,8.9892645
448,0.01831564,6.057946e-09,,17.419079,,,17.419079,2011.0581,8960,74.69269,5366.05778169632,0.75510204,4.488969,19.207842,-0.87333614,12.911031,0.8463442,0.7617502,-0.43368962,-4.15194,,53.969315,16.78015
449,0.03243324,6.030992e-09,,17.419079,,,17.419079,2024.6367,8980,29.464506,5377.930490493774,-0.020408163,4.5092134,19.207842,-0.87430036,12.890786,0.8969423,-0.02104873,-1.1108838,-4.1541696,,53.934616,3.821556
450,0.027547687,6.0042185e-09,,17.419079,,,17.419079,2030.7783,9000,37.696648,5389.57976770401,0.42857143,4.5128403,19.207842,-0.8744353,12.887159,0.9722537,0.44494003,-0.8135709,-4.1563945,,53.929127,11.2589445
451,0.041433174,5.977622e-09,,17.419079,,,17.419079,2040.8755,9020,12.333191,5401.5621383190155,-0.9183673,4.525223,19.207842,-0.8747877,12.874777,1.1465144,-0.91790414,-0.9746191,-4.158614,,53.887894,7.3021903
452,0.7214223,5.9512013e-09,,17.419079,0.6526276,25.84203,17.419079,2041.0063,9040,27.612926,5413.417786359787,-1.0,4.515501,19.207842,-0.8729348,12.884499,1.1355103,-0.82107174,-0.17213419,-4.160829,,53.836952,17.26924
453,0.027547687,5.9249556e-09,,17.419079,16.016075,,17.419079,2041.0776,9060,22.86963,5425.3321986198425,-0.79591835,4.5056906,19.207842,-0.8718839,12.894309,1.0655035,-0.80683804,-0.5175575,-4.107441,,53.87111,17.328508
454,0.01831564,5.8988836e-09,,17.419079,,,17.419079,2041.1548,9080,78.73039,5437.18815946579,0.9183673,4.4959364,19.207842,-0.870807,12.904063,0.89651024,0.94197667,-0.42907527,-4.109646,,53.737427,17.323093
455,0.041433174,5.8729825e-09,,17.419079,,,17.419079,2057.5293,9100,22.219181,5448.963266372681,0.020408163,4.5220423,19.207842,-0.8720051,12.877957,0.9277844,0.06074535,-1.263753,-4.1118464,,53.708187,1.0259119
456,0.01831564,5.847252e-09,,17.419079,,,17.419079,2065.858,9120,35.437157,5460.761072635651,-0.3877551,4.53039,19.207842,-0.87249416,12.86961,1.1064707,-0.39365095,-1.0070595,-4.114042,,53.69582,9.071057
457,0.01831564,5.8216902e-09,,17.419079,,,17.419079,2066.042,9140,60.964893,5472.57751750946,0.5510204,4.5208797,19.207842,-0.8713968,12.87912,1.1266011,0.56555855,-0.4495157,-4.1162324,,53.673573,17.215967
458,0.24963507,5.796296e-09,,17.419079,3.8055856,2.7813513e-13,17.419079,2077.2495,9160,4.8036404,5484.500859737396,0.46938777,4.5354795,19.207842,-0.8713802,12.86452,0.964542,0.43057525,-0.9418604,-4.118418,,53.642574,6.192471
459,0.027547687,5.771067e-09,,17.419079,,,17.419079,2087.2324,9180,22.2582,5496.306965112686,-0.5510204,4.547348,19.207842,-0.87150204,12.852652,1.0210357,-0.5842419,-0.8896992,-4.1205993,,53.62171,7.4166956
460,0.01831564,5.7460023e-09,,17.419079,33.254772,,17.419079,2087.2393,9200,36.792404,5507.963719129562,-0.59183675,4.5374765,19.207842,-0.8707086,12.862523,1.0571637,-0.59844816,-0.5091097,-4.1227756,,53.832634,17.393663
461,0.041433174,5.7211005e-09,,17.419079,15.480957,,17.419079,2087.255,9220,15.510024,5519.574910163879,-0.59183675,4.527668,19.207842,-0.86981237,12.872332,1.0026343,-0.5828846,-0.48760667,-4.124947,,53.652885,17.384708
462,0.062317666,5.6963616e-09,,17.419079,0.0074405805,,17.419079,2087.2363,9240,8.907216,5531.614599466324,-0.3469388,4.517828,19.207842,-0.86883616,12.882172,1.0672158,-0.33426684,-0.41019666,-4.127114,,53.608982,17.418568
463,0.062317666,5.6717817e-09,,17.419079,6.718288e-14,1.6386593e-28,17.419079,2087.441,9260,10.765467,5543.812289953232,-0.8367347,4.5085115,19.207842,-0.8675175,12.891488,1.0700049,-0.81461823,-0.3181189,-4.129276,,53.58866,17.194866
464,0.31890655,5.6473612e-09,,17.419079,1.854093e-07,5.575122e-13,17.419079,2087.4912,9280,53.168186,5555.7857620716095,1.0,4.498904,19.207842,-0.86651254,12.901095,1.1369905,0.72055244,-0.46414468,-4.1314335,,53.50235,17.349493
465,0.27086833,5.6230975e-09,,17.419079,0.16834651,2.7574065e-06,17.419079,2100.5142,9300,4.0828695,5567.552725315094,0.020408163,4.517235,19.207842,-0.86693084,12.882765,0.9420748,-0.19800958,-1.1717174,-4.1335864,,53.405113,4.3775554
466,0.041433174,5.59899e-09,,17.419079,15.569121,,17.419079,2101.171,9320,15.574928,5579.414532423019,-0.18367347,4.50895,19.207842,-0.8663571,12.891049,1.0737054,-0.096810214,-0.54041463,-4.1357346,,53.62655,16.743078
467,0.01831564,5.5750364e-09,,17.419079,48.355988,,17.419079,2102.8164,9340,49.29596,5591.260750293732,-0.10204082,4.502819,19.207842,-0.866166,12.897181,0.8690906,-0.097497724,-0.838307,-4.137878,,54.312263,15.754346
468,0.029890813,5.5512372e-09,,17.419079,27.608385,,17.419079,2104.6821,9360,27.608385,5602.932018280029,-0.10204082,4.4971848,19.207842,-0.86623454,12.902815,0.92489696,-0.09623519,-0.73840415,-4.140017,,53.83213,15.534361
469,0.041433174,5.5275895e-09,,17.419079,13.428764,,17.419079,2106.7412,9380,20.242905,5614.828531265259,-0.06122449,4.4919863,19.207842,-0.86605346,12.908013,0.8659428,-0.07706196,-0.6896699,-4.1421514,,53.523933,15.340844
470,0.0529305,5.504093e-09,,17.419079,13.673954,,17.419079,2109.3125,9400,14.593032,5626.907587766647,-0.10204082,4.487899,19.207842,-0.8660241,12.912101,0.9617963,-0.118342765,-0.7070093,-4.1442814,,53.447,14.828779
471,0.062317666,5.480746e-09,,17.419079,1.7435526e-35,3.7925353e-22,17.419079,2110.664,9420,9.224811,5638.756591796875,-0.9183673,4.481241,19.207842,-0.865376,12.918758,1.0599105,-0.9658902,-0.5140174,-4.146407,,53.287575,16.047947
472,0.0529305,5.4575473e-09,,17.419079,0.00017319148,,17.419079,2110.829,9440,12.573101,5650.454470396042,-0.71428573,4.4720955,19.207842,-0.8647375,12.927904,0.92660457,-0.73158824,-0.61687523,-4.1485276,,53.2722,17.23532
473,0.08638168,5.434495e-09,,17.419079,5.807571,7.135917e-16,17.419079,2110.8647,9460,8.008403,5662.316936969757,-0.79591835,4.462715,19.207842,-0.8641515,12.937284,1.0199699,-0.74658626,-0.5064246,-4.1506443,,53.162457,17.36487
474,0.01831564,5.4115885e-09,,17.419079,,,17.419079,2110.8887,9480,28.959343,5674.174603700638,-0.3469388,4.453352,19.207842,-0.8635697,12.946648,1.2934513,-0.32160768,-0.60372466,-4.152756,,53.131588,17.375568
475,0.37546432,5.388827e-09,,17.419079,0.73113215,0.0019543397,17.419079,2111.1772,9500,2.9978855,5685.941837072372,0.14285715,4.444583,19.207842,-0.8620158,12.955417,0.9551111,0.4471212,-0.3913211,-4.154864,,53.121918,17.111715
476,1.0,5.366209e-09,,17.419079,1.0789901,5.438441,17.419079,2121.292,9520,20.47095,5697.816813468933,0.18367347,4.4564962,19.207842,-0.86246383,12.943503,1.012921,0.41588354,-1.0296664,-4.1569624,,53.02603,7.284475
477,0.057432614,5.3437326e-09,,17.419079,,,17.419079,2131.163,9540,13.258152,5709.4986300468445,-0.63265306,4.467847,19.207842,-0.8626497,12.932153,0.9346444,-0.5142247,-0.9608573,-4.147701,,52.85015,7.52992
478,0.03243324,5.3213975e-09,,17.419079,,,17.419079,2131.1558,9560,36.111263,5721.245183467865,0.46938777,4.4584837,19.207842,-0.86265564,12.941516,1.0136012,0.4758274,-0.7929058,-4.149795,,52.841007,17.407663
479,0.01831564,5.299202e-09,,17.419079,,,17.419079,2141.5117,9580,34.58472,5733.213446378708,-0.46938777,4.4707975,19.207842,-0.8631267,12.929202,1.1300098,-0.47253084,-1.0806035,-4.1518846,,52.84044,7.043253
480,0.01831564,5.2771454e-09,,17.419079,,,17.419079,2141.546,9600,63.72484,5744.706124782562,0.63265306,4.4615536,19.207842,-0.86196625,12.938446,0.9499397,0.59440434,-0.40387073,-4.1539702,,52.77711,17.365816
481,0.027547687,5.255226e-09,,17.419079,,,17.419079,2153.0576,9620,60.789387,5756.740298271179,1.0,4.4762125,19.207842,-0.86225826,12.923787,0.92795134,0.9447435,-0.9116764,-4.1560516,,52.724617,5.887829
482,0.08638168,5.2334426e-09,,17.419079,,4.878371e-24,17.419079,2169.4795,9640,8.938077,5768.620920181274,-0.63265306,4.5009947,19.207842,-0.8633909,12.899005,0.9350568,-0.6299138,-1.2987962,-4.1581283,,52.71113,0.97838324
483,0.2939076,5.211794e-09,,17.419079,1.6835752,5.254139,17.419079,2169.4814,9660,16.654028,5780.531621932983,-0.877551,4.491679,19.207842,-0.86292756,12.90832,0.9308009,-1.0144233,-0.57032883,-4.160201,,52.639225,17.398396
484,0.01831564,5.1902798e-09,,17.419079,48.951267,,17.419079,2169.6836,9680,55.44745,5792.199512004852,-1.0,4.4828176,19.207842,-0.86360776,12.917182,0.69512916,-1.0075583,-1.1198281,-4.1514497,,52.67492,17.197893
485,0.041433174,5.1688986e-09,,17.419079,23.355827,,17.419079,2169.8857,9700,31.225477,5804.059632778168,-1.0,4.4739904,19.207842,-0.86437345,12.926009,0.9197637,-1.0558505,-0.90275043,-4.153514,,52.706722,17.197626
