TimestepsSoFar,ReturnStepMax,Regret/t,Delta,DenMISELogLast,LQGmu1_actor,ReturnAbsMax,Iteration,DenMISELogFirst,LQGmu1_higher,IWMin,Regret,IWMax,GridSize,ReturnLastEpisode,TimeElapsed,Bound,ReturnMin,LQGsigma_higher,ReturnMax,ReturnMean,IWMean,IWFirstEpisode,DenMISEMeanLog,IWLastEpisode
23120,0.998851,0.14559507,4.5492086e-09,-2.4499292,1.0913773,0.95582306,1156,-0.9673371,1.0,,168.30786,43.003662,10,0.20481752,1041.0061705112457,1.7724624,,0.069483444,0.95582306,0.81952494,0.9374758,,-0.80892587,26.822174
23140,0.998851,0.14620048,4.541348e-09,-2.7761102,0.8557881,0.95582306,1157,-0.9682017,1.0,,169.15399,44.863976,10,0.11908968,1042.6821963787079,1.772763,,0.26359713,0.95582306,0.81891954,0.9989796,1.31053e-11,-0.81068844,22.883595
23160,0.998851,0.14669031,4.533508e-09,-2.24083,-0.30428904,0.95582306,1158,-0.96906567,-0.33333334,,169.86743,9.087746,10,0.25166062,1044.3740825653076,1.7708783,,0.069483444,0.95582306,0.8184297,1.0126352,7.324984e-15,-0.81193066,
23180,0.998851,0.14657235,4.5256883e-09,-0.17638949,-0.68782073,0.95582306,1159,-0.96992886,-0.7777778,,169.87732,9.633347,10,0.9552112,1045.6511678695679,1.769981,,0.044551425,0.95582306,0.81854767,0.9937086,0.18066221,-0.8113735,3.1718626e-24
23200,0.998851,0.14645404,4.5178887e-09,-1.1968362,0.3904715,0.95582306,1160,-0.9706354,0.33333334,,169.88666,22.311623,10,0.95575005,1046.920755147934,1.7699051,,0.0285655,0.95582306,0.818666,1.0502967,,-0.8117134,
23220,0.998851,0.14669722,4.510109e-09,-1.6097376,-1.7250292,0.95582306,1161,-0.9714971,-1.0,,170.31555,10.646435,10,0.53631544,1048.1946859359741,1.7698259,,0.41111228,0.95582306,0.8184228,1.0128816,2.5118027,-0.8123647,0.015922649
23240,0.998851,0.1465826,4.5023496e-09,-3.6535726,-1.5896368,0.95582306,1162,-0.9701969,-1.0,,170.32904,12.860758,10,0.9516059,1049.7163259983063,1.7770591,,0.6411804,0.95582306,0.8185374,0.9707231,1.6279099,-0.8147999,12.676566
23260,0.998851,0.14646989,4.4946105e-09,-3.3410904,-1.7010199,0.95582306,1163,-0.9696572,-1.0,,170.34448,23.958084,10,0.94967693,1051.2429749965668,1.7790297,,1.0,0.95582306,0.8186501,0.94895047,1.0483977,-0.81699836,9.471775
23280,0.998851,0.14635754,4.4868913e-09,-3.5838156,-1.5762808,0.95582306,1164,-0.9696156,-1.0,,170.3601,12.600208,10,0.9494552,1052.9810810089111,1.7793256,,0.6411804,0.95582306,0.8187625,0.98462176,1.6269639,-0.8194207,12.325121
23300,0.998851,0.14624268,4.4791917e-09,-3.293089,-0.12579167,0.95582306,1165,-0.9690776,-1.0,,170.37274,23.502491,10,0.95254415,1054.7437064647675,1.7806363,,1.0,0.95582306,0.81887734,0.95887226,1.0477902,-0.8215583,9.098418
23320,0.998851,0.14612824,4.471512e-09,-0.020541085,-1.2667079,0.95582306,1166,-0.9690366,-1.0,,170.38556,12.350843,10,0.95224595,1056.496954202652,1.7717168,,0.6411804,0.95582306,0.8189918,0.98765874,1.6260221,-0.82090807,0.25071666
23340,0.998851,0.14601266,4.4638515e-09,-2.3282964,0.6027609,0.95582306,1167,-0.96850026,1.0,,170.39673,56.73269,10,0.9539135,1057.9353721141815,1.7693664,,1.0,0.95582306,0.81910735,1.0163435,0.16735758,-0.82221156,0.31360397
23360,0.998851,0.14635783,4.456212e-09,-1.6706265,-1.9298973,0.95582306,1168,-0.9692134,-1.0,,170.94592,23.084637,10,0.41587633,1059.527815580368,1.769114,,1.0,0.95582306,0.8187622,0.95467615,1.0479325,-0.82293046,0.58699834
23380,0.998851,0.14625323,4.448591e-09,-3.9929454,-0.3603571,0.95582306,1169,-0.9691724,-1.0,,170.97003,12.118883,10,0.94111115,1061.0454630851746,1.7689755,,0.6411804,0.95582306,0.8188668,0.9959043,1.626243,-0.82568234,11.784452
23400,0.998851,0.14613724,4.44099e-09,-0.13437122,-0.33813077,0.95582306,1170,-0.9686373,-0.33333334,,170.98059,10.610958,10,0.9545191,1062.3335201740265,1.7668214,,0.0285655,0.95582306,0.8189828,1.0409491,,-0.82509613,10.211391
23420,0.998851,0.14602166,4.433408e-09,0.27681825,0.5298985,0.95582306,1171,-0.96949166,0.5555556,,170.99133,46.310913,10,0.95438987,1063.6529541015625,1.7666796,,0.01831564,0.95582306,0.81909835,0.9894052,,-0.8241234,
23440,0.998851,0.14633,4.4258455e-09,-1.1225986,-2.216,0.95582306,1172,-0.97034526,-1.0,,171.49872,22.70327,10,0.45768595,1065.0082476139069,1.7662393,,1.0,0.95582306,0.81879,0.95954514,1.0491192,-0.82439965,0.3803609
23460,0.998851,0.14663243,4.418303e-09,-4.4844785,-0.3272639,0.95582306,1173,-0.97030336,-0.33333334,,171.99988,16.265465,10,0.4640433,1066.667011499405,1.7658951,,0.01831564,0.95582306,0.8184876,1.0327581,,-0.82755584,
23480,0.998851,0.14651668,4.410779e-09,0.27861622,0.12559497,0.95582306,1174,-0.9711555,0.11111111,,172.01062,14.067441,10,0.9543679,1068.1610479354858,1.7642952,,0.044551425,0.95582306,0.81860334,1.0014875,,-0.8265901,6.4075684e-21
23500,0.998851,0.14657241,4.403274e-09,-0.14091146,-0.33883262,0.95582306,1175,-0.972007,-0.33333334,,172.22253,16.070356,10,0.753196,1069.8992846012115,1.7636006,,0.01831564,0.95582306,0.8185476,1.0348759,,-0.82600886,
23520,0.998851,0.14645636,4.395789e-09,0.2945302,-0.3037673,0.95582306,1176,-0.97285765,-0.33333334,,172.23273,10.336699,10,0.9549862,1071.621815443039,1.7625908,,0.0285655,0.95582306,0.81866366,1.0409243,,-0.8250307,10.211923
23540,0.998851,0.14634049,4.388323e-09,-0.17285153,-0.14979002,0.95582306,1177,-0.9737076,-0.11111111,,172.2428,10.905206,10,0.9550258,1073.342699289322,1.7624259,,0.044551425,0.95582306,0.8187795,0.9942154,,-0.82444495,0.00092566403
23560,0.998851,0.14622658,4.380876e-09,-0.5384789,0.34318936,0.95582306,1178,-0.97455686,0.33333334,,172.25488,20.845438,10,0.9530078,1075.0889530181885,1.7618494,,0.044551425,0.95582306,0.81889343,1.0250419,,-0.8242099,4.4692885e-25
23580,0.998851,0.14640164,4.3734474e-09,-0.486837,-0.40084678,0.95582306,1179,-0.97540545,-0.33333334,,172.60748,9.342497,10,0.61246717,1076.8273632526398,1.7614383,,0.044551425,0.95582306,0.8187184,1.0340625,1.326996e-36,-0.8239081,
23600,0.998851,0.14628631,4.366038e-09,-0.92682743,-0.31447947,0.95582306,1180,-0.9762533,-0.33333334,,172.61792,9.047659,10,0.9547752,1078.5614171028137,1.7625782,,0.069483444,0.95582306,0.8188337,1.0119843,7.377818e-15,-0.82396895,9.047659
23620,0.998851,0.14617187,4.358647e-09,0.09964464,-1.1085817,0.95582306,1181,-0.9771003,-1.0,,172.62903,22.442867,10,0.95394975,1080.3387835025787,1.7615117,,1.0,0.95582306,0.81894815,0.9693621,1.0562301,-0.82317865,0.2854888
23640,0.998851,0.14605719,4.3512753e-09,-1.405303,0.51946366,0.95582306,1182,-0.97705275,0.5555556,,172.63959,29.664385,10,0.95455045,1081.7366178035736,1.7586858,,0.0285655,0.95582306,0.8190628,0.97622126,,-0.8236985,
23660,0.998851,0.146339,4.343922e-09,-1.3768358,-0.09711508,0.95582306,1183,-0.9778984,-0.11111111,,173.11902,10.8556795,10,0.48561862,1083.1199367046356,1.7581735,,0.044551425,0.95582306,0.818781,0.9950111,,-0.82419497,
23680,0.998851,0.14622718,4.3365875e-09,-0.013221287,0.2869385,0.95582306,1184,-0.9787434,0.33333334,,173.13306,18.941626,10,0.95115286,1084.8437826633453,1.7578204,,0.10836801,0.95582306,0.81889284,1.0275546,1.2311114e-28,-0.823517,0.001398607
23700,0.998851,0.14639926,4.329271e-09,-1.3281147,-0.3686856,0.95582306,1185,-0.9795876,-0.33333334,,173.48315,8.218687,10,0.6150454,1086.4212911128998,1.7568607,,0.10836801,0.95582306,0.81872076,0.98949265,4.9570026e-06,-0.8239233,1.068472e-06
23720,0.998851,0.14628422,4.3219734e-09,-0.313692,-0.11088128,0.95582306,1186,-0.98043114,-0.11111111,,173.49304,12.573287,10,0.9551637,1087.8951542377472,1.7557392,,0.0285655,0.95582306,0.8188358,0.9824206,,-0.8235035,4.226212e-17
23740,0.998851,0.14616996,4.314695e-09,0.1192999,-0.088013604,0.95582306,1187,-0.98127395,-0.11111111,,173.50366,19.330475,10,0.9545202,1089.3469297885895,1.7552519,,0.01831564,0.95582306,0.81895006,0.95959884,,-0.8227275,19.330475
23760,0.998851,0.14605552,4.307434e-09,-0.17880383,0.07706459,0.95582306,1188,-0.98211604,0.11111111,,173.51398,21.667229,10,0.9549083,1090.9027407169342,1.755075,,0.01831564,0.95582306,0.8190645,1.0706143,,-0.822224,5.6182674e-25
23780,0.998851,0.14597201,4.3001918e-09,-0.632881,0.18361697,0.95582306,1189,-0.9829575,0.11111111,,173.56073,14.014809,10,0.9183312,1092.453565120697,1.7564687,,0.044551425,0.95582306,0.819148,1.0008035,,-0.8220117,12.591818
23800,0.998851,0.14610529,4.292967e-09,-1.4430302,-0.79550594,0.95582306,1190,-0.98379815,-0.7777778,,173.8653,13.507093,10,0.66051453,1093.795026063919,1.7551306,,0.01831564,0.95582306,0.8190147,1.0843824,1.7505115e-11,-0.82253635,
23820,0.998851,0.14599079,4.2857615e-09,0.23889026,-0.87647605,0.95582306,1191,-0.98463815,-1.0,,173.875,9.493669,10,0.9553681,1095.1388177871704,1.7550457,,0.069483444,0.95582306,0.8191292,1.0605067,7.5125976,-0.8215781,0.059488762
23840,0.998851,0.14587659,4.2785735e-09,-1.0894467,-0.802351,0.95582306,1192,-0.9791894,-0.7777778,,173.88495,9.800346,10,0.9552573,1096.6194570064545,1.7583482,,0.069483444,0.95582306,0.81924343,0.99601686,2.0615823,-0.8217544,6.223457
23860,0.998851,0.14576256,4.2714037e-09,0.044836227,-0.30759713,0.95582306,1193,-0.9783,-0.33333334,,173.89478,9.26873,10,0.95522255,1098.3017792701721,1.7547797,,0.044551425,0.95582306,0.81935745,1.0373055,1.3308488e-36,-0.82103306,7.3496656e-24
23880,0.998851,0.14564884,4.264252e-09,-0.066212095,-0.5279174,0.95582306,1194,-0.97913784,-0.5555556,,173.90466,18.089897,10,0.9552801,1099.927994966507,1.754535,,0.0285655,0.95582306,0.8194712,0.82400674,6.7684708e-34,-0.820372,6.488138e-16
23900,0.998851,0.14553523,4.2571178e-09,-0.61172444,-0.7624308,0.95582306,1195,-0.97997504,-0.7777778,,173.91467,9.345251,10,0.9552015,1101.4300599098206,1.7542278,,0.0285655,0.95582306,0.8195848,1.0270386,0.00026463205,-0.82034874,6.267157e-16
23920,0.998851,0.14542186,4.2500017e-09,0.2996957,-1.2791027,0.95582306,1196,-0.98081124,-1.0,,173.92456,10.191332,10,0.9551393,1102.7634961605072,1.7530887,,0.41111228,0.95582306,0.81969815,1.0285289,2.5353072,-0.8193922,0.60852826
23940,0.998851,0.14530993,4.242904e-09,-2.3819108,-1.4361167,0.95582306,1197,-0.97952944,-1.0,,173.93597,11.96869,10,0.95370996,1104.2951273918152,1.753669,,0.6411804,0.95582306,0.8198101,0.99743706,1.6431735,-0.82067496,6.1268196
23960,0.998851,0.14519858,4.2358232e-09,-2.8971355,-1.7199242,0.95582306,1198,-0.9789927,-1.0,,173.94788,22.330494,10,0.9532186,1105.9006547927856,1.7554624,,1.0,0.95582306,0.81992143,0.9697294,1.0582308,-0.8224114,6.57384
23980,0.998851,0.14509004,4.2287605e-09,-3.5587013,-0.54261255,0.95582306,1199,-0.9789442,-1.0,,173.96301,9.992038,10,0.9500467,1107.6283609867096,1.7549067,,0.41111228,0.95582306,0.82003,1.0408034,2.5305781,-0.82472014,7.354904
24000,0.998851,0.14497715,4.221716e-09,-0.3436509,-0.57094973,0.95582306,1200,-0.9776695,-0.5555556,,173.9726,17.872477,10,0.9554611,1109.128740310669,1.7597761,,0.0285655,0.95582306,0.82014287,0.8396015,6.7585117e-34,-0.8242864,17.77189
24020,0.998851,0.14486432,4.214688e-09,-0.36725822,-0.57921106,0.95582306,1201,-0.97850245,-0.5555556,,173.98206,17.624872,10,0.9556523,1110.8270630836487,1.7557324,,0.0285655,0.95582306,0.8202557,0.8437572,6.7641343e-34,-0.8240434,17.43823
24040,0.998851,0.14475185,4.207678e-09,-0.50709504,-0.5246331,0.95582306,1202,-0.9793348,-0.5555556,,173.9917,13.746815,10,0.9554432,1112.6039423942566,1.7560554,,0.044551425,0.95582306,0.8203682,0.8906979,1.2456732e-13,-0.8239137,12.913885
24060,0.998851,0.14463967,4.200686e-09,-0.64491695,-1.6100132,0.95582306,1203,-0.9801664,-1.0,,174.00159,11.732712,10,0.9553222,1114.3816368579865,1.7521513,,0.6411804,0.95582306,0.82048035,1.0053562,1.6442205,-0.8238589,0.9008565
24080,0.998851,0.1445294,4.1937116e-09,-3.3124588,0.039420128,0.95582306,1204,-0.9796314,-1.0,,174.01343,22.02116,10,0.9532663,1116.0801405906677,1.7557151,,1.0,0.95582306,0.8205906,0.97693133,1.0589069,-0.8259225,9.092613
24100,0.998851,0.14442492,4.186754e-09,-1.288306,0.07402599,0.95582306,1205,-0.97958255,0.11111111,,174.03198,14.246613,10,0.94650143,1117.8368141651154,1.7581167,,0.069483444,0.95582306,0.8206951,0.9724332,,-0.8263268,12.228373
24120,0.998851,0.14434057,4.179814e-09,-0.70644695,0.21762106,0.95582306,1206,-0.9804121,0.11111111,,174.0747,14.091828,10,0.9224079,1119.2747235298157,1.7515745,,0.069483444,0.95582306,0.82077944,0.9734974,,-0.8262529,10.092005
24140,0.998851,0.14444226,4.1728905e-09,-1.7219882,0.39509606,0.95582306,1207,-0.9812409,0.33333334,,174.34186,20.872622,10,0.69803905,1120.615231513977,1.751924,,0.069483444,0.95582306,0.82067776,1.034715,,-0.8270196,8.029065
24160,0.998851,0.144683,4.1659844e-09,-1.6679317,-0.12930913,0.95582306,1208,-0.9820691,-0.11111111,,174.7771,12.482239,10,0.5298362,1121.9429867267609,1.7512883,,0.0285655,0.95582306,0.820437,0.98288417,,-0.8276914,
24180,0.998851,0.14457577,4.1590957e-09,-0.070590414,0.59862554,0.95582306,1209,-0.98289657,0.33333334,,174.79205,18.700748,10,0.9501341,1123.2660682201385,1.7512621,,0.10836801,0.95582306,0.82054424,1.0414257,1.2362316e-28,-0.82708275,0.00043547538
24200,0.998851,0.14489698,4.152224e-09,-1.591953,0.557272,0.95582306,1210,-0.98372334,0.5555556,,175.32532,27.572693,10,0.43186232,1124.5866904258728,1.7545481,,0.044551425,0.95582306,0.82022303,0.9696485,,-0.82768416,27.572693
24220,0.998851,0.14521015,4.1453694e-09,-0.7110993,0.4270311,0.95582306,1211,-0.98454946,0.5555556,,175.84949,26.383453,10,0.44101146,1126.036226272583,1.7516104,,0.069483444,0.95582306,0.8199099,0.9516017,,-0.8276197,11.6875305
24240,0.998851,0.14546227,4.1385313e-09,-1.9739274,-0.3440032,0.95582306,1212,-0.98537487,-0.33333334,,176.3003,10.34529,10,0.5143314,1127.6805348396301,1.7507639,,0.0285655,0.95582306,0.81965774,1.0434638,,-0.82861054,
24260,0.998851,0.14535183,4.1317105e-09,0.24202415,0.18087788,0.95582306,1213,-0.9861996,0.33333334,,176.31177,14.722491,10,0.95355016,1129.325911283493,1.7507504,,0.1690133,0.95582306,0.8197682,1.0177351,8.314362e-12,-0.8276951,0.00060300436
24280,0.998851,0.14535886,4.1249066e-09,-1.389042,-0.6022308,0.95582306,1214,-0.9870237,-0.5555556,,176.4657,13.706306,10,0.8112596,1131.1167402267456,1.7501905,,0.044551425,0.95582306,0.81976116,0.892151,1.2552898e-13,-0.8281451,
24300,0.9988625,0.14524686,4.1181196e-09,-0.9224175,-0.10611053,0.9558392,1215,-0.9878471,-0.11111111,,176.47498,10.824288,10,0.9558392,1132.8194298744202,1.7499682,,0.044551425,0.9558392,0.81987315,0.9916729,,-0.82831454,9.2190994e-26
24320,0.9988625,0.14513767,4.111349e-09,0.11179432,-0.121343486,0.9558392,1216,-0.9886698,-0.11111111,,176.48743,19.143646,10,0.9526177,1134.1348695755005,1.7502937,,0.01831564,0.9558392,0.81998235,0.96721345,,-0.8275509,18.765059
24340,0.9988625,0.14502847,4.1045953e-09,0.07645361,-0.7687012,0.9558392,1217,-0.9894918,-0.7777778,,176.49963,13.49573,10,0.95294094,1135.4661955833435,1.748707,,0.01831564,0.9558392,0.82009155,1.0853679,1.7605063e-11,-0.8268395,
24360,0.9988625,0.14491779,4.0978585e-09,0.41694945,-0.348729,0.9558392,1218,-0.9903132,-0.33333334,,176.50995,15.868301,10,0.95488125,1136.8252017498016,1.748559,,0.01831564,0.9558392,0.82020223,1.0372682,,-0.825752,
24380,0.9988625,0.1448077,4.0911377e-09,0.16840747,0.09146413,0.9558392,1219,-0.99113387,0.11111111,,176.52063,13.01243,10,0.9543701,1138.1577870845795,1.7478971,,0.10836801,0.9558392,0.8203123,0.9636138,2.8626402e-19,-0.8249099,0.00038279698
24400,0.9988625,0.1447705,4.0844337e-09,-0.24347766,-0.35992768,0.9558392,1220,-0.99195385,-0.33333334,,176.62,10.219051,10,0.86574954,1139.5008525848389,1.7474695,,0.0285655,0.9558392,0.8203495,1.0438907,,-0.8244651,
24420,0.9988625,0.14466,4.0777457e-09,-0.0868461,-0.34096095,0.9558392,1221,-0.9927732,-0.33333334,,176.62982,9.256803,10,0.9552275,1140.846310377121,1.7472872,,0.044551425,0.9558392,0.82046,1.0340734,1.3502502e-36,-0.82382804,8.173137
24440,0.9988625,0.14454961,4.071075e-09,0.29823568,-0.10832599,0.9558392,1222,-0.99359185,-0.11111111,,176.63965,18.933846,10,0.95543766,1142.1781480312347,1.7470571,,0.01831564,0.9558392,0.8205704,0.9692423,,-0.82288396,1.0250218e-33
24460,0.9988625,0.14444482,4.06442e-09,0.14892492,-0.10109481,0.9558392,1223,-0.99440986,-0.11111111,,176.656,12.094711,10,0.9487439,1143.5042457580566,1.7468688,,0.0285655,0.9558392,0.8206752,0.98738533,,-0.822119,11.976414
24480,0.9988625,0.14433658,4.0577812e-09,0.094727844,-2.1383018,0.9558392,1224,-0.99522716,-1.0,,176.66797,11.706096,10,0.9531266,1144.8617272377014,1.7462904,,0.6411804,0.9558392,0.82078344,1.0078514,1.6691711,-0.82138354,0.21183261
24500,0.9988625,0.14457726,4.0511594e-09,-4.323575,-0.5763062,0.9558392,1225,-0.99468106,-1.0,,177.10712,21.992512,10,0.5259005,1146.2017920017242,1.7501106,,1.0,0.9558392,0.82054275,0.9830236,1.0749636,-0.8242371,15.748909
24520,0.9988625,0.14446741,4.044553e-09,-0.44643086,-0.49665248,0.9558392,1226,-0.9946199,-0.5555556,,177.11713,13.666822,10,0.9551981,1147.5476834774017,1.7539284,,0.044551425,0.9558392,0.8206526,0.90344536,1.2648602e-13,-0.8239441,12.5551815
24540,0.9988625,0.14435744,4.037963e-09,-1.0708069,-0.53685606,0.9558392,1227,-0.99543524,-0.5555556,,177.12659,13.527178,10,0.95557916,1149.0156002044678,1.748029,,0.044551425,0.9558392,0.8207626,0.9040153,1.2658932e-13,-0.8242271,10.902107
24560,0.9988625,0.14424819,4.0313894e-09,-0.38983127,-0.7712057,0.9558392,1228,-0.9962499,-0.7777778,,177.13672,13.461734,10,0.9549977,1150.5965240001678,1.7453592,,0.01831564,0.9558392,0.82087183,1.0852208,1.7724437e-11,-0.8239544,8.621433e-37
24580,0.9988625,0.14413863,4.024831e-09,0.45229974,-0.107958585,0.9558392,1229,-0.99706393,-0.11111111,,177.14636,18.56356,10,0.9554415,1152.0084726810455,1.745322,,0.01831564,0.9558392,0.8209814,0.9770758,,-0.8228504,
24600,0.9988625,0.14403033,4.0182897e-09,0.1666463,-0.76848674,0.9558392,1230,-0.99787724,-0.7777778,,177.15735,9.3848915,10,0.9542209,1153.3992459774017,1.7443507,,0.0285655,0.9558392,0.8210897,1.0219996,0.00026941224,-0.8220689,
24620,0.9988625,0.14392126,4.0117643e-09,0.42098537,-0.4818293,0.9558392,1231,-0.9986897,-0.5555556,,177.16705,11.673501,10,0.95538,1155.11594748497,1.7442936,,0.069483444,0.9558392,0.82119876,0.92988414,2.0953781e-05,-0.8210437,0.03443094
24640,0.9988625,0.14381248,4.005255e-09,-1.1824286,-0.2341424,0.9558392,1232,-0.9995017,-0.33333334,,177.17694,9.099429,10,0.9551966,1156.932766675949,1.7446369,,0.069483444,0.9558392,0.82130754,1.0034498,7.551338e-15,-0.8213966,1.9087911
24660,0.9988625,0.14370495,3.9987604e-09,-1.1799889,-0.25814462,0.9558392,1233,-1.000313,-0.33333334,,177.1883,8.284777,10,0.95387226,1158.7535955905914,1.7450945,,0.10836801,0.9558392,0.82141507,0.9855079,5.06081e-06,-0.8216862,7.8803406
24680,0.9988625,0.14359641,3.992282e-09,-1.000032,0.8058479,0.9558392,1234,-1.0011238,1.0,,177.198,57.148865,10,0.9553357,1160.546575307846,1.7440431,,1.0,0.9558392,0.8215236,0.99961823,0.17290741,-0.82184386,0.49146205
24700,0.9988625,0.14402574,3.9858197e-09,-1.4478183,0.7931189,0.9558392,1235,-1.0017937,0.7777778,,177.87177,59.547672,10,0.29134724,1162.341476202011,1.7466524,,0.01831564,0.9558392,0.8210943,0.96453553,,-0.8223565,28.630905
24720,0.9988625,0.14445084,3.9793724e-09,-1.1231078,0.79936737,0.9558392,1236,-1.002603,0.7777778,,178.5412,37.213215,10,0.29564512,1163.7881038188934,1.7461655,,0.0285655,0.9558392,0.8206692,1.0489899,,-0.822642,37.17042
24740,0.9988625,0.14487529,3.972941e-09,-1.2329568,-0.123398796,0.9558392,1237,-1.0034119,-0.11111111,,179.21075,18.397614,10,0.2956583,1165.6210474967957,1.7429692,,0.01831564,0.9558392,0.8202447,0.9797365,,-0.8229449,
24760,0.9988625,0.14476657,3.9665253e-09,0.081319496,-0.81979865,0.9558392,1238,-1.0042199,-0.7777778,,179.22107,13.330562,10,0.9547776,1167.4140584468842,1.7427435,,0.01831564,0.9558392,0.82035345,1.0883633,1.7866245e-11,-0.82223505,
24780,0.9988625,0.14465767,3.960125e-09,-0.48839325,-0.74731076,0.9558392,1239,-1.0050273,-0.7777778,,179.23083,9.825411,10,0.95536417,1169.252576828003,1.7434435,,0.044551425,0.9558392,0.82046235,0.9806317,0.18711576,-0.8218979,9.35353
24800,0.9988625,0.14454871,3.9537404e-09,-0.15170643,-0.09692271,0.9558392,1240,-1.0056831,-0.11111111,,179.24036,11.846038,10,0.95553946,1171.0906579494476,1.7427335,,0.0285655,0.9558392,0.8205713,0.9880397,,-0.82137483,
24820,0.9988625,0.14444113,3.947371e-09,0.051543497,-0.5896258,0.9558392,1241,-1.0064893,-0.33333334,,179.25146,6.7049856,10,0.9540956,1172.9280879497528,1.7423236,,0.1690133,0.9558392,0.8206789,0.97416556,0.016658999,-0.8206842,0.84283674
24840,0.9988625,0.14433253,3.941017e-09,-0.6938654,-0.5354028,0.9558392,1242,-1.0072813,-0.5555556,,179.26099,13.40625,10,0.9555312,1174.7783181667328,1.7437272,,0.044551425,0.9558392,0.8207875,0.91229886,1.2809788e-13,-0.8206037,13.378187
24860,0.9988625,0.14422405,3.934679e-09,-0.409471,-0.46994087,0.9558392,1243,-1.0080861,-0.5555556,,179.27051,11.543708,10,0.95557415,1176.2661049365997,1.7424513,,0.069483444,0.9558392,0.82089597,0.9353315,2.1151602e-05,-0.82034636,8.290732
24880,0.9988625,0.1441164,3.928355e-09,-1.2287488,0.84121734,0.9558392,1244,-1.0088903,0.7777778,,179.28076,28.538042,10,0.954869,1177.9570095539093,1.742324,,0.10836801,0.9558392,0.8210036,1.0062145,,-0.8207291,2.0576614e-28
24900,0.9988625,0.14456946,3.922047e-09,-2.110733,0.22359772,0.9558392,1245,-1.0096939,0.11111111,,179.98901,13.973041,10,0.25688118,1179.817391872406,1.7414491,,0.044551425,0.9558392,0.82055056,1.0117214,,-0.8217656,
24920,0.9988625,0.14467937,3.915754e-09,-1.7345457,-1.3044692,0.9558392,1246,-1.0104967,-1.0,,180.27051,21.974566,10,0.68360984,1181.664802312851,1.741543,,1.0,0.9558392,0.82044065,0.9802552,1.0921,-0.8224921,1.0693076
24940,0.9988625,0.14457226,3.9094763e-09,-2.481843,0.089830935,0.9558392,1247,-1.0104228,0.11111111,,180.28162,10.742161,10,0.9540456,1183.5178184509277,1.7396021,,0.1690133,0.9558392,0.82054776,0.97165275,6.0090805e-08,-0.82384,1.6518635e-14
24960,0.9988625,0.14461541,3.9032138e-09,-0.29415947,-0.8092646,0.9558392,1248,-1.0112245,-0.7777778,,180.47998,9.806803,10,0.7667011,1185.2873136997223,1.739013,,0.044551425,0.9558392,0.8205046,0.9810863,0.18827897,-0.82343936,
24980,0.9988625,0.14450777,3.896966e-09,-0.16954786,-0.79706985,0.9558392,1249,-1.0118746,-0.7777778,,180.49023,9.874725,10,0.95498157,1186.8700957298279,1.7391354,,0.069483444,0.9558392,0.82061225,0.98518395,2.1300788,-0.82293284,6.1386275
25000,0.9988625,0.1444,3.8907335e-09,0.21047536,-1.2833406,0.9558392,1250,-1.010971,-1.0,,180.5,9.998577,10,0.95532024,1188.6406190395355,1.7381136,,0.41111228,0.9558392,0.82072,1.0402426,2.612936,-0.8221194,0.6960376
25020,0.9988625,0.14429307,3.8845154e-09,-2.3997684,-1.195137,0.9558392,1251,-1.0096824,-1.0,,180.51062,9.92717,10,0.9543911,1190.3265130519867,1.7373902,,0.41111228,0.9558392,0.82082695,1.0434785,2.6095715,-0.82334954,8.433542
25040,0.9988625,0.14418614,3.878313e-09,-2.0049772,0.032611847,0.9558392,1252,-1.0083977,-1.0,,180.52112,11.524928,10,0.95477897,1192.1677503585815,1.7374823,,0.6411804,0.9558392,0.8209339,1.0144192,1.6913004,-0.8242597,4.4113097
25060,0.9988625,0.14409643,3.872125e-09,-1.3332529,0.22844365,0.9558392,1253,-1.0078461,0.11111111,,180.55286,13.954416,10,0.9333772,1194.015268087387,1.7419753,,0.069483444,0.9558392,0.8210236,0.988143,,-0.8246556,11.505304
25080,0.9988625,0.14422542,3.8659516e-09,-1.7352538,0.22026151,0.9558392,1254,-1.0086439,0.11111111,,180.85864,7.7724266,10,0.6592115,1195.860547542572,1.7410938,,0.26359713,0.9558392,0.8208946,0.98590153,0.0020680039,-0.8253936,7.7724266
25100,0.9988625,0.14435542,3.859793e-09,-1.7077527,0.23951757,0.9558392,1255,-1.0094393,0.11111111,,181.16602,12.844719,10,0.65766466,1197.6997368335724,1.7377114,,0.10836801,0.9558392,0.8207646,0.9808459,2.9155172e-19,-0.8261086,12.228761
25120,0.9988625,0.14453071,3.8536494e-09,-1.7269701,0.30102763,0.9558392,1256,-1.0102358,0.33333334,,181.53064,14.886003,10,0.6006555,1199.3086712360382,1.7369022,,0.1690133,0.9558392,0.8205893,1.0355207,8.5166145e-12,-0.8268431,11.378811
25140,0.9988625,0.14469582,3.84752e-09,-1.0183643,0.5596121,0.9558392,1257,-1.0110317,0.11111111,,181.88269,7.606449,10,0.6131311,1200.6884472370148,1.7351671,,0.26359713,0.9558392,0.8204242,0.9915316,0.0020729483,-0.8269694,3.2323623
25160,0.9988625,0.14499986,3.841406e-09,-0.7433346,1.0068675,0.9558392,1258,-1.0118253,1.0,,182.40979,46.240173,10,0.4378546,1202.0535326004028,1.7351032,,0.0285655,0.9558392,0.82012016,1.0070689,,-0.8269102,
