MountainCar_mu1_higher,MountainCar_mu0_higher,ReturnLastEpisode,IWLastEpisode,AvgEpLen,TimestepsSoFar,MountainCar_std1_higher,ReturnAbsMax,ReturnStepMax,DenMISELogFirst,IWMin,MinEpLen,ReturnMax,ReturnMin,IWMax,BoundBonus,DenMISELogLast,Regret,MountainCar_std0_higher,Bound,Iteration,BoundMISE,ReturnMean,Delta,IWFirstEpisode,Regret/t,TimeElapsed,NumTrajectories,DenMISEMeanLog,IWMean,ActionIn1,NumTrainableParams,GridSize
10.0,-1.0,-0.74335605,3.6973765e-25,857.6887009992314,3347559,3.0,19.798416,159.02925,-4.049234,,157,19.798416,-14.027719,36.480362,15.024168,-4.0625777,21413.879,0.14999999,16.63795,3903,1.6137822,-0.48651752,3.105641e-11,0.040589936,5.4865174,15053.682933568954,3903,-4.2914224,0.96442115,7.455896,,256
-10.0,0.6,1.641363,1.5690769e-33,857.5514856557377,3347881,3.0,19.798416,159.02925,-4.0494795,,157,19.798416,-14.027719,33.359898,17.94557,-4.2059193,21417.236,0.14999999,16.635082,3904,-1.3104883,-0.4859725,3.1040504e-11,2.4209163e-18,5.4859724,15059.300926923752,3904,-4.29141,0.97160363,-13.354558,,256
10.0,0.2,-0.793903,1.7404554e-13,857.5877080665813,3348880,3.0,19.798416,159.02925,-4.0497355,,157,19.798416,-14.027719,20.360943,14.042328,-5.3157873,21423.031,0.14999999,16.62793,3905,2.5856023,-0.48605135,3.1024606e-11,2.014084e-08,5.4860516,15064.874834299088,3905,-4.2916803,0.974844,11.800231,,256
-10.0,-0.2,0.89162534,4.1477203e-13,857.4797747055811,3349316,3.0,19.798416,159.02925,-4.0499916,,157,19.798416,-14.027719,29.371845,16.791216,-4.1235313,21427.139,0.14999999,16.627903,3906,-0.16331355,-0.4856986,3.1008727e-11,7.115244e-05,5.4856987,15070.140150308609,3906,-4.2916436,1.0673165,-10.730314,,256
10.0,0.73333335,-0.17384411,3.2438882e-12,857.5159969285897,3350315,3.0,19.798416,159.02925,-4.0502477,,157,19.798416,-14.027719,36.29372,18.823452,-4.324209,21432.312,0.14999999,16.624605,3907,-2.198847,-0.48561883,3.099285e-11,3.8060034e-20,5.4856186,15075.708514928818,3907,-4.2916355,1.0495068,10.355892,,256
10.0,-0.73333335,-4.31472,1.3720759e-25,857.5522006141249,3351314,3.0,19.798416,159.02925,-4.0505037,,157,19.798416,-14.027719,22.469992,14.730635,-4.605422,21441.627,0.14999999,16.62412,3908,1.8934857,-0.48659864,3.0976992e-11,0.40736234,5.4865985,15082.3090133667,3908,-4.2917047,1.0227636,8.237279,,256
-2.0,-1.0,2.264492,0.008824573,857.415963161934,3351639,3.0,19.798416,159.02925,-4.0506554,,157,19.798416,-14.027719,37.217545,18.573523,-3.895872,21444.363,0.14999999,16.623396,3909,-1.9501264,-0.48589486,3.0961143e-11,0.8713089,5.4858947,15087.06172323227,3909,-4.2915974,1.0215355,-3.544153,,256
-0.6666667,-0.06666667,-1.4298024,2.6714553e-05,857.4521739130435,3352638,3.0,19.798416,159.02925,-4.0506883,,157,19.798416,-14.027719,18.672752,16.684446,-4.1296306,21450.793,0.14999999,16.62278,3910,-0.06166701,-0.48613626,3.094531e-11,0.0043043373,5.4861364,15092.74593281746,3910,-4.291551,1.0662401,1.4408784,,256
-3.3333333,0.2,-0.0096461745,1.1433258,857.4883661467655,3353637,3.0,19.798416,159.02925,-4.050943,,157,19.798416,-14.027719,18.924751,16.81994,-3.955816,21455.803,0.14999999,16.62041,3911,-0.19952981,-0.48601443,3.0929485e-11,2.2631323e-07,5.4860144,15098.477731704712,3911,-4.2914486,0.9772852,-5.176864,,256
2.0,-0.8666667,-0.0009496771,2.831146e-08,857.5245398773006,3354636,3.0,19.798416,159.02925,-4.0511985,,157,19.798416,-14.027719,21.91429,18.036064,-3.966327,21460.803,0.14999999,16.616755,3912,-1.4193103,-0.48589042,3.0913678e-11,8.726773,5.4858904,15104.433119058609,3912,-4.291371,0.9996372,2.3836446,,256
10.0,-0.2,-0.66612077,0.081928,857.5606951188347,3355635,3.0,19.798416,159.02925,-4.049226,,157,19.798416,-14.027719,20.834318,14.290134,-3.9991775,21466.469,0.14999999,16.616892,3913,2.3267574,-0.4859365,3.0897878e-11,0.0031166782,5.4859366,15111.26413655281,3913,-4.2912974,0.9996515,11.850826,,256
3.3333333,0.33333334,0.43291423,0.000571738,857.473173224323,3356150,3.0,19.798416,159.02925,-4.0494804,,157,19.798416,-14.027719,19.165762,16.98511,-4.2337766,21471.037,0.14999999,16.614408,3914,-0.37070078,-0.48570174,3.0882092e-11,3.0557312e-09,5.4857016,15116.378264427185,3914,-4.2912827,0.9626587,5.174329,,256
10.0,0.46666667,-1.2051961,3.3245854,857.5093231162197,3357149,3.0,19.798416,159.02925,-4.049736,,157,19.798416,-14.027719,23.97406,15.314245,-4.10458,21477.242,0.14999999,16.61275,3915,1.2985046,-0.4858855,3.0866316e-11,1.344176e-13,5.4858856,15122.964243888855,3915,-4.291245,1.0325196,7.900616,,256
-3.3333333,-0.6,-0.2653223,4.4285917e-10,857.5454545454545,3358148,3.0,19.798416,159.02925,-4.049991,,157,19.798416,-14.027719,20.413895,17.40588,-3.8366168,21482.508,0.14999999,16.610594,3916,-0.7952866,-0.48582917,3.0850555e-11,4.4223404,5.4858294,15128.825299739838,3916,-4.2911215,0.96595496,-7.5683904,,256
10.0,-0.46666667,-0.9866204,9.618913e-07,857.581567526168,3359147,3.0,19.798416,159.02925,-4.049118,,157,19.798416,-14.027719,21.444563,14.429453,-4.0803285,21488.494,0.14999999,16.609112,3917,2.1796582,-0.48595706,3.0834807e-11,0.17290393,5.485957,15134.563010692596,3917,-4.291077,1.0455047,12.558297,,256
-10.0,0.33333334,3.0600042,1.0048094e-17,857.4466564573762,3359476,3.0,19.798416,159.02925,-4.0493293,,157,19.798416,-14.027719,29.973291,17.057808,-4.550137,21490.434,0.14999999,16.60898,3918,-0.44882807,-0.485052,3.0819066e-11,1.7612813e-12,5.485052,15140.400616168976,3918,-4.291132,1.0485761,-8.577243,,256
6.0,0.06666667,-0.05244821,0.00010975405,857.482776218423,3360475,3.0,19.798416,159.02925,-4.0495844,,157,19.798416,-14.027719,16.791243,16.062105,-4.0354576,21495.486,0.14999999,16.603842,3919,0.5417375,-0.4849416,3.080334e-11,3.9164705e-05,5.4849415,15146.544500350952,3919,-4.291055,0.995851,0.8118491,,256
3.3333333,-0.33333334,-0.035239596,0.16691273,857.5188775510204,3361474,3.0,19.798416,159.02925,-4.0498395,,157,19.798416,-14.027719,18.257624,16.682558,-3.969222,21500.521,0.14999999,16.602407,3920,-0.08015009,-0.48482683,3.078763e-11,1.3645759,5.484827,15153.638038396835,3920,-4.290973,0.9359444,4.033147,,256
0.6666667,0.6,-0.4094012,8.382218e-10,857.5212955878602,3362341,3.0,19.798416,159.02925,-4.0497465,,157,19.798416,-14.027719,22.212757,18.084421,-3.9358687,21505.93,0.14999999,16.596796,3921,-1.487626,-0.4848076,3.0771927e-11,4.589492e-15,5.4848075,15159.277544498444,3921,-4.2908998,1.0009803,-1.8303134,,256
-10.0,-0.8666667,-0.63168,2.6148016e-17,857.5573686894442,3363340,3.0,19.798416,159.02925,-4.0500016,,157,19.798416,-14.027719,33.601475,18.053999,-4.0511475,21511.562,0.14999999,16.594545,3922,-1.4594537,-0.4848451,3.0756234e-11,0.004355076,5.484845,15165.28525853157,3922,-4.2908382,0.97732,-9.850478,,256
2.0,1.0,-1.3722019,3.7068923e-34,857.5934234004588,3364339,3.0,19.798416,159.02925,-4.0502553,,157,19.798416,-14.027719,53.907475,21.716164,-4.192527,21517.936,0.14999999,16.594688,3923,-5.121475,-0.48507133,3.0740556e-11,2.0853681e-26,5.485071,15171.17447757721,3923,-4.290819,0.9389963,1.1790223,,256
6.0,-0.8666667,-3.2554457,4.1683064e-29,857.6294597349644,3365338,3.0,19.798416,159.02925,-4.05051,,157,19.798416,-14.027719,19.01383,17.082462,-4.341347,21526.19,0.14999999,16.59425,3924,-0.4882134,-0.48577732,3.0724888e-11,3.1393695,5.4857774,15177.209681034088,3924,-4.2908483,0.97009534,1.9317214,,256
-6.0,0.8666667,-1.8586679,2.5383363e-34,857.6654777070064,3366337,3.0,19.798416,159.02925,-4.0499654,,157,19.798416,-14.027719,27.19374,19.866095,-4.2558537,21533.049,0.14999999,16.588945,3925,-3.277149,-0.48612708,3.0709237e-11,1.0524858e-23,5.486127,15183.055748462677,3925,-4.2908473,1.0153426,-3.5338376,,256
-6.0,-0.2,-4.6900544,1.02861635e-13,857.7014773306164,3367336,3.0,19.798416,159.02925,-4.05022,,157,19.798416,-14.027719,18.903711,16.747417,-4.675086,21542.738,0.14999999,16.587694,3926,-0.15972267,-0.48719785,3.0693594e-11,0.0053065773,5.487198,15189.353801488876,3926,-4.290941,1.0550992,-7.7432055,,256
2.0,0.06666667,-0.22072332,0.007997356,857.7374586198116,3368335,3.0,19.798416,159.02925,-4.050473,,157,19.798416,-14.027719,18.42851,16.600311,-4.000236,21547.959,0.14999999,16.58439,3927,-0.015920961,-0.48713,3.0677964e-11,0.00010889122,5.48713,15195.878571987152,3927,-4.290854,1.0434897,3.8890052,,256
10.0,0.06666667,-0.113442615,1.5264169,857.7734215885947,3369334,3.0,19.798416,159.02925,-4.050728,,157,19.798416,-14.027719,20.045595,13.9822,-3.942154,21553.072,0.14999999,16.581404,3928,2.599204,-0.4870349,3.0662344e-11,2.385613e-06,5.487035,15202.437890052795,3928,-4.2907553,0.98046964,10.966042,,256
6.0,0.8666667,3.3827603,0.00033609234,857.6380758462714,3369660,3.0,19.798416,159.02925,-4.0509825,,157,19.798416,-14.027719,29.336308,20.656582,-3.950027,21554.69,0.14999999,16.580523,3929,-4.076059,-0.48604992,3.064674e-11,1.018025e-22,5.48605,15208.772414684296,3929,-4.290673,1.0019748,9.758219,,256
-0.6666667,-0.46666667,-6.4863935,2.170778e-22,857.6740458015267,3370659,3.0,19.798416,159.02925,-4.051237,,157,19.798416,-14.027719,19.66814,17.05748,-4.813215,21566.176,0.14999999,16.57888,3930,-0.47859928,-0.48757672,3.0631147e-11,5.822425,5.4875765,15214.160786151886,3930,-4.290806,0.94336295,-1.4042294,,256
-6.0,0.06666667,-0.8620292,8.770499e-05,857.709997456118,3371658,3.0,19.798416,159.02925,-4.0500107,,157,19.798416,-14.027719,18.625656,16.661982,-4.0549655,21572.04,0.14999999,16.578663,3931,-0.08331918,-0.48767197,3.0615566e-11,4.0548844e-06,5.487672,15220.127180576324,3931,-4.2907605,0.9847181,-6.879224,,256
-10.0,1.0,-0.045009118,5.0346154e-07,857.7459308240082,3372657,3.0,19.798416,159.02925,-4.0502653,,157,19.798416,-14.027719,68.86711,21.103765,-3.9805121,21577.084,0.14999999,16.577896,3932,-4.525869,-0.4875594,3.0599998e-11,1.0419524e-29,5.4875593,15227.218562364578,3932,-4.2906866,1.0284956,-6.3949146,,256
10.0,-1.0,-5.299904,,857.7818459191457,3373656,3.0,19.798416,159.02925,-4.0505195,,157,19.798416,-14.027719,36.41616,14.963787,-4.902835,21587.383,0.14999999,16.575537,3933,1.6117498,-0.488783,3.0584438e-11,0.040642153,5.488783,15233.259990215302,3933,-4.2908373,0.9637648,4.987245,,256
-10.0,-0.46666667,-1.2487811,1.7288946e-06,857.753431621759,3374402,3.0,19.798416,159.02925,-4.0507636,,157,19.798416,-14.027719,31.475416,17.088446,-3.9687865,21593.633,0.14999999,16.574457,3934,-0.51398903,-0.48897618,3.0568895e-11,0.0039507975,5.488976,15239.466324567795,3934,-4.2907643,0.9806723,-4.143753,,256
6.0,-0.2,-0.19853331,0.07424841,857.7893265565439,3375401,3.0,19.798416,159.02925,-4.0510163,,157,19.798416,-14.027719,16.782694,16.006968,-3.9865322,21598.83,0.14999999,16.569952,3935,0.5629844,-0.48890236,3.055336e-11,0.051316973,5.4889026,15246.117779016495,3935,-4.290692,0.96285444,10.32718,,256
10.0,-0.33333334,4.4793286,5.5393314,857.6488821138212,3375706,3.0,19.798416,159.02925,-4.0512576,,157,19.798416,-14.027719,20.777481,14.283374,-3.9082613,21599.352,0.14999999,16.570156,3936,2.286783,-0.4876401,3.0537833e-11,0.034532472,5.48764,15252.722393274307,3936,-4.2906036,1.028088,9.763157,,256
0.6666667,-0.73333335,-0.392952,0.018505236,857.6139192278384,3376426,3.0,19.798416,159.02925,-4.0515027,,157,19.798416,-14.027719,20.678297,17.620438,-3.914984,21604.744,0.14999999,16.565496,3937,-1.0549415,-0.48761606,3.0522324e-11,17.62987,5.487616,15259.523626804352,3937,-4.2905016,0.9300734,0.60113704,,256
-10.0,0.73333335,-0.67040384,5.8389976e-18,857.6498222447943,3377425,3.0,19.798416,159.02925,-4.047289,,157,19.798416,-14.027719,37.93248,18.691425,-4.0181375,21610.414,0.14999999,16.564495,3938,-2.1269307,-0.48766246,3.0506823e-11,8.656662e-22,5.4876623,15265.57623887062,3938,-4.29045,0.97683614,-4.058626,,256
6.0,0.46666667,-0.882615,0.040244617,857.6857070322417,3378424,3.0,19.798416,159.02925,-4.0475426,,157,19.798416,-14.027719,19.421043,17.1788,-4.0837145,21616.297,0.14999999,16.560555,3939,-0.6182451,-0.48776272,3.0491335e-11,2.2044233e-12,5.487763,15271.40771317482,3939,-4.2904043,0.97982204,9.613174,,256
-10.0,-0.06666667,0.91398495,3.923829e-10,857.5751269035533,3378846,3.0,19.798416,159.02925,-4.0477967,,157,19.798416,-14.027719,29.744547,16.637196,-3.876472,21620.383,0.14999999,16.55727,3940,-0.07992508,-0.487407,3.0475858e-11,2.9136463e-06,5.487407,15276.565079689026,3940,-4.2903047,1.0332345,-12.98051,,256
10.0,-0.73333335,-0.0006224148,3.0716128e-17,857.6110124333925,3379845,3.0,19.798416,159.02925,-4.0480504,,157,19.798416,-14.027719,22.472628,14.671992,-4.861411,21625.385,0.14999999,16.557394,3941,1.885401,-0.48728344,3.0460395e-11,0.40636417,5.487283,15281.93939113617,3941,-4.290441,1.0213389,11.108739,,256
10.0,0.2,0.88349146,1.6123495e-06,857.4934043632674,3380239,3.0,19.798416,159.02925,-4.048201,,157,19.798416,-14.027719,20.348722,13.972633,-4.2140718,21629.5,0.14999999,16.555626,3942,2.5829918,-0.48693576,3.044494e-11,2.010994e-08,5.4869356,15287.225753307343,3942,-4.290417,0.97951216,10.11943,,256
-6.0,-0.73333335,0.048022635,4.644602e-11,857.4679178290642,3380996,3.0,19.798416,159.02925,-4.0484548,,157,19.798416,-14.027719,21.170677,17.717207,-3.8591466,21634.453,0.14999999,16.554193,3943,-1.1630143,-0.48680007,3.0429503e-11,0.6914828,5.4868,15292.31376695633,3943,-4.2903132,1.0156665,-7.083864,,256
-10.0,0.2,-1.1827904,1.2990939e-08,857.5038032454361,3381995,3.0,19.798416,159.02925,-4.048533,,157,19.798416,-14.027719,29.679878,16.7604,-4.0972457,21640.635,0.14999999,16.554127,3944,-0.20627491,-0.4869765,3.0414074e-11,4.5890225e-10,5.4869766,15297.685482263565,3944,-4.290261,1.0135278,-9.782283,,256
-2.0,0.33333334,-0.360066,0.6020876,857.5396704689481,3382994,3.0,19.798416,159.02925,-4.048786,,157,19.798416,-14.027719,19.666819,17.002567,-4.208463,21645.996,0.14999999,16.553448,3945,-0.44911954,-0.48694435,3.0398656e-11,1.6541062e-09,5.486944,15303.182256221771,3945,-4.290237,0.98795533,-1.3917553,,256
6.0,-0.6,-0.17950273,1.1067305e-07,857.5755195134313,3383993,3.0,19.798416,159.02925,-4.04904,,157,19.798416,-14.027719,17.506533,16.470945,-3.9935005,21651.176,0.14999999,16.544987,3946,0.07404073,-0.48686647,3.038325e-11,6.470271,5.4868665,15310.105588912964,3946,-4.2901664,0.9578153,2.730341,,256
10.0,-0.06666667,-0.42956057,0.07479823,857.6113503927033,3384992,3.0,19.798416,159.02925,-4.0476546,,157,19.798416,-14.027719,20.316418,14.072977,-3.971821,21656.605,0.14999999,16.543684,3947,2.4707077,-0.48685193,3.0367858e-11,0.0001277057,5.4868517,15316.261183261871,3947,-4.290096,0.9957411,10.572242,,256
3.3333333,-1.0,0.3848617,0.00023838074,857.5164640324215,3385475,3.0,19.798416,159.02925,-4.0479083,,157,19.798416,-14.027719,35.271763,18.206419,-4.015587,21661.219,0.14999999,16.543295,3948,-1.6631237,-0.48663113,3.0352474e-11,1.6040895,5.486631,15322.031253099442,3948,-4.290027,1.0388483,1.835001,,256
-6.0,-1.0,-3.1165087,0.32836145,857.5522917194227,3386474,3.0,19.798416,159.02925,-4.0477552,,157,19.798416,-14.027719,36.210712,18.371468,-7.463281,21669.336,0.14999999,16.542955,3949,-1.8285121,-0.4872971,3.0337104e-11,0.06893925,5.487297,15330.060154914856,3949,-4.290821,0.9670941,-6.2521763,,256
-3.3333333,0.73333335,-1.3085138,2.855274e-22,857.5881012658227,3387473,3.0,19.798416,159.02925,-4.047991,,157,19.798416,-14.027719,24.164677,18.795612,-4.1093845,21675.645,0.14999999,16.541113,3950,-2.254499,-0.48750502,3.032175e-11,4.2618408e-19,5.487505,15336.596523046494,3950,-4.2907844,1.0133734,2.145655,,256
-10.0,0.46666667,-2.9724061,0.00090659515,857.6238926853961,3388472,3.0,19.798416,159.02925,-4.048244,,157,19.798416,-14.027719,31.957396,17.330896,-4.3258524,21683.617,0.14999999,16.54056,3951,-0.7903358,-0.48813394,3.03064e-11,3.0617776e-15,5.488134,15342.83807015419,3951,-4.2907896,1.0284332,-10.02685,,256
10.0,0.46666667,-0.68978024,1.9483928e-09,857.6596659919028,3389471,3.0,19.798416,159.02925,-4.048497,,157,19.798416,-14.027719,24.01051,15.245555,-4.2898197,21689.307,0.14999999,16.537941,3952,1.292387,-0.48818493,3.0291065e-11,1.3425106e-13,5.488185,15349.37119102478,3952,-4.2907834,1.0304382,7.496368,,256
-0.6666667,0.06666667,-1.3339254,0.0017010887,857.6954211990893,3390470,3.0,19.798416,159.02925,-4.04875,,157,19.798416,-14.027719,18.755716,16.604914,-4.089572,21695.64,0.14999999,16.532698,3953,-0.07221628,-0.4883989,3.0275744e-11,8.0005484e-05,5.488399,15355.093555688858,3953,-4.290725,1.0316471,4.207501,,256
-3.3333333,-0.33333334,-0.3171583,0.00015908273,857.7311583206879,3391469,3.0,19.798416,159.02925,-4.049003,,157,19.798416,-14.027719,19.208864,16.835035,-3.9703944,21700.959,0.14999999,16.531162,3954,-0.30387375,-0.48835564,3.0260426e-11,0.38668412,5.4883556,15361.241094350815,3954,-4.2906365,1.0267828,0.5290072,,256
10.0,-0.46666667,-0.19193605,0.07856081,857.7668773704172,3392468,3.0,19.798416,159.02925,-4.049158,,157,19.798416,-14.027719,21.426605,14.353725,-3.9790163,21706.15,0.14999999,16.529358,3955,2.1756325,-0.48828065,3.0245126e-11,0.17291085,5.488281,15368.584938049316,3955,-4.290552,1.0526519,7.9553304,,256
3.3333333,0.73333335,0.17447864,1.4845103e-14,857.6716380182002,3392949,3.0,19.798416,159.02925,-4.0493674,,157,19.798416,-14.027719,24.480476,18.964663,-3.824891,21710.975,0.14999999,16.527702,3956,-2.4369593,-0.4881131,3.022984e-11,1.5047761e-18,5.488113,15373.95747256279,3956,-4.2904205,0.9887371,3.564537,,256
-10.0,-0.6,-2.8242307,9.1176184e-23,857.7073540561031,3393948,3.0,19.798416,159.02925,-4.04962,,157,19.798416,-14.027719,31.602654,17.326714,-4.3097506,21718.8,0.14999999,16.52766,3957,-0.7990541,-0.48870352,3.021456e-11,0.008985626,5.4887037,15379.712181329727,3957,-4.2904286,0.9741597,-10.79807,,256
-10.0,-1.0,-0.40556145,0.01151488,857.7430520464882,3394947,3.0,19.798416,159.02925,-4.0498705,,157,19.798416,-14.027719,56.81607,18.411898,-4.236804,21724.205,0.14999999,16.525414,3958,-1.886484,-0.4886825,3.0199294e-11,0.0009265309,5.4886827,15385.969526290894,3958,-4.290422,0.98763824,-17.150562,,256
-6.0,0.46666667,-1.3710238,1.2380277e-16,857.7787320030311,3395946,3.0,19.798416,159.02925,-4.0501227,,157,19.798416,-14.027719,20.511019,17.371447,-6.8037195,21730.576,0.14999999,16.519758,3959,-0.85168856,-0.48890534,3.018404e-11,2.2872576e-13,5.4889054,15391.406278371811,3959,-4.2910614,1.0597064,-3.5676987,,256
2.0,-0.46666667,-0.77768236,5.9316205e-09,857.814393939394,3396945,3.0,19.798416,159.02925,-4.0503755,,157,19.798416,-14.027719,19.3087,16.907679,-4.066749,21736.354,0.14999999,16.519466,3960,-0.38821313,-0.4889783,3.0168798e-11,7.9041376,5.4889784,15397.28968000412,3960,-4.29099,0.92745376,6.0081463,,256
0.6666667,-0.2,-0.9563538,0.0121041555,857.78667003282,3397693,3.0,19.798416,159.02925,-4.0486336,,157,19.798416,-14.027719,18.77969,16.630222,-3.9023697,21742.31,0.14999999,16.514942,3961,-0.115279734,-0.48909625,3.0153567e-11,0.13466953,5.489096,15404.403447628021,3961,-4.2909102,1.0351481,1.0913072,,256
6.0,0.2,-0.048955802,0.41369668,857.8223119636547,3398692,3.0,19.798416,159.02925,-4.0488524,,157,19.798416,-14.027719,17.169563,16.137228,-3.960063,21747.36,0.14999999,16.514793,3962,0.37756476,-0.4889852,3.0138347e-11,3.3073908e-07,5.488985,15410.616324663162,3962,-4.290818,0.9876315,4.5926366,,256
-10.0,-0.33333334,-0.1313165,6.8979556e-05,857.857935907141,3399691,3.0,19.798416,159.02925,-4.0491047,,157,19.798416,-14.027719,29.525349,16.819645,-3.9020226,21752.49,0.14999999,16.511957,3963,-0.3076879,-0.48889494,3.0123144e-11,0.0007860644,5.488895,15416.813781261444,3963,-4.2907233,1.0340486,-9.81747,,256
10.0,-0.8666667,-0.35275885,9.001795e-11,857.8935418768921,3400690,3.0,19.798416,159.02925,-4.049357,,157,19.798416,-14.027719,22.951248,14.858894,-4.113669,21757.844,0.14999999,16.510468,3964,1.6515723,-0.48886058,3.0107944e-11,0.19078773,5.4888606,15422.243538618088,3964,-4.290671,0.964741,13.921609,,256
6.0,-0.33333334,3.9401135,0.009800547,857.7498108448929,3400978,3.0,19.798416,159.02925,-4.049561,,157,19.798416,-14.027719,16.958584,16.04611,-5.37285,21758.902,0.14999999,16.509892,3965,0.463782,-0.4877436,3.009276e-11,0.5666072,5.4877434,15428.727926254272,3965,-4.2909527,0.9534868,-0.7719329,,256
-6.0,0.2,-0.49860716,0.0001671017,857.7854261220373,3401977,3.0,19.798416,159.02925,-4.04967,,157,19.798416,-14.027719,19.055927,16.716917,-4.011984,21764.402,0.14999999,16.50829,3966,-0.20862833,-0.4877463,3.0077586e-11,3.425628e-08,5.4877462,15434.272939443588,3966,-4.290894,0.99947774,-5.432195,,256
-2.0,-1.0,-0.079509094,8.506139e-13,857.8210234434081,3402976,3.0,19.798416,159.02925,-4.049922,,157,19.798416,-14.027719,37.168137,18.440796,-3.9772415,21769.48,0.14999999,16.504606,3967,-1.93619,-0.48764342,3.006242e-11,0.87067014,5.4876432,15439.96709227562,3967,-4.2908154,1.0147434,1.6292576,,256
2.0,0.46666667,-1.463298,1.5284927e-15,857.8566028225806,3403975,3.0,19.798416,159.02925,-4.049955,,157,19.798416,-14.027719,20.542154,17.378988,-4.089395,21775.945,0.14999999,16.50411,3968,-0.8748772,-0.4878893,3.004727e-11,6.1383953e-12,5.4878893,15445.828936576843,3968,-4.2907605,0.97866905,4.3318124,,256
-2.0,1.0,-0.061379217,4.9298006e-08,857.8921642731167,3404974,3.0,19.798416,159.02925,-4.0502067,,157,19.798416,-14.027719,51.23243,21.284721,-3.9216676,21781.006,0.14999999,16.50419,3969,-4.7805314,-0.48778182,3.0032133e-11,9.790268e-27,5.487782,15451.725358486176,3969,-4.2906737,0.9816426,2.9612632,,256
10.0,-0.6,-6.891152,8.0480836e-30,857.9277078085643,3405973,3.0,19.798416,159.02925,-4.050459,,157,19.798416,-14.027719,21.632603,14.4717,-5.376082,21792.896,0.14999999,16.496944,3970,2.0252454,-0.48939475,3.0017006e-11,0.39422804,5.4893947,15457.786244153976,3970,-4.2909527,1.0532365,3.8988934,,256
10.0,-0.2,-0.8021764,0.0905595,857.9632334424579,3406972,3.0,19.798416,159.02925,-4.0506115,,157,19.798416,-14.027719,20.796095,14.184643,-3.9710984,21798.7,0.14999999,16.495686,3971,2.311042,-0.48947352,3.000189e-11,0.003121,5.4894733,15463.917829990387,3971,-4.290859,0.99975127,9.184148,,256
10.0,0.73333335,4.2679863,5.7026888e-12,857.8237663645518,3407276,3.0,19.798416,159.02925,-4.0508623,,157,19.798416,-14.027719,36.4483,18.702251,-3.8516028,21799.432,0.14999999,16.494495,3972,-2.207756,-0.48827577,2.9986784e-11,3.8083415e-20,5.4882755,15468.979848861694,3972,-4.290749,1.0446472,8.823558,,256
-6.0,-0.46666667,-3.097287,3.442429e-19,857.8593002768689,3408275,3.0,19.798416,159.02925,-4.051114,,157,19.798416,-14.027719,19.691916,17.017275,-4.3165026,21807.53,0.14999999,16.493114,3973,-0.52415967,-0.48893246,2.9971692e-11,0.29468775,5.4889326,15476.83837723732,3973,-4.290745,0.9932436,-2.6022947,,256
6.0,-0.06666667,-0.20833918,0.13246183,857.8948163059889,3409274,3.0,19.798416,159.02925,-4.0512915,,157,19.798416,-14.027719,16.743025,15.897345,-3.9886081,21812.736,0.14999999,16.489908,3974,0.592563,-0.48886186,2.9956607e-11,0.0021065946,5.488862,15483.195358753204,3974,-4.290671,0.99176496,6.3926506,,256
10.0,0.33333334,0.5621418,0.9995583,857.8075471698113,3409785,3.0,19.798416,159.02925,-4.0515428,,157,19.798416,-14.027719,21.607082,14.272299,-3.833258,21817.176,0.14999999,16.48932,3975,2.2170217,-0.48859745,2.994154e-11,7.737922e-11,5.4885974,15489.098793506622,3975,-4.290558,0.9947151,10.908445,,256
2.0,0.2,3.1380613,0.22786134,857.6750503018109,3410116,3.0,19.798416,159.02925,-4.051794,,157,19.798416,-14.027719,18.853632,16.639011,-3.9691236,21819.037,0.14999999,16.488749,3976,-0.15026239,-0.48768532,2.9926478e-11,9.214565e-07,5.487685,15495.53896355629,3976,-4.290478,0.9933943,1.3995619,,256
-3.3333333,-0.06666667,-0.5565341,0.04276066,857.7105858687453,3411115,3.0,19.798416,159.02925,-4.052046,,157,19.798416,-14.027719,18.700254,16.560625,-4.040719,21824.594,0.14999999,16.487398,3977,-0.07322684,-0.48770267,2.991143e-11,0.0014395446,5.487703,15503.523965597153,3977,-4.290417,1.0315915,-4.3667455,,256
-6.0,0.73333335,-0.0026596207,6.92088e-05,857.746103569633,3412114,3.0,19.798416,159.02925,-4.0522966,,157,19.798416,-14.027719,23.974716,18.681335,-3.96663,21829.596,0.14999999,16.486254,3978,-2.1950815,-0.4875807,2.9896394e-11,6.487085e-20,5.487581,15509.38534784317,3978,-4.290328,1.0081502,-4.094702,,256
-10.0,0.06666667,-0.8039399,0.072014384,857.7816034179442,3413113,3.0,19.798416,159.02925,-4.052548,,157,19.798416,-14.027719,29.388525,16.570293,-4.072976,21835.4,0.14999999,16.484486,3979,-0.08580716,-0.4876602,2.988137e-11,5.451996e-08,5.4876604,15515.780433654785,3979,-4.290272,1.0000072,-11.463691,,256
-2.0,-0.73333335,-0.06237287,7.0715025e-09,857.8170854271357,3414112,3.0,19.798416,159.02925,-4.052799,,157,19.798416,-14.027719,21.210732,17.618176,-4.4430585,21840.463,0.14999999,16.482756,3980,-1.1354197,-0.48755336,2.9866352e-11,8.752139,5.4875536,15523.776747465134,3980,-4.290311,0.9708677,1.7462536,,256
