TimestepsSoFar,MountainCar_mu0_higher,GridSize,DenMISELogFirst,MountainCar_std0_higher,TimeElapsed,IWMax,ReturnMean,DenMISEMeanLog,Iteration,Regret,ActionIn1,MountainCar_std1_higher,ReturnLastEpisode,IWMin,ReturnMin,IWMean,NumTrainableParams,Delta,IWFirstEpisode,Bound,BoundMISE,BoundBonus,AvgEpLen,MountainCar_mu1_higher,MinEpLen,Regret/t,DenMISELogLast,NumTrajectories,IWLastEpisode,ReturnAbsMax,ReturnMax,ReturnStepMax
992842,0.4,121,-4.266327,0.14999999,2323.129991054535,24.2454,31.306793,-4.192798,1288,-33883.15,17.017673,3.0,93.53121,,-121.05606,1.0019622,,6.0074473e-10,3.9672155e-05,197.27005,43.188736,154.08131,770.8400621118012,10.0,163,-26.306793,-3.6344,1288,5.8533452e-08,121.05606,99.30145,121.05606
993119,0.2,121,-4.267103,0.14999999,2325.2292623519897,15.08652,31.356426,-4.194592,1289,-33973.434,8.03647,3.0,95.28562,,-121.05606,1.0326946,,5.99813e-10,0.0012170381,197.41376,78.58969,118.824066,770.4569433669511,10.0,163,-26.356426,-6.501982,1289,12.294279,121.05606,99.30145,121.05606
993520,,121,-4.2678776,0.14999999,2327.533729314804,14.035842,31.408457,-4.194032,1290,-34066.91,4.012271,3.0,98.47825,,-121.05606,1.0280032,,5.988834e-10,0.5616429,197.27463,56.9404,140.33423,770.1705426356589,6.0,163,-26.408457,-3.5020447,1290,6.7574396,121.05606,99.30145,121.05606
994519,-0.6,121,-4.268217,0.14999999,2330.2271299362183,11.132056,31.379526,-4.1940355,1291,-34055.97,6.052792,3.0,-5.941305,,-121.05606,1.0243299,,5.9795596e-10,2.046058e-05,197.21588,91.11129,106.1046,770.3477924089852,10.0,163,-26.379526,-4.225091,1291,4.791485e-09,121.05606,99.30145,121.05606
995115,-0.4,121,-4.2689915,0.14999999,2332.6444556713104,11.794488,31.430237,-4.1933784,1292,-34147.867,2.9488785,3.0,96.896645,,-121.05606,0.99633527,,5.9703065e-10,0.07286337,197.14688,69.14276,128.00412,770.2128482972137,6.0,163,-26.430237,-3.3664863,1292,10.097396,121.05606,99.30145,121.05606
996114,-1.0,121,-4.269709,0.14999999,2335.230670452118,42.78535,31.4047,-4.193106,1293,-34141.277,-3.5575824,3.0,-1.5895897,,-121.05606,1.0552727,,5.9610755e-10,9.054278e-08,196.99377,-20.144358,217.13814,770.3897911832946,-6.0,163,-26.4047,-3.836342,1293,3.404811e-07,121.05606,99.30145,121.05606
997113,-0.2,121,-4.270482,0.14999999,2337.8386504650116,34.567234,31.368183,-4.1932583,1294,-34120.43,-10.458357,3.0,-15.844161,,-121.05606,0.8122355,,5.9518657e-10,0.5885647,196.94171,-1.255427,198.19714,770.5664605873261,-10.0,163,-26.368183,-4.436182,1294,2.921344e-05,121.05606,99.30145,121.05606
998112,,121,-4.2707996,0.14999999,2340.4845390319824,12.5930395,31.343603,-4.1936564,1295,-34114.965,14.057124,3.0,-0.46728444,,-121.05606,0.9884049,,5.942677e-10,0.006328647,196.88922,87.380295,109.50892,770.7428571428571,10.0,163,-26.343603,-4.5157337,1295,2.347679e-09,121.05606,99.30145,121.05606
998534,0.2,121,-4.271567,0.14999999,2342.6432514190674,14.937927,31.394012,-4.1939116,1296,-34206.64,6.4657044,3.0,96.675095,,-121.05606,1.0376971,,5.93351e-10,0.0012224826,196.9253,79.11439,117.8109,770.4737654320987,10.0,163,-26.394012,-4.5104265,1296,13.740783,121.05606,99.30145,121.05606
999533,-0.4,121,-4.272337,0.14999999,2345.269008874893,10.7439995,31.367817,-4.193476,1297,-34199.06,13.827334,3.0,-2.5820186,,-121.05606,1.061831,,5.924364e-10,0.0008213793,196.67508,96.48316,100.19192,770.6499614494988,10.0,163,-26.367817,-3.664193,1297,0.012457538,121.05606,99.30145,121.05606
999761,-0.2,121,-4.273107,0.14999999,2347.311063528061,10.99888,31.41862,-4.193542,1298,-34291.367,13.545684,3.0,97.30752,,-121.05606,1.0175163,,5.915239e-10,0.005554371,196.69403,93.03369,103.66035,770.2318952234207,10.0,163,-26.41862,-4.338385,1298,10.99888,121.05606,99.30145,121.05606
999994,0.6,121,-4.273873,0.14999999,2349.3547410964966,27.028997,31.469418,-4.1935573,1299,-34383.773,3.3504307,3.0,97.40427,,-121.05606,0.96296066,,5.906135e-10,1.961653e-05,196.68115,-17.829699,214.51085,769.8183217859893,6.0,163,-26.469418,-4.2289023,1299,0.0012704694,121.05606,99.30145,121.05606
1000993,,121,-4.2746425,0.14999999,2351.9495272636414,24.336523,31.431263,-4.1938195,1300,-34360.64,-8.47723,3.0,-18.128664,,-121.05606,0.89820164,,5.8970523e-10,9.293454,196.6243,-0.55084735,197.17514,769.9946153846154,-6.0,163,-26.431263,-4.4930058,1300,1.9626297e-05,121.05606,99.30145,121.05606
1001992,-0.8,121,-4.268288,0.14999999,2354.610238790512,13.39555,31.406857,-4.194025,1301,-34355.32,2.6336582,3.0,-0.3243641,,-121.05606,0.9907133,,5.88799e-10,7.699311e-06,196.62436,59.35475,137.2696,770.1706379707917,6.0,163,-26.406857,-4.354867,1301,2.4378273e-12,121.05606,99.30145,121.05606
1002991,0.2,121,-4.2690563,0.14999999,2357.3115694522858,24.075312,31.376032,-4.193748,1302,-34341.594,3.0383348,3.0,-8.724932,,-121.05606,1.045846,,5.878949e-10,1.6327121,196.63078,3.6591196,192.97166,770.3463901689709,2.0,163,-26.376032,-3.8218806,1302,1.4544175e-05,121.05606,99.30145,121.05606
1003990,,121,-4.268571,0.14999999,2359.9472873210907,12.446486,31.347115,-4.1937904,1303,-34330.29,8.417032,3.0,-6.304013,,-121.05606,0.99642557,,5.8699284e-10,0.006314558,196.53165,87.904465,108.62718,770.5218726016884,10.0,163,-26.347115,-4.291735,1303,0.053042326,121.05606,99.30145,121.05606
1004717,-1.0,121,-4.2693334,0.14999999,2362.330841064453,19.73347,31.398731,-4.193209,1304,-34423.945,9.210037,3.0,98.65683,,-121.05606,0.9578756,,5.86093e-10,6.18718e-11,196.45476,80.217125,116.23763,770.4884969325153,10.0,163,-26.398731,-3.4295747,1304,2.6607582e-11,121.05606,99.30145,121.05606
1005114,-0.8,121,-4.2701,0.14999999,2364.593485355377,13.039953,31.443153,-4.1927137,1305,-34508.316,5.570489,3.0,89.37058,,-121.05606,0.961459,,5.851951e-10,8.666042e-08,196.07068,82.879684,113.191,770.2022988505747,10.0,163,-26.443153,-3.5001748,1305,9.906269,121.05606,99.30145,121.05606
1006113,0.2,121,-4.270866,0.14999999,2367.270477294922,14.82749,31.407423,-4.192247,1306,-34488.094,7.4717016,3.0,-15.221884,,-121.05606,1.0406042,,5.842993e-10,0.0012216261,196.02812,79.168976,116.859146,770.3774885145482,10.0,163,-26.407423,-3.5431356,1306,1.8617552e-10,121.05606,99.30145,121.05606
1007112,0.8,121,-4.2716303,0.14999999,2369.8906359672546,35.186527,31.375885,-4.192089,1307,-34473.28,6.4395866,3.0,-9.810151,,-121.05606,1.1369855,,5.834055e-10,2.7437727e-07,195.93895,-36.121128,232.06007,770.5524100994644,2.0,163,-26.375885,-4.0230446,1307,0.119285785,121.05606,99.30145,121.05606
1008111,0.4,121,-4.272395,0.14999999,2372.5054652690887,27.272995,31.342567,-4.1920004,1308,-34456.08,-1.2190481,3.0,-12.202459,,-121.05606,1.013341,,5.825138e-10,0.13587463,195.64905,-6.152376,201.80142,770.7270642201835,-2.0,163,-26.342567,-4.205317,1308,0.6476599,121.05606,99.30145,121.05606
1009110,-0.2,121,-4.2730556,0.14999999,2375.069276571274,12.247531,31.318468,-4.1920605,1309,-34450.875,7.083581,3.0,-0.20660803,,-121.05606,0.98925126,,5.816241e-10,0.49434617,195.58022,65.64433,129.93588,770.9014514896868,6.0,163,-26.318468,-4.2785296,1309,0.21560054,121.05606,99.30145,121.05606
1009566,-0.2,121,-4.273442,0.14999999,2377.2966434955597,10.960562,31.369633,-4.191378,1310,-34544.22,8.329946,3.0,98.34615,,-121.05606,1.0141361,,5.8073646e-10,0.0055562304,195.69618,92.766624,102.92956,770.6610687022901,10.0,163,-26.369633,-3.285566,1310,6.088725,121.05606,99.30145,121.05606
1010369,-0.4,121,-4.2742004,0.14999999,2379.76486825943,10.698179,31.418753,-4.190606,1311,-34634.984,10.996407,3.0,95.76674,,-121.05606,1.059679,,5.798509e-10,0.00082291133,195.81158,96.28536,99.52623,770.6857360793288,10.0,163,-26.418753,-3.191586,1311,7.868149,121.05606,99.30145,121.05606
1010633,1.0,121,-4.2749624,0.14999999,2381.9063284397125,60.766026,31.469,-4.1899557,1312,-34727.33,-2.4457448,3.0,97.34062,,-121.05606,1.007076,,5.789673e-10,4.7371752e-11,195.55797,-46.092785,241.65076,770.2995426829268,-6.0,163,-26.469,-3.3944361,1312,6.9070326e-24,121.05606,99.30145,121.05606
1011632,-0.6,121,-4.2757244,0.14999999,2384.5543739795685,12.022417,31.420658,-4.190305,1313,-34690.324,4.9634714,3.0,-32.005325,,-121.05606,1.006052,,5.780857e-10,0.001834834,195.53,67.00945,128.52054,770.4737242955065,6.0,163,-26.420658,-4.645467,1313,2.1333359e-22,121.05606,99.30145,121.05606
1012040,-1.0,121,-4.276484,0.14999999,2386.7847151756287,21.845211,31.467813,-4.1898046,1314,-34778.707,4.2868085,3.0,93.38174,,-121.05606,0.98098767,,5.772061e-10,5.5464753e-09,195.57375,53.08701,142.48674,770.1978691019787,6.0,163,-26.467813,-3.5368276,1314,2.2467215,121.05606,99.30145,121.05606
1012519,-0.8,121,-4.277245,0.14999999,2388.996456861496,21.320524,31.511923,-4.1894574,1315,-34863.18,1.4901551,3.0,89.472,,-121.05606,1.0815734,,5.7632865e-10,0.00011686412,195.68756,16.732904,178.95465,769.9764258555133,2.0,163,-26.511923,-3.7111924,1315,7.3809366,121.05606,99.30145,121.05606
1013518,-0.8,121,-4.278005,0.14999999,2391.6659719944,29.407639,31.475399,-4.1892986,1316,-34841.625,-6.782381,3.0,-16.549873,,-121.05606,1.05169,,5.754531e-10,0.0001277766,195.46162,-13.75771,209.21933,770.1504559270517,-6.0,163,-26.475399,-4.0580544,1316,0.36427188,121.05606,99.30145,121.05606
1014517,-0.4,121,-4.2787642,0.14999999,2394.272523880005,40.877632,31.446709,-4.189401,1317,-34830.316,-6.0857644,3.0,-6.3093734,,-121.05606,0.9024498,,5.745795e-10,0.08782825,195.3664,-4.067643,199.43404,770.3242217160213,-10.0,163,-26.446709,-4.3685017,1317,8.719725,121.05606,99.30145,121.05606
1015516,-0.4,121,-4.2794566,0.14999999,2396.947812795639,20.017399,31.422657,-4.1895695,1318,-34825.062,-0.056631684,3.0,-0.25295782,,-121.05606,0.8614027,,5.7370797e-10,1.1076261,195.35606,21.298374,174.0577,770.4977238239758,2.0,163,-26.422657,-4.3073244,1318,0.098441616,121.05606,99.30145,121.05606
1016515,-0.4,121,-4.279375,0.14999999,2399.671371459961,10.675462,31.394547,-4.1896424,1319,-34814.406,13.895012,3.0,-5.6550875,,-121.05606,1.0590303,,5.7283833e-10,0.0008271807,195.30399,96.27827,99.02571,770.6709628506444,10.0,163,-26.394547,-4.1462736,1319,0.11207166,121.05606,99.30145,121.05606
1016992,-0.2,121,-4.2801323,0.14999999,2401.914082288742,10.877963,31.442926,-4.1897254,1320,-34904.664,5.703414,3.0,95.25838,,-121.05606,1.0177548,,5.719707e-10,0.0055935294,195.35619,93.148315,102.20787,770.4484848484849,10.0,163,-26.442926,-4.355297,1320,10.30243,121.05606,99.30145,121.05606
1017466,,121,-4.280885,0.14999999,2404.171189069748,21.86573,31.494267,-4.189232,1321,-34998.926,1.3976372,3.0,99.26088,,-121.05606,1.0204417,,5.7110516e-10,8.559496,195.60715,13.502252,182.10489,770.224072672218,2.0,163,-26.494267,-3.554392,1321,4.9477015,121.05606,99.30145,121.05606
1018465,,121,-4.2751837,0.14999999,2406.814415216446,12.363951,31.467798,-4.1893024,1322,-34990.43,8.203161,3.0,-3.4984345,,-121.05606,0.99120724,,5.7024147e-10,0.006356453,195.17099,87.49217,107.678825,770.3971255673223,10.0,163,-26.467798,-4.298031,1322,0.029468914,121.05606,99.30145,121.05606
1018787,-0.2,121,-4.2759347,0.14999999,2408.94260764122,25.464611,31.518633,-4.1887712,1323,-35084.152,-3.7030165,3.0,98.72022,,-121.05606,0.81210583,,5.6937965e-10,8.14818,195.09222,-1.242088,196.3343,770.058201058201,-6.0,163,-26.518633,-3.475637,1323,1.8480505e-05,121.05606,99.30145,121.05606
1019786,-1.0,121,-4.2705503,0.14999999,2411.710760116577,41.63136,31.490606,-4.189025,1324,-35073.562,-6.9565043,3.0,-5.5863695,,-121.05606,1.0888696,,5.6851995e-10,1.651652e-07,194.9972,-7.8178654,202.81506,770.2311178247734,,163,-26.490606,-4.333632,1324,0.05314116,121.05606,99.30145,121.05606
1020785,0.6,121,-4.2713056,0.14999999,2414.3665556907654,45.950325,31.44882,-4.189844,1325,-35044.688,-10.20343,3.0,-23.876997,,-121.05606,1.0160236,,5.6766214e-10,2.3355398e-05,194.98682,-15.307905,210.29472,770.4037735849057,-10.0,163,-26.44882,-5.3555155,1325,6.8152534e-29,121.05606,99.30145,121.05606
1021784,0.2,121,-4.27206,0.14999999,2417.0503635406494,26.241787,31.408232,-4.19036,1326,-35017.316,-3.6599724,3.0,-22.37019,,-121.05606,1.0112228,,5.668062e-10,1.7891806,194.87029,-1.9501308,196.82042,770.57616892911,-6.0,163,-26.408232,-4.8819423,1326,0.010023415,121.05606,99.30145,121.05606
1022783,-0.8,121,-4.2714653,0.14999999,2419.6220791339874,13.116465,31.382656,-4.19045,1327,-35009.785,6.591308,3.0,-2.5318563,,-121.05606,0.960176,,5.659523e-10,8.677885e-08,194.81906,82.33871,112.480354,770.748304446119,10.0,163,-26.382656,-4.316344,1327,2.1919468e-15,121.05606,99.30145,121.05606
1023249,-0.8,121,-4.2722187,0.14999999,2421.872318983078,13.223606,31.427967,-4.189923,1328,-35096.34,9.82732,3.0,91.55579,,-121.05606,1.0095578,,5.6510024e-10,7.729637e-06,194.96777,60.051247,134.91652,770.5188253012049,6.0,163,-26.427967,-3.448048,1328,9.703135,121.05606,99.30145,121.05606
1023576,0.2,121,-4.272971,0.14999999,2424.062672138214,17.063623,31.474314,-4.189329,1329,-35184.363,4.600095,3.0,93.021904,,-121.05606,1.0596908,,5.642502e-10,0.108960986,194.82843,36.73748,158.09096,770.1851015801354,6.0,163,-26.474314,-3.4080248,1329,5.7191922e-08,121.05606,99.30145,121.05606
1024575,-0.6,121,-4.2736416,0.14999999,2426.7060322761536,11.144256,31.443865,-4.1893525,1330,-35170.34,8.452976,3.0,-9.023821,,-121.05606,1.0114951,,5.63402e-10,2.0571872e-05,194.77576,89.8221,104.95367,770.3571428571429,10.0,163,-26.443865,-4.277463,1330,4.159071e-10,121.05606,99.30145,121.05606
1024966,-1.0,121,-4.274393,0.14999999,2428.859887599945,19.737999,31.488766,-4.188784,1331,-35256.547,7.223426,3.0,91.20634,,-121.05606,0.9554581,,4.7332277e-10,6.218567e-11,195.4354,79.86924,115.566154,770.0721262208865,10.0,163,-26.488766,-3.4429874,1331,7.863901,121.05606,99.30145,121.05606
1025428,0.8181818,144,-4.275144,0.14999999,2431.110259771347,34.814884,31.528109,-4.1888695,1332,-35335.44,-5.939099,3.0,83.89768,,-121.05606,1.1413662,,4.726123e-10,1.2384703e-07,197.67773,-31.745478,229.42322,769.8408408408409,-6.3636365,163,-26.528109,-4.252721,1332,,121.05606,99.30145,121.05606
1026427,-0.8181818,144,-4.2758946,0.14999999,2636.3209824562073,42.24462,31.490122,-4.188996,1333,-35311.332,-14.855347,3.0,-19.108875,,-121.05606,1.0801278,,4.719035e-10,5.1587012e-06,197.37614,-14.944562,212.32071,770.0127531882971,-10.0,163,-26.490122,-4.492237,1333,3.6111402e-22,121.05606,99.30145,121.05606
1027426,0.45454547,144,-4.2766447,0.14999999,2639.0576214790344,27.44005,31.458508,-4.1901255,1334,-35295.65,5.1883993,3.0,-10.68652,,-121.05606,1.0166359,,4.7119625e-10,0.010806599,197.16739,-8.371864,205.53926,770.1844077961019,2.7272727,163,-26.458508,-5.7668257,1334,9.628969e-19,121.05606,99.30145,121.05606
1028425,0.45454547,144,-4.2773857,0.14999999,2641.8591408729553,28.079964,31.414566,-4.1903553,1335,-35263.445,11.834798,3.0,-27.204227,,-121.05606,0.9991544,,4.7049054e-10,1.1584784e-05,196.80684,30.71778,166.08907,770.3558052434457,10.0,163,-26.414566,-4.507834,1335,1.6210973,121.05606,99.30145,121.05606
1028677,-0.45454547,144,-4.2781343,0.14999999,2644.1164429187775,26.59686,31.463417,-4.1903477,1336,-35355.125,-10.150012,3.0,96.68227,,-121.05606,0.94625527,,4.6978654e-10,0.44702554,196.79694,-5.0359573,201.8329,769.9678143712575,-6.3636365,163,-26.463417,-4.1743317,1336,6.339418e-14,121.05606,99.30145,121.05606
1029676,0.8181818,144,-4.2785482,0.14999999,2646.9097549915314,37.51561,31.434065,-4.1906137,1337,-35342.344,11.355518,3.0,-7.7852635,,-121.05606,0.9994065,,4.6908405e-10,6.3811902e-09,196.67763,-39.683994,236.36162,770.1391174270756,6.3636365,163,-26.434065,-4.488702,1337,1.1203776e-24,121.05606,99.30145,121.05606
1030675,0.09090909,144,-4.279296,0.14999999,2649.675366640091,41.572243,31.37535,-4.1911445,1338,-35290.22,-6.7174172,3.0,-47.11922,,-121.05606,1.0262338,,4.683831e-10,0.40020663,196.29288,-0.8983589,197.19124,770.3101644245143,-10.0,163,-26.37535,-4.89279,1338,1.4393883e-14,121.05606,99.30145,121.05606
1031674,-0.45454547,144,-4.2797437,0.14999999,2652.4882984161377,22.347773,31.351906,-4.1912136,1339,-35285.203,-0.72160655,3.0,-0.018291447,,-121.05606,0.86333925,,4.676838e-10,0.743564,196.18347,11.191546,184.99193,770.4809559372666,0.90909094,163,-26.351906,-4.3020945,1339,0.014933443,121.05606,99.30145,121.05606
1032673,-0.8181818,144,-4.2799354,0.14999999,2655.2833576202393,28.487696,31.324848,-4.191322,1340,-35275.297,-3.0682006,3.0,-4.905941,,-121.05606,1.0100349,,4.66986e-10,0.00016246003,196.1563,-10.954896,207.11119,770.6514925373134,-2.7272727,163,-26.324848,-4.1955814,1340,0.99987984,121.05606,99.30145,121.05606
1033672,0.8181818,144,-4.280681,0.14999999,2658.0857586860657,57.59772,31.286854,-4.1916456,1341,-35250.67,-7.6190834,3.0,-19.626165,,-121.05606,1.2416216,,4.662898e-10,1.0666547e-08,195.87329,-35.297707,231.17099,770.8217747949292,-10.0,163,-26.286854,-4.6327877,1341,2.3509033e-33,121.05606,99.30145,121.05606
1034671,-0.09090909,144,-4.2814264,0.14999999,2660.895271539688,25.608534,31.246105,-4.1917615,1342,-35222.273,-4.891181,3.0,-23.396406,,-121.05606,0.8769242,,4.6559515e-10,25.013298,195.82112,0.29919174,195.52193,770.9918032786885,-2.7272727,163,-26.246105,-4.5739045,1342,2.929007e-07,121.05606,99.30145,121.05606
1035670,0.45454547,144,-4.2637043,0.14999999,2663.6940200328827,28.107916,31.22225,-4.1919246,1343,-35216.48,0.8366872,3.0,-0.7953419,,-121.05606,0.9707344,,4.6490203e-10,0.014174625,195.80377,-7.8488874,203.65266,771.1615785554728,-6.3636365,163,-26.22225,-4.2850647,1343,0.00323433,121.05606,99.30145,121.05606
1036669,-0.8181818,144,-4.264438,0.14999999,2666.408628463745,13.259441,31.198814,-4.19197,1344,-35211.207,6.148502,3.0,-0.27314717,,-121.05606,0.9620204,,4.6421045e-10,4.800278e-08,195.719,82.35411,113.36488,771.3311011904761,10.0,163,-26.198814,-4.2180133,1344,1.7045831e-09,121.05606,99.30145,121.05606
1037365,-0.8181818,144,-4.2651815,0.14999999,2668.906497478485,12.646762,31.243067,-4.1914024,1345,-35296.926,5.979771,3.0,90.71895,,-121.05606,0.99818975,,4.6352044e-10,3.059792e-06,195.58397,62.58894,132.99503,771.2750929368029,6.3636365,163,-26.243067,-3.3885036,1345,5.9886827,121.05606,99.30145,121.05606
1037915,-0.45454547,144,-4.265925,0.14999999,2671.347904920578,11.195065,31.288216,-4.19082,1346,-35383.938,6.271319,3.0,92.01286,,-121.05606,0.999289,,4.6283197e-10,0.022676047,195.55836,71.84293,123.71543,771.1106983655275,6.3636365,163,-26.288216,-3.4039924,1346,3.659255,121.05606,99.30145,121.05606
1038471,0.45454547,144,-4.2666507,0.14999999,2673.7916963100433,27.742542,31.336376,-4.1901884,1347,-35475.098,12.659473,3.0,96.16077,,-121.05606,1.0021577,,4.62145e-10,1.1461092e-05,195.52316,31.700613,163.82256,770.9510022271714,10.0,163,-26.336376,-3.3373373,1347,1.8841675e-07,121.05606,99.30145,121.05606
1038653,0.09090909,144,-4.267393,0.14999999,2676.004235267639,13.279477,31.384726,-4.1904564,1348,-35566.61,11.651424,3.0,96.50929,,-121.05606,1.0162939,,4.614596e-10,0.0037223361,195.32544,85.80546,109.51997,770.5140949554897,10.0,163,-26.384726,-4.548121,1348,1.0364629,121.05606,99.30145,121.05606
1039151,-0.45454547,144,-4.2681317,0.14999999,2678.2620408535004,10.638003,31.434366,-4.1900387,1349,-35659.96,9.598252,3.0,98.35677,,-121.05606,1.0447031,,4.607757e-10,0.00035679835,195.12012,94.57148,100.54864,770.3120830244626,10.0,163,-26.434366,-3.6408908,1349,0.039392278,121.05606,99.30145,121.05606
1039527,-0.09090909,144,-4.2688723,0.14999999,2680.615658760071,11.736831,31.481985,-4.189296,1350,-35750.68,11.040285,3.0,95.71507,,-121.05606,0.98207843,,4.6009332e-10,0.007412569,195.05934,88.95331,106.10603,770.02,10.0,163,-26.481985,-3.2295525,1350,0.94433516,121.05606,99.30145,121.05606
1039869,-0.45454547,144,-4.2696075,0.14999999,2682.810343980789,26.078121,31.530481,-4.188757,1351,-35842.68,-5.902232,3.0,97.00363,,-121.05606,0.90545225,,4.5941245e-10,1.1907308,194.9121,-3.4010556,198.31316,769.7031828275352,-2.7272727,163,-26.530481,-3.4421754,1351,3.517756e-05,121.05606,99.30145,121.05606
1040868,-0.45454547,144,-4.2694664,0.14999999,2685.489476919174,11.117789,31.50077,-4.188952,1352,-35829.043,4.680819,3.0,-8.63735,,-121.05606,1.0015339,,4.5873308e-10,0.022756496,194.79315,72.246315,122.54684,769.8727810650887,6.3636365,163,-26.50077,-4.3544955,1352,0.0073599746,121.05606,99.30145,121.05606
1041565,0.8181818,144,-4.270189,0.14999999,2688.0722172260284,33.8966,31.547085,-4.1884685,1353,-35918.207,5.993778,3.0,94.16411,,-121.05606,1.0840735,,4.580552e-10,3.3106855e-07,194.67531,-31.172684,225.84799,769.8189209164819,-2.7272727,163,-26.547085,-3.533925,1353,5.5673164e-19,121.05606,99.30145,121.05606
1042564,0.09090909,144,-4.270928,0.14999999,2690.771893262863,13.156216,31.479816,-4.1889286,1354,-35853.67,15.25278,3.0,-59.535492,,-121.05606,1.0172555,,4.5737888e-10,0.0037355172,194.66449,85.95236,108.71213,769.9881831610045,10.0,163,-26.479816,-4.8892517,1354,2.957525e-07,121.05606,99.30145,121.05606
1042805,-0.09090909,144,-4.271663,0.14999999,2693.03182387352,11.624727,31.526407,-4.1895766,1355,-35943.28,3.504857,3.0,94.60701,,-121.05606,0.98891467,,4.5670404e-10,0.007433286,194.99232,89.62404,105.368286,769.5977859778598,10.0,163,-26.526407,-5.0825686,1355,11.53072,121.05606,99.30145,121.05606
1043804,-0.6363636,144,-4.2723956,0.14999999,2695.8575682640076,11.3862705,31.502344,-4.189344,1356,-35937.18,15.882933,3.0,-1.0995709,,-121.05606,1.0219889,,4.5603069e-10,0.00055289426,194.62311,71.03405,123.589066,769.7669616519174,6.3636365,163,-26.502344,-3.860962,1356,0.014065444,121.05606,99.30145,121.05606
1043987,-0.8181818,144,-4.2731323,0.14999999,2698.062938451767,13.243184,31.546429,-4.1907377,1357,-36023.504,9.4187155,3.0,91.322395,,-121.05606,0.964965,,4.5535892e-10,4.842192e-08,195.15268,82.699936,112.452736,769.3345615327929,10.0,163,-26.546429,-6.0989738,1357,13.078356,121.05606,99.30145,121.05606
1044375,-1.0,144,-4.273869,0.14999999,2700.432213783264,19.730282,31.589352,-4.1903367,1358,-36108.34,11.143182,3.0,89.83682,,-121.05606,0.9601046,,4.5468854e-10,6.215307e-11,194.7894,80.3132,114.47619,769.0537555228277,10.0,163,-26.589352,-3.6092532,1358,12.439366,121.05606,99.30145,121.05606
1044624,0.45454547,144,-4.2746053,0.14999999,2702.6088349819183,40.99808,31.632845,-4.190487,1359,-36194.035,-9.885449,3.0,90.695335,,-121.05606,0.94187945,,4.5401963e-10,0.0012273809,194.57573,-7.6190486,202.19478,768.6710816777043,-10.0,163,-26.632845,-4.3511877,1359,4.976765e-34,121.05606,99.30145,121.05606
1045623,0.09090909,144,-4.2753396,0.14999999,2705.387575864792,26.020283,31.59581,-4.190942,1360,-36170.3,-3.0422559,3.0,-18.732822,,-121.05606,1.0487806,,4.533522e-10,12.503071,194.52899,-0.6801387,195.20914,768.8404411764706,-2.7272727,163,-26.59581,-4.7446957,1360,0.00026748166,121.05606,99.30145,121.05606
1046622,0.45454547,144,-4.2669234,0.14999999,2708.1459636688232,27.434555,31.571318,-4.191,1361,-36163.562,10.81659,3.0,-1.7390718,,-121.05606,1.00696,,4.5268628e-10,1.1464218e-05,194.53238,32.882854,161.64952,769.0095518001469,10.0,163,-26.571318,-4.314,1361,0.0005246765,121.05606,99.30145,121.05606
1047621,-1.0,144,-4.2676578,0.14999999,2710.9485585689545,19.50501,31.534279,-4.1909704,1362,-36139.688,10.706942,3.0,-18.873955,,-121.05606,0.96526426,,4.5202173e-10,6.176827e-11,194.5351,80.81464,113.72046,769.1784140969163,10.0,163,-26.534279,-4.1517005,1362,9.3851925e-20,121.05606,99.30145,121.05606
1047940,-0.09090909,144,-4.2683916,0.14999999,2713.2703263759613,42.59508,31.57723,-4.190762,1363,-36224.766,-10.672611,3.0,90.07715,,-121.05606,0.89526385,,4.5135873e-10,0.787153,194.53406,-0.6098704,195.14392,768.8481291269259,-10.0,163,-26.57723,-3.8685732,1363,1.4960989e-18,121.05606,99.30145,121.05606
1048939,-1.0,144,-4.268548,0.14999999,2716.135138273239,76.30739,31.553593,-4.1911497,1364,-36219.1,-13.614353,3.0,-0.6624142,,-121.05606,1.1312848,,4.5069712e-10,6.5682735e-09,194.42688,-21.884134,216.31102,769.016862170088,-10.0,163,-26.553593,-4.608783,1364,5.738149e-12,121.05606,99.30145,121.05606
1049938,0.45454547,144,-4.2692804,0.14999999,2719.056481361389,27.92719,31.519468,-4.191861,1365,-36199.074,-6.3829412,3.0,-15.029518,,-121.05606,0.97517955,,4.5003698e-10,0.038292848,194.43105,-7.6702504,202.1013,769.185347985348,-2.7272727,163,-26.519468,-5.278344,1365,2.7339285e-18,121.05606,99.30145,121.05606
1050937,-0.8181818,144,-4.2699847,0.14999999,2721.832128763199,13.044565,31.49468,-4.191975,1366,-36191.734,9.8176365,3.0,-2.3376362,,-121.05606,0.9671042,,4.493783e-10,4.826977e-08,194.34125,82.91752,111.42373,769.3535871156662,10.0,163,-26.49468,-4.317831,1366,1.4751709e-17,121.05606,99.30145,121.05606
1051551,-0.45454547,144,-4.2707167,0.14999999,2724.3335177898407,10.66568,31.537262,-4.1914206,1367,-36276.438,12.910843,3.0,89.6993,,-121.05606,1.0432986,,4.4872112e-10,0.00035772187,194.42053,94.48717,99.93336,769.2399414776884,10.0,163,-26.537262,-3.3988538,1367,2.8620057,121.05606,99.30145,121.05606
