IWMax,IWFirstEpisode,TimestepsSoFar,ReturnMin,BoundBonus,InvPendulum_std3_higher,InvPendulum_std0_higher,GridSize,IWLastEpisode,MinEpLen,DenMISEMeanLog,InvPendulum_mu3_higher,AvgEpLen,Regret/t,InvPendulum_std2_higher,ReturnMax,NumTrajectories,Delta,DenMISELogLast,InvPendulum_mu1_higher,ReturnLastEpisode,InvPendulum_mu0_higher,BoundMISE,Bound,DenMISELogFirst,ActionIn1,InvPendulum_std1_higher,NumTrainableParams,Iteration,ReturnAbsMax,IWMin,InvPendulum_mu2_higher,TimeElapsed,IWMean,Regret,ReturnMean
9.829193e-05,,111519,-580.3206,18410293000.0,0.01,0.01,2401,,11,5.3380575,-0.2,68.08241758241758,147.08502,0.01,82.20315,1638,1.8866039e-11,6.106337,-0.06666667,-126.73848,0.13333334,-9.820566e-06,18410293000.0,6.379726,-0.34458712,0.01,,1638,580.3206,,-0.2,17693.621569395065,8.668093e-08,240925.27,-142.08502
0.00065662764,,111543,-580.3206,18410748000.0,0.01,0.01,2401,,11,5.3370113,0.2,68.0555216595485,147.0652,0.01,82.20315,1639,1.8843024e-11,4.6229706,-0.06666667,-109.5893,0.13333334,-5.5884873e-05,18410748000.0,6.3791156,0.07623169,0.01,,1639,580.3206,,-0.2,17707.150332450867,4.7610678e-07,241039.86,-142.0652
0.0024977918,,111565,-580.3206,18411203000.0,0.01,0.01,2401,,11,5.3374906,-0.2,68.02743902439025,147.05067,0.01,82.20315,1640,1.8820053e-11,7.1231117,-0.06666667,-118.231445,0.13333334,-0.000165272,18411203000.0,6.3785057,0.06520483,0.01,,1640,580.3206,,0.2,17720.647904396057,1.5378469e-06,241163.1,-142.05067
5.22771e-06,,111583,-580.3206,18411657000.0,0.01,0.01,2401,,11,5.3379507,0.2,67.99695307739184,147.02762,0.01,82.20315,1641,1.8797122e-11,7.092103,-0.06666667,-104.236015,0.13333334,-4.331811e-07,18411657000.0,6.3778963,0.47754583,0.01,,1641,580.3206,,0.2,17733.57862854004,3.2895116e-09,241272.31,-142.02762
0.5197958,,111618,-580.3206,18412114000.0,0.01,0.01,2401,,11,5.337258,-0.13333334,67.9768574908648,147.02043,0.01,82.20315,1642,1.8774234e-11,5.2002907,-0.06666667,-130.22559,0.2,-0.033425692,18412114000.0,6.377287,-0.21886522,0.01,,1642,580.3206,,-0.2,17749.603006601334,0.00031697913,241407.55,-142.02043
3.8343674e-06,,111637,-580.3206,18412564000.0,0.01,0.01,2401,,11,5.3359222,0.13333334,67.94704808277541,147.0016,0.01,82.20315,1643,1.8751388e-11,4.141535,-0.06666667,-111.081985,0.2,-2.8565785e-07,18412564000.0,6.376678,0.08476628,0.01,,1643,580.3206,,-0.2,17763.859718084335,2.4365545e-09,241523.62,-142.0016
3.0256706e-06,,111663,-580.3206,18413020000.0,0.01,0.01,2401,,11,5.335408,-0.2,67.92153284671532,146.9887,0.01,82.20315,1644,1.8728581e-11,5.491033,-0.06666667,-120.801025,0.2,-2.494174e-07,18413020000.0,6.3760695,-0.16632928,0.01,,1644,580.3206,,-0.13333334,17778.5623626709,2.3004214e-09,241649.42,-141.9887
0.5165557,,111690,-580.3206,18413472000.0,0.01,0.01,2401,,11,5.334373,0.2,67.8966565349544,146.9773,0.01,82.20315,1645,1.8705818e-11,4.6329937,-0.06666667,-123.21052,0.2,-0.034936253,18413472000.0,6.3754616,0.18079194,0.01,,1645,580.3206,,-0.13333334,17791.99719619751,0.0003140209,241777.64,-141.9773
0.0019437087,,111716,-580.3206,18413924000.0,0.01,0.01,2401,,11,5.334143,-0.2,67.87120291616039,146.96577,0.01,82.20315,1646,1.8683095e-11,5.955576,-0.06666667,-123.03103,0.2,-0.00014603429,18413924000.0,6.3748536,0.06720264,0.01,,1646,580.3206,,0.13333334,17804.345868825912,1.1925405e-06,241905.67,-141.96577
0.0012652134,,111733,-580.3206,18414381000.0,0.01,0.01,2401,,11,5.333248,0.2,67.84031572556162,146.94774,0.01,82.20315,1647,1.8660415e-11,4.858624,-0.06666667,-112.253395,0.2,-0.00010461753,18414381000.0,6.3742466,0.4555941,0.01,,1647,580.3206,,0.13333334,17818.350512981415,7.6890655e-07,242022.92,-141.94774
6.104094e-08,,111773,-580.3206,18414830000.0,0.01,0.01,2401,,11,5.333255,-0.13333334,67.82342233009709,146.9452,0.01,82.20315,1648,1.8637777e-11,6.3437724,-0.06666667,-137.78038,0.2,-1.2127923e-08,18414830000.0,6.3736396,0.2070294,0.01,,1648,580.3206,,0.2,17832.00146126747,1.1283567e-10,242165.7,-141.9452
0.0050405273,,111790,-580.3206,18415284000.0,0.01,0.01,2401,,11,5.333038,0.13333334,67.79260157671315,146.92538,0.01,82.20315,1649,1.8615179e-11,5.975159,-0.06666667,-109.2479,0.2,-0.00042623293,18415284000.0,6.373033,0.4678039,0.01,,1649,580.3206,,0.2,17845.10050344467,3.083345e-06,242279.95,-141.92538
8.763818e-05,,111819,-580.3206,18415735000.0,0.01,0.01,2401,,11,5.332789,-0.13333334,67.7690909090909,146.91458,0.01,82.20315,1650,1.859262e-11,5.922883,0.06666667,-124.08771,-0.2,-7.1201684e-06,18415735000.0,6.3724265,-0.45447534,0.01,,1650,580.3206,,-0.2,17859.25557899475,6.350537e-08,242409.05,-141.91458
8.954755e-07,,111834,-580.3206,18416187000.0,0.01,0.01,2401,,11,5.332828,0.13333334,67.73712901271956,146.89462,0.01,82.20315,1651,1.8570106e-11,6.3966117,0.06666667,-108.98159,-0.2,-9.490051e-08,18416187000.0,6.371821,-0.20466922,0.01,,1651,580.3206,,-0.2,17873.951044797897,8.2693913e-10,242523.03,-141.89462
0.064916775,,111855,-580.3206,18416638000.0,0.01,0.01,2401,,11,5.3321447,-0.2,67.70883777239709,146.87463,0.01,82.20315,1652,1.8547629e-11,5.2041993,0.06666667,-108.89479,-0.2,-0.0047570495,18416638000.0,6.3712153,-0.4506975,0.01,,1652,580.3206,,-0.13333334,17886.53704237938,3.9296185e-05,242636.9,-141.87463
7.799687,,111869,-580.3206,18417090000.0,0.01,0.01,2401,,11,5.3323894,0.2,67.67634603750756,146.85379,0.01,82.20315,1653,1.8525195e-11,6.7347465,0.06666667,-107.40663,-0.2,-0.60354525,18417090000.0,6.37061,-0.04720196,0.01,,1653,580.3206,,-0.13333334,17899.880787849426,0.0047193193,242749.31,-141.85379
0.0026711167,,111900,-580.3206,18417540000.0,0.01,0.01,2401,,11,5.3322735,-0.2,67.65417170495768,146.8429,0.01,82.20315,1654,1.8502802e-11,6.1363907,0.06666667,-123.845535,-0.2,-0.00017939619,18417540000.0,6.370005,-0.1862991,0.01,,1654,580.3206,,0.13333334,17914.42723083496,1.6163613e-06,242878.16,-141.8429
0.09306442,,111912,-580.3206,18417990000.0,0.01,0.01,2401,,11,5.3326664,0.2,67.62054380664652,146.82169,0.01,82.20315,1655,1.8480448e-11,6.9816937,0.06666667,-106.72251,-0.2,-0.01036345,18417990000.0,6.369401,0.20853424,0.01,,1655,580.3206,,0.13333334,17929.547107458115,9.0058405e-05,242989.89,-141.82169
0.002761848,,111957,-580.3206,18418440000.0,0.01,0.01,2401,,11,5.332502,-0.13333334,67.60688405797102,146.81667,0.01,82.20315,1656,1.8458136e-11,6.0601697,0.06666667,-133.51347,-0.2,-0.00029776813,18418440000.0,6.368797,-0.055087164,0.01,,1656,580.3206,,0.2,17944.316147327423,2.575341e-06,243128.4,-141.81667
17.212997,,111985,-580.3206,18418889000.0,0.01,0.01,2401,,11,5.332306,0.13333334,67.58298129149064,146.80107,0.01,82.20315,1657,1.8435864e-11,6.007627,0.06666667,-115.96335,-0.2,-1.1801003,18418889000.0,6.368193,0.22278562,0.01,,1657,580.3206,,0.2,17958.69638109207,0.010388054,243249.38,-141.80107
0.036926407,,112007,-580.3206,18419340000.0,0.01,0.01,2401,,11,5.3320136,-0.2,67.55548854041014,146.78716,0.01,82.20315,1658,1.8413632e-11,5.8380404,0.06666667,-118.72792,-0.13333334,-0.0025931185,18419340000.0,6.36759,-0.43863037,0.01,,1658,580.3206,,-0.2,17971.43545603752,2.2299466e-05,243373.1,-141.78716
0.45751518,,112035,-580.3206,18419788000.0,0.01,0.01,2401,,11,5.3310614,0.2,67.53164556962025,146.77528,0.01,82.20315,1659,1.839144e-11,4.7504206,0.06666667,-122.092316,-0.13333334,-0.03141479,18419788000.0,6.3669868,-0.032252714,0.01,,1659,580.3206,,-0.2,17984.275336027145,0.00027588295,243500.19,-141.77528
0.025558911,,112062,-580.3206,18420238000.0,0.01,0.01,2401,,11,5.3303113,-0.2,67.50722891566265,146.7616,0.01,82.20315,1660,1.8369287e-11,5.0847507,0.06666667,-119.0568,-0.13333334,-0.0018546015,18420238000.0,6.3663845,-0.09752524,0.01,,1660,580.3206,,0.2,17998.447106838226,1.541782e-05,243624.25,-141.7616
0.0065240124,,112086,-580.3206,18420687000.0,0.01,0.01,2401,,11,5.327046,0.2,67.48103552077062,146.73987,0.01,82.20315,1661,1.8347176e-11,0.9085287,0.06666667,-105.67385,-0.13333334,-0.0005004936,18420687000.0,6.3657823,0.29441738,0.01,,1661,580.3206,,0.2,18012.441664218903,3.9664815e-06,243734.92,-141.73987
0.00028490415,,112108,-580.3206,18421135000.0,0.01,0.01,2401,,11,5.3261895,-0.2,67.45367027677497,146.72528,0.01,82.20315,1662,1.8325104e-11,4.901327,0.06666667,-117.496956,0.13333334,-1.9307976e-05,18421135000.0,6.36518,-0.22649504,0.01,,1662,580.3206,,-0.2,18026.701395988464,1.7647346e-07,243857.42,-141.72528
7.4735566e-05,,112127,-580.3206,18421584000.0,0.01,0.01,2401,,11,5.326114,0.2,67.42453397474443,146.70631,0.01,82.20315,1663,1.8303073e-11,6.2020946,0.06666667,-110.17779,0.13333334,-7.1496966e-06,18421584000.0,6.3645787,0.21638691,0.01,,1663,580.3206,,-0.2,18042.571895837784,5.894578e-08,243972.6,-141.70631
0.00024319437,,112150,-580.3206,18422032000.0,0.01,0.01,2401,,11,5.325813,-0.2,67.39783653846153,146.6912,0.01,82.20315,1664,1.828108e-11,5.8230677,0.06666667,-116.563896,0.13333334,-2.1170445e-05,18422032000.0,6.3639774,0.18798439,0.01,,1664,580.3206,,0.2,18056.582496881485,1.9798283e-07,244094.16,-141.6912
0.0001885567,,112176,-580.3206,18422479000.0,0.01,0.01,2401,,11,5.3261967,0.2,67.37297297297297,146.67859,0.01,82.20315,1665,1.8259127e-11,6.965065,0.06666667,-120.695564,0.13333334,-1.3015041e-05,18422479000.0,6.3633766,0.61077064,0.01,,1665,580.3206,,0.2,18071.284177303314,1.1439253e-07,244219.86,-141.67859
0.0025425763,,112194,-580.3206,18422925000.0,0.01,0.01,2401,,11,5.326118,-0.13333334,67.34333733493398,146.66191,0.01,82.20315,1666,1.8237214e-11,6.194113,0.06666667,-113.886734,0.2,-0.00017187944,18422925000.0,6.3627763,-0.047710508,0.01,,1666,580.3206,,-0.2,18084.336319684982,1.5264778e-06,244338.75,-141.66191
0.10192101,,112209,-580.3206,18423372000.0,0.01,0.01,2401,,11,5.3258815,0.13333334,67.31193761247751,146.64134,0.01,82.20315,1667,1.8215339e-11,5.9310646,0.06666667,-107.368645,0.2,-0.00678886,18423372000.0,6.3621764,0.1883104,0.01,,1667,580.3206,,-0.2,18099.715440511703,6.132226e-05,244451.11,-141.64134
0.014641685,,112242,-580.3206,18423820000.0,0.01,0.01,2401,,11,5.3252773,-0.2,67.29136690647482,146.6304,0.01,82.20315,1668,1.8193506e-11,5.319126,0.06666667,-123.40084,0.2,-0.0009918133,18423820000.0,6.3615766,-0.079689994,0.01,,1668,580.3206,,-0.13333334,18112.693140745163,8.779936e-06,244579.5,-141.6304
0.09923897,,112254,-580.3206,18424267000.0,0.01,0.01,2401,,11,5.3256645,0.2,67.25823846614739,146.60829,0.01,82.20315,1669,1.817171e-11,6.971854,0.06666667,-104.73039,0.2,-0.0068587638,18424267000.0,6.360977,0.30683565,0.01,,1669,580.3206,,-0.13333334,18126.32138442993,5.9664788e-05,244689.25,-141.60829
0.0013934494,,112276,-580.3206,18424711000.0,0.01,0.01,2401,,11,5.324365,-0.2,67.2311377245509,146.59258,0.01,82.20315,1670,1.8149954e-11,4.1551833,0.06666667,-115.36423,0.2,-0.00020507019,18424711000.0,6.3603783,0.18417251,0.01,,1670,580.3206,,0.13333334,18139.708149671555,1.8490153e-06,244809.61,-141.59258
0.029556567,,112290,-580.3206,18425160000.0,0.01,0.01,2401,,11,5.3240585,0.2,67.19928186714542,146.57047,0.01,82.20315,1671,1.8128237e-11,5.811904,0.06666667,-104.64059,0.2,-0.0021273314,18425160000.0,6.35978,0.5709261,0.01,,1671,580.3206,,0.13333334,18153.44163131714,1.7728793e-05,244919.25,-141.57047
11263.352,,112311,-580.3206,18425604000.0,0.01,0.01,2401,,11,5.3236427,-0.13333334,67.17165071770334,146.55565,0.01,82.20315,1672,1.810656e-11,5.627411,0.06666667,-116.793015,0.2,-715.8087,18425604000.0,6.3591814,0.35888076,0.01,,1672,580.3206,,0.2,18167.35346865654,6.7376604,245041.05,-141.55565
0.22459278,,112324,-580.3206,18426050000.0,0.01,0.01,2401,,11,5.3239455,0.13333334,67.13927077106993,146.53468,0.01,82.20315,1673,1.808492e-11,4.7825575,0.06666667,-106.48145,0.2,-0.015877992,18426050000.0,6.3585835,0.6389238,0.01,,1673,580.3206,,0.2,18181.508776426315,0.00013726081,245152.53,-141.53468
0.00805507,,112354,-580.3206,18426493000.0,0.01,0.01,2401,,11,5.3230577,-0.06666667,67.11708482676225,146.52116,0.01,82.20315,1674,1.806332e-11,4.837278,0.13333334,-118.890976,-0.2,-0.0007134156,18426493000.0,6.357986,-0.37340358,0.01,,1674,580.3206,,-0.2,18193.792778015137,6.6479374e-06,245276.42,-141.52116
0.28993145,,112370,-580.3206,18426940000.0,0.01,0.01,2401,,11,5.321918,0.06666667,67.0865671641791,146.5006,0.01,82.20315,1675,1.8041757e-11,4.413793,0.13333334,-107.069664,-0.2,-0.019050235,18426940000.0,6.357389,-0.19270381,0.01,,1675,580.3206,,-0.2,18206.374637126923,0.00017322027,245388.48,-141.5006
0.35273197,,112386,-580.3206,18427386000.0,0.01,0.01,2401,,11,5.32231,0.2,67.05608591885442,146.47969,0.01,82.20315,1676,1.8020235e-11,6.9792905,0.13333334,-106.474365,-0.2,-0.043578748,18427386000.0,6.356792,0.07593757,0.01,,1676,580.3206,,-0.06666667,18221.486404180527,0.00028214435,245499.95,-141.47969
0.0030736933,,112441,-580.3206,18427828000.0,0.01,0.01,2401,,11,5.32197,-0.2,67.04889683959452,146.48338,0.01,82.20315,1677,1.799875e-11,5.750472,0.13333334,-147.66777,-0.2,-0.00021317611,18427828000.0,6.3561954,-0.2194807,0.01,,1677,580.3206,,0.06666667,18237.19279241562,2.0617892e-06,245652.62,-141.48338
3.1225345e-06,,112459,-580.3206,18428273000.0,0.01,0.01,2401,,11,5.321494,0.2,67.0196662693683,146.46364,0.01,82.20315,1678,1.7977304e-11,5.5242386,0.13333334,-108.3654,-0.2,-2.5008904e-07,18428273000.0,6.3555994,0.20710512,0.01,,1678,580.3206,,0.06666667,18250.628497838974,2.0635935e-09,245765.98,-141.46364
0.0017812982,,112489,-580.3206,18428717000.0,0.01,0.01,2401,,11,5.3190107,-0.06666667,66.9976176295414,146.454,0.01,82.20315,1679,1.7955895e-11,2.1524973,0.13333334,-125.26915,-0.2,-0.00012556888,18428717000.0,6.3550034,0.08458929,0.01,,1679,580.3206,,0.2,18264.10599589348,1.063009e-06,245896.25,-141.454
0.0067487382,,112511,-580.3206,18429161000.0,0.01,0.01,2401,6.577087e-35,11,5.3192396,0.06666667,66.97083333333333,146.44011,0.01,82.20315,1680,1.7934527e-11,6.701309,0.13333334,-118.110565,-0.2,-0.0006827688,18429161000.0,6.3544083,0.22554252,0.01,,1680,580.3206,,0.2,18278.758172750473,5.831703e-06,246019.38,-141.44011
0.20098321,,112536,-580.3206,18429604000.0,0.01,0.01,2401,,11,5.3177543,-0.2,66.94586555621653,146.4279,0.01,82.20315,1681,1.7913195e-11,3.8228207,0.13333334,-120.9457,-0.06666667,-0.015723357,18429604000.0,6.353813,-0.32183915,0.01,,1681,580.3206,,-0.2,18292.777965068817,0.00014761256,246145.31,-141.4279
0.00299679,,112556,-580.3206,18430046000.0,0.01,0.01,2401,,11,5.3156023,0.2,66.9179548156956,146.41277,0.01,82.20315,1682,1.78919e-11,2.6977756,0.13333334,-115.96811,-0.06666667,-0.00020618027,18430046000.0,6.3532186,0.052508026,0.01,,1682,580.3206,,-0.2,18305.533759593964,1.783718e-06,246266.28,-141.41277
4.8492468e-05,,112577,-580.3206,18430489000.0,0.01,0.01,2401,,11,5.315568,-0.2,66.89067142008318,146.39604,0.01,82.20315,1683,1.7870644e-11,6.257409,0.13333334,-113.23737,-0.06666667,-3.4840677e-06,18430489000.0,6.352624,0.06539656,0.01,,1683,580.3206,,0.2,18318.63293528557,2.990177e-08,246384.53,-141.39604
0.0759584,,112600,-580.3206,18430930000.0,0.01,0.01,2401,,11,5.315301,0.2,66.8646080760095,146.38158,0.01,82.20315,1684,1.7849429e-11,5.866272,0.13333334,-117.03615,-0.06666667,-0.0052866526,18430930000.0,6.35203,0.5196656,0.01,,1684,580.3206,,0.2,18332.624610185623,4.5119323e-05,246506.56,-141.38158
0.008623095,,112619,-580.3206,18431373000.0,0.01,0.01,2401,,11,5.312936,-0.2,66.83620178041544,146.3662,0.01,82.20315,1685,1.7828248e-11,2.3299835,0.13333334,-115.46024,0.06666667,-0.00070613675,18431373000.0,6.3514366,-0.19056478,0.01,,1685,580.3206,,-0.2,18346.425931930542,6.6871803e-06,246627.03,-141.3662
0.02747494,,112655,-580.3206,18431814000.0,0.01,0.01,2401,,11,5.3131323,0.2,66.81791221826809,146.35326,0.01,82.20315,1686,1.7807105e-11,6.6441145,0.13333334,-119.573944,0.06666667,-0.00178483,18431814000.0,6.350843,0.20800386,0.01,,1686,580.3206,,-0.2,18358.676919698715,1.6370908e-05,246751.6,-141.35326
0.0051648947,,112677,-580.3206,18432256000.0,0.01,0.01,2401,,11,5.311964,-0.2,66.7913455838767,146.33887,0.01,82.20315,1687,1.7786e-11,4.3424363,0.13333334,-117.069145,0.06666667,-0.000367578,18432256000.0,6.3502502,0.15157038,0.01,,1687,580.3206,,0.2,18373.101705789566,3.5051187e-06,246873.66,-141.33887
0.016677262,,112693,-580.3206,18432698000.0,0.01,0.01,2401,,11,5.3101544,0.2,66.76125592417061,146.3178,0.01,82.20315,1688,1.7764934e-11,3.2559502,0.13333334,-105.763596,0.06666667,-0.001125935,18432698000.0,6.3496575,0.6163044,0.01,,1688,580.3206,,0.2,18387.008242607117,9.902506e-06,246984.44,-141.3178
0.0001391829,,112707,-580.3206,18433139000.0,0.01,0.01,2401,,11,5.310526,-0.06666667,66.73001776198934,146.299,0.01,82.20315,1689,1.7743907e-11,6.936179,0.13333334,-109.56571,0.2,-1.5650301e-05,18433139000.0,6.3490653,0.05157286,0.01,,1689,580.3206,,-0.2,18401.185704231262,1.4227624e-07,247099.0,-141.299
0.055003513,,112722,-580.3206,18433580000.0,0.01,0.01,2401,,11,5.310867,0.06666667,66.69940828402368,146.27972,0.01,82.20315,1690,1.7722913e-11,6.886005,0.13333334,-108.7441,0.2,-0.0037554349,18433580000.0,6.3484735,0.18672702,0.01,,1690,580.3206,,-0.2,18415.851041793823,3.2734744e-05,247212.73,-141.27972
0.00039944644,,112736,-580.3206,18434020000.0,0.01,0.01,2401,,11,5.309691,-0.2,66.6682436428149,146.2593,0.01,82.20315,1691,1.7701958e-11,4.3229957,0.13333334,-106.71933,0.2,-2.6325371e-05,18434020000.0,6.347882,0.05162716,0.01,,1691,580.3206,,-0.06666667,18430.721962213516,2.4239176e-07,247324.45,-141.2593
4.486078e-05,,112754,-580.3206,18434460000.0,0.01,0.01,2401,,11,5.309836,0.2,66.63947990543736,146.24097,0.01,82.20315,1692,1.768104e-11,6.554841,0.13333334,-110.254906,0.2,-3.2629084e-06,18434460000.0,6.3472905,0.48602945,0.01,,1692,580.3206,,-0.06666667,18444.245202064514,2.8018505e-08,247439.72,-141.24097
0.00064540067,,112769,-580.3206,18434900000.0,0.01,0.01,2401,,11,5.30844,-0.2,66.60897814530419,146.22217,0.01,82.20315,1693,1.7660158e-11,3.948107,0.13333334,-109.42128,0.2,-4.188939e-05,18434900000.0,6.3466997,0.17905988,0.01,,1693,580.3206,,0.06666667,18458.554577827454,3.9918743e-07,247554.12,-141.22217
0.0026474474,,112788,-580.3206,18435340000.0,0.01,0.01,2401,,11,5.308624,0.2,66.58087367178277,146.20001,0.01,82.20315,1694,1.7639314e-11,6.6178083,0.13333334,-103.68278,0.2,-0.00036337922,18435340000.0,6.3461094,0.6428422,0.01,,1694,580.3206,,0.06666667,18472.492500782013,3.0237347e-06,247662.81,-141.20001
1.5716339e-06,,112822,-580.3206,18435780000.0,0.01,0.01,2401,,11,5.3070383,-0.06666667,66.56165191740413,146.1938,0.01,82.20315,1695,1.7618507e-11,3.6206667,0.13333334,-130.66122,0.2,-1.2774946e-07,18435780000.0,6.345519,0.44907564,0.01,,1695,580.3206,,0.2,18486.203194618225,1.1495805e-09,247798.48,-141.1938
1.6678772e-06,,112838,-580.3206,18436217000.0,0.01,0.01,2401,9.037064e-33,11,5.306562,0.06666667,66.53183962264151,146.17235,0.01,82.20315,1696,1.7597738e-11,5.4996104,0.13333334,-104.824326,0.2,-1.62285e-07,18436217000.0,6.344929,0.58522236,0.01,,1696,580.3206,,0.2,18499.08723950386,1.4238639e-09,247908.31,-141.17235
5.859151e-05,,112851,-580.3206,18436655000.0,0.01,0.01,2401,,11,5.306583,-0.06666667,66.50029463759576,146.15253,0.01,82.20315,1697,1.7577004e-11,6.340658,0.2,-107.538376,-0.2,-3.6367005e-06,18436655000.0,6.34434,-0.21119887,0.01,,1697,580.3206,,-0.13333334,18513.335394382477,3.470002e-08,248020.84,-141.15253
0.080718726,,112898,-580.3206,18437097000.0,0.01,0.01,2401,2.8887535e-38,11,5.3068414,0.06666667,66.48881036513545,146.13828,0.01,82.20315,1698,1.7556307e-11,6.745594,0.2,-116.94868,-0.2,-0.0057217167,18437097000.0,6.343751,-0.08491016,0.01,,1698,580.3206,,-0.13333334,18526.878827810287,5.2708507e-05,248142.78,-141.13828
0.000515231,,112926,-580.3206,18437534000.0,0.01,0.01,2401,,11,5.3060856,-0.13333334,66.46615656268393,146.12653,0.01,82.20315,1699,1.7535645e-11,5.021923,0.2,-121.17369,-0.2,-3.195932e-05,18437534000.0,6.343162,-0.20693767,0.01,,1699,580.3206,,-0.06666667,18540.84929871559,3.0507792e-07,248268.97,-141.12653
0.023170862,,112942,-580.3206,18437972000.0,0.01,0.01,2401,,11,5.3061967,0.13333334,66.4364705882353,146.10518,0.01,82.20315,1700,1.7515022e-11,6.494165,0.2,-104.833885,-0.2,-0.0018003738,18437972000.0,6.3425736,0.124025196,0.01,,1700,580.3206,,-0.06666667,18554.72786808014,1.5978192e-05,248378.8,-141.10518
0.005373871,,112966,-580.3206,18438412000.0,0.01,0.01,2401,,11,5.303613,-0.13333334,66.41152263374485,146.09344,0.01,82.20315,1701,1.7494433e-11,1.9121653,0.2,-121.13314,-0.2,-0.00048307347,18438412000.0,6.3419857,-0.06108562,0.01,,1701,580.3206,,0.06666667,18569.62537741661,3.5262897e-06,248504.94,-141.09344
0.00063083763,,112984,-580.3206,18438846000.0,0.01,0.01,2401,,11,5.3021502,0.13333334,66.38307873090481,146.07295,0.01,82.20315,1702,1.7473882e-11,3.8133202,0.2,-106.227974,-0.2,-4.8573464e-05,18438846000.0,6.341398,0.18379962,0.01,,1702,580.3206,,0.06666667,18585.48487353325,3.8629778e-07,248616.16,-141.07295
5.5866836e-05,,113000,-580.3206,18439285000.0,0.01,0.01,2401,,11,5.3007984,-0.06666667,66.35349383440986,146.05559,0.01,82.20315,1703,1.7453367e-11,3.9999552,0.2,-111.50969,-0.2,-3.875469e-06,18439285000.0,6.340811,0.07457532,0.01,,1703,580.3206,,0.13333334,18600.111498117447,3.4155388e-08,248732.67,-141.05559
0.0029849072,,113023,-580.3206,18439720000.0,0.01,0.01,2401,,11,5.2998767,0.06666667,66.3280516431925,146.03833,0.01,82.20315,1704,1.7432887e-11,4.7311773,0.2,-111.645615,-0.2,-0.00023282036,18439720000.0,6.3402233,0.16570923,0.01,,1704,580.3206,,0.13333334,18613.84393143654,2.0789323e-06,248849.31,-141.03833
5.1876597,,113048,-580.3206,18440157000.0,0.01,0.01,2401,,11,5.2991567,-0.06666667,66.30381231671554,146.0269,0.01,82.20315,1705,1.7412445e-11,5.0731144,0.2,-121.55632,-0.13333334,-0.33552584,18440157000.0,6.339637,-0.20769586,0.01,,1705,580.3206,,-0.2,18627.028069972992,0.0030428397,248975.88,-141.0269
0.004064428,,113073,-580.3206,18440595000.0,0.01,0.01,2401,,11,5.299116,0.06666667,66.27960140679953,146.00677,0.01,82.20315,1706,1.7392037e-11,6.2240057,0.2,-106.678734,-0.13333334,-0.000281249,18440595000.0,6.3390503,-0.08098133,0.01,,1706,580.3206,,-0.2,18643.147250652313,2.4292033e-06,249087.56,-141.00677
2.2466326,,113086,-580.3206,18441030000.0,0.01,0.01,2401,,11,5.2991986,-0.2,66.24838898652607,145.98656,0.01,82.20315,1707,1.7371665e-11,6.439499,0.2,-106.48695,-0.13333334,-0.1443354,18441030000.0,6.3384643,-0.22660545,0.01,,1707,580.3206,,-0.06666667,18657.980639457703,0.0013209077,249199.05,-140.98656
7.081897e-05,,113110,-580.3206,18441468000.0,0.01,0.01,2401,,11,5.2983513,0.2,66.22365339578454,145.97154,0.01,82.20315,1708,1.7351329e-11,4.851483,0.2,-115.37015,-0.13333334,-9.0734775e-06,18441468000.0,6.3378787,0.1949617,0.01,,1708,580.3206,,-0.06666667,18672.277980327606,7.5433746e-08,249319.4,-140.97154
7.127972e-05,,113130,-580.3206,18441900000.0,0.01,0.01,2401,,11,5.2979083,-0.2,66.19660620245757,145.95564,0.01,82.20315,1709,1.733103e-11,5.541034,0.2,-113.7689,-0.13333334,-4.681539e-06,18441900000.0,6.3372936,-0.061482757,0.01,,1709,580.3206,,0.06666667,18685.90662932396,4.2086455e-08,249438.19,-140.95564
0.0074292216,,113153,-580.3206,18442338000.0,0.01,0.01,2401,,11,5.297202,0.2,66.17134502923976,145.93596,0.01,82.20315,1710,1.7310764e-11,5.089831,0.2,-107.31629,-0.13333334,-0.0006022499,18442338000.0,6.3367085,0.33661222,0.01,,1710,580.3206,,0.06666667,18700.554686307907,4.3576474e-06,249550.5,-140.93596
5.860847e-06,,113190,-580.3206,18442772000.0,0.01,0.01,2401,,11,5.2969217,-0.06666667,66.15429573348919,145.93094,0.01,82.20315,1711,1.7290535e-11,5.8153906,0.2,-132.32788,-0.13333334,-4.284965e-07,18442772000.0,6.336124,0.22805762,0.01,,1711,580.3206,,0.2,18712.36620569229,3.7041508e-09,249687.83,-140.93094
0.00038719812,,113214,-580.3206,18443207000.0,0.01,0.01,2401,8.8103686e-24,11,5.2956114,0.06666667,66.12967289719626,145.91472,0.01,82.20315,1712,1.7270341e-11,4.0554566,0.2,-113.15928,-0.13333334,-3.845603e-05,18443207000.0,6.33554,0.36170867,0.01,,1712,580.3206,,0.2,18726.130735874176,3.5338283e-07,249806.0,-140.91472
2.4207939e-05,,113231,-580.3206,18443640000.0,0.01,0.01,2401,,11,5.293662,-0.13333334,66.1009924109749,145.89783,0.01,82.20315,1713,1.7250186e-11,2.9555435,0.2,-111.971596,-0.06666667,-2.3498724e-06,18443640000.0,6.3349557,-0.21834578,0.01,,1713,580.3206,,-0.2,18739.840416908264,2.026504e-08,249922.97,-140.89783
