IWMin,IWFirstEpisode,NumTrajectories,InvPendulum_std0_higher,Delta,BoundBonus,DenMISELogFirst,ReturnMax,Iteration,BoundMISE,Bound,IWMax,ReturnLastEpisode,ReturnMean,IWLastEpisode,IWMean,TimestepsSoFar,AvgEpLen,InvPendulum_mu3_higher,DenMISELogLast,Regret,ReturnStepMax,TimeElapsed,InvPendulum_std2_higher,Regret/t,InvPendulum_std1_higher,InvPendulum_mu0_higher,ReturnAbsMax,InvPendulum_mu1_higher,ActionIn1,NumTrainableParams,GridSize,DenMISEMeanLog,InvPendulum_std3_higher,MinEpLen,InvPendulum_mu2_higher,ReturnMin
,,95,0.01,1.642935e-07,inf,6.1869726,,95,,inf,,-107.0533,-128.73605,,,4670,49.1578947368421,,5.555498,12704.926,494.85684,14.888456106185913,0.01,133.73605,0.01,1.0,494.85684,1.0,2.0481546,,81,8.423054,0.01,11,,-494.85684
,,96,0.01,1.6088858e-07,inf,6.1765013,,96,,inf,,-104.712204,-128.48582,,,4682,48.770833333333336,1.0,2.0700965,12814.639,494.85684,15.059062242507935,0.01,133.48582,0.01,1.0,494.85684,1.0,2.9621503,,81,8.346515,0.01,11,,-494.85684
,,97,0.01,1.5758837e-07,inf,6.1661386,,97,,inf,,-110.82275,-128.30373,,,4698,48.43298969072165,,7.2297764,12930.461,494.85684,15.235339879989624,0.01,133.30373,0.01,1.0,494.85684,1.0,3.00474,,81,8.324746,0.01,11,1.0,-494.85684
,,98,0.01,1.5438867e-07,3424.79,6.155882,,98,-69.56595,3355.224,98.000015,-104.88849,-128.06479,,1.0000001,4713,48.09183673469388,-1.0,9.754514,13040.35,494.85684,15.411116600036621,0.01,133.06479,0.01,-1.0,494.85684,-1.0,-2.9765697,,81,8.329184,0.01,11,,-494.85684
,,99,0.01,1.5128549e-07,3427.0063,6.1457295,,99,-81.569244,3345.437,98.99996,-103.35861,-127.81524,,0.99999964,4785,48.333333333333336,-1.0,9.585151,13148.709,494.85684,15.620558261871338,0.01,132.81525,0.01,1.0,494.85684,-1.0,-0.9300147,,81,8.338822,0.01,11,,-494.85684
,,100,0.01,1.482749e-07,3429.1987,6.1356792,,100,-81.88811,3347.3105,100.00001,-92.697044,-127.464066,,1.0000001,4848,48.48,-1.0,4.1209445,13246.406,494.85684,15.837881565093994,0.01,132.46407,0.01,1.0,494.85684,,-0.9667224,,81,8.293626,0.01,11,-1.0,-494.85684
,,101,0.01,1.453533e-07,3431.3682,6.125729,,101,-82.382416,3348.9858,100.999985,-105.67361,-127.24831,,0.9999998,4862,48.13861386138614,,8.641151,13357.079,494.85684,16.040070056915283,0.01,132.2483,0.01,,494.85684,1.0,1.0347422,,81,8.294077,0.01,11,,-494.85684
,,102,0.01,1.425172e-07,3433.515,6.1158767,,102,-82.45778,3351.0571,102.000046,-110.63307,-127.08541,,1.0000005,4878,47.8235294117647,-1.0,7.806384,13472.712,494.85684,16.216480255126953,0.01,132.08542,0.01,-1.0,494.85684,,-1.0115263,,81,8.286335,0.01,11,1.0,-494.85684
,,103,0.01,1.3976332e-07,3435.6392,6.1061206,,103,-82.539185,3353.1,102.99999,-105.77119,-126.87847,,0.99999994,4897,47.54368932038835,,7.6685886,13583.482,494.85684,16.391324043273926,0.01,131.87848,0.01,1.0,494.85684,1.0,1.9989725,,81,8.277406,0.01,11,,-494.85684
,,104,0.01,1.3708848e-07,3437.7415,6.0964584,,104,-82.63018,3355.1113,104.000015,-105.71564,-126.674995,,1.0000001,4910,47.21153846153846,,9.9442835,13694.199,494.85684,16.567699670791626,0.01,131.67499,0.01,,494.85684,1.0,1.9783574,,81,8.290529,0.01,11,1.0,-494.85684
,,105,0.01,1.344897e-07,3439.8228,6.0868893,,105,-82.67813,3357.1445,104.999985,-107.19555,-126.48947,,0.9999999,4922,46.87619047619047,,9.348321,13806.395,494.85684,16.773970365524292,0.01,131.48947,0.01,1.0,494.85684,1.0,2.9403477,,81,8.297728,0.01,11,1.0,-494.85684
,,106,0.01,1.3196414e-07,3441.8828,6.07741,,106,-82.70095,3359.182,105.99997,-106.75483,-126.3033,,0.9999997,4941,46.613207547169814,-1.0,5.4696207,13918.149,494.85684,16.95314073562622,0.01,131.3033,0.01,1.0,494.85684,,0.9341481,,81,8.268196,0.01,11,1.0,-494.85684
,,107,0.01,1.2950903e-07,3443.9224,6.068021,,107,-83.081116,3360.8413,106.999985,-105.67324,-126.11049,,0.9999999,4954,46.299065420560744,-1.0,0.7178248,14028.822,494.85684,17.13576626777649,0.01,131.11049,0.01,,494.85684,,0.009018004,,81,8.194808,0.01,11,1.0,-494.85684
,,108,0.01,1.2712182e-07,3445.942,6.058718,,108,-83.15299,3362.7888,108.00001,-106.416176,-125.92813,,1.0000001,4969,46.00925925925926,,10.338532,14140.238,494.85684,17.311105489730835,0.01,130.92813,0.01,-1.0,494.85684,1.0,-0.020319812,,81,8.21186,0.01,11,,-494.85684
,,109,0.01,1.2480002e-07,3447.9414,6.0495014,,109,-83.58266,3364.3586,109.00002,-108.97221,-125.772575,,1.0000002,4986,45.74311926605505,-1.0,7.875155,14254.211,494.85684,17.546585083007812,0.01,130.77258,0.01,-1.0,494.85684,1.0,-0.98746836,,81,8.205997,0.01,11,,-494.85684
,,110,0.01,1.2254124e-07,3449.9216,6.040369,,110,-83.69039,3366.2312,110.000015,-104.06599,-125.57525,,1.0000001,4999,45.445454545454545,-1.0,9.562605,14363.277,494.85684,17.724928617477417,0.01,130.57526,0.01,-1.0,494.85684,,-2.015646,,81,8.215582,0.01,11,,-494.85684
,,111,0.01,1.2034323e-07,3451.883,6.031319,,111,-83.718346,3368.1648,111.000015,-108.93253,-125.425316,,1.0000001,5025,45.270270270270274,,7.5868235,14477.21,494.85684,17.908299684524536,0.01,130.42532,0.01,1.0,494.85684,,0.00042872364,,81,8.207194,0.01,11,-1.0,-494.85684
,,112,0.01,1.1820383e-07,3453.8254,6.022351,,112,-83.96844,3369.857,112.00004,-105.471,-125.24715,,1.0000004,5044,45.035714285714285,-1.0,8.621643,14587.681,494.85684,18.096611499786377,0.01,130.24715,0.01,,494.85684,,-0.98360723,,81,8.208194,0.01,11,,-494.85684
,,113,0.01,1.1612101e-07,3455.7495,6.0134616,,113,-84.148285,3371.6013,113.00001,-107.194466,-125.08739,,1.0000001,5066,44.83185840707964,-1.0,9.794383,14699.875,494.85684,18.288391590118408,0.01,130.08739,0.01,-1.0,494.85684,,-3.0267646,,81,8.219555,0.01,11,-1.0,-494.85684
,,114,0.01,1.1409273e-07,3457.656,6.004651,,114,-84.38455,3373.2715,114.0,-106.16119,-124.92137,,1.0,5079,44.55263157894737,-1.0,6.8140903,14811.036,494.85684,18.46846342086792,0.01,129.92137,0.01,1.0,494.85684,1.0,1.0001233,,81,8.204574,0.01,11,,-494.85684
,,115,0.01,1.1211712e-07,3459.5442,5.9959173,,115,-84.61921,3374.925,115.00001,-107.04513,-124.76592,,1.0000001,5093,44.28695652173913,,7.146954,14923.081,494.85684,18.644489526748657,0.01,129.76593,0.01,-1.0,494.85684,,-2.0312848,,81,8.192746,0.01,11,-1.0,-494.85684
,,116,0.01,1.1019242e-07,3461.4155,5.9872594,,116,-84.91661,3376.499,116.000046,-108.57648,-124.62636,,1.0000004,5114,44.08620689655172,1.0,9.325042,15036.657,494.85684,18.83990716934204,0.01,129.62636,0.01,,494.85684,,0.0074619055,,81,8.1999,0.01,11,-1.0,-494.85684
,,117,0.01,1.0831683e-07,3463.2698,5.9786754,,117,-85.02764,3378.2422,116.99997,-104.65781,-124.45568,,0.99999976,5125,43.8034188034188,1.0,7.2276363,15146.314,494.85684,19.016749382019043,0.01,129.45569,0.01,-1.0,494.85684,,-1.0472391,,81,8.189003,0.01,11,-1.0,-494.85684
,,118,0.01,1.0648873e-07,3465.107,5.970165,,118,-85.516495,3379.5903,118.000015,-111.79279,-124.348366,,1.0000001,5145,43.601694915254235,,6.2405643,15263.107,494.85684,19.203882455825806,0.01,129.34836,0.01,,494.85684,,1.0092797,,81,8.169927,0.01,11,1.0,-494.85684
,,119,0.01,1.0470651e-07,3466.928,5.961726,,119,-85.56421,3381.3638,118.99998,-112.731155,-124.250755,,0.9999998,5163,43.38655462184874,,9.749966,15380.84,494.85684,19.38347816467285,0.01,129.25076,0.01,,494.85684,,-1.0093108,,81,8.180661,0.01,11,-1.0,-494.85684
,,120,0.01,1.0296869e-07,3468.7324,5.9533577,,120,-85.749466,3382.983,120.00001,-106.98329,-124.10685,,1.0000001,5181,43.175,1.0,9.986981,15492.822,494.85684,19.571029901504517,0.01,129.10684,0.01,,494.85684,1.0,2.9882529,,81,8.193192,0.01,11,1.0,-494.85684
,,121,0.01,1.0127375e-07,3470.5212,5.945059,,121,-85.995224,3384.5261,121.000015,-107.15427,-123.96675,,1.0000001,5194,42.925619834710744,-1.0,7.232802,15604.977,494.85684,19.752676010131836,0.01,128.96675,0.01,,494.85684,1.0,-0.022860646,,81,8.182754,0.01,11,,-494.85684
,,122,0.01,9.962032e-08,3472.294,5.9368286,,122,-86.040825,3386.2532,121.99998,-105.90659,-123.81871,,0.9999998,5207,42.68032786885246,,6.030103,15715.883,494.85684,19.937649726867676,0.01,128.81871,0.01,,494.85684,1.0,-0.016111119,,81,8.162626,0.01,11,-1.0,-494.85684
,,123,0.01,9.800708e-08,3474.0518,5.928665,,123,-86.31791,3387.734,123.0,-115.88645,-123.75423,,1.0,5228,42.50406504065041,-1.0,7.6999726,15836.77,494.85684,20.12360119819641,0.01,128.75423,0.01,,494.85684,1.0,-0.99944115,,81,8.1564045,0.01,11,-1.0,-494.85684
,,124,0.01,9.6432686e-08,3475.7944,5.920568,,124,-86.5552,3389.2393,123.99999,-104.24345,-123.596886,,0.99999994,5245,42.29838709677419,,8.610354,15946.014,494.85684,20.31487226486206,0.01,128.5969,0.01,1.0,494.85684,,2.0128682,,81,8.157622,0.01,11,1.0,-494.85684
,,125,0.01,9.489594e-08,3477.5222,5.9125357,,125,-86.67987,3390.8423,125.00001,-108.11248,-123.47301,,1.0000001,5259,42.072,,9.270178,16059.126,494.85684,20.513513565063477,0.01,128.473,0.01,1.0,494.85684,-1.0,-1.025169,,81,8.164101,0.01,11,-1.0,-494.85684
,,126,0.01,9.339563e-08,3479.2354,5.9045677,,126,-86.77916,3392.4563,125.999985,-106.44085,-123.33783,,0.9999999,5270,41.82539682539682,-1.0,9.200789,16170.566,494.85684,20.70382046699524,0.01,128.33783,0.01,,494.85684,-1.0,-3.0080066,,81,8.169924,0.01,11,-1.0,-494.85684
,,127,0.01,9.193063e-08,3480.9346,5.896662,,127,-86.79418,3394.1404,127.00002,-109.01711,-123.22507,,1.0000002,5285,41.61417322834646,,6.9178085,16284.584,494.85684,20.888707160949707,0.01,128.22507,0.01,,494.85684,-1.0,-1.9841145,,81,8.15768,0.01,11,-1.0,-494.85684
,,128,0.01,9.049982e-08,3482.6191,5.888819,,128,-86.84225,3395.7769,128.00006,-105.23181,-123.084496,,1.0000005,5297,41.3828125,1.0,10.02771,16394.816,494.85684,21.078742027282715,0.01,128.0845,0.01,-1.0,494.85684,,0.9851884,,81,8.169922,0.01,11,1.0,-494.85684
,,129,0.01,8.910215e-08,3484.2896,5.881037,,129,-87.05309,3397.2366,129.00005,-119.161354,-123.054085,,1.0000004,5321,41.248062015503876,-1.0,9.293159,16518.977,494.85684,21.27317976951599,0.01,128.05408,0.01,1.0,494.85684,,-0.004227817,,81,8.176281,0.01,11,,-494.85684
,,130,0.01,8.773663e-08,3485.9468,5.873315,,130,-87.18349,3398.7632,130.00003,-106.1423,-122.923996,,1.0000002,5336,41.04615384615385,1.0,9.472048,16630.12,494.85684,21.46005630493164,0.01,127.923996,0.01,-1.0,494.85684,1.0,1.0455332,,81,8.183919,0.01,11,,-494.85684
,,131,0.01,8.640225e-08,3487.59,5.865652,,131,-87.330185,3400.26,131.00002,-121.11112,-122.91016,,1.0000001,5362,40.93129770992366,,6.2632594,16756.23,494.85684,21.657368421554565,0.01,127.91016,0.01,-1.0,494.85684,1.0,-1.0495892,,81,8.166944,0.01,11,-1.0,-494.85684
,,132,0.01,8.509808e-08,3489.2207,5.8580475,,132,-87.35581,3401.865,132.00002,-106.40468,-122.78512,,1.0000001,5380,40.75757575757576,1.0,6.649032,16867.637,494.85684,21.851258039474487,0.01,127.78512,0.01,1.0,494.85684,1.0,3.0221071,,81,8.153149,0.01,11,,-494.85684
,,133,0.01,8.382322e-08,3490.838,5.8505,,133,-87.559235,3403.2786,133.00003,-110.178345,-122.69033,,1.0000002,5395,40.56390977443609,,9.566457,16982.812,494.85684,22.03890633583069,0.01,127.69033,0.01,1.0,494.85684,-1.0,1.017594,,81,8.161496,0.01,11,1.0,-494.85684
,,134,0.01,8.2576804e-08,3492.4424,5.8430095,,134,-88.33296,3404.1094,133.99997,-116.65211,-122.64526,,0.99999976,5420,40.44776119402985,-1.0,10.091597,17104.465,494.85684,22.23532795906067,0.01,127.64526,0.01,,494.85684,-1.0,-0.9736163,,81,8.173636,0.01,11,1.0,-494.85684
,,135,0.01,8.135797e-08,3494.0342,5.8355746,,135,-88.35531,3405.679,134.99995,-108.4254,-122.53993,,0.99999964,5435,40.25925925925926,-1.0,8.287219,17217.89,494.85684,22.421892642974854,0.01,127.53993,0.01,,494.85684,-1.0,-1.9990757,,81,8.172233,0.01,11,,-494.85684
,,136,0.01,8.0165925e-08,3495.613,5.8281946,,136,-88.3683,3407.2446,136.0,-90.28674,-122.30278,,1.0,5472,40.23529411764706,1.0,8.34411,17313.178,494.85684,22.62688446044922,0.01,127.30278,0.01,1.0,494.85684,,3.0101583,,81,8.171268,0.01,11,1.0,-494.85684
,,137,0.01,7.8999896e-08,3497.18,5.8208685,,137,-88.617,3408.563,137.00002,-111.52109,-122.22408,,1.0000001,5491,40.08029197080292,-1.0,5.2014756,17429.7,494.85684,22.821675062179565,0.01,127.22408,0.01,,494.85684,,-1.998013,,81,8.147377,0.01,11,-1.0,-494.85684
,,138,0.01,7.785911e-08,3498.735,5.813596,,138,-88.902306,3409.8328,138.0,-111.93254,-122.14951,,1.0,5507,39.905797101449274,,8.809214,17546.633,494.85684,23.009555101394653,0.01,127.14951,0.01,1.0,494.85684,1.0,1.0047299,,81,8.149977,0.01,11,-1.0,-494.85684
,,139,0.01,7.6742865e-08,3500.278,5.8063755,,139,-89.230545,3411.0476,139.00002,-111.03513,-122.06956,,1.0000001,5525,39.74820143884892,1.0,9.934466,17662.668,494.85684,23.203522205352783,0.01,127.06956,0.01,1.0,494.85684,,0.9967343,,81,8.160632,0.01,11,-1.0,-494.85684
,,140,0.01,7.5650455e-08,3501.809,5.799207,,140,-89.37439,3412.4346,139.99998,-109.328026,-121.978546,,0.9999999,5540,39.57142857142857,-1.0,9.78731,17776.996,494.85684,23.398566246032715,0.01,126.978546,0.01,,494.85684,1.0,0.9982217,,81,8.170086,0.01,11,1.0,-494.85684
,,141,0.01,7.458121e-08,3503.329,5.7920895,,141,-89.54651,3413.7827,141.00002,-112.81175,-121.91352,,1.0000001,5558,39.41843971631206,,9.395139,17894.807,494.85684,23.60584545135498,0.01,126.91352,0.01,1.0,494.85684,,0.9544856,,81,8.176622,0.01,11,,-494.85684
,,142,0.01,7.3534466e-08,3504.8376,5.7850223,,142,-89.77885,3415.0588,142.00003,-104.60962,-121.791664,,1.0000002,5570,39.225352112676056,1.0,7.1753025,18004.416,494.85684,23.79982089996338,0.01,126.791664,0.01,,494.85684,1.0,2.0116055,,81,8.167435,0.01,11,,-494.85684
,,143,0.01,7.250961e-08,3506.3345,5.7780046,,143,-90.077,3416.2576,143.00003,-115.33645,-121.74653,,1.0000002,5592,39.10489510489511,,6.8716207,18124.754,494.85684,24.00116515159607,0.01,126.74653,0.01,-1.0,494.85684,,0.031982496,,81,8.156253,0.01,11,1.0,-494.85684
,,144,0.01,7.150603e-08,3507.82,5.771036,,144,-90.52316,3417.2969,144.0,-114.162704,-121.69386,,1.0,5610,38.958333333333336,,-0.3859248,18243.916,494.85684,24.19843602180481,0.01,126.69386,0.01,,494.85684,-1.0,0.0011543818,,81,8.094825,0.01,11,1.0,-494.85684
,,145,0.01,7.052314e-08,3509.2957,5.764116,,145,-90.92181,3418.3738,145.00006,-123.095535,-121.70353,,1.0000005,5640,38.89655172413793,,9.102989,18372.012,494.85684,24.41055417060852,0.01,126.70353,0.01,-1.0,494.85684,1.0,0.9938824,,81,8.099685,0.01,11,1.0,-494.85684
,,146,0.01,6.956038e-08,3510.76,5.7572427,,146,-91.02994,3419.73,146.00003,-104.095184,-121.58292,,1.0000002,5661,38.773972602739725,1.0,8.89615,18481.105,494.85684,24.624418020248413,0.01,126.58292,0.01,1.0,494.85684,,1.996239,,81,8.103062,0.01,11,,-494.85684
,,147,0.01,6.861719e-08,3512.2134,5.7504168,,147,-91.06542,3421.148,147.00003,-125.31694,-121.608315,,1.0000002,5690,38.70748299319728,1.0,9.991493,18611.422,494.85684,24.847673892974854,0.01,126.608315,0.01,,494.85684,-1.0,-1.0091878,,81,8.113845,0.01,11,-1.0,-494.85684
,,148,0.01,6.769307e-08,3513.6567,5.743637,,148,-92.668335,3420.9883,148.00002,-114.51641,-121.5604,,1.0000001,5709,38.57432432432432,1.0,6.5398507,18730.94,494.85684,25.059834957122803,0.01,126.5604,0.01,,494.85684,1.0,0.9727737,,81,8.101159,0.01,11,-1.0,-494.85684
,,149,0.01,6.6787486e-08,3515.0896,5.736903,,149,-93.85907,3421.2305,149.0,-105.64179,-121.45357,,1.0,5722,38.40268456375839,1.0,7.0845675,18841.582,494.85684,25.27298092842102,0.01,126.45357,0.01,,494.85684,,1.9936411,,81,8.092299,0.01,11,1.0,-494.85684
,,150,0.01,6.5899954e-08,3516.5127,5.730214,,150,-96.07906,3420.4336,150.00002,-107.48237,-121.36042,,1.0000001,5735,38.233333333333334,,3.8320794,18954.062,494.85684,25.47021222114563,0.01,126.36042,0.01,-1.0,494.85684,-1.0,-2.9812183,,81,8.061875,0.01,11,-1.0,-494.85684
,,151,0.01,6.503e-08,3517.9255,5.7235694,,151,-98.50262,3419.4229,150.99997,-117.6273,-121.3357,,0.9999998,5794,38.370860927152314,1.0,8.547277,19076.691,494.85684,25.697246074676514,0.01,126.3357,0.01,,494.85684,,0.9964417,,81,8.063079,0.01,11,,-494.85684
,,152,0.01,6.417716e-08,3519.3284,5.716969,,152,-100.85504,3418.4734,152.00006,-128.48694,-121.38275,,1.0000004,5824,38.31578947368421,1.0,5.018506,19210.178,494.85684,25.90313982963562,0.01,126.38275,0.01,,494.85684,-1.0,1.0024496,,81,8.041053,0.01,11,1.0,-494.85684
,,153,0.01,6.334098e-08,3520.7217,5.7104115,,153,-105.570816,3415.151,153.0,-120.070564,-121.37417,,1.0,5847,38.21568627450981,,8.837929,19335.248,494.85684,26.10559391975403,0.01,126.37417,0.01,-1.0,494.85684,,-0.99816334,,81,8.044276,0.01,11,,-494.85684
,,154,0.01,6.2521046e-08,3522.1052,5.703897,,154,-106.27307,3415.832,154.00006,-204.91336,-121.91663,,1.0000004,6347,41.214285714285715,,6.4771633,19545.162,494.85684,26.60611391067505,0.01,126.91663,0.01,1.0,494.85684,-1.0,0.022046555,,81,8.032128,0.01,11,,-494.85684
,,155,0.01,6.1716925e-08,3523.4792,5.6974244,,155,-114.62289,3408.8564,155.0,-173.86232,-122.25176,,1.0,6428,41.47096774193548,1.0,8.950888,19724.023,494.85684,26.859075784683228,0.01,127.25176,0.01,-1.0,494.85684,,0.0040976405,,81,8.036098,0.01,11,,-494.85684
,,156,0.01,6.0928215e-08,3524.8438,5.6909933,,156,-117.848145,3406.9956,156.00003,-145.47067,-122.40062,,1.0000002,6479,41.532051282051285,,10.362707,19874.496,494.85684,27.157283544540405,0.01,127.40062,0.01,,494.85684,,-0.0036480175,,81,8.049065,0.01,11,,-494.85684
,,157,0.01,6.015453e-08,3526.1992,5.6846037,,157,-118.11987,3408.0793,157.0,-197.88632,-122.88141,,1.0,6585,41.94267515923567,,6.738793,20077.38,494.85684,27.460107564926147,0.01,127.88141,0.01,-1.0,494.85684,-1.0,-1.0110993,,81,8.038786,0.01,11,1.0,-494.85684
,,158,0.01,5.9395493e-08,3527.5454,5.6782546,,158,-135.57301,3391.9724,157.99997,-145.51659,-123.02466,,0.9999998,6635,41.99367088607595,1.0,6.5603504,20227.896,494.85684,27.68019962310791,0.01,128.02466,0.01,1.0,494.85684,-1.0,0.992825,,81,8.027506,0.01,11,,-494.85684
,,159,0.01,5.8650723e-08,3528.8833,5.671945,,159,-368.91232,3159.971,159.00003,-121.71153,-123.016396,,1.0000002,6659,41.880503144654085,,9.8197975,20354.607,494.85684,27.897409915924072,0.01,128.01639,0.01,-1.0,494.85684,-1.0,-2.012623,,81,8.036868,0.01,11,,-494.85684
,,160,0.01,5.791988e-08,3530.2114,5.6656756,,160,-386.34845,3143.863,159.99992,-493.20163,-125.330055,,0.9999995,7159,44.74375,,9.734928,20852.809,494.85684,28.378034353256226,0.01,130.33005,0.01,,494.85684,-1.0,-1.0178039,,81,8.045583,0.01,11,,-494.85684
,,161,0.01,5.7202616e-08,3531.531,5.6594453,,161,-387.4558,3144.0752,161.00006,-481.86682,-127.54457,,1.0000004,7659,47.57142857142857,1.0,8.74986,21339.676,494.85684,28.857160091400146,0.01,132.54457,0.01,,494.85684,-1.0,-0.015188754,,81,8.048072,0.01,11,,-494.85684
,,162,0.01,5.6498592e-08,3532.8423,5.653253,,162,-390.06992,3142.7725,162.00002,-494.84634,-129.81187,,1.0000001,8159,50.364197530864196,1.0,8.049284,21839.523,494.85684,29.399343967437744,0.01,134.81187,0.01,-1.0,494.85684,-1.0,-0.9958414,,81,8.046203,0.01,11,,-494.85684
,,163,0.01,5.5807487e-08,2499.0176,5.6470995,,163,-95.80626,2403.2114,81.50002,-391.73367,-131.41876,,1.0,8659,53.122699386503065,-1.0,8.329493,22236.258,494.85684,29.988853931427002,0.01,136.41876,0.01,-1.0,494.85684,-1.0,-3.0193944,,81,8.046078,0.01,11,,-494.85684
,,164,0.01,5.5128982e-08,2499.9324,5.640983,,164,-98.08937,2401.843,82.0,-105.5117,-131.26079,,1.0,8707,53.09146341463415,-1.0,9.468968,22346.77,494.85684,30.222232818603516,0.01,136.26079,0.01,1.0,494.85684,-1.0,-0.9754837,,81,8.053618,0.01,11,,-494.85684
,,165,0.01,5.4462774e-08,2500.8418,5.634904,,165,-99.65935,2401.1824,82.50001,-108.04996,-131.12012,,0.9999998,8724,52.872727272727275,-1.0,7.282494,22459.818,494.85684,30.495240926742554,0.01,136.12012,0.01,1.0,494.85684,-1.0,0.0141415,,81,8.047818,0.01,11,1.0,-494.85684
,,166,0.01,5.3808566e-08,2501.7449,5.628862,,166,-101.18872,2400.5562,82.999985,-107.111305,-130.97548,,0.9999998,8744,52.674698795180724,-1.0,8.397239,22571.93,494.85684,30.769850730895996,0.01,135.97548,0.01,,494.85684,-1.0,-2.0024252,,81,8.048802,0.01,11,,-494.85684
,,167,0.01,5.3166087e-08,2502.6426,5.6228557,,167,-104.66445,2397.978,83.5,-104.34261,-130.81601,,1.0,8798,52.68263473053892,1.0,9.206395,22681.273,494.85684,30.999643325805664,0.01,135.81601,0.01,-1.0,494.85684,1.0,0.017674088,,81,8.05462,0.01,11,-1.0,-494.85684
,,168,0.01,5.2535036e-08,2503.5342,5.6168857,,168,-104.7799,2398.7544,83.999985,-107.24824,-130.6757,,0.9999998,8812,52.45238095238095,-1.0,7.218669,22793.52,494.85684,31.202186822891235,0.01,135.6757,0.01,1.0,494.85684,,-0.9859674,,81,8.048537,0.01,11,-1.0,-494.85684
,,169,0.01,5.1915162e-08,2504.4207,5.610951,,169,-104.86763,2399.553,84.499985,-109.44358,-130.5501,,0.9999998,8827,52.23076923076923,-1.0,9.178669,22907.965,494.85684,31.41327929496765,0.01,135.5501,0.01,1.0,494.85684,1.0,1.9846892,,81,8.054123,0.01,11,1.0,-494.85684
,,170,0.01,5.13062e-08,2505.3013,5.605051,,170,-105.05099,2400.2502,85.00004,-108.844925,-130.42241,,1.0,8843,52.01764705882353,-1.0,8.948715,23021.809,494.85684,31.619748830795288,0.01,135.42241,0.01,-1.0,494.85684,1.0,-1.0071653,,81,8.05829,0.01,11,,-494.85684
,,171,0.01,5.070788e-08,2506.1765,5.599186,,171,-105.19008,2400.9863,85.50004,-104.945496,-130.27342,,1.0000001,8858,51.801169590643276,-1.0,9.765865,23131.754,494.85684,31.830204010009766,0.01,135.27342,0.01,-1.0,494.85684,,-1.0030956,,81,8.067187,0.01,11,1.0,-494.85684
,,172,0.01,5.011997e-08,2507.0464,5.593355,,172,-105.21396,2401.8325,86.00003,-104.83653,-130.12553,,1.0000004,8880,51.627906976744185,,8.729535,23241.592,494.85684,32.04145407676697,0.01,135.12553,0.01,1.0,494.85684,1.0,1.9934307,,81,8.069956,0.01,11,,-494.85684
,,173,0.01,4.9542216e-08,2507.911,5.587558,,173,-105.26256,2402.6484,86.49997,-107.009766,-129.99191,,0.99999964,8893,51.40462427745665,-1.0,8.012167,23353.602,494.85684,32.25548791885376,0.01,134.99191,0.01,1.0,494.85684,-1.0,-2.046808,,81,8.068545,0.01,11,-1.0,-494.85684
,,174,0.01,4.8974403e-08,2508.77,5.5817943,,174,-105.29533,2403.4746,86.99999,-101.72315,-129.82945,,0.99999994,8919,51.258620689655174,-1.0,7.5349874,23460.324,494.85684,32.48621940612793,0.01,134.82945,0.01,1.0,494.85684,,1.0236695,,81,8.064409,0.01,11,1.0,-494.85684
,,175,0.01,4.8416293e-08,2509.624,5.5760636,,175,-105.82164,2403.8025,87.499985,-108.74184,-129.70895,,0.9999998,8935,51.05714285714286,,9.383017,23574.066,494.85684,32.69098234176636,0.01,134.70895,0.01,1.0,494.85684,1.0,2.9912086,,81,8.070879,0.01,11,1.0,-494.85684
,,176,0.01,4.786767e-08,2510.473,5.5703654,,176,-105.83958,2404.6333,88.00001,-105.22353,-129.56984,,1.0000001,8950,50.85227272727273,,10.182759,23684.291,494.85684,32.89650321006775,0.01,134.56984,0.01,1.0,494.85684,,-0.019257806,,81,8.0818205,0.01,11,-1.0,-494.85684
,,177,0.01,4.7328328e-08,2511.317,5.5646996,,177,-105.90795,2405.409,88.50001,-106.38147,-129.43883,,1.0000001,8968,50.666666666666664,-1.0,8.586761,23795.672,494.85684,33.11093473434448,0.01,134.43883,0.01,,494.85684,,0.02540791,,81,8.083622,0.01,11,1.0,-494.85684
,,178,0.01,4.6798043e-08,2512.1555,5.559066,,178,-106.011566,2406.144,88.99997,-105.227615,-129.3028,,0.99999964,8983,50.46629213483146,,8.52353,23905.898,494.85684,33.32178711891174,0.01,134.3028,0.01,,494.85684,1.0,1.9992787,,81,8.085046,0.01,11,1.0,-494.85684
,,179,0.01,4.6276615e-08,2512.989,5.5534635,,179,-106.19306,2406.796,89.500015,-115.621254,-129.22636,,1.0000001,9003,50.29608938547486,1.0,5.6971908,24026.52,494.85684,33.539554834365845,0.01,134.22636,0.01,,494.85684,,0.02182889,,81,8.070665,0.01,11,-1.0,-494.85684
,,180,0.01,4.576386e-08,2513.818,5.5478926,,180,-106.45736,2407.3608,90.00001,-111.68667,-129.12892,,0.9999998,9023,50.12777777777778,-1.0,7.847895,24143.207,494.85684,33.768664598464966,0.01,134.12892,0.01,-1.0,494.85684,,-3.0319831,,81,8.068394,0.01,11,-1.0,-494.85684
,,181,0.01,4.525958e-08,2514.6416,5.542352,,181,-106.7724,2407.8691,90.50002,-105.05025,-128.9959,,1.0000002,9035,49.9171270718232,-1.0,8.915629,24253.258,494.85684,33.98092579841614,0.01,133.9959,0.01,-1.0,494.85684,1.0,0.013702512,,81,8.072044,0.01,11,1.0,-494.85684
