MinEpLen,InvPendulum_mu2_higher,DenMISEMeanLog,IWMax,GridSize,IWLastEpisode,IWMin,IWMean,ReturnMean,Regret,Delta,ReturnMax,InvPendulum_mu3_higher,ReturnStepMax,InvPendulum_std0_higher,ActionIn1,DenMISELogLast,IWFirstEpisode,TimeElapsed,TimestepsSoFar,AvgEpLen,ReturnAbsMax,InvPendulum_std2_higher,InvPendulum_mu1_higher,ReturnLastEpisode,Iteration,DenMISELogFirst,Regret/t,BoundBonus,InvPendulum_std1_higher,InvPendulum_mu0_higher,NumTrainableParams,NumTrajectories,ReturnMin,BoundMISE,InvPendulum_std3_higher,Bound
11,,8.423054,,81,,,,-128.73605,12704.926,1.642935e-07,,,494.85684,0.01,2.0481546,5.555498,,13.702960968017578,4670,49.1578947368421,494.85684,0.01,1.0,-107.0533,95,6.1869726,133.73605,inf,0.01,1.0,,95,-494.85684,,0.01,inf
11,,8.346515,,81,,,,-128.48582,12814.639,1.6088858e-07,,1.0,494.85684,0.01,2.9621503,2.0700965,,13.857907056808472,4682,48.770833333333336,494.85684,0.01,1.0,-104.712204,96,6.1765013,133.48582,inf,0.01,1.0,,96,-494.85684,,0.01,inf
11,1.0,8.324746,,81,,,,-128.30373,12930.461,1.5758837e-07,,,494.85684,0.01,3.00474,7.2297764,,14.01619577407837,4698,48.43298969072165,494.85684,0.01,1.0,-110.82275,97,6.1661386,133.30373,inf,0.01,1.0,,97,-494.85684,,0.01,inf
11,,8.329184,98.000015,81,,,1.0000001,-128.06479,13040.35,1.5438867e-07,,-1.0,494.85684,0.01,-2.9765697,9.754514,,14.17388391494751,4713,48.09183673469388,494.85684,0.01,-1.0,-104.88849,98,6.155882,133.06479,3424.79,0.01,-1.0,,98,-494.85684,-69.56595,0.01,3355.224
11,,8.338822,98.99996,81,,,0.99999964,-127.81524,13148.709,1.5128549e-07,,-1.0,494.85684,0.01,-0.9300147,9.585151,,14.362937688827515,4785,48.333333333333336,494.85684,0.01,-1.0,-103.35861,99,6.1457295,132.81525,3427.0063,0.01,1.0,,99,-494.85684,-81.569244,0.01,3345.437
11,-1.0,8.293626,100.00001,81,,,1.0000001,-127.464066,13246.406,1.482749e-07,,-1.0,494.85684,0.01,-0.9667224,4.1209445,,14.55047345161438,4848,48.48,494.85684,0.01,,-92.697044,100,6.1356792,132.46407,3429.1987,0.01,1.0,,100,-494.85684,-81.88811,0.01,3347.3105
11,,8.294077,100.999985,81,,,0.9999998,-127.24831,13357.079,1.453533e-07,,,494.85684,0.01,1.0347422,8.641151,,14.708800315856934,4862,48.13861386138614,494.85684,0.01,1.0,-105.67361,101,6.125729,132.2483,3431.3682,0.01,,,101,-494.85684,-82.382416,0.01,3348.9858
11,1.0,8.286335,102.000046,81,,,1.0000005,-127.08541,13472.712,1.425172e-07,,-1.0,494.85684,0.01,-1.0115263,7.806384,,14.86963152885437,4878,47.8235294117647,494.85684,0.01,,-110.63307,102,6.1158767,132.08542,3433.515,0.01,-1.0,,102,-494.85684,-82.45778,0.01,3351.0571
11,,8.277406,102.99999,81,,,0.99999994,-126.87847,13583.482,1.3976332e-07,,,494.85684,0.01,1.9989725,7.6685886,,15.03358268737793,4897,47.54368932038835,494.85684,0.01,1.0,-105.77119,103,6.1061206,131.87848,3435.6392,0.01,1.0,,103,-494.85684,-82.539185,0.01,3353.1
11,1.0,8.290529,104.000015,81,,,1.0000001,-126.674995,13694.199,1.3708848e-07,,,494.85684,0.01,1.9783574,9.9442835,,15.192713022232056,4910,47.21153846153846,494.85684,0.01,1.0,-105.71564,104,6.0964584,131.67499,3437.7415,0.01,,,104,-494.85684,-82.63018,0.01,3355.1113
11,1.0,8.297728,104.999985,81,,,0.9999999,-126.48947,13806.395,1.344897e-07,,,494.85684,0.01,2.9403477,9.348321,,15.366060495376587,4922,46.87619047619047,494.85684,0.01,1.0,-107.19555,105,6.0868893,131.48947,3439.8228,0.01,1.0,,105,-494.85684,-82.67813,0.01,3357.1445
11,1.0,8.268196,105.99997,81,,,0.9999997,-126.3033,13918.149,1.3196414e-07,,-1.0,494.85684,0.01,0.9341481,5.4696207,,15.552398443222046,4941,46.613207547169814,494.85684,0.01,,-106.75483,106,6.07741,131.3033,3441.8828,0.01,1.0,,106,-494.85684,-82.70095,0.01,3359.182
11,1.0,8.194808,106.999985,81,,,0.9999999,-126.11049,14028.822,1.2950903e-07,,-1.0,494.85684,0.01,0.009018004,0.7178248,,15.712543249130249,4954,46.299065420560744,494.85684,0.01,,-105.67324,107,6.068021,131.11049,3443.9224,0.01,,,107,-494.85684,-83.081116,0.01,3360.8413
11,,8.21186,108.00001,81,,,1.0000001,-125.92813,14140.238,1.2712182e-07,,,494.85684,0.01,-0.020319812,10.338532,,15.874696016311646,4969,46.00925925925926,494.85684,0.01,1.0,-106.416176,108,6.058718,130.92813,3445.942,0.01,-1.0,,108,-494.85684,-83.15299,0.01,3362.7888
11,,8.205997,109.00002,81,,,1.0000002,-125.772575,14254.211,1.2480002e-07,,-1.0,494.85684,0.01,-0.98746836,7.875155,,16.035207509994507,4986,45.74311926605505,494.85684,0.01,1.0,-108.97221,109,6.0495014,130.77258,3447.9414,0.01,-1.0,,109,-494.85684,-83.58266,0.01,3364.3586
11,,8.215582,110.000015,81,,,1.0000001,-125.57525,14363.277,1.2254124e-07,,-1.0,494.85684,0.01,-2.015646,9.562605,,16.218912839889526,4999,45.445454545454545,494.85684,0.01,,-104.06599,110,6.040369,130.57526,3449.9216,0.01,-1.0,,110,-494.85684,-83.69039,0.01,3366.2312
11,-1.0,8.207194,111.000015,81,,,1.0000001,-125.425316,14477.21,1.2034323e-07,,,494.85684,0.01,0.00042872364,7.5868235,,16.39126181602478,5025,45.270270270270274,494.85684,0.01,,-108.93253,111,6.031319,130.42532,3451.883,0.01,1.0,,111,-494.85684,-83.718346,0.01,3368.1648
11,,8.208194,112.00004,81,,,1.0000004,-125.24715,14587.681,1.1820383e-07,,-1.0,494.85684,0.01,-0.98360723,8.621643,,16.556166172027588,5044,45.035714285714285,494.85684,0.01,,-105.471,112,6.022351,130.24715,3453.8254,0.01,,,112,-494.85684,-83.96844,0.01,3369.857
11,-1.0,8.219555,113.00001,81,,,1.0000001,-125.08739,14699.875,1.1612101e-07,,-1.0,494.85684,0.01,-3.0267646,9.794383,,16.727936029434204,5066,44.83185840707964,494.85684,0.01,,-107.194466,113,6.0134616,130.08739,3455.7495,0.01,-1.0,,113,-494.85684,-84.148285,0.01,3371.6013
11,,8.204574,114.0,81,,,1.0,-124.92137,14811.036,1.1409273e-07,,-1.0,494.85684,0.01,1.0001233,6.8140903,,16.89049530029297,5079,44.55263157894737,494.85684,0.01,1.0,-106.16119,114,6.004651,129.92137,3457.656,0.01,1.0,,114,-494.85684,-84.38455,0.01,3373.2715
11,-1.0,8.192746,115.00001,81,,,1.0000001,-124.76592,14923.081,1.1211712e-07,,,494.85684,0.01,-2.0312848,7.146954,,17.05597472190857,5093,44.28695652173913,494.85684,0.01,,-107.04513,115,5.9959173,129.76593,3459.5442,0.01,-1.0,,115,-494.85684,-84.61921,0.01,3374.925
11,-1.0,8.1999,116.000046,81,,,1.0000004,-124.62636,15036.657,1.1019242e-07,,1.0,494.85684,0.01,0.0074619055,9.325042,,17.226996183395386,5114,44.08620689655172,494.85684,0.01,,-108.57648,116,5.9872594,129.62636,3461.4155,0.01,,,116,-494.85684,-84.91661,0.01,3376.499
11,-1.0,8.189003,116.99997,81,,,0.99999976,-124.45568,15146.314,1.0831683e-07,,1.0,494.85684,0.01,-1.0472391,7.2276363,,17.390692472457886,5125,43.8034188034188,494.85684,0.01,,-104.65781,117,5.9786754,129.45569,3463.2698,0.01,-1.0,,117,-494.85684,-85.02764,0.01,3378.2422
11,1.0,8.169927,118.000015,81,,,1.0000001,-124.348366,15263.107,1.0648873e-07,,,494.85684,0.01,1.0092797,6.2405643,,17.565602779388428,5145,43.601694915254235,494.85684,0.01,,-111.79279,118,5.970165,129.34836,3465.107,0.01,,,118,-494.85684,-85.516495,0.01,3379.5903
11,-1.0,8.180661,118.99998,81,,,0.9999998,-124.250755,15380.84,1.0470651e-07,,,494.85684,0.01,-1.0093108,9.749966,,17.73445153236389,5163,43.38655462184874,494.85684,0.01,,-112.731155,119,5.961726,129.25076,3466.928,0.01,,,119,-494.85684,-85.56421,0.01,3381.3638
11,1.0,8.193192,120.00001,81,,,1.0000001,-124.10685,15492.822,1.0296869e-07,,1.0,494.85684,0.01,2.9882529,9.986981,,17.904223918914795,5181,43.175,494.85684,0.01,1.0,-106.98329,120,5.9533577,129.10684,3468.7324,0.01,,,120,-494.85684,-85.749466,0.01,3382.983
11,,8.182754,121.000015,81,,,1.0000001,-123.96675,15604.977,1.0127375e-07,,-1.0,494.85684,0.01,-0.022860646,7.232802,,18.06828260421753,5194,42.925619834710744,494.85684,0.01,1.0,-107.15427,121,5.945059,128.96675,3470.5212,0.01,,,121,-494.85684,-85.995224,0.01,3384.5261
11,-1.0,8.162626,121.99998,81,,,0.9999998,-123.81871,15715.883,9.962032e-08,,,494.85684,0.01,-0.016111119,6.030103,,18.23750948905945,5207,42.68032786885246,494.85684,0.01,1.0,-105.90659,122,5.9368286,128.81871,3472.294,0.01,,,122,-494.85684,-86.040825,0.01,3386.2532
11,-1.0,8.1564045,123.0,81,,,1.0,-123.75423,15836.77,9.800708e-08,,-1.0,494.85684,0.01,-0.99944115,7.6999726,,18.41252112388611,5228,42.50406504065041,494.85684,0.01,1.0,-115.88645,123,5.928665,128.75423,3474.0518,0.01,,,123,-494.85684,-86.31791,0.01,3387.734
11,1.0,8.157622,123.99999,81,,,0.99999994,-123.596886,15946.014,9.6432686e-08,,,494.85684,0.01,2.0128682,8.610354,,18.58506155014038,5245,42.29838709677419,494.85684,0.01,,-104.24345,124,5.920568,128.5969,3475.7944,0.01,1.0,,124,-494.85684,-86.5552,0.01,3389.2393
11,-1.0,8.164101,125.00001,81,,,1.0000001,-123.47301,16059.126,9.489594e-08,,,494.85684,0.01,-1.025169,9.270178,,18.752495288848877,5259,42.072,494.85684,0.01,-1.0,-108.11248,125,5.9125357,128.473,3477.5222,0.01,1.0,,125,-494.85684,-86.67987,0.01,3390.8423
11,-1.0,8.169924,125.999985,81,,,0.9999999,-123.33783,16170.566,9.339563e-08,,-1.0,494.85684,0.01,-3.0080066,9.200789,,18.920096158981323,5270,41.82539682539682,494.85684,0.01,-1.0,-106.44085,126,5.9045677,128.33783,3479.2354,0.01,,,126,-494.85684,-86.77916,0.01,3392.4563
11,-1.0,8.15768,127.00002,81,,,1.0000002,-123.22507,16284.584,9.193063e-08,,,494.85684,0.01,-1.9841145,6.9178085,,19.08583664894104,5285,41.61417322834646,494.85684,0.01,-1.0,-109.01711,127,5.896662,128.22507,3480.9346,0.01,,,127,-494.85684,-86.79418,0.01,3394.1404
11,1.0,8.169922,128.00006,81,,,1.0000005,-123.084496,16394.816,9.049982e-08,,1.0,494.85684,0.01,0.9851884,10.02771,,19.25797200202942,5297,41.3828125,494.85684,0.01,,-105.23181,128,5.888819,128.0845,3482.6191,0.01,-1.0,,128,-494.85684,-86.84225,0.01,3395.7769
11,,8.176281,129.00005,81,,,1.0000004,-123.054085,16518.977,8.910215e-08,,-1.0,494.85684,0.01,-0.004227817,9.293159,,19.43920111656189,5321,41.248062015503876,494.85684,0.01,,-119.161354,129,5.881037,128.05408,3484.2896,0.01,1.0,,129,-494.85684,-87.05309,0.01,3397.2366
11,,8.183919,130.00003,81,,,1.0000002,-122.923996,16630.12,8.773663e-08,,1.0,494.85684,0.01,1.0455332,9.472048,,19.610697269439697,5336,41.04615384615385,494.85684,0.01,1.0,-106.1423,130,5.873315,127.923996,3485.9468,0.01,-1.0,,130,-494.85684,-87.18349,0.01,3398.7632
11,-1.0,8.166944,131.00002,81,,,1.0000001,-122.91016,16756.23,8.640225e-08,,,494.85684,0.01,-1.0495892,6.2632594,,19.789616584777832,5362,40.93129770992366,494.85684,0.01,1.0,-121.11112,131,5.865652,127.91016,3487.59,0.01,-1.0,,131,-494.85684,-87.330185,0.01,3400.26
11,,8.153149,132.00002,81,,,1.0000001,-122.78512,16867.637,8.509808e-08,,1.0,494.85684,0.01,3.0221071,6.649032,,19.96334457397461,5380,40.75757575757576,494.85684,0.01,1.0,-106.40468,132,5.8580475,127.78512,3489.2207,0.01,1.0,,132,-494.85684,-87.35581,0.01,3401.865
11,1.0,8.161496,133.00003,81,,,1.0000002,-122.69033,16982.812,8.382322e-08,,,494.85684,0.01,1.017594,9.566457,,20.13548445701599,5395,40.56390977443609,494.85684,0.01,-1.0,-110.178345,133,5.8505,127.69033,3490.838,0.01,1.0,,133,-494.85684,-87.559235,0.01,3403.2786
11,1.0,8.173636,133.99997,81,,,0.99999976,-122.64526,17104.465,8.2576804e-08,,-1.0,494.85684,0.01,-0.9736163,10.091597,,20.31535053253174,5420,40.44776119402985,494.85684,0.01,-1.0,-116.65211,134,5.8430095,127.64526,3492.4424,0.01,,,134,-494.85684,-88.33296,0.01,3404.1094
11,,8.172233,134.99995,81,,,0.99999964,-122.53993,17217.89,8.135797e-08,,-1.0,494.85684,0.01,-1.9990757,8.287219,,20.489200115203857,5435,40.25925925925926,494.85684,0.01,-1.0,-108.4254,135,5.8355746,127.53993,3494.0342,0.01,,,135,-494.85684,-88.35531,0.01,3405.679
11,1.0,8.171268,136.0,81,,,1.0,-122.30278,17313.178,8.0165925e-08,,1.0,494.85684,0.01,3.0101583,8.34411,,20.677350997924805,5472,40.23529411764706,494.85684,0.01,,-90.28674,136,5.8281946,127.30278,3495.613,0.01,1.0,,136,-494.85684,-88.3683,0.01,3407.2446
11,-1.0,8.147377,137.00002,81,,,1.0000001,-122.22408,17429.7,7.8999896e-08,,-1.0,494.85684,0.01,-1.998013,5.2014756,,20.855177402496338,5491,40.08029197080292,494.85684,0.01,,-111.52109,137,5.8208685,127.22408,3497.18,0.01,,,137,-494.85684,-88.617,0.01,3408.563
11,-1.0,8.149977,138.0,81,,,1.0,-122.14951,17546.633,7.785911e-08,,,494.85684,0.01,1.0047299,8.809214,,21.03267216682434,5507,39.905797101449274,494.85684,0.01,1.0,-111.93254,138,5.813596,127.14951,3498.735,0.01,1.0,,138,-494.85684,-88.902306,0.01,3409.8328
11,-1.0,8.160632,139.00002,81,,,1.0000001,-122.06956,17662.668,7.6742865e-08,,1.0,494.85684,0.01,0.9967343,9.934466,,21.21394443511963,5525,39.74820143884892,494.85684,0.01,,-111.03513,139,5.8063755,127.06956,3500.278,0.01,1.0,,139,-494.85684,-89.230545,0.01,3411.0476
11,1.0,8.170086,139.99998,81,,,0.9999999,-121.978546,17776.996,7.5650455e-08,,-1.0,494.85684,0.01,0.9982217,9.78731,,21.39066195487976,5540,39.57142857142857,494.85684,0.01,1.0,-109.328026,140,5.799207,126.978546,3501.809,0.01,,,140,-494.85684,-89.37439,0.01,3412.4346
11,,8.176622,141.00002,81,,,1.0000001,-121.91352,17894.807,7.458121e-08,,,494.85684,0.01,0.9544856,9.395139,,21.574048280715942,5558,39.41843971631206,494.85684,0.01,,-112.81175,141,5.7920895,126.91352,3503.329,0.01,1.0,,141,-494.85684,-89.54651,0.01,3413.7827
11,,8.167435,142.00003,81,,,1.0000002,-121.791664,18004.416,7.3534466e-08,,1.0,494.85684,0.01,2.0116055,7.1753025,,21.752293586730957,5570,39.225352112676056,494.85684,0.01,1.0,-104.60962,142,5.7850223,126.791664,3504.8376,0.01,,,142,-494.85684,-89.77885,0.01,3415.0588
11,1.0,8.156253,143.00003,81,,,1.0000002,-121.74653,18124.754,7.250961e-08,,,494.85684,0.01,0.031982496,6.8716207,,21.936307430267334,5592,39.10489510489511,494.85684,0.01,,-115.33645,143,5.7780046,126.74653,3506.3345,0.01,-1.0,,143,-494.85684,-90.077,0.01,3416.2576
11,1.0,8.094825,144.0,81,,,1.0,-121.69386,18243.916,7.150603e-08,,,494.85684,0.01,0.0011543818,-0.3859248,,22.114578008651733,5610,38.958333333333336,494.85684,0.01,-1.0,-114.162704,144,5.771036,126.69386,3507.82,0.01,,,144,-494.85684,-90.52316,0.01,3417.2969
11,1.0,8.099685,145.00006,81,,,1.0000005,-121.70353,18372.012,7.052314e-08,,,494.85684,0.01,0.9938824,9.102989,,22.30513906478882,5640,38.89655172413793,494.85684,0.01,1.0,-123.095535,145,5.764116,126.70353,3509.2957,0.01,-1.0,,145,-494.85684,-90.92181,0.01,3418.3738
11,,8.103062,146.00003,81,,,1.0000002,-121.58292,18481.105,6.956038e-08,,1.0,494.85684,0.01,1.996239,8.89615,,22.487241983413696,5661,38.773972602739725,494.85684,0.01,,-104.095184,146,5.7572427,126.58292,3510.76,0.01,1.0,,146,-494.85684,-91.02994,0.01,3419.73
11,-1.0,8.113845,147.00003,81,,,1.0000002,-121.608315,18611.422,6.861719e-08,,1.0,494.85684,0.01,-1.0091878,9.991493,,22.671276330947876,5690,38.70748299319728,494.85684,0.01,-1.0,-125.31694,147,5.7504168,126.608315,3512.2134,0.01,,,147,-494.85684,-91.06542,0.01,3421.148
11,-1.0,8.101159,148.00002,81,,,1.0000001,-121.5604,18730.94,6.769307e-08,,1.0,494.85684,0.01,0.9727737,6.5398507,,22.853392124176025,5709,38.57432432432432,494.85684,0.01,1.0,-114.51641,148,5.743637,126.5604,3513.6567,0.01,,,148,-494.85684,-92.668335,0.01,3420.9883
11,1.0,8.092299,149.0,81,,,1.0,-121.45357,18841.582,6.6787486e-08,,1.0,494.85684,0.01,1.9936411,7.0845675,,23.029695749282837,5722,38.40268456375839,494.85684,0.01,,-105.64179,149,5.736903,126.45357,3515.0896,0.01,,,149,-494.85684,-93.85907,0.01,3421.2305
11,-1.0,8.061875,150.00002,81,,,1.0000001,-121.36042,18954.062,6.5899954e-08,,,494.85684,0.01,-2.9812183,3.8320794,,23.209150791168213,5735,38.233333333333334,494.85684,0.01,-1.0,-107.48237,150,5.730214,126.36042,3516.5127,0.01,-1.0,,150,-494.85684,-96.07906,0.01,3420.4336
11,,8.063079,150.99997,81,,,0.9999998,-121.3357,19076.691,6.503e-08,,1.0,494.85684,0.01,0.9964417,8.547277,,23.414764881134033,5794,38.370860927152314,494.85684,0.01,,-117.6273,151,5.7235694,126.3357,3517.9255,0.01,,,151,-494.85684,-98.50262,0.01,3419.4229
11,1.0,8.041053,152.00006,81,,,1.0000004,-121.38275,19210.178,6.417716e-08,,1.0,494.85684,0.01,1.0024496,5.018506,,23.608044624328613,5824,38.31578947368421,494.85684,0.01,-1.0,-128.48694,152,5.716969,126.38275,3519.3284,0.01,,,152,-494.85684,-100.85504,0.01,3418.4734
11,,8.044276,153.0,81,,,1.0,-121.37417,19335.248,6.334098e-08,,,494.85684,0.01,-0.99816334,8.837929,,23.794543981552124,5847,38.21568627450981,494.85684,0.01,,-120.070564,153,5.7104115,126.37417,3520.7217,0.01,-1.0,,153,-494.85684,-105.570816,0.01,3415.151
11,,8.032128,154.00006,81,,,1.0000004,-121.91663,19545.162,6.2521046e-08,,,494.85684,0.01,0.022046555,6.4771633,,24.22939157485962,6347,41.214285714285715,494.85684,0.01,-1.0,-204.91336,154,5.703897,126.91663,3522.1052,0.01,1.0,,154,-494.85684,-106.27307,0.01,3415.832
11,,8.036098,155.0,81,,,1.0,-122.25176,19724.023,6.1716925e-08,,1.0,494.85684,0.01,0.0040976405,8.950888,,24.448485374450684,6428,41.47096774193548,494.85684,0.01,,-173.86232,155,5.6974244,127.25176,3523.4792,0.01,-1.0,,155,-494.85684,-114.62289,0.01,3408.8564
11,,8.049065,156.00003,81,,,1.0000002,-122.40062,19874.496,6.0928215e-08,,,494.85684,0.01,-0.0036480175,10.362707,,24.650991678237915,6479,41.532051282051285,494.85684,0.01,,-145.47067,156,5.6909933,127.40062,3524.8438,0.01,,,156,-494.85684,-117.848145,0.01,3406.9956
11,1.0,8.038786,157.0,81,,,1.0,-122.88141,20077.38,6.015453e-08,,,494.85684,0.01,-1.0110993,6.738793,,24.884009838104248,6585,41.94267515923567,494.85684,0.01,-1.0,-197.88632,157,5.6846037,127.88141,3526.1992,0.01,-1.0,,157,-494.85684,-118.11987,0.01,3408.0793
11,,8.027506,157.99997,81,,,0.9999998,-123.02466,20227.896,5.9395493e-08,,1.0,494.85684,0.01,0.992825,6.5603504,,25.08613657951355,6635,41.99367088607595,494.85684,0.01,-1.0,-145.51659,158,5.6782546,128.02466,3527.5454,0.01,1.0,,158,-494.85684,-135.57301,0.01,3391.9724
11,,8.036868,159.00003,81,,,1.0000002,-123.016396,20354.607,5.8650723e-08,,,494.85684,0.01,-2.012623,9.8197975,,25.27509355545044,6659,41.880503144654085,494.85684,0.01,-1.0,-121.71153,159,5.671945,128.01639,3528.8833,0.01,-1.0,,159,-494.85684,-368.91232,0.01,3159.971
11,,8.045583,159.99992,81,,,0.9999995,-125.330055,20852.809,5.791988e-08,,,494.85684,0.01,-1.0178039,9.734928,,25.71913981437683,7159,44.74375,494.85684,0.01,-1.0,-493.20163,160,5.6656756,130.33005,3530.2114,0.01,,,160,-494.85684,-386.34845,0.01,3143.863
11,,8.048072,161.00006,81,,,1.0000004,-127.54457,21339.676,5.7202616e-08,,1.0,494.85684,0.01,-0.015188754,8.74986,,26.15696358680725,7659,47.57142857142857,494.85684,0.01,-1.0,-481.86682,161,5.6594453,132.54457,3531.531,0.01,,,161,-494.85684,-387.4558,0.01,3144.0752
11,,8.046203,162.00002,81,,,1.0000001,-129.81187,21839.523,5.6498592e-08,,1.0,494.85684,0.01,-0.9958414,8.049284,,26.60105609893799,8159,50.364197530864196,494.85684,0.01,-1.0,-494.84634,162,5.653253,134.81187,3532.8423,0.01,-1.0,,162,-494.85684,-390.06992,0.01,3142.7725
11,,8.046078,81.50002,81,,,1.0,-131.41876,22236.258,5.5807487e-08,,-1.0,494.85684,0.01,-3.0193944,8.329493,,27.042832851409912,8659,53.122699386503065,494.85684,0.01,-1.0,-391.73367,163,5.6470995,136.41876,2499.0176,0.01,-1.0,,163,-494.85684,-95.80626,0.01,2403.2114
11,,8.053618,82.0,81,,,1.0,-131.26079,22346.77,5.5128982e-08,,-1.0,494.85684,0.01,-0.9754837,9.468968,,27.24778652191162,8707,53.09146341463415,494.85684,0.01,-1.0,-105.5117,164,5.640983,136.26079,2499.9324,0.01,1.0,,164,-494.85684,-98.08937,0.01,2401.843
11,1.0,8.047818,82.50001,81,,,0.9999998,-131.12012,22459.818,5.4462774e-08,,-1.0,494.85684,0.01,0.0141415,7.282494,,27.432446718215942,8724,52.872727272727275,494.85684,0.01,-1.0,-108.04996,165,5.634904,136.12012,2500.8418,0.01,1.0,,165,-494.85684,-99.65935,0.01,2401.1824
11,,8.048802,82.999985,81,,,0.9999998,-130.97548,22571.93,5.3808566e-08,,-1.0,494.85684,0.01,-2.0024252,8.397239,,27.627608060836792,8744,52.674698795180724,494.85684,0.01,-1.0,-107.111305,166,5.628862,135.97548,2501.7449,0.01,,,166,-494.85684,-101.18872,0.01,2400.5562
11,-1.0,8.05462,83.5,81,,,1.0,-130.81601,22681.273,5.3166087e-08,,1.0,494.85684,0.01,0.017674088,9.206395,,27.84252905845642,8798,52.68263473053892,494.85684,0.01,1.0,-104.34261,167,5.6228557,135.81601,2502.6426,0.01,-1.0,,167,-494.85684,-104.66445,0.01,2397.978
11,-1.0,8.048537,83.999985,81,,,0.9999998,-130.6757,22793.52,5.2535036e-08,,-1.0,494.85684,0.01,-0.9859674,7.218669,,28.026431560516357,8812,52.45238095238095,494.85684,0.01,,-107.24824,168,5.6168857,135.6757,2503.5342,0.01,1.0,,168,-494.85684,-104.7799,0.01,2398.7544
11,1.0,8.054123,84.499985,81,,,0.9999998,-130.5501,22907.965,5.1915162e-08,,-1.0,494.85684,0.01,1.9846892,9.178669,,28.21583843231201,8827,52.23076923076923,494.85684,0.01,1.0,-109.44358,169,5.610951,135.5501,2504.4207,0.01,1.0,,169,-494.85684,-104.86763,0.01,2399.553
11,,8.05829,85.00004,81,,,1.0,-130.42241,23021.809,5.13062e-08,,-1.0,494.85684,0.01,-1.0071653,8.948715,,28.404398679733276,8843,52.01764705882353,494.85684,0.01,1.0,-108.844925,170,5.605051,135.42241,2505.3013,0.01,-1.0,,170,-494.85684,-105.05099,0.01,2400.2502
11,1.0,8.067187,85.50004,81,,,1.0000001,-130.27342,23131.754,5.070788e-08,,-1.0,494.85684,0.01,-1.0030956,9.765865,,28.59390664100647,8858,51.801169590643276,494.85684,0.01,,-104.945496,171,5.599186,135.27342,2506.1765,0.01,-1.0,,171,-494.85684,-105.19008,0.01,2400.9863
11,,8.069956,86.00003,81,,,1.0000004,-130.12553,23241.592,5.011997e-08,,,494.85684,0.01,1.9934307,8.729535,,28.789408206939697,8880,51.627906976744185,494.85684,0.01,1.0,-104.83653,172,5.593355,135.12553,2507.0464,0.01,1.0,,172,-494.85684,-105.21396,0.01,2401.8325
11,-1.0,8.068545,86.49997,81,,,0.99999964,-129.99191,23353.602,4.9542216e-08,,-1.0,494.85684,0.01,-2.046808,8.012167,,28.978189706802368,8893,51.40462427745665,494.85684,0.01,-1.0,-107.009766,173,5.587558,134.99191,2507.911,0.01,1.0,,173,-494.85684,-105.26256,0.01,2402.6484
11,1.0,8.064409,86.99999,81,,,0.99999994,-129.82945,23460.324,4.8974403e-08,,-1.0,494.85684,0.01,1.0236695,7.5349874,,29.178699254989624,8919,51.258620689655174,494.85684,0.01,,-101.72315,174,5.5817943,134.82945,2508.77,0.01,1.0,,174,-494.85684,-105.29533,0.01,2403.4746
11,1.0,8.070879,87.499985,81,,,0.9999998,-129.70895,23574.066,4.8416293e-08,,,494.85684,0.01,2.9912086,9.383017,,29.36933708190918,8935,51.05714285714286,494.85684,0.01,1.0,-108.74184,175,5.5760636,134.70895,2509.624,0.01,1.0,,175,-494.85684,-105.82164,0.01,2403.8025
11,-1.0,8.0818205,88.00001,81,,,1.0000001,-129.56984,23684.291,4.786767e-08,,,494.85684,0.01,-0.019257806,10.182759,,29.566619157791138,8950,50.85227272727273,494.85684,0.01,,-105.22353,176,5.5703654,134.56984,2510.473,0.01,1.0,,176,-494.85684,-105.83958,0.01,2404.6333
11,1.0,8.083622,88.50001,81,,,1.0000001,-129.43883,23795.672,4.7328328e-08,,-1.0,494.85684,0.01,0.02540791,8.586761,,29.75731658935547,8968,50.666666666666664,494.85684,0.01,,-106.38147,177,5.5646996,134.43883,2511.317,0.01,,,177,-494.85684,-105.90795,0.01,2405.409
11,1.0,8.085046,88.99997,81,,,0.99999964,-129.3028,23905.898,4.6798043e-08,,,494.85684,0.01,1.9992787,8.52353,,29.946402549743652,8983,50.46629213483146,494.85684,0.01,1.0,-105.227615,178,5.559066,134.3028,2512.1555,0.01,,,178,-494.85684,-106.011566,0.01,2406.144
11,-1.0,8.070665,89.500015,81,,,1.0000001,-129.22636,24026.52,4.6276615e-08,,1.0,494.85684,0.01,0.02182889,5.6971908,,30.143603086471558,9003,50.29608938547486,494.85684,0.01,,-115.621254,179,5.5534635,134.22636,2512.989,0.01,,,179,-494.85684,-106.19306,0.01,2406.796
11,-1.0,8.068394,90.00001,81,,,0.9999998,-129.12892,24143.207,4.576386e-08,,-1.0,494.85684,0.01,-3.0319831,7.847895,,30.33836054801941,9023,50.12777777777778,494.85684,0.01,,-111.68667,180,5.5478926,134.12892,2513.818,0.01,-1.0,,180,-494.85684,-106.45736,0.01,2407.3608
11,1.0,8.072044,90.50002,81,,,1.0000002,-128.9959,24253.258,4.525958e-08,,-1.0,494.85684,0.01,0.013702512,8.915629,,30.526235818862915,9035,49.9171270718232,494.85684,0.01,1.0,-105.05025,181,5.542352,133.9959,2514.6416,0.01,-1.0,,181,-494.85684,-106.7724,0.01,2407.8691
