TimestepsSoFar,DenMISELogLast,IWLastEpisode,ExplorationBonus,URet,ReturnMean,IWNorm1,ReturnMax,IWMin,Iteration,DenMISELogFirst,SqrtESSClassic,IWFirstEpisode,ReturnMin,ReturnLastEpisode,LQGmu1,ReturnAbsMax,Bound,MISE,IWNorm2,IWMean,LQGmu01,IWMax,DenMISEMeanLog,ReturnStepMax,target_sum_log_mean,LQGsigma,TimeElapsed
1940,15.292144,5.262933e-11,33.952923,9.048903850806902,12.1008,1.2038532e-06,16.977203,,97,9.900411,1.0000437,,,8.236928,0.35353535,16.977203,33.952923,1.0153994e-07,1.2038006e-06,1.2410858e-08,0.035353538,1.2038006e-06,11.952999,0.99998045,-738.6544,0.11,107.55046439170837
1960,11.207429,79.09686,33.954407,8.794900532055767,12.059032,79.09686,16.977203,,98,9.890154,1.0,,,8.007677,0.35353535,16.977203,40.41749,6.4630833,79.09686,0.80711085,0.035353538,79.09686,11.935239,0.99998045,-730.9581,0.11,108.94970321655273
1980,12.447791,94.685326,30.246786,8.862631913159552,12.01873,106.96877,16.977203,,99,9.880001,1.122579,,,8.068907,0.33333334,16.977203,38.9606,8.713818,95.288414,1.0804926,0.033333335,94.685326,11.936343,0.99998045,-636.32104,0.11,110.10934543609619
2000,13.013576,0.0009365983,33.089912,8.943980407946041,11.980012,41.424404,16.977203,,100,9.869951,1.0261257,,,8.147007,0.35353535,16.977203,36.4077,3.3177874,40.36972,0.41424406,0.035353538,40.355595,11.945064,0.99998045,-716.14685,0.11,111.21078109741211
2020,12.139554,1.08639725e-07,33.95303,8.729008163897971,11.940105,1.0864413e-07,16.977203,,101,9.860001,1.0000405,,,7.9494624,0.3939394,16.977203,33.95303,8.551115e-09,1.08639725e-07,1.0756844e-09,0.039393943,1.08639725e-07,11.9405985,0.99998045,-901.2031,0.11,112.22255539894104
2040,9.970678,102.000046,33.954407,8.434334489220028,11.898385,102.000046,16.977203,,102,9.850148,1.0,,,7.6845436,0.3939394,16.977203,41.638954,7.684547,102.000046,1.0000005,0.039393943,102.000046,11.9115305,0.99998045,-892.2247,0.11,113.39754891395569
2060,11.06916,1.8500808e-10,33.814995,8.475122307085941,11.857811,4.4966253e-08,16.977203,,103,9.840392,1.0041227,,,7.719241,0.43434343,16.977203,33.814995,3.3548697e-09,4.478163e-08,4.3656556e-10,0.043434344,4.4781245e-08,11.900421,0.99998045,-1100.464,0.11,114.60808634757996
2080,12.70017,104.000015,33.954407,8.110789539239592,11.81479,104.000015,16.977203,,104,9.83073,1.0,,,7.3836794,0.43434343,16.977203,41.33809,7.3836803,104.000015,1.0000001,0.043434344,104.000015,11.8985405,0.99998045,-1089.716,0.11,115.74029183387756
2100,16.779324,2.1426423e-10,33.448074,8.147362107231524,11.772933,1.4258782e-08,16.977203,,105,9.821161,1.0151379,,,7.4197884,0.47474748,16.977203,33.448074,1.002762e-09,1.4046152e-08,1.3579791e-10,0.04747475,1.40445175e-08,11.942148,0.99998045,-1320.8232,0.11,116.97153282165527
2120,9.282011,105.99997,33.954407,7.763091553145522,11.728571,105.99997,16.977203,,106,9.811683,1.0,,,7.070545,0.47474748,16.977203,41.02495,7.0705433,105.99997,0.9999997,0.04747475,105.99997,11.907664,0.99998045,-1308.2311,0.11,118.1089985370636
2140,14.156955,2.345948e-34,24.009392,7.762288527851457,11.684997,107.00003,16.977203,,107,9.802293,1.4142135,,,7.0663137,0.3939394,16.977203,31.711287,7.701895,75.660446,1.0000002,0.039393943,53.500015,11.925861,0.99998045,-851.60516,0.11,119.45279741287231
2160,8.000598,,19.010366,8.467009501181316,11.648116,161.78343,16.977203,,108,9.79299,1.7860996,,,7.701865,0.2929293,16.977203,31.451397,12.44103,90.57918,1.4979948,0.02929293,53.40454,11.887809,0.99998045,-458.43793,0.11,120.58088874816895
2180,10.943419,,24.009392,9.054135766894447,11.616875,109.00002,16.977203,,109,9.783773,1.4142135,,,8.24285,0.43434343,16.977203,31.411127,7.401736,77.07465,1.0000002,0.043434344,54.50004,11.881295,0.99998045,-1041.5691,0.11,121.77322506904602
2200,-5.3230734,767.13477,33.858543,8.229998951698361,11.579428,769.3088,16.977203,,110,9.774641,1.0028313,,,7.4976096,0.41414142,16.977203,86.29376,52.43522,767.1367,6.9937162,0.04141414,767.13477,11.723213,0.99998045,-926.8954,0.11,122.91739773750305
2220,15.74771,96.541595,23.745586,8.243680187000649,11.542731,195.78833,16.977203,,111,9.765592,1.429925,,,7.506185,0.41414142,16.977203,36.976852,13.231268,136.9221,1.7638588,0.04141414,97.079666,11.769383,0.99998045,-918.36194,0.11,124.34248781204224
2240,12.686695,6.5102975e-25,24.009392,8.334260857326386,11.507429,111.999985,16.977203,,112,9.756622,1.4142135,,,7.588724,0.47474748,16.977203,31.07782,7.068428,79.19595,0.9999999,0.04747475,55.999992,11.780057,0.99998045,-1242.8704,0.11,125.59227418899536
2260,12.995751,,20.55754,7.762604166680518,11.468151,130.45457,16.977203,,113,9.747734,1.6516764,,,7.0692015,0.23232323,16.977203,30.472912,9.91537,78.98313,1.1544653,0.023232324,55.639862,11.789182,0.99998045,-320.37222,0.11,126.78035974502563
2280,-13.554023,2.2373963e-23,17.346163,9.359347876477882,11.442248,176.4314,16.977203,,114,9.738923,1.9574592,,,8.515118,0.3131313,16.977203,30.053003,12.7068405,90.13286,1.5476438,0.031313132,55.02159,11.566602,0.99998045,-499.809,0.11,127.99186682701111
2300,8.743826,2.1092148e-21,19.034887,8.998911877996706,11.413978,146.6589,16.977203,,115,9.730189,1.7837987,,,8.191145,0.25252524,16.977203,29.899319,10.864432,82.217186,1.2752948,0.025252525,55.923725,11.544726,0.99998045,-349.14368,0.11,129.19647932052612
2320,12.485436,,19.378403,9.389420906194117,11.389282,156.39185,16.977203,,116,9.721531,1.7521777,,,8.549367,0.41414142,16.977203,29.526003,10.1476,89.2557,1.3482056,0.04141414,54.119858,11.553534,0.99998045,-886.21967,0.11,130.5650360584259
2340,-2.7127738,1.9419962e-28,22.769531,8.340657117464662,11.356876,95.83497,16.977203,,117,9.712948,1.4912212,,,7.5977125,0.33333334,16.977203,29.395887,6.626356,64.2661,0.8191023,0.033333335,56.56675,11.432649,0.99998045,-551.0037,0.11,131.77253913879395
2360,5.060308,0.11320062,23.827036,8.881540648128865,11.329141,71.969406,16.977203,,118,9.704437,1.4250369,,,8.084142,0.35353535,16.977203,28.692137,4.865101,50.50354,0.60991025,0.035353538,39.26902,11.376144,0.99998045,-616.15735,0.11,134.21566033363342
2380,8.110168,,12.734202,8.750003194218886,11.300888,113.94463,16.977203,,119,9.695998,2.6663945,,,7.967097,-0.17171717,16.977203,28.519451,15.785248,42.7336,0.9575179,-0.017171716,26.231277,11.344815,0.99998045,-1311.0504,0.11,136.18164467811584
2400,-60.049534,,9.664704,17.937565202499947,11.341611,150.38132,16.977203,,120,9.68763,3.5132382,4.165365e-37,,16.187551,-0.07070707,16.977203,28.339752,18.675049,42.80419,1.2531776,-0.0070707067,15.149355,10.74906,0.99998045,-767.19934,0.11,137.7579493522644
2420,5.391392,10.573826,9.9843445,16.882825978007414,11.37414,144.52066,16.977203,,121,9.679331,3.4007647,,,15.277595,-0.11111111,16.977203,28.803156,18.818811,42.496517,1.1943856,-0.011111111,15.074982,10.706416,0.99998045,-950.0803,0.11,139.52584147453308
2440,10.121587,13.782974,8.949404,17.526993244338797,11.410615,153.81012,16.977203,,122,9.671101,3.7940414,,,15.8239975,-0.09090909,16.977203,28.397354,19.44795,40.539917,1.2607387,-0.00909091,15.078476,10.702779,0.99998045,-844.55725,0.11,141.98160028457642
2460,15.050426,14.649767,8.61852,16.640951161041894,11.440109,157.37502,16.977203,,123,9.662937,3.939703,,,15.038498,-0.09090909,16.977203,28.310123,19.691605,39.945908,1.2794716,-0.00909091,14.649767,10.739858,0.99998045,-837.54675,0.11,143.9608917236328
2480,10.978259,,22.952581,17.3069830143882,11.473742,84.43497,16.977203,,124,9.6548395,1.4793285,,,15.610479,0.43434343,16.977203,27.995487,5.042905,57.07655,0.68092716,0.043434344,41.099453,10.743666,0.99998045,-965.407,0.11,145.4934937953949
2500,-60.090355,,8.276375,8.408205648704254,11.443337,158.77426,16.977203,,125,9.646808,4.10257,,,7.6733427,-0.09090909,16.977203,27.846415,19.57004,38.70117,1.270194,-0.00909091,13.303486,10.173774,0.99998045,-850.06415,0.11,146.9470715522766
2520,-60.098324,,13.758183,17.107637114019372,11.474783,125.93324,16.977203,,126,9.63884,2.4679427,7.751887e-21,,15.40539,-0.05050505,16.977203,27.706867,13.948684,51.027622,0.9994702,-0.005050505,33.832775,9.617873,0.99998045,-673.81,0.11,148.3840992450714
2540,13.47728,,19.444397,14.545979532773147,11.487759,121.024536,16.977203,,127,9.630935,1.746231,,,13.122683,0.27272728,16.977203,27.476152,8.031755,69.306145,0.9529491,0.02727273,41.951855,9.64772,0.99998045,-386.2837,0.11,150.25801420211792
2560,-60.113926,,11.268639,9.310810434304125,11.46429,121.34795,16.977203,,128,9.623091,3.0131774,,,8.483768,-0.1919192,16.977203,27.096897,15.8282585,40.272423,0.9480309,-0.019191919,17.946566,9.101406,0.99998045,-1404.4377,0.11,152.2149579524994
2580,-60.121853,,26.9719,18.17500866302134,11.502686,1.0700694e-11,16.977203,,129,9.615309,1.2588807,,,16.417315,-0.37373737,16.977203,26.9719,1.4006528e-12,8.500165e-12,8.2950126e-14,-0.037373737,8.2774785e-12,8.564063,0.99998045,-2864.5344,0.11,153.5540566444397
2600,-1.942839,101.54872,30.550543,18.76711413879129,11.544907,113.180305,16.991505,,130,9.607587,1.1123537,,,16.991505,-0.27272728,16.991505,45.33299,14.782446,101.74849,0.87061775,-0.02727273,101.54872,8.475578,0.99998045,-1958.105,0.11,154.8846366405487
2620,4.2536845,703.9873,34.011616,19.01751302822881,11.588362,713.6498,17.237598,,131,9.599924,1.01363,,,17.237598,-0.3131313,17.237598,127.898865,93.887245,704.05347,5.447708,-0.031313132,703.9873,8.440826,0.99998045,-2272.097,0.11,156.39318442344666
2640,8.424269,172.93948,25.184473,18.932343114580117,11.630523,273.31693,17.237598,,132,9.5923195,1.3689069,,,17.153528,-0.33333334,17.237598,60.76509,35.58062,199.66072,2.0705829,-0.033333335,172.93948,8.447726,0.99998045,-2428.9976,0.11,157.80493998527527
2660,13.638146,94.9414,23.174126,19.02557423837833,11.672727,158.03514,17.243584,,133,9.584772,1.4881755,,,17.243584,-0.35353535,17.243584,43.633347,20.459223,106.193886,1.1882341,-0.035353538,94.9414,8.489823,0.99998045,-2590.7612,0.11,159.11511182785034
2680,15.542811,84.10539,23.768282,18.98283301600952,11.713977,140.19254,17.243584,,134,9.577282,1.4509743,,,17.200314,-0.37373737,17.243584,41.77695,18.008669,96.61958,1.0462129,-0.037373737,84.10539,8.542182,0.9999902,-2757.3047,0.11,160.42040920257568
2700,11.61018,10.953798,19.081877,19.079665123017442,11.755342,140.72418,17.298145,,135,9.569846,1.8130444,,,17.298145,-0.33333334,17.298145,37.01944,17.937565,77.617615,1.0424013,-0.033333335,55.013092,8.563856,0.9999902,-2374.6567,0.11,162.09029936790466
2720,2.8950143,1.1417799,19.238968,18.989137917536787,11.795448,130.21138,17.298145,,136,9.562467,1.7982404,,,17.20976,-0.37373737,17.298145,35.745636,16.506668,72.41044,0.9574366,-0.037373737,50.620396,8.521527,0.9999902,-2716.6204,0.11,163.3345181941986
2740,16.864742,0.025625864,25.951073,19.044408307982046,11.835346,74.72329,17.298145,,137,9.5551405,1.3331352,,,17.261654,-0.27272728,17.298145,35.220394,9.269322,56.050793,0.5454255,-0.02727273,55.452393,8.581287,0.9999902,-1857.6423,0.11,164.64108967781067
2760,7.473944,29.556803,12.932974,19.019259407553662,11.874508,179.52193,17.298145,,138,9.547868,2.6750453,,,17.239656,-0.35353535,17.298145,35.354725,22.421751,67.10986,1.3008835,-0.035353538,31.946411,8.569512,0.9999902,-2496.38,0.11,165.85050082206726
2780,7.1852584,48.445305,16.233826,18.928805179843792,11.91246,164.26259,17.298145,,139,9.5406475,2.1311238,,,17.149921,-0.3131313,17.298145,36.542137,20.30831,77.07792,1.1817453,-0.031313132,48.445305,8.560989,0.9999902,-2140.606,0.11,167.49023294448853
2800,13.575088,25.608608,12.29896,18.964661876511535,11.950125,168.47743,17.298145,,140,9.533479,2.8129444,,,17.185444,-0.33333334,17.298145,33.007805,20.708845,59.893623,1.2034103,-0.033333335,29.292618,8.597207,0.9999902,-2289.396,0.11,169.38582706451416
2820,11.9740505,34.406654,13.774106,18.90083993630467,11.986806,160.03572,17.298145,,141,9.526361,2.5116904,,,17.12224,-0.3131313,17.298145,33.261806,19.4877,63.716343,1.1350051,-0.031313132,34.406654,8.622041,0.9999902,-2110.0195,0.11,171.50017046928406
2840,18.971838,13.425381,11.544575,18.990014906625795,12.0235815,163.12415,17.298145,,142,9.519295,2.9967575,,,17.208971,-0.35353535,17.298145,31.336279,19.791704,54.433548,1.1487616,-0.035353538,22.89574,8.69527,0.9999902,-2425.647,0.11,172.99096369743347
2860,16.483719,23.13728,12.027023,18.962934744757998,12.059663,167.83536,17.298145,,143,9.512277,2.8765464,,,17.183102,-0.3131313,17.298145,32.18335,20.156328,58.346134,1.1736739,-0.031313132,27.814348,8.750328,0.9999902,-2080.221,0.11,174.66769337654114
2880,17.23768,2.7749463e-12,34.512676,19.0764039801011,12.096,2.781674e-12,17.298145,,144,9.505308,1.0024227,,,17.292107,-0.5555556,17.298145,34.512676,3.3401526e-13,2.7749513e-12,1.931618e-14,-0.05555556,2.7749463e-12,8.809976,0.9999963,-4428.9844,0.11,176.34264183044434
2900,-10.603435,69.77844,18.230066,18.98649431955851,12.131238,159.56863,17.298145,,145,9.498387,1.8977599,,,17.205734,-0.3939394,17.298145,37.19802,18.967953,84.08263,1.1004733,-0.039393943,69.77844,8.669216,0.9999963,-2725.9788,0.11,177.76026129722595
2920,8.266687,275.23972,34.758324,19.164841273844285,12.167183,275.23972,17.379162,,146,9.491515,1.0,,,17.379162,-0.53535354,17.379162,67.521576,32.763256,275.23972,1.8852035,-0.053535353,275.23972,8.66625,0.9999963,-4137.354,0.11,179.9867353439331
2940,9.636552,4146.358,34.73742,19.134512475702504,12.202429,4148.8535,17.379162,,147,9.484689,1.0006018,,,17.34835,-0.45454547,17.379162,524.3675,489.6301,4146.3584,28.223494,-0.045454547,4146.358,8.67328,0.9999963,-3257.5298,0.11,181.70739793777466
2960,7.828815,209.96674,26.02458,19.1131661415332,12.237062,305.20282,17.379162,,148,9.477909,1.335596,,,17.328135,-0.5151515,17.379162,61.790085,35.765507,228.51433,2.0621812,-0.05151515,209.96674,8.683756,0.9999963,-3859.8843,0.11,183.54581236839294
2980,11.871225,139.42099,23.770388,19.104162978508533,12.2711735,288.11002,17.379162,,149,9.471175,1.4622531,,,17.319708,-0.45454547,17.379162,57.28672,33.516335,197.03157,1.9336243,-0.045454547,139.42099,8.707808,0.9999963,-3213.6199,0.11,184.90658950805664
3000,9.232489,97.04939,18.952066,19.180644263018188,12.305335,239.49094,17.39536,,150,9.464486,1.8357217,,,17.39536,-0.4949495,17.39536,46.671917,27.71985,130.46146,1.5966063,-0.04949495,97.04939,8.7138815,0.9999963,-3596.3174,0.11,186.14049887657166
3020,17.515144,64.91041,15.867545,19.138992292577388,12.338767,245.92139,17.39536,,151,9.457842,2.1925712,,,17.35355,-0.47474748,17.39536,44.129276,28.261732,112.161194,1.6286185,-0.04747475,64.91041,8.774292,0.9999963,-3368.3406,0.11,187.40951991081238
3040,9.373915,47.8686,14.494203,19.151687500427546,12.371843,213.96011,17.39536,,152,9.451241,2.4003198,,,17.36631,-0.4949495,17.39536,38.930344,24.43614,89.13817,1.4076324,-0.04949495,47.8686,8.780922,0.9999963,-3548.7705,0.11,188.8021194934845
3060,16.127817,36.51611,13.18483,19.129203634635495,12.404333,210.37956,17.39536,,153,9.444683,2.6386933,,,17.342821,-0.4949495,17.39536,37.050552,23.865723,79.72869,1.3750298,-0.04949495,36.643547,8.83067,0.9999963,-3525.4468,0.11,190.12929725646973
3080,12.126272,52.071,15.392824,19.15556925479699,12.4365835,192.26562,17.39536,,154,9.438169,2.260191,,,17.370918,-0.45454547,17.39536,37.055,21.662178,85.06609,1.248478,-0.045454547,52.071,8.853753,0.9999963,-3108.76,0.11,191.40238547325134
3100,14.544516,29.71016,11.707766,19.07442529808577,12.4678955,208.54497,17.39536,,155,9.431696,2.9715936,,,17.289879,-0.47474748,17.39536,35.04448,23.336712,70.179504,1.3454514,-0.04747475,29.71016,8.89126,0.9999963,-3280.9934,0.11,192.75648641586304
3120,12.536766,1.4633694e-29,34.78547,19.12493352384563,12.49913,1.5837894e-12,17.39536,,156,9.425265,1.000151,,,17.340609,-0.7171717,17.39536,34.78547,1.7642448e-13,1.5835502e-12,1.0151496e-14,-0.07171717,1.5835493e-12,8.91627,0.9999963,-6047.156,0.11,194.28227591514587
3140,6.987019,1.611788e-12,34.753254,19.149973510307035,12.530118,1.6135273e-12,17.39536,,157,9.418876,1.0010781,,,17.364185,-0.7373737,17.39536,34.753254,1.7843877e-13,1.6117897e-12,1.0276245e-14,-0.073737375,1.611788e-12,8.897633,0.9999963,-6280.4004,0.11,195.72770714759827
3160,8.746646,350.00064,34.790718,19.156362433915472,12.560749,350.00067,17.39536,,158,9.412526,1.0000001,,,17.36982,-0.67676765,17.39536,73.26824,38.477524,350.00064,2.2151942,-0.06767677,350.00064,8.8903675,0.9999963,-5449.4395,0.11,196.99028396606445
3180,11.335141,980.24554,34.790607,19.141504650656778,12.590891,980.2488,17.39536,,159,9.406218,1.0000033,,,17.353178,-0.7979798,17.39536,141.77446,106.98385,980.24554,6.1650867,-0.079797976,980.24554,8.906819,0.9999963,-7043.2773,0.11,198.30419611930847
3200,13.374998,0.07956398,34.769806,19.145181606487075,12.620682,137.75224,17.39536,,160,9.399947,1.0006015,,,17.357492,-0.7979798,17.39536,49.710052,14.9402485,137.66943,0.86095154,-0.079797976,137.6694,8.940823,0.9999963,-6999.189,0.11,199.80260300636292
3220,6.7286925,0.04010808,25.95424,19.127522203508835,12.649993,165.94597,17.39536,,161,9.393717,1.3404639,,,17.339958,-0.67676765,17.39536,43.853447,17.899208,123.79742,1.0307204,-0.06767677,110.9207,8.92475,0.9999963,-5347.7104,0.11,201.1196665763855
3240,11.29115,3.5406687,24.027935,19.144819467516626,12.679061,155.74753,17.39536,,162,9.387525,1.4479281,,,17.358824,-0.7777778,17.39536,40.704735,16.676802,107.56579,0.9614045,-0.07777778,82.98463,8.938254,0.9999963,-6631.031,0.11,202.42844462394714
3260,11.646161,62.772545,17.418991,19.146696399293372,12.707777,235.56027,17.39536,,163,9.3813715,1.9972868,,,17.359995,-0.6969697,17.39536,42.508743,25.08975,117.94013,1.445155,-0.06969697,64.49593,8.953614,0.9999963,-5531.4297,0.11,203.76019048690796
3280,13.031325,57.85294,19.73016,19.125341237766524,12.73601,165.31989,17.39536,,164,9.375255,1.763327,,,17.337978,-0.7777778,17.39536,37.213287,17.483126,93.754524,1.008048,-0.07777778,57.85294,8.97992,0.9999963,-6549.999,0.11,205.37903761863708
3300,15.741197,61.132275,16.651787,19.168151437874315,12.764158,200.13605,17.39536,,165,9.369176,2.0893087,,,17.380457,-0.67676765,17.39536,37.718513,21.066727,95.79056,1.2129457,-0.06767677,61.132275,9.020151,0.9999963,-5217.703,0.11,206.84931635856628
3320,12.229276,40.24245,17.10506,19.125862518625034,12.7917185,166.44174,17.39536,,166,9.363133,2.0339432,,,17.338923,-0.7777778,17.39536,34.493763,17.388702,81.832054,1.0026611,-0.07777778,43.27385,9.039935,0.9999963,-6470.925,0.11,208.21879863739014
3340,13.9201355,39.248466,14.313264,19.133038526194387,12.818991,209.04868,17.39536,,167,9.357127,2.430663,,,17.346237,-0.6969697,17.39536,36.044907,21.731642,86.00479,1.2517885,-0.06969697,39.828045,9.068564,0.9999963,-5398.58,0.11,209.54207611083984
3360,12.139399,1.2104374e-17,25.013702,19.11972696588808,12.845851,88.43526,17.39536,,168,9.351157,1.3908665,,,17.331629,-0.5555556,17.39536,34.15544,9.14174,63.582848,0.5264003,-0.05555556,59.444748,9.087669,0.9999963,-3796.3118,0.11,211.1006202697754
3380,-2.788122,1.2124756e-13,12.951314,19.12521346333442,12.872446,204.95804,17.39536,,169,9.345222,2.6862698,,,17.340387,-0.45454547,17.39536,33.984867,21.033552,76.298386,1.2127695,-0.045454547,38.02699,9.014263,0.9999963,-2835.579,0.11,212.43657779693604
3400,12.365597,3.6344955e-11,14.057587,19.1130859456115,12.898654,195.00598,17.39536,,170,9.339323,2.4748716,,,17.327797,-0.67676765,17.39536,33.971222,19.913637,78.79438,1.147094,-0.06767677,42.468185,9.034713,0.9999963,-5064.132,0.11,213.78525042533875
3420,5.695324,23.534294,10.699548,19.142486193683432,12.924722,231.44485,17.39536,,171,9.333458,3.2516067,,,17.356125,-0.4949495,17.39536,34.18054,23.480991,71.17861,1.3534787,-0.04949495,28.422995,9.015508,0.9999963,-3155.7625,0.11,214.98034763336182
3440,8.431563,32.860565,12.9110155,19.14646053539632,12.950507,199.44962,17.39536,,172,9.327627,2.6946542,,,17.35975,-0.67676765,17.39536,33.04145,20.130436,74.01678,1.1595908,-0.06767677,34.3794,9.013723,0.9999963,-5005.255,0.11,216.50635385513306
3460,8.620738,32.68429,11.585901,19.139707515239753,12.97596,224.77206,17.39536,,173,9.32183,3.0028498,,,17.35398,-0.5151515,17.39536,34.13349,22.547592,74.85291,1.2992605,-0.05151515,32.68429,9.01191,0.9999963,-3302.5642,0.11,217.77313923835754
3480,12.383599,136.95729,24.488546,19.19642238240656,13.001431,199.70596,17.40803,,174,9.316066,1.4217283,,,17.40803,-0.6363636,17.40803,44.450706,19.962162,140.46704,1.1477355,-0.06363636,136.95729,9.0325365,0.9999963,-4497.2466,0.11,219.08319664001465
3500,3.3000293,126.67488,27.659506,19.12274049360524,13.026207,161.8055,17.40803,,175,9.310335,1.2587376,,,17.337181,-0.57575756,17.40803,43.696754,16.037247,128.54585,0.9246028,-0.05757576,126.67488,8.999373,0.9999963,-3842.4614,0.11,220.43858432769775
3520,11.713243,128.43439,21.371378,19.155855273122352,13.050884,237.97876,17.40803,,176,9.304637,1.6290976,,,17.369507,-0.61616164,17.40803,44.86439,23.493013,146.08011,1.352152,-0.061616164,128.43439,9.013321,0.9999999,-4231.8486,0.11,221.95817136764526
3540,14.153296,21.272354,18.74432,19.15104359845917,13.075269,177.74509,17.40803,,177,9.298971,1.8574191,,,17.366774,-0.5959596,17.40803,36.18022,17.435904,95.69466,1.0042095,-0.05959596,70.05261,9.042972,0.9999999,-4000.5276,0.11,223.2758014202118
3560,17.307455,49.494293,14.799842,19.1804072723357,13.099519,191.64748,17.40803,,178,9.293338,2.3524616,,,17.391947,-0.6363636,17.40803,33.514065,18.714222,81.46678,1.0766712,-0.06363636,50.0036,9.088768,0.9999999,-4395.8667,0.11,224.6657419204712
3580,16.803013,46.28844,15.347709,19.154663007149576,13.123362,185.61612,17.40803,,179,9.287736,2.2684858,,,17.367321,-0.57575756,17.40803,33.34995,18.002241,81.8238,1.0369616,-0.05757576,46.985306,9.131802,0.9999999,-3756.1892,0.11,225.96525621414185
3600,11.955609,,32.85991,19.193597930664655,13.147157,5.3910147e-11,17.40803,,180,9.282165,1.05953,,,17.40658,-1.0,17.40803,32.85991,5.1911648e-12,5.088119e-11,2.9949982e-13,-0.1,5.080532e-11,9.147206,0.9999999,-9068.174,0.11,227.6898593902588
3620,-8.077721,38.585697,12.35474,19.12583182647397,13.170325,240.56775,17.40803,,181,9.276625,2.8180325,,,17.340446,-0.6363636,17.40803,35.45186,23.09712,85.36727,1.3291036,-0.06363636,39.065075,9.046531,0.9999999,-4322.8438,0.11,229.0998091697693
3640,12.014928,190.48396,34.81606,18.978437018729142,13.192413,190.48396,17.40803,,182,9.271114,1.0,,,17.190405,-0.97979796,17.40803,52.807796,17.991737,190.48396,1.0466151,-0.0979798,190.48396,9.064122,0.9999999,-8662.816,0.11,230.53728795051575
3660,5.6922174,2.5412151e-33,34.81606,19.147080432150695,13.215188,93.58408,17.40803,,183,9.2656355,1.0,,,17.36016,-0.97979796,17.40803,43.607033,8.790975,93.58408,0.5113884,-0.0979798,93.58408,9.044161,0.9999999,-8615.858,0.11,232.30894017219543
3680,8.858736,82.5853,26.303404,18.98742034400403,13.236855,120.01666,17.40803,,184,9.260185,1.3236332,,,17.201801,-0.959596,17.40803,37.52121,11.217805,90.67215,0.6522645,-0.0959596,82.5853,9.039978,0.9999999,-8271.425,0.11,233.78957056999207
3700,15.293628,67.08192,21.334414,18.971413354415986,13.258188,142.61768,17.40803,,185,9.2547655,1.6319201,,,17.183659,-1.0,17.40803,34.58575,13.251338,87.39256,0.7709063,-0.1,67.08192,9.071396,0.9999999,-8823.894,0.11,235.16983556747437
3720,15.007132,81.53368,24.346413,19.03262733994521,13.279617,126.21312,17.40803,,186,9.249374,1.4300283,,,17.243744,-0.93939394,17.40803,36.03646,11.690049,88.25918,0.67856514,-0.093939394,81.53368,9.101592,0.9999999,-7893.3496,0.11,236.5562801361084
3740,14.029792,1.3123311e-37,11.4735775,18.98245615907308,13.300547,229.78487,17.40803,,187,9.244013,3.0344553,,,17.193615,-0.6363636,17.40803,32.825195,21.35162,75.72524,1.2287961,-0.06363636,33.19548,9.125761,0.9999999,-4185.781,0.11,238.10553431510925
3760,10.981685,1433.1398,34.608143,19.077447956305306,13.321762,1441.7596,17.40803,,188,9.23868,1.0060077,,,17.289171,-0.85858583,17.40803,167.19972,132.59158,1433.1498,7.6689343,-0.08585858,1433.1398,9.136469,0.9999999,-6719.292,0.11,239.43315076828003
3780,7.599664,8.916096e-12,33.14425,19.156704806051156,13.343181,175.59724,17.40803,,189,9.233375,1.0504404,,,17.369732,-0.85858583,17.40803,49.20939,16.065142,167.16536,0.92908597,-0.08585858,167.08212,9.134701,0.9999999,-6683.8345,0.11,240.73973083496094
3800,14.183735,53.331352,23.99888,19.10655159332901,13.364105,150.89934,17.40803,,190,9.228097,1.4507368,,,17.31873,-0.85858583,17.40803,37.74034,13.741459,104.015656,0.79420704,-0.08585858,89.15245,9.159595,0.9999999,-6648.561,0.11,242.13908743858337
3820,11.049233,60.276413,19.405144,19.091746875927992,13.384729,171.45836,17.40803,,191,9.222848,1.7941666,,,17.303488,-0.85858583,17.40803,34.938366,15.533221,95.56435,0.89768773,-0.08585858,60.99932,9.167805,0.9999999,-6613.673,0.11,243.71290516853333
3840,12.639192,21.490557,13.288937,19.08664191689054,13.405117,218.02063,17.40803,,192,9.217626,2.6199281,,,17.299158,-0.7979798,17.40803,32.971397,19.682459,83.21626,1.1355242,-0.079797976,42.711243,9.184819,0.9999999,-5833.703,0.11,245.09985899925232
3860,10.95285,100.77153,22.903725,19.06040930617624,13.4251585,160.21301,17.40803,,193,9.212431,1.5201046,,,17.273111,-0.8989899,17.40803,37.24512,14.341396,105.39604,0.83011925,-0.089898996,100.77153,9.19426,0.9999999,-7065.489,0.11,246.52601170539856
3880,14.318877,1.2529181e-15,17.342972,19.11817087920359,13.44529,167.7503,17.40803,,194,9.207263,2.0075026,,,17.330555,-1.0,17.40803,32.210052,14.867082,83.56169,0.8646923,-0.1,50.626286,9.219224,0.9999999,-8414.779,0.11,247.83796048164368
3900,8.891401,41.1877,14.006421,19.08151089478495,13.465019,219.55814,17.40803,,195,9.202122,2.4857213,,,17.292545,-0.85858583,17.40803,33.482544,19.476124,88.327736,1.1259391,-0.08585858,42.207443,9.216451,0.9999999,-6477.7217,0.11,249.30203366279602
