ReturnAbsMax,IWMin,ReturnMin,ReturnMean,LQGsigma,LQGmu1,DenMISELogFirst,ReturnStepMax,Iteration,MISE,IWFirstEpisode,ReturnMax,IWMean,TimeElapsed,ExplorationBonus,IWNorm2,IWLastEpisode,Bound,URet,DenMISELogLast,TimestepsSoFar,IWNorm1,target_sum_log_mean,DenMISEMeanLog,ReturnLastEpisode,LQGmu01,SqrtESSClassic,IWMax
17.156656,,,10.173829,0.11,-0.33333334,9.87898,0.9999872,99,21.345676,,17.156656,1.2450143,111.19862771034241,22.481367,80.755035,55.98226,43.82704,18.92381693475912,8.2260275,1980,123.25642,-2762.0132,10.703726,17.144894,-0.033333335,1.5263001,57.541008
17.27492,,,10.244842,0.11,-0.37373737,9.86893,0.9999872,100,11.655739,,17.27492,0.67527235,112.15720224380493,30.857836,60.31126,60.02407,42.513573,19.05788599852675,13.979309,2000,67.52724,-3184.3232,10.736541,17.27492,-0.037373737,1.1196456,60.02407
17.27492,,,10.31411,0.11,-0.2929293,9.858979,0.9999872,101,19.717968,,17.27492,1.1537194,113.31096124649048,21.680353,73.12096,0.46483478,41.398323,19.022263748416087,10.556254,2020,116.52566,-2297.3018,10.730287,17.240925,-0.02929293,1.5936013,56.7338
17.27492,,,10.381487,0.11,-0.35353535,9.849127,0.9999872,102,23.839058,,17.27492,1.3849398,114.71858334541321,16.214254,66.29519,34.66239,40.053314,18.96131601316688,11.060123,2040,141.26385,-2896.5232,10.733132,17.186562,-0.035353538,2.1308312,35.88117
17.27492,,,10.447791,0.11,-0.33333334,9.839371,0.9999872,103,22.76737,,17.27492,1.3248633,115.98247742652893,14.30971,56.51882,28.650564,37.07708,18.991777597626985,10.364747,2060,136.46092,-2654.1814,10.731646,17.210812,-0.033333335,2.4144332,29.776222
17.27492,,,10.512863,0.11,-0.33333334,9.829709,0.9999872,104,22.156797,,17.27492,1.28892,117.25429272651672,13.013457,50.49007,21.341015,35.170254,18.996262927645102,15.384682,2080,134.04768,-2628.4832,10.778312,17.215408,-0.033333335,2.6549315,23.32293
17.27866,,,10.577299,0.11,-0.27272728,9.82014,0.9999872,105,9.149007,,17.27866,0.5354346,118.56356000900269,25.68282,41.78288,0.05671586,34.831825,19.06217249800496,17.993193,2100,56.22063,-2025.2595,10.848827,17.27866,-0.02727273,1.3455423,38.38473
17.27866,,,10.638809,0.11,-0.33333334,9.810661,0.9999872,106,23.643347,,17.27866,1.3753463,119.92269468307495,11.429374,48.21702,15.427104,35.07272,18.871574113583133,11.631164,2120,145.78671,-2578.5579,10.851256,17.09731,-0.033333335,3.0235531,19.294312
17.27866,,,10.700086,0.11,-0.5555556,9.801271,0.9999872,107,2.4180614e-17,,17.27866,1.3997566e-18,121.07704305648804,34.50729,1.4955713e-16,9.283401e-33,34.50729,18.9764663180867,14.082819,2140,1.4977395e-16,-5291.0645,10.884132,17.195372,-0.05555556,1.0014498,1.4955698e-16
17.294853,,,10.7611475,0.11,-0.3939394,9.791968,0.9999872,108,20.37896,,17.294853,1.1786932,122.8558759689331,30.062279,110.63678,110.10664,50.44124,19.076951051895385,5.024049,2160,127.29886,-3168.5813,10.820656,17.294853,-0.039393943,1.1506016,110.10664
17.351929,,,10.821614,0.11,-0.53535354,9.782752,0.999998,109,18.529575,,17.351929,1.0678684,124.06376647949219,34.703857,116.39765,116.39765,53.233433,19.135227041928207,5.0743265,2180,116.39765,-4907.867,10.766671,17.351929,-0.053535353,1.0,116.39765
17.36486,,,10.881098,0.11,-0.45454547,9.77362,0.999998,110,289.56674,,17.36486,16.6755,125.51578760147095,34.698097,1832.635,1832.6344,324.26483,19.149925080546847,1.432334,2200,1834.3052,-3812.0222,10.679368,17.36486,-0.045454547,1.0009114,1832.6344
17.36486,,,10.939231,0.11,-0.4949495,9.76457,0.999998,111,40.046646,,17.36486,2.3099568,126.73408699035645,31.45711,232.24393,231.47841,71.50375,19.119640765672237,16.200167,2220,256.4052,-4281.858,10.74614,17.333918,-0.04949495,1.1040341,231.47841
17.36486,,,10.996241,0.11,-0.45454547,9.755601,0.999998,112,29.234142,,17.36486,1.6855038,128.0083191394806,22.625427,122.98248,80.81305,51.85957,19.108526208758683,11.882535,2240,188.77643,-3743.6267,10.759345,17.32426,-0.045454547,1.5349863,91.5023
17.36486,,,11.05227,0.11,-0.4949495,9.746712,0.999998,113,24.177399,,17.36486,1.3948783,129.204421043396,19.994015,90.74307,57.066055,44.171413,19.112892924963692,15.020038,2260,157.62125,-4205.769,10.799561,17.327427,-0.04949495,1.7370058,67.46796
17.381577,,,11.107789,0.11,-0.47474748,9.737902,0.999998,114,25.504183,,17.381577,1.4703126,130.52549409866333,15.596406,75.200356,36.858532,41.10059,19.1670917703062,14.498483,2280,167.61563,-3919.1487,10.833401,17.381577,-0.04747475,2.2289207,37.175083
17.381905,,,11.162347,0.11,-0.5555556,9.729168,0.999998,115,7.6081257,,17.381905,0.43847042,131.6798553466797,33.362766,48.39192,0.018902987,40.970894,19.167860133519874,11.773824,2300,50.4241,-4922.5186,10.844124,17.381905,-0.05555556,1.0419942,48.370796
17.381905,,,11.215562,0.11,-0.47474748,9.72051,0.999998,116,24.933733,,17.381905,1.4369396,132.83095574378967,13.716702,65.76864,6.554737,38.650436,19.12166607970193,11.883753,2320,166.685,-3851.3276,10.847684,17.335289,-0.04747475,2.5344145,29.055267
17.381905,,,11.268229,0.11,-0.3939394,9.711926,0.999998,117,11.412567,,17.381905,0.6601569,133.96912908554077,26.25658,58.336967,2.7182334e-05,37.669147,19.16199171596422,8.057234,2340,77.23836,-2924.4016,10.826412,17.377504,-0.039393943,1.3240037,57.295662
17.381905,,,11.319667,0.11,-0.5151515,9.703416,0.999998,118,21.412651,,17.381905,1.2340207,135.35432195663452,15.209009,63.705658,0.22727142,36.62166,19.121671051537636,8.881915,2360,145.61444,-4275.894,10.806282,17.338062,-0.05151515,2.285738,39.427227
17.381905,,,11.37022,0.11,-0.45454547,9.694977,0.999998,119,25.489313,,17.381905,1.4692777,136.480859041214,13.628398,68.54382,29.387123,39.11771,19.119610226793245,6.5585437,2380,174.84406,-3522.6345,10.77155,17.33551,-0.045454547,2.550836,36.57644
17.381905,,,11.420074,0.11,-0.47474748,9.686608,0.999998,120,24.23112,,17.381905,1.39661,137.63429832458496,11.132262,53.667637,19.764467,35.36338,19.138585578508692,14.861714,2400,167.5932,-3722.5435,10.808393,17.35268,-0.04747475,3.1227982,19.857365
17.381905,,,11.469071,0.11,-0.75757575,9.678309,0.999998,121,2.4227837e-17,,17.381905,1.3962612e-18,138.79999327659607,34.75012,1.6888106e-16,2.0973521e-25,34.75012,19.133792731202508,14.5733185,2420,1.689476e-16,-7678.215,10.842068,17.34883,-0.07575758,1.000394,1.6888106e-16
17.386925,,,11.517579,0.11,-0.5151515,9.670079,0.999998,122,22.059086,,17.386925,1.271049,139.9409363269806,12.327048,54.970345,15.284133,34.386135,19.173030946397095,7.6425886,2440,155.06798,-4135.2773,10.807679,17.386925,-0.05151515,2.8209388,29.228298
17.386925,,,11.564941,0.11,-0.7171717,9.661916,0.999998,123,35.785995,,17.386925,2.063411,141.18020009994507,34.77385,253.79956,253.79956,70.559845,19.13010686534849,7.358737,2460,253.79956,-6902.9956,10.781139,17.343124,-0.07171717,1.0,253.79956
17.386925,,,11.611684,0.11,-0.7171717,9.653818,0.999998,124,11.681744,,17.386925,0.6735663,142.32041764259338,34.77385,83.52222,8.286447e-09,46.455593,19.146294621037576,7.582408,2480,83.52222,-6847.415,10.756341,17.360958,-0.07171717,1.0,83.52222
17.386925,,,11.657528,0.11,-0.7373737,9.645786,0.999998,125,14.803541,,17.386925,0.8535918,143.50500965118408,24.737476,75.90369,59.22463,39.541016,19.128612952290382,5.677467,2500,106.698975,-7108.9404,10.711861,17.342266,-0.073737375,1.4057153,59.22463
17.386925,,,11.702732,0.11,-0.67676765,9.637818,0.999998,126,33.44068,,17.386925,1.9271011,144.6858057975769,33.643917,234.92477,234.82675,67.084595,19.14034075038235,9.594881,2520,242.81474,-6132.851,10.700725,17.353178,-0.06767677,1.0335851,234.82675
17.386925,,,11.74723,0.11,-0.67676765,9.629913,0.999998,127,13.473228,,17.386925,0.77644527,146.02811574935913,29.381573,83.31762,8.255825,42.8548,19.14204825254265,13.11384,2540,98.60855,-6084.441,10.720656,17.353989,-0.06767677,1.1835258,82.6518
17.386925,,,11.790928,0.11,-0.65656567,9.622069,0.999998,128,6.489369,,17.386925,0.37399426,147.21404242515564,29.144075,40.121063,5.4871383,35.633446,19.12759819628665,13.145383,2560,47.871265,-5749.552,10.736689,17.340645,-0.065656565,1.1931704,39.701797
17.386925,,,11.834081,0.11,-0.7171717,9.614287,0.999998,129,19.43348,,17.386925,1.1202961,148.3219599723816,15.508253,64.45145,10.578632,34.941734,19.14431442300129,10.218241,2580,144.5182,-6581.4775,10.72753,17.357645,-0.07171717,2.2422802,34.481384
17.386925,,,11.876646,0.11,-0.6363636,9.606565,0.999998,130,12.683847,,17.386925,0.7304509,149.48770761489868,26.757076,73.066826,71.290955,39.440926,19.154216261796634,11.860672,2600,94.95862,-5385.2046,10.736371,17.367565,-0.06363636,1.2996132,71.290955
17.386925,,,11.918638,0.11,-1.0,9.598903,0.999998,131,1.4576144e-20,,17.386925,8.404982e-22,150.74600172042847,34.76917,1.1009045e-19,1.5193898e-29,34.76917,19.16553370807649,9.131845,2620,1.1010526e-19,-11354.136,10.721191,17.377583,-0.1,1.0001346,1.1009045e-19
17.386925,,,11.959827,0.11,-0.6969697,9.591298,0.999998,132,23.387222,,17.386925,1.3475331,152.19494700431824,12.65067,64.71041,28.565115,36.03789,19.14237243755427,-5.99173,2640,177.87437,-6139.122,10.58703,17.355587,-0.06969697,2.7487752,29.980953
17.386925,,,11.999096,0.11,-1.0,9.583751,0.999998,133,17.182589,,17.386925,0.99999976,153.40380716323853,34.77385,132.99997,132.99997,51.956436,18.970827910303488,6.218515,2660,132.99997,-11183.827,10.556023,17.182592,-0.1,1.0,132.99997
17.386925,,,12.038616,0.11,-1.0,9.576261,0.999998,134,8.591298,,17.386925,0.5000001,154.59876894950867,34.77385,67.000015,8.651275e-16,43.365147,19.081176600238532,0.9913789,2680,67.000015,-11100.617,10.482384,17.29475,-0.1,1.0,67.000015
17.386925,,,12.076658,0.11,-0.7777778,9.568825,0.999998,135,13.367637,,17.386925,0.77242863,155.77224040031433,27.461302,82.3494,3.30014e-17,40.828938,18.96036854545745,11.166597,2700,104.27786,-7188.9453,10.483075,17.17429,-0.07777778,1.2662855,80.48494
