TimestepsSoFar,ReturnMin,ReturnMax,MISE,ReturnStepMax,DenMISELogFirst,ExplorationBonus,Bound,URet,Iteration,IWFirstEpisode,ReturnAbsMax,LQGmu01,DenMISEMeanLog,IWMean,IWMin,IWMax,SqrtESSClassic,IWNorm2,ReturnMean,ReturnLastEpisode,LQGmu1,LQGsigma,DenMISELogLast,TimeElapsed,IWLastEpisode,IWNorm1,target_sum_log_mean
2020,,16.682535,16.548021,0.9999798,15.950526,3.6189556,20.166977,18.366995959243347,101,,16.682535,-1.0,15.184734,1.0002024,,1.2081275,9.21953,10.957223,16.350388,16.65954,-1.0,0.11,11.145117,18.31233048439026,1.1882352,101.02045,-76.22743
2040,,16.682535,16.548407,0.9999798,15.940674,3.597854,20.146261,18.288418979447417,102,,16.682535,-1.0,15.183959,1.0001975,,1.2056667,9.273603,11.001133,16.352686,16.58467,-1.0,0.11,15.106354,18.653112173080444,1.1860456,102.02015,-75.33033
2060,,16.682535,16.54817,0.9999798,15.930918,3.5771167,20.125286,18.240505960287443,103,,16.682535,-1.0,15.195201,1.000193,,1.203266,9.327364,11.044908,16.354418,16.53115,-1.0,0.11,16.342531,18.938415050506592,1.1839086,103.019875,-74.43867
2080,,16.682535,16.546726,0.9999798,15.921256,3.5567334,20.10346,18.134714217531393,104,,16.682535,-1.0,15.219275,1.0001887,,1.2009182,9.380818,11.088545,16.35509,16.424217,-1.0,0.11,17.699738,19.229459524154663,1.1818172,104.01962,-73.55111
2100,,16.682535,16.5452,0.9999798,15.911686,3.5366955,20.081896,18.11312038841646,105,,16.682535,-1.0,15.134346,1.0001845,,1.1986252,9.433968,11.132048,16.35565,16.41399,-1.0,0.11,6.302242,19.520491361618042,1.1797761,105.01938,-72.789024
2120,,16.682535,16.543398,0.9999798,15.902207,3.516992,20.06039,18.086217385967245,106,,16.682535,-1.0,15.135158,1.0001802,,1.1963823,9.48682,11.17541,16.355938,16.386246,-1.0,0.11,15.220881,19.823083639144897,1.1777768,106.019104,-71.9572
2140,,16.682535,16.543255,0.9999798,15.8928175,3.4976141,20.040869,18.24353956642318,107,,16.682535,-1.0,15.141351,1.0001764,,1.1941913,9.53938,11.21864,16.357597,16.533257,-1.0,0.11,15.798603,20.11673378944397,1.1758229,107.018875,-71.135544
2160,,16.682535,16.543186,0.9999798,15.883515,3.4785538,20.02174,18.24800659980734,108,,16.682535,-1.0,15.130902,1.0001724,,1.1920476,9.59165,11.261735,16.359285,16.539993,-1.0,0.11,14.013676,20.412247896194458,1.1739125,108.018616,-70.34564
2180,,16.682535,16.543583,0.9999798,15.874299,3.4598014,20.003384,18.297918173561182,109,,16.682535,-1.0,15.124668,1.0001686,,1.189951,9.643638,11.304694,16.36134,16.583122,-1.0,0.11,14.451973,20.71696162223816,1.172041,109.01837,-69.566216
2200,,16.684298,16.545053,0.9999798,15.865167,3.4417121,19.986765,18.400428535497948,110,,16.684298,-1.0,15.154939,1.0001652,,1.1879009,9.695348,11.347522,16.364275,16.684298,-1.0,0.11,18.454927,21.013301372528076,1.1702138,110.01817,-68.7646
2220,,16.684298,16.546112,0.9999798,15.856116,3.4235494,19.969662,18.360802425189625,111,,16.684298,-1.0,15.19549,1.0001616,,1.1858929,9.746783,11.390214,16.366835,16.648415,-1.0,0.11,19.656717,21.331284046173096,1.1684229,111.017944,-67.966606
2240,,16.684298,16.545504,0.9999798,15.847148,3.4056718,19.951176,18.199653639827897,112,,16.684298,-1.0,15.179759,1.0001583,,1.1839267,9.797948,11.432775,16.367937,16.490349,-1.0,0.11,13.434295,21.649564743041992,1.1666659,112.01773,-67.23844
2260,,16.684298,16.545837,0.9999798,15.838259,3.388071,19.933908,18.291586856480073,113,,16.684298,-1.0,15.173868,1.0001551,,1.1820042,9.848847,11.4752035,16.369822,16.580704,-1.0,0.11,14.514674,21.97005534172058,1.1649493,113.017525,-66.51361
2280,,16.684298,16.545593,0.9999798,15.829449,3.3707407,19.916334,18.23280294483009,114,,16.684298,-1.0,15.142388,1.0001519,,1.1801188,9.899485,11.517501,16.371176,16.524307,-1.0,0.11,11.58583,22.293477296829224,1.1632674,114.01732,-65.8272
2300,,16.684298,16.546547,0.9999798,15.820715,3.353674,19.90022,18.35410395590789,115,,16.684298,-1.0,15.149155,1.0001487,,1.1782745,9.9498625,11.559667,16.373537,16.642618,-1.0,0.11,15.921055,22.621662616729736,1.1616167,115.01709,-65.115036
2320,,16.684298,16.546587,0.9999798,15.812057,3.336863,19.88345,18.26579353963344,116,,16.684298,-1.0,15.091312,1.0001457,,1.1764667,9.9999895,11.601702,16.375084,16.55312,-1.0,0.11,8.439882,22.955101490020752,1.1599993,116.01689,-64.47967
2340,,16.684298,16.547403,0.9999798,15.8034725,3.3203025,19.867706,18.346176049372396,117,,16.684298,-1.0,15.113448,1.0001429,,1.1746954,10.049866,11.643611,16.377272,16.631132,-1.0,0.11,17.681898,23.2964186668396,1.1584173,117.01672,-63.776176
2360,,16.684298,16.546947,0.9999798,15.794962,3.303986,19.850933,18.20204961248576,118,,16.684298,-1.0,15.069589,1.0001401,,1.1729579,10.099496,11.685388,16.378344,16.503624,-1.0,0.11,9.938338,23.620805025100708,1.1568629,118.016525,-63.15024
2380,,16.69308,16.548346,0.9999798,15.786523,3.2896392,19.837984,18.41052214682141,119,,16.69308,-1.0,15.116517,1.0001374,,1.1712567,10.148882,11.72704,16.38099,16.69308,-1.0,0.11,20.654648,23.966720581054688,1.1553391,119.01635,-62.444782
2400,,16.69308,16.54777,0.9999798,15.778155,3.273786,19.821556,18.193070170633565,120,,16.69308,-1.0,15.154069,1.0001347,,1.1695868,10.198029,11.768564,16.381903,16.490784,-1.0,0.11,19.62341,24.29833459854126,1.153846,120.01616,-61.75969
2420,,16.69308,16.548174,0.9999798,15.769856,3.2581587,19.806332,18.306863982370064,121,,16.69308,-1.0,15.170957,1.000132,,1.1679505,10.246942,11.809959,16.383644,16.592672,-1.0,0.11,17.197708,24.650073051452637,1.152379,121.01596,-61.105976
2440,,16.69308,16.547426,0.9999798,15.761625,3.2427535,19.79018,18.174664774289564,122,,16.69308,-1.0,15.172398,1.0001297,,1.1663432,10.295622,11.851234,16.38436,16.470882,-1.0,0.11,15.347309,24.96807026863098,1.1509435,122.01582,-60.47816
2460,,16.69308,16.548738,0.9999798,15.753463,3.2275662,19.776304,18.235888280782767,123,,16.69308,-1.0,15.167989,1.0002202,,1.1647693,10.344068,11.893492,16.385508,16.52562,-1.0,0.11,14.63066,25.310410261154175,1.1609644,123.02708,-59.866306
2480,,16.69308,16.548813,0.9999798,15.745365,3.212589,19.761402,18.260005915064678,124,,16.69308,-1.0,15.12908,1.0002161,,1.1632241,10.392292,11.934499,16.386919,16.56036,-1.0,0.11,10.343508,25.664331436157227,1.1481469,124.026794,-59.298985
2500,,16.69308,16.548538,0.9999798,15.737333,3.1978183,19.746357,18.232246415177038,125,,16.69308,-1.0,15.125203,1.0002121,,1.1617075,10.440293,11.975382,16.388004,16.522774,-1.0,0.11,14.645121,26.02727246284485,1.1467888,125.026505,-58.706337
2520,,16.69308,16.549213,0.9999798,15.729364,3.1832492,19.732462,18.336565566845124,126,,16.69308,-1.0,15.148961,1.0002083,,1.1602173,10.488076,12.016145,16.389894,16.626053,-1.0,0.11,18.11887,26.311177253723145,1.1454543,126.026245,-58.09553
2540,,16.69308,16.548628,0.9999798,15.721459,3.1688783,19.717506,18.18866225467818,127,,16.69308,-1.0,15.119762,1.0002043,,1.1587554,10.535641,12.056785,16.390667,16.487865,-1.0,0.11,11.441213,26.59774875640869,1.1441442,127.025955,-57.546936
2560,,16.69308,16.5486,0.9999798,15.713616,3.1546988,19.703299,18.26345448748228,128,,16.69308,-1.0,15.113516,1.0002007,,1.1573197,10.582994,12.097303,16.391903,16.548891,-1.0,0.11,14.320583,26.910614728927612,1.1428552,128.0257,-56.98443
2580,,16.69308,16.549004,0.9999798,15.705834,3.140709,19.689713,18.305758278906943,129,,16.69308,-1.0,15.113788,1.0001973,,1.15591,10.630136,12.137705,16.393496,16.597607,-1.0,0.11,15.148893,27.20596718788147,1.1415915,129.02545,-56.42423
2600,,16.69308,16.549192,0.9999798,15.6981125,3.1269033,19.676096,18.27353132856874,130,,16.69308,-1.0,15.056292,1.0001938,,1.1545262,10.677069,12.177986,16.394882,16.573692,-1.0,0.11,7.639599,27.499067783355713,1.14035,130.02519,-55.93042
2620,,16.69308,16.549536,0.9999798,15.69045,3.1132784,19.662815,18.30376524638748,131,,16.69308,-1.0,15.086657,1.0001905,,1.1531662,10.723796,12.21815,16.396387,16.591955,-1.0,0.11,19.034515,27.80024766921997,1.1391294,131.02495,-55.357178
2640,,16.69308,16.549103,0.9999798,15.682845,3.09983,19.648933,18.213143819478162,132,,16.69308,-1.0,15.088832,1.0001872,,1.1518297,10.77032,12.258197,16.39719,16.502413,-1.0,0.11,15.374162,28.105589628219604,1.1379296,132.0247,-54.82036
2660,,16.69308,16.549038,0.9999798,15.675298,3.0865548,19.635593,18.2594060092478,133,,16.69308,-1.0,15.103126,1.0001838,,1.1505166,10.816644,12.298126,16.398298,16.54461,-1.0,0.11,16.990116,28.407840967178345,1.1367506,133.02444,-54.27946
2680,,16.69308,16.549265,0.9999798,15.667807,3.0734482,19.622713,18.290528030267293,134,,16.69308,-1.0,15.089217,1.0001807,,1.1492249,10.86277,12.337941,16.399647,16.578857,-1.0,0.11,13.239753,28.70845055580139,1.1355922,134.02422,-53.77464
2700,,16.69308,16.549644,0.9999798,15.660372,3.0605073,19.610151,18.311179509681082,135,,16.69308,-1.0,15.120123,1.0001776,,1.1479564,10.908702,12.37764,16.401112,16.597498,-1.0,0.11,19.261866,29.020572423934937,1.1344546,135.02399,-53.232693
2720,,16.69308,16.55068,0.9999798,15.652992,3.0477283,19.598408,18.391711536700644,136,,16.69308,-1.0,15.151852,1.0001746,,1.1467091,10.954441,12.417225,16.40314,16.67683,-1.0,0.11,19.435364,29.33883547782898,1.1333344,136.02376,-52.69745
2740,,16.69308,16.550575,0.9999798,15.645666,3.0351079,19.585684,18.250735642594304,137,,16.69308,-1.0,15.171904,1.000172,,1.1454827,10.999991,12.456697,16.404144,16.540703,-1.0,0.11,17.899252,29.654212951660156,1.1322303,137.02356,-52.181236
2760,,16.69308,16.55043,0.9999798,15.638393,3.0226436,19.573074,18.245874835453158,138,,16.69308,-1.0,15.161184,1.0001692,,1.1442773,11.045352,12.496057,16.405096,16.53559,-1.0,0.11,13.693128,29.99587345123291,1.1311477,138.02335,-51.702995
2780,,16.69308,16.549898,0.9999798,15.631173,3.0103316,19.56023,18.19324205390973,139,,16.69308,-1.0,15.164252,1.0001662,,1.1430906,11.090527,12.535302,16.405693,16.48809,-1.0,0.11,15.5880575,30.327012538909912,1.1300825,139.0231,-51.218006
2800,,16.69308,16.549276,0.9999798,15.624004,2.9981687,19.547445,18.178008919708258,140,,16.69308,-1.0,15.155486,1.0001634,,1.1419226,11.135518,12.574438,16.40619,16.475449,-1.0,0.11,13.9371395,30.64710259437561,1.1290321,140.02289,-50.751743
2820,,16.69308,16.548851,0.9999798,15.616887,2.9861515,19.535002,18.19875101591117,141,,16.69308,-1.0,15.165391,1.000161,,1.1407753,11.180331,12.613464,16.406847,16.498665,-1.0,0.11,16.552242,30.969033002853394,1.127999,141.0227,-50.27356
2840,,16.69308,16.549086,0.9999798,15.609819,2.974278,19.523363,18.29514226326748,142,,16.69308,-1.0,15.18254,1.0001584,,1.1396444,11.224963,12.652379,16.408075,16.581388,-1.0,0.11,17.601038,31.292653799057007,1.1269839,142.02249,-49.79473
2860,,16.69308,16.548845,0.9999798,15.602802,2.962545,19.51139,18.226694664718305,143,,16.69308,-1.0,15.158177,1.0001558,,1.138532,11.26942,12.691184,16.408867,16.521116,-1.0,0.11,11.698851,31.634960651397705,1.1259837,143.02228,-49.363873
2880,,16.69308,16.548317,0.9999798,15.595834,2.95095,19.499268,18.189062644793555,144,,16.69308,-1.0,15.161835,1.0001535,,1.137438,11.3137,12.729886,16.409386,16.483374,-1.0,0.11,15.685153,31.967509508132935,1.1250017,144.02211,-48.911324
2900,,16.69308,16.54833,0.9999798,15.588913,2.9394898,19.48782,18.25239690452645,145,,16.69308,-1.0,15.177088,1.0001512,,1.1363626,11.357808,12.7684765,16.410376,16.552883,-1.0,0.11,17.373737,32.29508662223816,1.12403,145.02191,-48.45338
2920,,16.69308,16.549347,0.9999798,15.58204,2.9281626,19.477509,18.400800927120237,146,,16.69308,-1.0,15.187152,1.0001488,,1.135301,11.401745,12.806963,16.41224,16.682646,-1.0,0.11,16.647034,32.62249135971069,1.1230786,146.02173,-48.006687
2940,,16.69308,16.54881,0.9999798,15.575214,2.9169643,19.465773,18.186910346687796,147,,16.69308,-1.0,15.201965,1.0001465,,1.1342578,11.445516,12.845341,16.41271,16.481375,-1.0,0.11,17.36484,32.9596745967865,1.1221385,147.02155,-47.561203
2960,,16.69308,16.54872,0.9999798,15.568435,2.9058945,19.454615,18.250783490339604,148,,16.69308,-1.0,15.209654,1.0001441,,1.1332284,11.489118,12.883612,16.413568,16.53992,-1.0,0.11,16.34014,33.29695248603821,1.1212121,148.02133,-47.128662
2980,,16.69308,16.54838,0.9999798,15.561701,2.8949494,19.443329,18.206090502722137,149,,16.69308,-1.0,15.2273035,1.000142,,1.1322173,11.532555,12.921782,16.414188,16.506016,-1.0,0.11,17.839672,33.68452763557434,1.1203015,149.02115,-46.69187
3000,,16.69308,16.549122,0.9999798,15.555012,2.8841271,19.433249,18.369322483696635,150,,16.69308,-1.0,15.166269,1.0001401,,1.1312201,11.575829,12.959851,16.415756,16.649448,-1.0,0.11,6.0723615,34.049153566360474,1.1194044,150.02101,-46.33936
3020,,16.69308,16.548782,0.9999798,15.548367,2.8734252,19.422207,18.208517436767536,151,,16.69308,-1.0,15.141757,1.0001378,,1.1302388,11.618942,12.99781,16.416355,16.506245,-1.0,0.11,11.465301,34.394755363464355,1.1185166,151.02081,-45.955807
3040,,16.69308,16.542353,0.9999798,15.541766,2.8628728,19.405226,18.290307847185563,152,,16.69308,-1.0,15.145954,0.9997346,,1.1292713,11.661769,13.030583,16.417442,16.581436,-1.0,0.11,15.779832,34.74115824699402,1.0566266,151.95966,-45.549286
3060,,16.69308,16.54227,0.9999798,15.535209,2.8524046,19.394676,18.237509700642857,153,,16.69308,-1.0,15.116878,0.99973834,,1.1283175,11.704568,13.068398,16.41816,16.527153,-1.0,0.11,10.698152,35.0804443359375,1.1167887,152.95996,-45.180935
3080,,16.69308,16.542183,0.9999798,15.528694,2.8420508,19.384233,18.228499342677814,154,,16.69308,-1.0,15.103138,0.9997416,,1.1273774,11.747209,13.10611,16.418865,16.526579,-1.0,0.11,13.001297,35.432541847229004,1.1159424,153.9602,-44.802418
3100,,16.69308,16.542538,0.9999798,15.522222,2.8318079,19.374346,18.293528076238115,155,,16.69308,-1.0,15.12069,0.99974525,,1.126451,11.789699,13.143722,16.419952,16.58753,-1.0,0.11,17.824572,35.78450012207031,1.1151084,154.96051,-44.39767
3120,,16.69308,16.541666,0.9999798,15.515791,2.821676,19.363342,18.11975608233024,156,,16.69308,-1.0,15.126562,0.9997488,,1.1255404,11.832033,13.181235,16.419931,16.416658,-1.0,0.11,16.037205,36.13468933105469,1.1142876,155.96082,-44.00957
3140,,16.69308,16.54209,0.9999798,15.509401,2.8116515,19.35374,18.309591796511288,157,,16.69308,-1.0,15.112065,0.99975216,,1.1246412,11.874218,13.218646,16.421062,16.597609,-1.0,0.11,12.851165,36.523759841918945,1.1134771,156.96109,-43.646713
3160,,16.69308,16.541903,0.9999798,15.503052,2.8017328,19.343636,18.212752167876378,158,,16.69308,-1.0,15.110781,0.9997557,,1.1237535,11.916255,13.2559595,16.421635,16.511482,-1.0,0.11,14.909652,36.87367081642151,1.1126757,157.9614,-43.27543
3180,,16.69308,16.542067,0.9999798,15.496742,2.7919188,19.333984,18.276593230529436,159,,16.69308,-1.0,15.144869,0.99975896,,1.1228794,11.958143,13.293174,16.422518,16.561867,-1.0,0.11,20.531628,37.25987696647644,1.1118886,158.96167,-42.87346
3200,,16.69308,16.54187,0.9999798,15.490473,2.782207,19.324078,18.212457599577863,160,,16.69308,-1.0,15.143082,0.9997622,,1.1220187,11.999884,13.330292,16.423061,16.50968,-1.0,0.11,14.859397,37.63759660720825,1.1111127,159.96194,-42.51197
3220,,16.69308,16.542114,0.9999798,15.484242,2.7725964,19.31471,18.283776644080255,161,,16.69308,-1.0,15.147525,0.99976534,,1.1211694,12.04148,13.3673115,16.423998,16.573702,-1.0,0.11,15.858963,38.00749707221985,1.1103448,160.96222,-42.14877
3240,,16.69308,16.540058,0.9999798,15.47805,2.7630854,19.303143,18.115302971876822,162,,16.69308,-1.0,15.119789,0.9996939,,1.1203314,12.082928,13.403242,16.423954,16.41709,-1.0,0.11,10.654891,38.379026651382446,1.0975344,161.95041,-41.822247
3260,,16.69308,16.539593,0.9999798,15.471896,2.753671,19.293264,18.17367560718321,163,,16.69308,-1.0,15.146522,0.9996978,,1.1195048,12.124238,13.440082,16.424215,16.466536,-1.0,0.11,19.47778,38.756022453308105,1.1088431,162.95074,-41.44554
3280,,16.69308,16.540167,0.9999798,15.46578,2.7443514,19.28452,18.328812008662247,164,,16.69308,-1.0,15.155963,0.9997018,,1.1186894,12.165411,13.476824,16.425411,16.62019,-1.0,0.11,16.695614,39.14598083496094,1.1081073,163.9511,-41.090393
3300,,16.69308,16.539864,0.9999798,15.459702,2.7351263,19.27499,18.19906039843592,165,,16.69308,-1.0,15.154732,0.9997057,,1.1178852,12.206443,13.513473,16.425804,16.490234,-1.0,0.11,14.95363,39.544777393341064,1.1073806,164.95143,-40.750114
3320,,16.69308,16.540577,0.9999798,15.453659,2.7259936,19.266571,18.356475116681565,166,,16.69308,-1.0,15.150968,0.99970937,,1.1170924,12.247336,13.550028,16.42711,16.642967,-1.0,0.11,14.530344,39.94699740409851,1.1066658,165.95175,-40.41649
3340,,16.69308,16.542845,0.9999798,15.447653,2.7169538,19.259798,18.323939467611055,167,,16.69308,-1.0,15.155048,0.9998217,,1.1240686,12.288086,13.587977,16.428183,16.606102,-1.0,0.11,15.833227,40.35971212387085,1.1240686,166.97023,-40.078964
3360,,16.69308,16.54299,0.9999798,15.441683,2.7080014,19.250992,18.27515093424194,168,,16.69308,-1.0,15.153373,0.9998238,,1.1232381,12.32871,13.62433,16.428982,16.562311,-1.0,0.11,14.873824,40.829452991485596,1.105261,167.9704,-39.751266
3380,,16.69308,16.543169,0.9999798,15.435748,2.6991367,19.242306,18.282794559953373,169,,16.69308,-1.0,15.176538,0.9998259,,1.1224201,12.3692,13.660591,16.429804,16.567762,-1.0,0.11,19.069088,41.47715425491333,1.1045749,168.97058,-39.402634
3400,,16.69308,16.542742,0.9999798,15.429849,2.6903586,19.2331,18.181570482852237,170,,16.69308,-1.0,15.1972685,0.99982804,,1.1216122,12.409558,13.696762,16.430069,16.47517,-1.0,0.11,18.700972,42.005040407180786,1.1038947,169.97076,-39.060265
3420,,16.69308,16.54352,0.9999798,15.423983,2.6816652,19.225185,18.373202752864476,171,,16.69308,-1.0,15.211311,0.9998303,,1.1208155,12.449788,13.732842,16.43142,16.66069,-1.0,0.11,17.598904,42.430952310562134,1.1032274,170.97098,-38.72835
3440,,16.69308,16.543652,0.9999798,15.418152,2.6730556,19.216707,18.265586713425797,172,,16.69308,-1.0,15.24665,0.99983233,,1.120028,12.489886,13.768833,16.432177,16.561657,-1.0,0.11,21.290052,42.87585759162903,1.1025648,171.97116,-38.378838
3460,,16.69308,16.543922,0.9999798,15.412355,2.6645293,19.208452,18.28754234634804,173,,16.69308,-1.0,15.254863,0.99983436,,1.1192517,12.529854,13.804737,16.433048,16.583445,-1.0,0.11,16.668308,43.30375933647156,1.1019131,172.97134,-38.060085
3480,,16.69308,16.544239,0.9999798,15.406591,2.656083,19.200321,18.300058769933457,174,,16.69308,-1.0,15.285243,0.9998364,,1.1184857,12.569698,13.840549,16.43396,16.591486,-1.0,0.11,20.541243,43.71012878417969,1.1012638,173.97153,-37.72274
3500,,16.69308,16.544128,0.9999798,15.400861,2.647717,19.191845,18.228923216128308,175,,16.69308,-1.0,15.290687,0.99983823,,1.1177286,12.609415,13.876274,16.434477,16.524403,-1.0,0.11,16.237968,44.106635332107544,1.1006297,174.9717,-37.413845
3520,,16.69308,16.54428,0.9999798,15.395163,2.6394296,19.183708,18.27818900906458,176,,16.69308,-1.0,15.290112,0.9998402,,1.1169816,12.649007,13.911913,16.435225,16.565878,-1.0,0.11,15.190331,44.64264392852783,1.099999,175.97188,-37.114418
3540,,16.69308,16.543993,0.9999798,15.389497,2.6312196,19.175213,18.197013373434082,177,,16.69308,-1.0,15.285562,0.999842,,1.1162436,12.688475,13.947463,16.435566,16.495665,-1.0,0.11,14.485141,45.35119986534119,1.0993803,176.97203,-36.82236
3560,,16.69308,16.543943,0.9999798,15.383863,2.6230857,19.167028,18.24732114582448,178,,16.69308,-1.0,15.281567,0.9998437,,1.1155157,12.727819,13.982928,16.436117,16.53363,-1.0,0.11,14.5749,46.10128211975098,1.098764,177.97218,-36.53308
3580,,16.69308,16.54317,0.9999798,15.378261,2.6150265,19.158197,18.12752787069618,179,,16.69308,-1.0,15.271728,0.9998458,,1.1147957,12.767046,14.018309,16.436003,16.415686,-1.0,0.11,13.520593,46.84999084472656,1.0981605,178.9724,-36.25293
3600,,16.69308,16.54307,0.9999798,15.37269,2.6070411,19.15011,18.234482395158864,180,,16.69308,-1.0,15.279088,0.9998476,,1.1140858,12.80615,14.053604,16.436493,16.524345,-1.0,0.11,16.597275,47.51323676109314,1.0975605,179.97256,-35.9588
3620,,16.69308,16.542837,0.9999798,15.367149,2.5991292,19.141966,18.216832704070157,181,,16.69308,-1.0,15.291123,0.9998491,,1.1133837,12.845135,14.088812,16.43686,16.502869,-1.0,0.11,17.457882,48.236653327941895,1.0969704,180.97269,-35.663166
3640,,16.69308,16.542698,0.9999798,15.36164,2.591288,19.133986,18.22194441312784,182,,16.69308,-1.0,15.285515,0.9998509,,1.1126906,12.884003,14.1239395,16.4373,16.516981,-1.0,0.11,14.270635,48.75482439994812,1.0963868,181.97287,-35.3883
3660,,16.69308,16.543095,0.9999798,15.35616,2.5835176,19.126612,18.32011459921637,183,,16.69308,-1.0,15.29836,0.9998528,,1.1120052,12.922754,14.158982,16.438227,16.606842,-1.0,0.11,17.636736,49.31105589866638,1.0958098,182.97305,-35.098045
3680,,16.69308,16.543102,0.9999798,15.350711,2.5758164,19.11892,18.24925389195448,184,,16.69308,-1.0,15.293322,0.99985445,,1.1113288,12.9613905,14.193942,16.43879,16.542114,-1.0,0.11,14.371399,50.12329030036926,1.0952393,183.97322,-34.828697
3700,,16.69308,16.543154,0.9999798,15.345291,2.568185,19.11134,18.258864533709705,185,,16.69308,-1.0,15.305567,0.9998558,,1.1106603,12.999906,14.228821,16.43939,16.54973,-1.0,0.11,17.559458,50.80505657196045,1.0946754,184.97333,-34.54503
3720,,16.69308,16.543037,0.9999798,15.3399,2.560619,19.103657,18.2293973772351,186,,16.69308,-1.0,15.311973,0.9998576,,1.1100006,13.038316,14.263615,16.43983,16.521286,-1.0,0.11,16.497015,51.5072717666626,1.0941181,185.97351,-34.270126
3740,,16.69308,16.54378,0.9999798,15.334538,2.5531213,19.0969,18.382764253896255,187,,16.69308,-1.0,15.334418,0.9998591,,1.1093477,13.076607,14.29833,16.441051,16.667889,-1.0,0.11,19.50998,52.32955026626587,1.0935652,186.97365,-33.98205
3760,,16.69308,16.54348,0.9999798,15.329205,2.5456882,19.089169,18.19210370631384,188,,16.69308,-1.0,15.3355255,0.9998607,,1.1087025,13.114788,14.332966,16.44131,16.490002,-1.0,0.11,15.543195,53.07590198516846,1.0930251,187.97382,-33.718147
3780,,16.69308,16.543016,0.9999798,15.323899,2.5383196,19.081337,18.159757102948944,189,,16.69308,-1.0,15.344573,0.99986225,,1.1080651,13.15286,14.367519,16.441414,16.460989,-1.0,0.11,17.04548,53.853365659713745,1.0924873,188.97397,-33.44909
3800,,16.69308,16.542395,0.9999798,15.318623,2.531015,19.07341,18.13494506395182,190,,16.69308,-1.0,15.342892,0.9998636,,1.1074355,13.19082,14.401993,16.44137,16.433147,-1.0,0.11,15.025865,54.53286004066467,1.0919552,189.97409,-33.193493
3820,,16.69308,16.542587,0.9999798,15.313374,2.5237727,19.06636,18.287053448642812,191,,16.69308,-1.0,15.344696,0.99986523,,1.1068135,13.228672,14.436389,16.442066,16.57398,-1.0,0.11,15.687791,55.5311062335968,1.0914283,190.97426,-32.93711
3840,,16.69308,16.542694,0.9999798,15.308151,2.5165925,19.059286,18.268864389141363,192,,16.69308,-1.0,15.356442,0.99986666,,1.1061974,13.266416,14.470706,16.442677,16.559443,-1.0,0.11,17.600252,56.27799439430237,1.090907,191.9744,-32.673443
3860,,16.69308,16.54211,0.9999798,15.302957,2.5094733,19.051584,18.13919587853877,193,,16.69308,-1.0,15.378673,0.99986815,,1.1055899,13.304051,14.504946,16.442648,16.437119,-1.0,0.11,19.647192,56.973838806152344,1.0903974,192.97455,-32.401905
3880,,16.69308,16.541977,0.9999798,15.297789,2.502414,19.044392,18.222879490554917,194,,16.69308,-1.0,15.382218,0.9998694,,1.104988,13.341582,14.539105,16.44303,16.516748,-1.0,0.11,16.066912,57.56584429740906,1.08989,193.97467,-32.151623
3900,,16.69308,16.541971,0.9999798,15.292647,2.4954133,19.037384,18.250113101073207,195,,16.69308,-1.0,15.401619,0.999871,,1.1043937,13.37901,14.57319,16.44352,16.538523,-1.0,0.11,19.165848,58.04271364212036,1.0893829,194.97485,-31.888016
3920,,16.69308,16.54227,0.9999798,15.287532,2.4884725,19.030743,18.302546456313014,196,,16.69308,-1.0,15.410657,0.99987215,,1.1038052,13.416327,14.607198,16.444288,16.594048,-1.0,0.11,17.173576,58.678645849227905,1.0888884,195.97495,-31.637266
3940,,16.69308,16.542274,0.9999798,15.282443,2.4815884,19.023863,18.257053503957035,197,,16.69308,-1.0,15.393228,0.9998736,,1.1032243,13.453547,14.641129,16.44478,16.5411,-1.0,0.11,11.977118,59.29937028884888,1.0884005,196.9751,-31.415445
3960,,16.69308,16.541664,0.9999798,15.27738,2.474761,19.016426,18.12539338990491,198,,16.69308,-1.0,15.3945465,0.999875,,1.1026489,13.490662,14.674985,16.444704,16.429514,-1.0,0.11,15.65471,59.895806074142456,1.0879128,197.97525,-31.17729
3980,,16.69308,16.542175,0.9999798,15.272342,2.4679904,19.010166,18.344601960933268,199,,16.69308,-1.0,15.380072,0.99987614,,1.1020812,13.527672,14.708766,16.445648,16.633108,-1.0,0.11,12.514779,60.75089192390442,1.0874304,198.97536,-30.957312
4000,,16.69308,16.541756,0.9999798,15.267329,2.4612741,19.003029,18.171567021131978,200,,16.69308,-1.0,15.381883,0.99987745,,1.1015191,13.564585,14.742471,16.445738,16.463367,-1.0,0.11,15.742503,61.78627943992615,1.0869555,199.9755,-30.723396
4020,,16.69308,16.541191,0.9999798,15.2623415,2.4546127,18.995804,18.133312668826047,201,,16.69308,-1.0,15.391694,0.9998788,,1.1009624,13.6013975,14.776103,16.445684,16.435036,-1.0,0.11,17.354261,62.73779797554016,1.0864861,200.97565,-30.48379
4040,,16.69308,16.541407,0.9999798,15.257379,2.4480054,18.989412,18.284942941551332,202,,16.69308,-1.0,15.392301,0.9998799,,1.1004124,13.638107,14.80966,16.446348,16.579803,-1.0,0.11,15.514284,63.42683529853821,1.086021,201.97574,-30.255669
4060,,16.69308,16.54164,0.9999798,15.25244,2.4414508,18.98309,18.296987579608274,203,,16.69308,-1.0,15.389336,0.9998812,,1.0998689,13.674722,14.843146,16.447021,16.582926,-1.0,0.11,14.790806,64.14710307121277,1.0855643,202.97589,-30.033361
