DenMISELogFirst,ReturnMax,IWMean,DenMISEMeanLog,AvgEpLen,Delta,ReturnLastEpisode,GridSize,MountainCar_std0_higher,IWLastEpisode,MountainCar_mu0_higher,Regret,ReturnMean,MountainCar_std1_higher,TimestepsSoFar,ReturnAbsMax,Iteration,DenMISELogLast,ActionIn1,ReturnStepMax,Bound,NumTrajectories,TimeElapsed,BoundMISE,NumTrainableParams,MinEpLen,BoundBonus,ReturnMin,IWMin,IWMax,MountainCar_mu1_higher,IWFirstEpisode,Regret/t
-4.325988,99.02983,1.0230516,-4.038144,552.309633027523,9.840002e-09,-9.004387,64,0.14999999,1.5848752e-24,0.14285715,-22269.871,56.077686,1.5,240807,108.70124,436,-4.3544,14.037363,108.70124,393.7763,436,241.0810468196869,98.89837,,112,294.87793,-108.70124,,26.032097,14.285714,9.100969e-24,-51.077686
-4.328279,99.02983,1.1062589,-4.037643,551.6224256292907,9.795019e-09,94.680534,64,0.14999999,2.2844829e-07,-0.42857143,-22359.55,56.16602,1.5,241059,108.70124,437,-3.8257449,9.927603,108.70124,393.24,437,241.6500849723816,104.99541,,112,288.24457,-108.70124,,25.546917,11.428572,1.5069385e-11,-51.16602
-4.3305645,99.02983,0.9079074,-4.036303,551.1141552511416,9.7503445e-09,94.0774,64,0.14999999,0.34655282,-1.0,-22448.627,56.25257,1.5,241388,108.70124,438,-3.5402389,9.086442,108.70124,392.61902,438,242.24579334259033,77.59316,,112,315.02585,-108.70124,,39.56767,8.571428,3.3017625e-07,-51.25257
-4.332845,99.02983,0.5704964,-4.0361037,550.749430523918,9.705974e-09,89.30764,64,0.14999999,9.2513605e-28,0.71428573,-22532.936,56.327873,1.5,241779,108.70124,439,-3.8352363,4.673902,108.70124,391.28625,439,242.86263275146484,-17.268528,,112,408.55478,-108.70124,,37.85945,5.714286,4.7568034e-19,-51.327873
-4.33512,99.02983,0.8253415,-4.037748,551.7681818181818,9.661906e-09,-32.557705,64,0.14999999,4.8351256e-05,1.0,-22495.379,56.125862,1.5,242778,108.70124,440,-4.3192644,14.218225,108.70124,391.3426,440,243.75875067710876,-49.994884,,112,441.33746,-108.70124,,56.02678,11.428572,1.9739927e-36,-51.125862
-4.3373904,99.02983,0.9731477,-4.03909,552.7823129251701,9.618137e-09,-49.110424,64,0.14999999,8.177378e-08,-0.14285715,-22441.268,55.88723,1.5,243777,108.70124,441,-4.43173,11.586571,108.70124,390.94968,441,244.62346386909485,93.425804,,112,297.52386,-108.70124,,27.33648,11.428572,2.2711771e-13,-50.88723
-4.3396554,99.02983,1.0116096,-4.038451,552.1674208144797,9.574665e-09,98.65275,64,0.14999999,1.2401131e-05,-0.71428573,-22534.92,55.983982,1.5,244058,108.70124,442,-3.7170382,7.333777,108.70124,390.6291,442,245.2009575366974,92.21501,,112,298.4141,-108.70124,,29.537598,8.571428,7.0507726e-06,-50.983982
-4.3419156,99.02983,1.2144969,-4.037745,552.2844243792325,9.531487e-09,90.72999,64,0.14999999,1.0707119e-10,-0.14285715,-22620.65,56.062416,1.5,244662,108.70124,443,-3.721947,18.738657,108.70124,390.18372,443,245.90815019607544,115.784775,,112,274.39896,-108.70124,,27.208126,17.142857,6.325046e-29,-51.062416
-4.34417,99.02983,1.0796586,-4.0366273,551.6509009009009,9.488601e-09,95.784996,64,0.14999999,4.8255853e-05,-0.71428573,-22711.436,56.151882,1.5,244933,108.70124,444,-3.734791,16.386484,108.70124,390.03375,444,246.48611974716187,99.84794,,112,290.18582,-108.70124,,30.372946,17.142857,7.5503695e-27,-51.151882
-4.34642,99.02983,0.81468445,-4.035694,550.9775280898876,9.446003e-09,92.22109,64,0.14999999,1.140506e-18,-0.71428573,-22798.656,56.232937,1.5,245185,108.70124,445,-3.6824007,1.7378978,108.70124,389.91113,445,247.05913376808167,10.2030325,,112,379.7081,-108.70124,,39.717323,2.857143,9.001206,-51.232937
-4.328639,99.02983,0.9983345,-4.0365376,551.9820627802691,9.403692e-09,-6.2437444,64,0.14999999,2.795847,-0.42857143,-22787.414,56.092857,1.5,246184,108.70124,446,-4.2118545,6.130553,108.70124,388.2092,446,247.94624137878418,76.90681,,112,311.3024,-108.70124,,24.42699,5.714286,0.027084537,-51.092857
-4.3308177,99.02983,1.13364,-4.035749,551.9843400447427,9.361664e-09,91.735756,64,0.14999999,20.70353,-0.71428573,-22874.148,56.172592,1.5,246737,108.70124,447,-3.6677504,6.9443197,108.70124,388.1051,447,248.630930185318,91.97666,,112,296.12845,-108.70124,,31.74831,5.714286,0.04828327,-51.172592
-4.3329444,99.02983,1.1898842,-4.0348315,551.640625,9.319917e-09,93.338974,64,0.14999999,1.5405556e-17,-0.14285715,-22962.488,56.255554,1.5,247135,108.70124,448,-3.7371733,18.317427,108.70124,387.3004,448,249.26587963104248,112.51974,,112,274.78067,-108.70124,,35.186543,20.0,,-51.255554
-4.335174,99.02983,0.87690264,-4.033776,550.9042316258352,9.27845e-09,94.125275,64,0.14999999,0.008305853,0.42857143,-23051.613,56.339897,1.5,247356,108.70124,449,-3.7228532,16.94886,108.70124,386.42,449,249.81771969795227,80.93638,,112,305.48364,-108.70124,,30.55209,17.142857,2.6273431e-37,-51.339897
-4.337399,99.02983,1.2474967,-4.03323,550.1977777777778,9.23726e-09,94.76675,64,0.14999999,0.024817254,0.71428573,-23141.379,56.425285,1.5,247589,108.70124,450,-3.6499348,15.011113,108.70124,385.02155,450,250.3780710697174,-8.7652235,,112,393.78677,-108.70124,,50.326843,14.285714,2.716979e-35,-51.425285
-4.3396187,99.02983,0.967071,-4.032372,549.3680709534368,9.1963415e-09,94.43121,64,0.14999999,0.08863126,0.14285715,-23230.812,56.509563,1.5,247765,108.70124,451,-3.858171,15.790984,108.70124,385.01758,451,250.91528058052063,92.200264,,112,292.81732,-108.70124,,27.294455,17.142857,2.5037374e-32,-51.509563
-4.3418336,99.02983,1.0849763,-4.031228,548.6592920353983,9.155695e-09,95.991745,64,0.14999999,7.903658e-11,-1.0,-23321.803,56.59691,1.5,247994,108.70124,452,-3.4692276,15.600273,108.70124,384.96466,452,251.47926306724548,97.7425,,112,287.22217,-108.70124,,37.71347,17.142857,3.5597033e-28,-51.59691
-4.3440433,99.02983,1.2412107,-4.0305605,548.0816777041942,9.115317e-09,88.55689,64,0.14999999,5.0540593e-11,-0.14285715,-23405.36,56.66746,1.5,248281,108.70124,453,-3.7912974,11.40724,108.70124,384.0681,453,252.0558741092682,114.29458,,112,269.77353,-108.70124,,26.438915,8.571428,5.9458394e-08,-51.66746
-4.3462486,99.02983,0.9034496,-4.0294466,547.7180616740088,9.0752055e-09,97.68628,64,0.14999999,24.515125,0.14285715,-23498.045,56.75781,1.5,248664,108.70124,454,-3.7456152,11.2562475,108.70124,384.66556,454,252.67546343803406,86.29794,,112,298.3676,-108.70124,,24.915636,11.428572,9.0913204e-17,-51.75781
-4.3484488,99.02983,0.8245798,-4.0292916,547.4131868131868,9.035358e-09,95.874626,64,0.14999999,8.139277,0.42857143,-23588.92,56.84378,1.5,249073,108.70124,455,-3.8501203,7.02902,108.70124,383.8462,455,253.32887530326843,9.915013,,112,373.93118,-108.70124,,40.881977,8.571428,2.4975193e-16,-51.84378
-4.350644,99.02983,0.7812364,-4.0297713,548.4035087719299,8.995772e-09,-6.8657312,64,0.14999999,6.583696e-18,0.71428573,-23577.055,56.704067,1.5,250072,108.70124,456,-4.055578,21.1709,108.70124,383.60648,456,254.2280719280243,60.38033,,112,323.22614,-108.70124,,42.459618,20.0,,-51.704067
-4.3528347,99.02983,1.2605443,-4.030997,547.4770240700219,8.956446e-09,93.840294,64,0.14999999,2.0514442e-30,-1.0,-23665.895,56.785328,1.5,250197,108.70124,457,-4.3533278,17.203089,108.70124,382.52646,457,254.73885297775269,113.394295,,112,269.13217,-108.70124,,49.98861,20.0,2.5948015e-38,-51.785328
-4.3550205,99.02983,0.8580351,-4.0324335,546.6681222707424,8.917378e-09,90.38038,64,0.14999999,7.593805e-29,0.42857143,-23751.275,56.85868,1.5,250374,108.70124,458,-4.912172,10.19612,108.70124,382.33194,458,255.27569031715393,52.586903,,112,329.74503,-108.70124,,33.857403,11.428572,9.666935e-22,-51.85868
-4.3572016,99.02983,0.9534025,-4.032383,546.5490196078431,8.8785646e-09,96.054085,64,0.14999999,3.0617986e-09,0.42857143,-23842.33,56.944073,1.5,250866,108.70124,459,-3.8533583,21.83727,108.70124,381.554,459,255.94853448867798,88.68464,,112,292.86935,-108.70124,,34.88344,20.0,,-51.944073
-4.359378,99.02983,1.049694,-4.033345,546.1217391304348,8.840003e-09,91.302605,64,0.14999999,1.8289476e-15,0.14285715,-23928.633,57.01877,1.5,251216,108.70124,460,-4.4079857,6.920496,108.70124,381.50153,460,256.57198214530945,75.80391,,112,305.69763,-108.70124,,31.381573,8.571428,2.395524e-11,-52.01877
-4.3615494,99.02983,0.82602406,-4.032945,547.1041214750543,8.801694e-09,-0.65051365,64,0.14999999,1.1248276,0.14285715,-23922.982,56.893673,1.5,252215,108.70124,461,-3.881739,2.507251,108.70124,381.37698,461,257.4566400051117,-0.75542873,,112,382.13242,-108.70124,,45.78444,2.857143,3.0441724e-05,-51.893673
-4.363716,99.02983,1.0981121,-4.0336494,548.0822510822511,8.7636325e-09,-0.11087666,64,0.14999999,1.7580092e-08,-0.71428573,-23917.871,56.770283,1.5,253214,108.70124,462,-4.169524,9.191054,108.70124,380.6911,462,258.3403158187866,100.199196,,112,280.4919,-108.70124,,28.521248,8.571428,7.2224802e-06,-51.770283
-4.365878,99.02983,1.0334609,-4.032288,547.768898488121,8.725817e-09,94.95981,64,0.14999999,13.476706,-0.42857143,-24007.83,56.852764,1.5,253617,108.70124,463,-3.4845996,7.8569183,108.70124,380.50168,463,258.98981523513794,97.20435,,112,283.29733,-108.70124,,24.21741,8.571428,4.069082e-06,-51.852764
-4.368036,99.02983,0.9247572,-4.0311174,547.6185344827586,8.688248e-09,94.89763,64,0.14999999,7.518586e-07,-0.42857143,-24097.729,56.93476,1.5,254095,108.70124,464,-3.5112593,17.598358,108.70124,378.64874,464,259.67018818855286,87.202286,,112,291.44647,-108.70124,,30.83519,17.142857,4.3471405e-27,-51.93476
-4.3701887,99.02983,1.0312138,-4.030783,546.8408602150538,8.650919e-09,96.05767,64,0.14999999,4.6903936e-16,-0.14285715,-24188.787,57.018898,1.5,254281,108.70124,465,-3.7868483,4.3735394,108.70124,378.1415,465,260.2142906188965,65.1787,,112,312.9628,-108.70124,,30.99246,5.714286,0.000421663,-52.018898
-4.372336,99.02983,1.1598681,-4.030378,546.8905579399142,8.6138305e-09,97.246124,64,0.14999999,3.88908e-24,0.14285715,-24281.033,57.10522,1.5,254851,108.70124,466,-3.8577838,22.004568,108.70124,378.16357,466,260.93586826324463,109.202286,,112,268.96127,-108.70124,,32.68105,20.0,,-52.10522
-4.37448,99.02983,0.9602887,-4.0312514,546.0578158458244,8.57698e-09,95.93226,64,0.14999999,8.4908795e-37,-0.42857143,-24371.965,57.188362,1.5,255009,108.70124,467,-4.5762076,-0.2722907,108.70124,377.9782,467,261.4757161140442,19.14398,,112,358.83423,-108.70124,,41.299553,2.857143,5.2042484,-52.188362
-4.365536,99.02983,0.91706014,-4.032056,547.025641025641,8.540366e-09,-7.6896667,64,0.14999999,1.2393368e-12,-1.0,-24359.273,57.04973,1.5,256008,108.70124,468,-4.346028,11.1259575,108.70124,377.80963,468,262.3851261138916,80.01314,,112,297.79648,-108.70124,,41.954918,11.428572,1.3148082e-12,-52.04973
-4.3676705,99.02983,1.0177567,-4.0320387,546.5543710021321,8.503984e-09,90.686165,64,0.14999999,25.403831,-0.71428573,-24444.96,57.121452,1.5,256334,108.70124,469,-3.9210136,9.308118,108.70124,380.68076,469,262.9998691082001,89.26809,,112,291.41266,-108.70124,,26.59179,11.428572,2.7882486e-11,-52.121452
-4.3698006,99.02983,1.0956249,-4.03151,546.1510638297873,8.467836e-09,93.11289,64,0.14999999,1.8481067e-09,-1.0,-24533.072,57.198025,1.5,256691,108.70124,470,-3.7856438,-2.4756851,108.70124,377.22733,470,263.6161139011383,-21.41672,,112,398.64404,-108.70124,,103.47099,,2.1230884,-52.198025
-4.3674192,99.02983,1.2918721,-4.037355,547.1125265392782,8.4319165e-09,-28.445814,64,0.14999999,,-0.71428573,-24499.627,57.016193,1.5,257690,108.70124,471,-6.813118,19.163038,108.70124,377.11984,471,264.50196719169617,118.118004,,112,259.00183,-108.70124,,35.044926,20.0,5.5715564e-37,-52.016193
-4.3695397,99.02983,0.83583957,-4.0361924,546.6292372881356,8.396227e-09,88.56068,64,0.14999999,0.006284915,-0.42857143,-24583.188,57.083023,1.5,258009,108.70124,472,-3.7509649,12.71191,108.70124,376.87497,472,265.1250002384186,79.00205,,112,297.87292,-108.70124,,27.471483,14.285714,1.6042657e-18,-52.083023
-4.3716564,99.02983,0.8228062,-4.0358734,545.8668076109936,8.360762e-09,96.39487,64,0.14999999,18.850975,-0.71428573,-24674.584,57.166138,1.5,258195,108.70124,473,-3.7100205,13.248184,108.70124,376.69894,473,265.67761421203613,72.979,,112,303.71994,-108.70124,,32.166477,14.285714,2.8597276e-18,-52.166138
-4.3737683,99.02983,0.8927797,-4.0355015,545.1118143459915,8.325522e-09,96.87428,64,0.14999999,1.2462438e-07,0.42857143,-24766.457,57.24991,1.5,258383,108.70124,474,-3.6705654,14.809317,108.70124,376.136,474,266.24422550201416,75.111755,,112,301.02423,-108.70124,,30.497202,14.285714,1.006223e-28,-52.24991
-4.375876,99.02983,0.8907336,-4.0346947,544.4463157894737,8.290503e-09,96.285866,64,0.14999999,11.287157,-0.14285715,-24857.744,57.332092,1.5,258612,108.70124,475,-3.5309885,13.094134,108.70124,377.9534,475,266.8205711841583,85.6851,,112,292.2683,-108.70124,,26.811432,14.285714,2.4111628e-20,-52.332092
-4.377979,99.02983,1.0455177,-4.034105,543.859243697479,8.255706e-09,97.02907,64,0.14999999,7.4989777,0.14285715,-24949.773,57.41549,1.5,258877,108.70124,476,-3.6352127,16.242876,108.70124,377.91263,476,267.4029052257538,101.023735,,112,276.8889,-108.70124,,25.646152,14.285714,9.586649e-24,-52.41549
-4.3800774,99.02983,0.9735184,-4.0333085,543.5911949685535,8.221127e-09,91.9269,64,0.14999999,1.9625106e-23,0.42857143,-25036.7,57.48784,1.5,259293,108.70124,477,-3.6849196,-0.69004446,108.70124,376.11786,477,268.08156847953796,-8.014999,,112,384.13287,-108.70124,,51.00946,,1.5937723e-09,-52.48784
-4.3821716,99.02983,0.9905444,-4.0349464,544.5439330543933,8.186766e-09,-8.705859,64,0.14999999,3.040474e-25,-1.0,-25022.992,57.349358,1.5,260292,108.70124,478,-4.756808,5.05832,108.70124,375.71155,478,268.96754026412964,64.34281,,112,311.36874,-108.70124,,48.08279,5.714286,0.0024019093,-52.349358
-4.3842564,99.02983,0.99239117,-4.0353627,544.0918580375783,8.152618e-09,89.717926,64,0.14999999,1.0782128e-06,-0.42857143,-25107.71,57.416935,1.5,260620,108.70124,479,-4.1965747,0.04039651,108.70124,375.45334,479,269.5809118747711,-4.569379,,112,380.0227,-108.70124,,65.40144,,25.624767,-52.416935
-4.3342276,99.02983,1.0809542,-4.0359597,545.0395833333333,8.118685e-09,-4.681734,64,0.14999999,1.4360266e-10,-0.42857143,-25098.031,57.287563,1.5,261619,108.70124,480,-4.2862315,9.040826,108.70124,374.13757,480,270.48162508010864,102.63008,,112,271.5075,-108.70124,,25.377468,11.428572,1.51593e-11,-52.287563
-4.3363085,99.02983,0.8207065,-4.035204,544.5821205821206,8.084963e-09,94.097145,64,0.14999999,8.347476e-31,1.0,-25187.129,57.364094,1.5,261944,108.70124,481,-3.7386808,6.1041794,108.70124,373.3084,481,271.11004734039307,-59.707333,,112,433.01575,-108.70124,,90.25485,5.714286,3.5508355e-27,-52.364094
-4.3383856,99.02983,0.9256875,-4.0370655,545.5248962655602,8.051449e-09,-74.09222,64,0.14999999,,-1.0,-25108.035,57.09136,1.5,262943,108.70124,482,-4.7098026,6.194377,108.70124,373.15582,482,272.01642179489136,79.79814,,112,293.3577,-108.70124,,38.578007,8.571428,3.327687e-07,-52.09136
-4.340458,99.02983,0.87133205,-4.036872,545.2256728778468,8.018145e-09,91.269684,64,0.14999999,0.00016166191,-1.0,-25194.305,57.16212,1.5,263344,108.70124,483,-3.8509881,13.244035,108.70124,372.9851,483,272.67043352127075,77.23968,,112,295.74542,-108.70124,,42.146126,14.285714,1.3098775e-19,-52.16212
-4.3425264,99.02983,1.1852136,-4.036846,544.6177685950413,7.9850455e-09,93.3966,64,0.14999999,6.873773e-06,-0.14285715,-25282.701,57.236984,1.5,263595,108.70124,484,-3.8772495,11.754365,108.70124,372.8776,484,273.26193404197693,112.960884,,112,259.91672,-108.70124,,26.792166,17.142857,6.3289073e-29,-52.236984
-4.34459,99.02983,1.0201174,-4.03577,544.340206185567,7.952152e-09,97.31808,64,0.14999999,26.723133,-0.14285715,-25375.02,57.31963,1.5,264005,108.70124,485,-3.6817336,11.442726,108.70124,377.32257,485,273.92243337631226,98.1371,,112,279.18546,-108.70124,,26.977276,11.428572,2.2875847e-13,-52.31963
-4.34665,99.02983,1.1477116,-4.0350347,543.925925925926,7.91946e-09,97.81216,64,0.14999999,2.5104482e-12,1.0,-25467.832,57.402946,1.5,264348,108.70124,486,-3.685701,19.374859,108.70124,372.76437,486,274.56247878074646,-42.97749,,112,415.74185,-108.70124,,76.6712,17.142857,,-52.402946
-4.3487053,99.02983,1.147675,-4.035164,543.1889117043121,7.886969e-09,89.14758,64,0.14999999,28.25977,0.71428573,-25551.979,57.46813,1.5,264533,108.70124,487,-4.199499,17.711061,108.70124,374.65057,487,275.14569997787476,63.354576,,112,311.296,-108.70124,,41.724903,17.142857,,-52.46813
-4.3507566,99.02983,0.9045311,-4.0354137,544.1229508196722,7.85468e-09,-61.310238,64,0.14999999,7.782152e-06,0.71428573,-25485.668,57.224728,1.5,265532,108.70124,488,-4.278255,9.070178,108.70124,372.8297,488,276.0504307746887,-31.253044,,112,404.08276,-108.70124,,61.411354,8.571428,7.009653e-23,-52.224728
-4.3528037,99.02983,1.0758599,-4.036986,545.0531697341513,7.822586e-09,-58.270206,64,0.14999999,1.3471088e-33,-0.71428573,-25422.398,56.988544,1.5,266531,108.70124,489,-4.6808314,18.855278,108.70124,372.68115,489,276.94951152801514,99.482376,,112,273.19876,-108.70124,,29.84747,17.142857,7.615832e-27,-51.988544
-4.354847,99.02983,1.154963,-4.0362763,544.3081632653061,7.790691e-09,91.620834,64,0.14999999,8.3032727e-11,-0.71428573,-25509.02,57.059223,1.5,266711,108.70124,490,-3.7490137,8.005131,108.70124,370.75757,490,277.5228934288025,105.72109,,112,265.03647,-108.70124,,27.360155,8.571428,7.158706e-06,-52.059223
-4.3568854,99.02983,0.6119215,-4.0354433,543.8757637474541,7.758988e-09,91.58455,64,0.14999999,8.540311e-13,-0.42857143,-25595.604,57.12954,1.5,267043,108.70124,491,-3.766218,19.956856,108.70124,369.58337,491,278.1530108451843,57.13188,,112,312.4515,-108.70124,,33.120316,20.0,3.0993825e-37,-52.12954
-4.35892,99.02983,0.922837,-4.0362215,543.1443089430894,7.727481e-09,94.82438,64,0.14999999,1.1510202e-21,1.0,-25685.428,57.206154,1.5,267227,108.70124,492,-4.023431,13.55747,108.70124,369.60822,492,278.71568608283997,-56.45391,,112,426.06213,-108.70124,,82.806435,14.285714,,-52.206154
-4.3609505,99.02983,0.8667345,-4.037027,544.0689655172414,7.696164e-09,-42.74797,64,0.14999999,0.00055296463,0.71428573,-25637.68,57.003407,1.5,268226,108.70124,493,-4.3185377,22.934605,108.70124,369.4065,493,279.642231464386,68.64475,,112,300.76175,-108.70124,,47.1541,20.0,,-52.003407
-4.362977,99.02983,1.0907215,-4.0400667,543.1801619433198,7.665037e-09,92.420166,64,0.14999999,2.3078613e-33,-1.0,-25725.102,57.075104,1.5,268331,108.70124,494,-5.385324,16.522753,108.70124,369.30133,494,280.17509293556213,98.23524,,105,271.0661,-108.70124,,36.740475,17.142857,3.6357604e-28,-52.075104
-4.3649993,99.02983,1.0796722,-4.0396323,542.4484848484849,7.634099e-09,88.89838,64,0.14999999,3.9760079e-25,0.14285715,-25809.0,57.139393,1.5,268512,108.70124,495,-3.8946135,3.7487237,108.70124,368.8478,495,280.7348823547363,18.226654,,105,350.62115,-108.70124,,35.27409,5.714286,1.6643298e-07,-52.139393
-4.3670173,99.02983,1.1416808,-4.03935,543.3689516129032,7.603346e-09,-0.16011657,64,0.14999999,5.440138e-25,-0.14285715,-25803.84,57.023872,1.5,269511,108.70124,496,-3.9596236,20.1942,108.70124,368.76617,496,281.666663646698,107.969406,,105,260.79678,-108.70124,,35.225708,20.0,,-52.023872
-4.3690314,99.02983,0.9511355,-4.0387907,542.5835010060363,7.57278e-09,94.903465,64,0.14999999,,1.0,-25893.742,57.100086,1.5,269664,108.70124,497,-3.879573,6.7368736,108.70124,368.68582,497,282.2411434650421,-51.965942,,105,420.65176,-108.70124,,90.769135,2.857143,6.73394e-25,-52.100086
-4.3710413,99.02983,1.0964704,-4.040186,543.5,7.542399e-09,-69.13921,64,0.14999999,4.0517464e-28,-0.71428573,-25819.604,56.846592,1.5,270663,108.70124,498,-4.643142,8.5223255,108.70124,368.41794,498,283.1767547130585,89.721985,,105,278.69595,-108.70124,,32.080154,5.714286,0.050264984,-51.846592
-4.3729467,99.02983,1.0529188,-4.0389633,543.1162324649299,7.512199e-09,93.9255,64,0.14999999,5.4054384,-0.71428573,-25908.53,56.920902,1.5,271015,108.70124,499,-3.508214,8.592956,108.70124,367.40698,499,283.8363518714905,93.2044,,105,274.20258,-108.70124,,25.783602,11.428572,2.8030028e-11,-51.920902
-4.3749485,99.02983,0.9137416,-4.0383716,543.31,7.482179e-09,86.76074,64,0.14999999,5.0573523e-09,0.14285715,-25990.29,56.98058,1.5,271655,108.70124,500,-3.7818577,11.201729,108.70124,367.29126,500,284.5887932777405,87.331406,,105,279.95987,-108.70124,,24.650208,11.428572,9.3560023e-17,-51.98058
-4.3769464,99.02983,1.3069009,-4.037989,543.185628742515,7.45234e-09,96.53969,64,0.14999999,3.5945914e-15,-0.71428573,-26081.828,57.059536,1.5,272136,108.70124,501,-3.7496264,19.314684,108.70124,366.49033,501,285.3032531738281,119.32627,,105,247.16405,-108.70124,,34.20375,20.0,5.6249026e-37,-52.059536
-4.3789406,99.02983,1.2584317,-4.0368233,542.3366533864541,7.422679e-09,96.17441,64,0.14999999,3.698505e-25,0.71428573,-26173.004,57.13746,1.5,272253,108.70124,502,-3.7319012,14.093155,108.70124,366.4051,502,285.8469502925873,-34.54442,,105,400.9495,-108.70124,,59.262367,11.428572,2.7724585e-28,-52.13746
-4.3809304,99.02983,1.0403943,-4.0362096,541.7713717693837,7.3931945e-09,94.30645,64,0.14999999,3.981865e-11,-0.42857143,-26262.31,57.211353,1.5,272511,108.70124,503,-3.9493217,7.571288,108.70124,365.94592,503,286.47152400016785,97.85651,,105,268.08942,-108.70124,,24.339458,8.571428,4.130792e-06,-52.211353
-4.382917,99.02983,0.94144994,-4.035217,541.359126984127,7.3638855e-09,93.75425,64,0.14999999,,1.0,-26351.064,57.28386,1.5,272845,108.70124,504,-3.5653806,19.519047,108.70124,365.9444,504,287.1107985973358,35.306595,,105,330.63782,-108.70124,,71.8243,20.0,,-52.28386
-4.3848987,99.02983,1.158786,-4.036553,542.2653465346534,7.3347506e-09,-92.784546,64,0.14999999,4.9429093e-07,0.14285715,-26253.28,56.98669,1.5,273844,108.70124,505,-4.612688,21.189697,108.70124,365.50333,505,288.0415802001953,109.217834,,105,256.2855,-108.70124,,33.414864,20.0,,-51.98669
-4.386877,99.02983,1.2433814,-4.0362835,541.7924901185771,7.305789e-09,93.11472,64,0.14999999,1.8524362e-21,-0.71428573,-26341.395,57.05809,1.5,274147,108.70124,506,-4.03747,11.13089,108.70124,365.49997,506,288.6819624900818,113.79751,,105,251.70245,-108.70124,,26.191994,8.571428,7.3917117e-06,-52.05809
-4.3888516,99.02983,0.84687966,-4.034974,541.5069033530572,7.2769972e-09,92.73078,64,0.14999999,8.9614427e-13,0.42857143,-26429.125,57.128452,1.5,274544,108.70124,507,-3.5987797,16.69271,108.70124,364.0828,507,289.35493898391724,78.00809,,105,286.0747,-108.70124,,30.149605,17.142857,2.7722343e-37,-52.128452
-4.390822,99.02983,0.95001906,-4.0345626,540.757874015748,7.2483766e-09,96.27399,64,0.14999999,18.164124,0.14285715,-26520.398,57.20551,1.5,274705,108.70124,508,-3.660489,14.424268,108.70124,365.92255,508,289.93723607063293,90.61846,,105,275.30408,-108.70124,,27.551401,17.142857,2.6352897e-32,-52.20551
-4.3927884,99.02983,0.9617988,-4.034064,540.1669941060903,7.2199238e-09,95.90973,64,0.14999999,22.073198,0.42857143,-26611.309,57.281548,1.5,274945,108.70124,509,-3.7191155,16.60817,108.70124,364.07434,509,290.545978307724,81.375725,,105,282.6986,-108.70124,,30.138464,14.285714,1.0255446e-28,-52.281548
-4.394751,99.02983,0.94709986,-4.033866,539.4568627450981,7.191637e-09,93.7886,64,0.14999999,1.16127474e-20,-0.42857143,-26700.098,57.353134,1.5,275123,108.70124,510,-3.8810697,4.826264,108.70124,363.87207,510,291.1151921749115,73.85332,,105,290.01874,-108.70124,,25.7499,5.714286,0.028935667,-52.353134
-4.396653,99.02983,1.1486757,-4.03366,539.6497064579256,7.163518e-09,97.4631,64,0.14999999,0.063188,-0.14285715,-26792.562,57.43163,1.5,275761,108.70124,511,-3.8633382,1.0222905,108.70124,363.28134,511,291.87563037872314,-0.7438686,,105,364.0252,-108.70124,,64.71799,,0.38747427,-52.43163
-4.3978505,99.02983,1.017735,-4.0340314,540.546875,5.6562386e-09,-0.45073792,64,0.14999999,3.4597913e-09,-0.14285715,-26787.11,57.318573,1.5,276760,108.70124,512,-4.3266106,10.54415,108.70124,364.2727,512,292.80124163627625,97.94719,,105,266.3255,-108.70124,,26.577894,11.428572,2.4127263e-13,-52.318573
-4.3998017,99.02983,1.2193003,-4.0333066,540.2592592592592,5.6342087e-09,97.289825,81,0.14999999,1.1773423e-11,0.75,-26879.4,57.396492,1.5,277153,108.70124,513,-3.6674604,2.554467,108.70124,421.9015,513,293.4810469150543,-34.287884,,105,456.18936,-108.70124,,71.58479,2.5,1.6308236e-17,-52.396492
-4.401749,99.02983,0.9917589,-4.0345607,541.1517509727627,5.6123066e-09,-55.90019,81,0.14999999,0.19686933,0.5,-26818.5,57.17607,1.5,278152,108.70124,514,-4.856638,1.7760259,108.70124,400.3272,514,322.43668031692505,-12.432275,,105,412.7595,-108.70124,,42.77251,2.5,1.6049998e-11,-52.17607
-4.4036927,99.02983,1.3172389,-4.0352187,542.0407766990292,5.5905325e-09,-7.9722595,81,0.14999999,5.6322227,0.75,-26805.527,57.04957,1.5,279151,108.70124,515,-4.3448224,-1.0192723,108.70124,397.10315,515,323.43561697006226,-36.540474,,105,433.64362,-108.70124,,92.93327,,5.3700364e-17,-52.04957
-4.4056325,99.02983,0.81404805,-4.0376387,542.9263565891473,5.5688845e-09,-25.555513,81,0.14999999,1.2448569e-23,-0.75,-26774.973,56.88948,1.5,280150,108.70124,516,-5.545624,3.4678738,108.70124,395.9923,516,324.43452191352844,2.7410924,,105,393.25122,-108.70124,,53.077843,2.5,11.821419,-51.88948
-4.3849173,99.02983,1.1509336,-4.037732,543.605415860735,5.547362e-09,89.96521,81,0.14999999,1.1205018e-16,-0.75,-26859.938,56.953457,1.5,281044,108.70124,517,-3.8842182,18.435633,108.70124,394.06277,517,325.4018976688385,105.95029,,105,288.1125,-108.70124,,31.911348,17.5,4.310759e-28,-51.953457
