Iteration,DenMISEMeanLog,ActionIn1,Bound,BoundBonus,Delta,NumTrajectories,TimestepsSoFar,IWMax,ReturnMax,InvPendulum_std0_higher,Regret,AvgEpLen,DenMISELogFirst,InvPendulum_std2_higher,IWLastEpisode,GridSize,InvPendulum_mu3_higher,InvPendulum_mu1_higher,InvPendulum_mu2_higher,ReturnMin,IWMean,MinEpLen,BoundMISE,IWMin,Regret/t,NumTrainableParams,ReturnLastEpisode,IWFirstEpisode,ReturnMean,TimeElapsed,ReturnAbsMax,InvPendulum_std3_higher,InvPendulum_mu0_higher,DenMISELogLast,InvPendulum_std1_higher
1475,2.7371094,-0.03136433,8045.978,8335.298,8.9273616e-11,1475,96719,2515.495,74.94251,0.03,215335.0,65.5722033898305,-0.9500173,0.03,,625,-0.1,0.2,0.1,-499.78708,2.7692633,11,-289.31967,,145.98984,,-130.39104,,-140.98984,4857.004862546921,499.78708,0.03,-0.2,2.5229778,0.03
1476,2.7361643,0.0574373,8010.793,8335.541,8.91527e-11,1476,96736,707.7257,74.94251,0.03,215446.12,65.53929539295393,-0.950695,0.03,,625,0.2,-0.1,0.1,-499.78708,0.7613271,11,-324.7482,,145.9662,,-106.11968,,-140.9662,4861.6965663433075,499.78708,0.03,-0.2,0.45093766,0.03
1477,2.7365117,0.2494428,7958.34,8335.786,8.903201e-11,1477,97236,1474.3914,74.94251,0.03,215950.48,65.8334461746784,-0.95137227,0.03,2.804819e-05,625,0.2,0.1,0.1,-499.78708,2.858257,11,-377.44608,,146.20886,,-499.37146,,-141.20886,4867.3834528923035,499.78708,0.03,-0.2,3.582109,0.03
1478,2.7364678,0.043314606,7864.5854,8336.03,8.8911586e-11,1478,97260,588.1078,74.94251,0.03,216077.58,65.80514208389715,-0.9520491,0.03,4.851425e-24,625,0.2,-0.2,0.1,-499.78708,1.258157,11,-471.44485,,146.19592,,-122.09321,,-141.19592,4872.29975605011,499.78708,0.03,-0.1,1.4428217,0.03
1479,2.737095,-0.4341757,7399.828,8336.273,8.8791384e-11,1479,97341,1453.8542,74.94251,0.03,216261.31,65.81541582150102,-0.95272547,0.03,2.599537e-12,625,0.1,-0.2,-0.1,-499.78708,1.9219196,11,-936.4454,,146.22131,,-178.72289,,-141.22131,4877.408466339111,499.78708,0.03,-0.2,3.5555398,0.03
1480,2.738071,-0.1366273,7206.7163,7219.8936,8.867144e-11,1480,97841,106.3053,74.94251,0.03,216764.38,66.10878378378378,-0.9534013,0.03,,625,-0.1,0.1,-0.2,-499.78708,0.12153027,11,-13.177373,,146.46242,,-498.05923,,-141.46242,4883.199316978455,499.78708,0.03,0.2,3.7313976,0.03
1481,2.737911,-0.2926297,7199.2075,7220.105,8.8551735e-11,1481,97859,154.51657,74.94251,0.03,216879.81,66.07629979743416,-0.9540768,0.03,5.4420667e-05,625,-0.1,-0.1,-0.2,-499.78708,0.19353049,11,-20.897493,,146.44147,,-110.445114,,-141.44147,4888.141723871231,499.78708,0.03,0.2,3.3816879,0.03
1482,2.737565,-0.6722676,7197.444,7220.3613,8.843227e-11,1482,97873,68.08666,74.94251,0.03,216991.5,66.04116059379217,-0.9547518,0.03,,625,-0.1,-0.1,-0.2,-499.78708,0.18393235,11,-22.91766,,146.41801,,-106.70381,,-141.41801,4893.024676322937,499.78708,0.03,-0.2,3.0374496,0.03
1483,2.7368026,-0.5133214,7192.103,7220.525,8.831305e-11,1483,97922,152.48479,74.94251,0.03,217119.34,66.02966958867161,-0.95542634,0.03,1.7406932e-22,625,-0.2,-0.1,0.1,-499.78708,0.26530144,11,-28.422039,,146.40549,,-122.84483,,-141.40549,4898.243889331818,499.78708,0.03,-0.2,2.424689,0.03
1484,2.7355185,-0.22210687,7175.3506,7220.736,8.819407e-11,1484,97970,139.55156,74.94251,0.03,217230.9,66.01752021563343,-0.9561004,0.03,3.0396803e-36,625,-0.2,0.2,-0.1,-499.78708,0.3991171,11,-45.385414,,146.38202,,-106.55759,,-141.38202,4903.439125776291,499.78708,0.03,-0.1,1.574389,0.03
1485,2.7349129,-0.41718853,7174.4546,7220.8994,8.807533e-11,1485,97982,432.96,74.94251,0.03,217340.53,65.98114478114478,-0.95677406,0.03,,625,-0.2,-0.2,0.1,-499.78708,0.35825104,11,-46.444935,,146.35725,,-104.61813,,-141.35725,4908.69761300087,499.78708,0.03,-0.1,2.4489279,0.03
1486,2.73393,-0.21439736,7164.6445,7221.1562,8.795682e-11,1486,98038,345.37845,74.94251,0.03,217469.5,65.97442799461642,-0.95744723,0.03,9.023663e-05,625,-0.2,-0.1,0.2,-499.78708,0.48671874,11,-56.51164,,146.34557,,-123.9765,,-141.34557,4914.044092178345,499.78708,0.03,-0.1,1.9525863,0.03
1487,2.7336502,0.0054334775,7162.936,7221.3647,8.783857e-11,1487,98059,409.21405,74.94251,0.03,217586.34,65.94418291862812,-0.9581199,0.03,,625,-0.1,0.2,-0.2,-499.78708,0.5111438,11,-58.428486,,146.32571,,-111.829575,,-141.32571,4919.187602043152,499.78708,0.03,0.1,2.8618748,0.03
1488,2.7336922,-0.38032597,7162.8945,7221.5283,8.7720546e-11,1488,98072,645.996,74.94251,0.03,217696.72,65.90860215053763,-0.9587922,0.03,1.2971828e-26,625,-0.2,0.1,-0.1,-499.78708,0.54856515,11,-58.63359,,146.30156,,-105.389305,,-141.30156,4924.3757746219635,499.78708,0.03,-0.2,3.322043,0.03
1489,2.7336812,0.39418504,7159.9443,7221.784,8.760276e-11,1489,98087,612.30914,74.94251,0.03,217808.72,65.87441235728677,-0.959464,0.03,,625,-0.1,0.2,0.2,-499.78708,0.5429071,11,-61.83991,,146.27852,,-106.998634,,-141.27852,4929.52258181572,499.78708,0.03,0.1,3.2430544,0.03
1490,2.734127,-0.24574113,7159.0073,7222.04,8.748521e-11,1490,98099,269.12457,74.94251,0.03,217919.67,65.83825503355705,-0.9601354,0.03,,625,0.2,-0.1,-0.2,-499.78708,0.54802424,11,-63.032787,,146.2548,,-105.94983,,-141.2548,4934.460488319397,499.78708,0.03,-0.1,3.9229133,0.03
1491,2.7337165,0.36936837,7146.585,7222.249,8.73679e-11,1491,98122,369.295,74.94251,0.03,218044.16,65.80952380952381,-0.9608063,0.03,,625,0.1,0.2,-0.1,-499.78708,0.65856344,11,-75.6639,,146.24022,,-119.485985,,-141.24022,4939.35959982872,499.78708,0.03,0.2,2.6083615,0.03
1492,2.7338316,0.04594867,7146.2065,7222.4585,8.7250825e-11,1492,98135,277.71,74.94251,0.03,218156.19,65.77412868632707,-0.96147674,0.03,4.4634105e-25,625,0.1,-0.1,-0.2,-499.78708,0.62704664,11,-76.251976,,146.21729,,-107.02761,,-141.21729,4943.97558760643,499.78708,0.03,0.2,3.305158,0.03
1493,2.7334177,0.035328522,7131.584,7222.621,8.713398e-11,1493,98150,739.36066,74.94251,0.03,218270.44,65.74012056262559,-0.96214676,0.03,1.0176328e-37,625,0.1,0.2,-0.2,-499.78708,0.80048317,11,-91.03692,,146.19588,,-109.251144,,-141.19588,4948.868757486343,499.78708,0.03,-0.1,2.5278888,0.03
1494,2.7332947,-0.35623297,7123.482,7222.8765,8.701737e-11,1494,98165,594.0012,74.94251,0.03,218384.2,65.70615796519411,-0.96281636,0.03,,625,-0.2,-0.2,-0.1,-499.78708,0.9010428,11,-99.394295,,146.17416,,-108.75773,,-141.17416,4953.823343515396,499.78708,0.03,0.1,2.8599405,0.03
1495,2.7330136,0.22376746,7123.0654,7223.0386,8.6901e-11,1495,98218,997.6287,74.94251,0.03,218507.19,65.69765886287625,-0.9634855,0.03,6.2323968e-31,625,-0.2,0.1,0.1,-499.78708,0.91138375,11,-99.97315,,146.15866,,-117.98354,,-141.15866,4958.973188877106,499.78708,0.03,0.2,2.5150318,0.03
1496,2.7321498,0.1849111,7110.333,7223.2466,8.678486e-11,1496,98236,794.69965,74.94251,0.03,218617.0,65.66577540106952,-0.9641541,0.03,10.446796,625,-0.2,0.1,0.2,-499.78708,1.0514563,11,-112.913445,,146.13435,,-104.82226,,-141.13435,4963.978135585785,499.78708,0.03,0.1,1.6919574,0.03
1497,2.7318761,0.100115985,7099.4185,7223.4556,8.666896e-11,1497,98267,817.84094,74.94251,0.03,218742.62,65.64261857047428,-0.96482235,0.03,8.320123e-19,625,-0.1,0.2,0.2,-499.78708,1.1381514,11,-124.037224,,146.12065,,-120.62209,,-141.12065,4968.719167709351,499.78708,0.03,-0.1,2.4364696,0.03
1498,2.7313628,-0.013337761,7094.036,7223.7104,8.655328e-11,1498,98288,701.85486,74.94251,0.03,218858.34,65.6128170894526,-0.96549016,0.03,,625,0.2,-0.1,-0.2,-499.78708,1.0603306,11,-129.67433,,146.10036,,-110.712616,,-141.10036,4973.549904346466,499.78708,0.03,0.1,2.0021572,0.03
1499,2.7307115,0.040911555,7075.672,7223.9175,8.643784e-11,1499,98308,629.06696,74.94251,0.03,218979.86,65.58238825883923,-0.9661575,0.03,,625,0.1,-0.1,0.2,-499.78708,1.1046491,11,-148.24565,,146.08397,,-116.521904,,-141.08397,4978.309826374054,499.78708,0.03,-0.2,1.852318,0.03
1500,2.7313948,-0.40093428,7068.933,7224.1265,8.632262e-11,1500,98337,841.068,74.94251,0.03,219110.67,65.558,-0.96682435,0.03,,625,0.1,-0.2,-0.2,-499.78708,1.2534426,11,-155.19344,,146.07378,,-125.81214,,-141.07378,4983.181731462479,499.78708,0.03,-0.1,3.7845733,0.03
1501,2.7315283,0.2983814,7069.0986,7224.3335,8.6207645e-11,1501,98363,674.2001,74.94251,0.03,219236.47,65.53164556962025,-0.9674908,0.03,,625,0.2,-0.1,0.2,-499.78708,1.2142138,11,-155.23485,,146.06027,,-120.80378,,-141.06027,4988.089955329895,499.78708,0.03,-0.1,2.8451858,0.03
1502,2.7318075,0.3584034,7028.9478,7224.448,8.60929e-11,1502,98394,4314.368,74.94251,0.03,219368.38,65.508655126498,-0.9681568,0.03,,625,-0.2,0.2,0.1,-499.78708,3.3266146,11,-195.50046,,146.05084,,-126.899666,,-141.05084,4993.042966365814,499.78708,0.03,0.1,3.0762832,0.03
1503,2.7292752,-0.16641106,6989.4697,7224.749,8.597836e-11,1503,98417,1486.4668,74.94251,0.03,219476.19,65.48037258815702,-0.96882236,0.03,6.598943e-30,625,-0.2,0.1,-0.2,-499.78708,2.16947,11,-235.27914,,146.0254,,-102.80741,,-141.0254,4997.89289522171,499.78708,0.03,0.1,-1.8410469,0.03
1504,2.7292407,0.59030807,6945.4893,7224.9097,8.5864066e-11,1504,98437,1627.2056,74.94251,0.03,219595.16,65.4501329787234,-0.9694875,0.03,,625,0.1,0.2,0.2,-499.78708,2.4923851,11,-279.42032,,146.00742,,-113.98721,,-141.00742,5003.112679004669,499.78708,0.03,-0.1,2.0488348,0.03
1505,2.7273211,-0.73325014,4455.5166,4500.4077,8.575001e-11,1505,98457,375.40045,74.94251,0.03,219716.19,65.41993355481728,-0.97015214,0.03,,625,-0.1,-0.2,-0.2,-499.78708,0.32439023,11,-44.891155,,145.99083,,-116.03043,,-140.99083,5008.324583530426,499.78708,0.03,-0.2,-0.9853413,0.03
1506,2.7269237,-0.022430658,4448.974,4500.5757,8.5636165e-11,1506,98492,233.30827,74.94251,0.03,219839.39,65.39973439575033,-0.9708164,0.03,,625,-0.2,0.2,0.1,-499.78708,0.4795674,11,-51.601654,,145.9757,,-118.19528,,-140.9757,5013.394114732742,499.78708,0.03,-0.2,2.8313727,0.03
1507,2.725607,-0.22454819,4446.254,4500.666,8.552255e-11,1507,98507,443.2679,74.94251,0.03,219953.19,65.36629064366291,-0.9714802,0.03,1.1706194e-20,625,-0.1,0.2,-0.2,-499.78708,0.5036588,11,-54.412174,,145.95435,,-108.80155,,-140.95435,5018.500524759293,499.78708,0.03,-0.2,1.2876697,0.03
1508,2.725736,0.02210936,4445.905,4500.8335,8.5409166e-11,1508,98524,220.3265,74.94251,0.03,220069.75,65.3342175066313,-0.97214353,0.03,,625,-0.2,-0.2,0.1,-499.78708,0.48508245,11,-54.928585,,145.93484,,-111.548546,,-140.93484,5023.748636960983,499.78708,0.03,0.2,3.4602854,0.03
1509,2.7249527,0.35766405,4443.1104,4500.9614,8.5296e-11,1509,98548,371.28442,74.94251,0.03,220195.05,65.30682571239231,-0.97280645,0.03,2.2733047e-17,625,0.1,-0.2,0.2,-499.78708,0.4696405,11,-57.85084,,145.92117,,-120.299835,,-140.92117,5028.897624492645,499.78708,0.03,0.2,2.085231,0.03
1510,2.7241426,-0.673065,4443.169,4501.0522,8.518306e-11,1510,98585,395.72614,74.94251,0.03,220332.28,65.28807947019868,-0.9734689,0.03,,625,-0.2,-0.2,-0.2,-499.78708,0.47610903,11,-57.883205,,145.91542,,-132.23274,,-140.91542,5033.917594432831,499.78708,0.03,-0.1,2.0659788,0.03
1511,2.724539,0.7118372,4442.8735,4501.219,8.507035e-11,1511,98624,465.06165,74.94251,0.03,220461.45,65.2706816677697,-0.9741309,0.03,,625,0.1,0.2,0.2,-499.78708,0.5117853,11,-58.345913,,145.90434,,-124.173325,,-140.90434,5038.978408813477,499.78708,0.03,0.2,3.8861454,0.03
1512,2.7236161,-0.3434933,4439.5576,4501.3086,8.495786e-11,1512,98652,424.27393,74.94251,0.03,220585.78,65.24603174603175,-0.97479254,0.03,,625,-0.1,-0.2,-0.2,-499.78708,0.52189255,11,-61.751083,,145.89006,,-119.32012,,-140.89006,5044.124862909317,499.78708,0.03,0.2,1.8636844,0.03
1513,2.7228873,-0.49263936,4436.3115,4501.4756,8.484559e-11,1513,98664,423.51755,74.94251,0.03,220695.1,65.21083939193655,-0.9754537,0.03,1.16252644e-32,625,0.1,-0.2,-0.2,-499.78708,0.434051,11,-65.16391,,145.86589,,-104.31797,,-140.86589,5049.477816820145,499.78708,0.03,-0.2,2.1453037,0.03
1514,2.7226324,0.7408647,4428.721,4501.6045,8.473355e-11,1514,98697,575.7883,74.94251,0.03,220820.06,65.1895640686922,-0.9761144,0.03,,625,0.2,0.2,0.2,-499.78708,0.6307223,11,-72.88343,,145.85208,,-119.98701,,-140.85208,5054.970232248306,499.78708,0.03,0.1,2.9400616,0.03
1515,2.72058,0.082356706,4423.034,4501.6934,8.4621726e-11,1515,98714,260.84683,74.94251,0.03,220933.0,65.15775577557756,-0.9767747,0.03,,625,0.2,-0.2,0.2,-499.78708,0.5509322,11,-78.65903,,145.83037,,-107.92885,,-140.83037,5060.246799707413,499.78708,0.03,-0.1,0.04620993,0.03
1516,2.7198174,0.14968091,4421.5986,4501.8604,8.451013e-11,1516,98733,377.91544,74.94251,0.03,221050.62,65.12730870712402,-0.9774346,0.03,7.3805185e-38,625,0.2,-0.2,-0.1,-499.78708,0.5128835,11,-80.2619,,145.81175,,-112.61573,,-140.81175,5065.370624780655,499.78708,0.03,0.2,2.0422354,0.03
1517,2.7204244,0.11457972,4420.7637,4501.9883,8.439874e-11,1517,98755,391.01697,74.94251,0.03,221173.4,65.09887936717205,-0.978094,0.03,,625,-0.1,0.2,0.2,-499.78708,0.7396785,11,-81.224724,,145.79657,,-117.78702,,-140.79657,5070.372440576553,499.78708,0.03,-0.2,4.1618795,0.03
1518,2.7190473,-0.15957436,4413.5444,4502.1167,8.428758e-11,1518,98767,548.06537,74.94251,0.03,221284.17,65.06389986824769,-0.978753,0.03,,625,0.1,0.2,-0.2,-499.78708,0.79702395,11,-88.57223,,145.7735,,-105.76783,,-140.7735,5075.447385787964,499.78708,0.03,-0.2,0.9429944,0.03
1519,2.7185028,0.4338345,4407.514,4502.244,8.417664e-11,1519,98793,383.42075,74.94251,0.03,221408.53,65.03818301514154,-0.9794115,0.03,,625,0.1,0.2,-0.2,-499.78708,0.8685228,11,-94.72998,,145.7594,,-119.35853,,-140.7594,5080.3067309856415,499.78708,0.03,0.2,2.174526,0.03
1520,2.7172503,0.28263938,4403.952,4502.372,8.4065914e-11,1520,98847,561.25824,74.94251,0.03,221557.03,65.03092105263158,-0.9800696,0.03,,625,0.1,0.2,0.2,-499.78708,0.88855183,11,-98.419945,,145.7612,,-143.4932,,-140.7612,5085.317117214203,499.78708,0.03,-0.2,1.0167252,0.03
1521,2.7179172,0.45534742,4402.6914,4502.4995,8.395542e-11,1521,98863,377.67206,74.94251,0.03,221668.47,64.99868507560815,-0.98072726,0.03,,625,0.2,0.2,-0.1,-499.78708,0.8600491,11,-99.808266,,145.73863,,-106.43678,,-140.73863,5090.314306497574,499.78708,0.03,0.2,3.9287426,0.03
1522,2.7179062,0.7302993,4400.7285,4502.627,8.3845125e-11,1522,98875,511.3366,74.94251,0.03,221779.2,64.96386333771353,-0.9813845,0.03,5.429937e-25,625,0.2,0.1,0.2,-499.78708,0.8553738,11,-101.89819,,145.71564,,-105.73508,,-140.71564,5095.329587221146,499.78708,0.03,0.2,2.9176912,0.03
1523,2.7170444,0.2096532,4399.7705,4502.7544,8.3735074e-11,1523,98900,539.89575,74.94251,0.03,221900.44,64.9376231122784,-0.98204136,0.03,1.8668439e-21,625,0.2,-0.2,0.2,-499.78708,0.77430695,11,-102.98371,,145.69957,,-116.23162,,-140.69957,5100.264834165573,499.78708,0.03,0.1,1.6201355,0.03
1524,2.7171516,-0.1214917,4390.763,4502.8813,8.362522e-11,1524,98959,735.6979,74.94251,0.03,222056.56,64.93372703412074,-0.9826977,0.03,,625,-0.2,0.1,-0.2,-499.78708,1.0365876,11,-112.1182,,145.7064,,-151.13422,,-140.7064,5105.210583925247,499.78708,0.03,0.2,3.185088,0.03
1525,2.7173066,0.1415824,4383.3237,4503.0093,8.351558e-11,1525,98973,452.16495,74.94251,0.03,222165.88,64.90032786885246,-0.9833537,0.03,,625,0.2,0.2,-0.1,-499.78708,0.99214387,11,-119.68564,,145.68254,,-104.30213,,-140.68254,5110.016837596893,499.78708,0.03,-0.2,3.0475903,0.03
1526,2.7177238,0.24563329,4381.58,4503.136,8.340616e-11,1526,98995,452.08734,74.94251,0.03,222288.66,64.87221494102228,-0.9840092,0.03,9.549553e-19,625,0.2,0.1,0.2,-499.78708,0.9975646,11,-121.55597,,145.66753,,-117.78148,,-140.66753,5114.945969820023,499.78708,0.03,-0.2,3.4595013,0.03
1527,2.7173033,0.46329787,4380.974,4503.2637,8.329695e-11,1527,99016,1091.9756,74.94251,0.03,222411.22,64.84348395546824,-0.9846643,0.03,,625,-0.1,0.2,0.2,-499.78708,1.0873888,11,-122.289314,,145.6524,,-117.56595,,-140.6524,5119.765278100967,499.78708,0.03,0.2,2.1682937,0.03
1528,2.7177012,-0.3645848,4379.133,4503.352,8.318796e-11,1528,99038,530.8907,74.94251,0.03,222534.36,64.81544502617801,-0.98531896,0.03,,625,-0.2,0.2,-0.2,-499.78708,1.1537647,11,-124.219284,,145.63766,,-118.13075,,-140.63766,5124.804599285126,499.78708,0.03,-0.1,3.4446864,0.03
1529,2.7182708,-0.12419236,4377.5176,4503.5176,8.307918e-11,1529,99060,669.1589,74.94251,0.03,222654.84,64.78744277305428,-0.9859732,0.03,,625,0.2,0.1,-0.2,-499.78708,1.0811497,11,-126.00016,,145.62122,,-115.483376,,-140.62122,5129.638874769211,499.78708,0.03,-0.2,3.57358,0.03
1530,2.7179816,0.64803123,4376.902,4503.644,8.297062e-11,1530,99078,1025.912,74.94251,0.03,222773.4,64.75686274509803,-0.986627,0.03,,625,0.2,0.2,0.1,-499.78708,0.93949324,11,-126.742004,,145.60353,,-113.572624,,-140.60353,5134.714965105057,499.78708,0.03,0.2,2.3208804,0.03
1531,2.7178035,0.21725798,4376.258,4503.771,8.2862266e-11,1531,99110,843.6652,74.94251,0.03,222906.22,64.73546701502286,-0.98728037,0.03,,625,0.2,0.2,0.1,-499.78708,1.0177926,11,-127.51302,,145.59518,,-127.81668,,-140.59518,5140.0164630413055,499.78708,0.03,-0.2,2.6747727,0.03
1532,2.716917,-0.32794186,4364.5225,4503.898,8.275412e-11,1532,99142,1173.6954,74.94251,0.03,223035.66,64.71409921671018,-0.98793334,0.03,,625,-0.1,-0.2,0.2,-499.78708,1.1418728,11,-139.37529,,145.58463,,-124.43045,,-140.58463,5145.366968631744,499.78708,0.03,-0.2,1.4906551,0.03
1533,2.7169607,-0.45353138,4364.621,4503.986,8.26462e-11,1533,99642,1576.0771,74.94251,0.03,223253.47,64.99804305283757,-0.9885859,0.03,,625,-0.2,-0.2,-0.2,-499.78708,1.4713134,11,-139.36494,,145.63174,,-212.80627,,-140.63174,5151.505734443665,499.78708,0.03,0.1,2.8588269,0.03
1534,2.7167428,0.25300932,4361.5464,4504.1504,8.253848e-11,1534,99675,959.6033,74.94251,0.03,223376.72,64.97718383311603,-0.98923796,0.03,,625,0.2,0.2,-0.2,-499.78708,1.3200406,11,-142.60379,,145.61716,,-118.25663,,-140.61716,5156.673065662384,499.78708,0.03,0.1,2.2563636,0.03
1535,2.7167814,-0.10768898,4360.207,4504.2773,8.243098e-11,1535,99694,1133.2415,74.94251,0.03,223492.97,64.9472312703583,-0.9898896,0.03,,625,-0.2,-0.2,0.2,-499.78708,1.353648,11,-144.07008,,145.59802,,-111.26502,,-140.59802,5161.644385099411,499.78708,0.03,0.1,2.6454768,0.03
1536,2.7173607,-0.32293528,4357.901,4504.4033,8.2323676e-11,1536,99731,930.4999,74.94251,0.03,223615.69,64.92903645833333,-0.9905409,0.03,8.34471e-15,625,-0.2,-0.1,0.2,-499.78708,1.3562546,11,-146.5026,,145.58313,,-117.69492,,-140.58313,5166.612186908722,499.78708,0.03,-0.2,3.5390851,0.03
1537,2.7176654,-0.07940529,4356.9775,4504.53,8.221659e-11,1537,99795,1068.3904,74.94251,0.03,223728.17,64.92843201040989,-0.99119174,0.03,,625,0.2,-0.2,-0.2,-499.78708,1.2181078,11,-147.55249,,145.5616,,-107.49552,,-140.5616,5171.692705631256,499.78708,0.03,0.1,3.01237,0.03
1538,2.7175956,0.17371231,4353.9097,4504.6562,8.210971e-11,1538,99827,1013.0357,74.94251,0.03,223861.02,64.90702210663198,-0.99184215,0.03,,625,-0.1,-0.2,0.2,-499.78708,1.246075,11,-150.74658,,145.55333,,-127.84687,,-140.55333,5176.589560985565,499.78708,0.03,0.2,2.6177306,0.03
1539,2.7170088,-0.73691016,4348.028,4504.7437,8.2003036e-11,1539,99849,1460.228,74.94251,0.03,223985.0,64.87914230019493,-0.99249214,0.03,,625,-0.2,-0.2,-0.1,-499.78708,1.4559538,11,-156.71593,,145.5393,,-118.9866,,-140.5393,5181.415958881378,499.78708,0.03,-0.2,1.7614971,0.03
1540,2.7170115,0.13278121,4344.5996,4504.9077,8.189657e-11,1540,99908,1342.6611,74.94251,0.03,224101.66,64.87532467532468,-0.9931417,0.03,,625,0.2,-0.1,-0.2,-499.78708,1.4430901,11,-160.30823,,145.52055,,-111.64858,,-140.52055,5186.426362752914,499.78708,0.03,0.2,2.5751243,0.03
1541,2.7170029,0.4008628,4344.104,4505.034,8.1790325e-11,1541,99948,862.6699,74.94251,0.03,224242.75,64.85918234912394,-0.9937908,0.03,,625,-0.2,0.1,0.2,-499.78708,1.4372628,11,-160.93024,,145.51768,,-136.08939,,-140.51768,5191.331578493118,499.78708,0.03,0.2,2.5343654,0.03
1542,2.7167904,-0.19605179,4338.7573,4505.1597,8.168427e-11,1542,99973,1760.116,74.94251,0.03,224362.72,64.83333333333333,-0.99443954,0.03,,625,0.2,-0.1,-0.2,-499.78708,1.6432084,11,-166.40234,,145.50111,,-114.98552,,-140.50111,5196.269919633865,499.78708,0.03,-0.2,2.1733282,0.03
1543,2.7169495,0.44840097,4334.266,4505.2856,8.1578425e-11,1543,99992,947.25793,74.94251,0.03,224483.25,64.80362929358392,-0.99508786,0.03,,625,0.2,-0.1,0.2,-499.78708,1.3394889,11,-171.01976,,145.48494,,-115.515396,,-140.48494,5201.1350021362305,499.78708,0.03,0.2,2.7718058,0.03
1544,2.7173073,-0.10529691,4329.7344,4505.4106,8.1472794e-11,1544,100013,918.716,74.94251,0.03,224606.02,64.77525906735751,-0.9957357,0.03,,625,-0.2,0.2,-0.2,-499.78708,1.6256136,11,-175.67648,,145.47021,,-117.77081,,-140.47021,5206.097217798233,499.78708,0.03,0.1,3.1431296,0.03
1545,2.7183225,-0.6795933,4327.996,4505.498,8.136735e-11,1545,100034,1673.8699,74.94251,0.03,224715.38,64.74692556634304,-0.9963832,0.03,,625,-0.2,-0.1,-0.2,-499.78708,1.813209,11,-177.50194,,145.44684,,-104.36627,,-140.44684,5211.090676546097,499.78708,0.03,-0.2,3.9638314,0.03
1546,2.719361,-0.081217356,4321.7524,4505.6235,8.126213e-11,1546,100078,313.27167,74.94251,0.03,224839.6,64.73350582147478,-0.9970302,0.03,,625,0.1,-0.2,0.2,-499.78708,0.62401485,11,-183.87132,,145.43312,,-119.221,,-140.43312,5216.217772245407,499.78708,0.03,-0.2,3.9480736,0.03
1547,2.7197576,0.05119066,4311.44,4505.749,8.11571e-11,1547,100119,961.9847,74.94251,0.03,224982.47,64.71816418875243,-0.99767685,0.03,0.0049015214,625,0.2,-0.1,0.2,-499.78708,1.4508709,11,-194.30911,,145.43146,,-137.85962,,-140.43146,5221.419992685318,499.78708,0.03,-0.2,3.7453313,0.03
1548,2.719509,-0.29611313,4311.4893,4505.8745,8.105228e-11,1548,100142,1524.9613,74.94251,0.03,225105.92,64.69121447028424,-0.998323,0.03,,625,-0.2,-0.2,-0.1,-499.78708,1.8708736,11,-194.38538,,145.41727,,-118.457664,,-140.41727,5226.652685642242,499.78708,0.03,0.2,2.0916924,0.03
1549,2.720079,0.17778671,4291.4854,4506.038,8.0947665e-11,1549,100241,1866.0391,74.94251,0.03,225204.88,64.71336346029696,-0.99896884,0.03,,625,0.2,-0.2,0.1,-499.78708,1.8511438,11,-214.55272,,145.38727,,-93.96511,,-140.38727,5231.909042358398,499.78708,0.03,0.2,3.1460128,0.03
1550,2.7196422,-0.102643475,4269.3545,4506.163,8.084325e-11,1550,100294,801.79535,74.94251,0.03,225361.06,64.7058064516129,-0.9996142,0.03,1.5428182e-19,625,0.1,-0.2,-0.2,-499.78708,1.9474103,11,-236.8085,,145.39424,,-151.18077,,-140.39424,5237.001800298691,499.78708,0.03,0.2,1.6815884,0.03
1551,2.7196982,-0.3101945,4262.3965,4506.288,8.073904e-11,1551,100319,1749.2982,74.94251,0.03,225487.81,64.68020631850419,-1.0002592,0.03,3.677772e-15,625,0.2,-0.2,-0.2,-499.78708,2.418916,11,-243.89154,,145.38222,,-121.742676,,-140.38222,5242.276657104492,499.78708,0.03,-0.1,2.143231,0.03
1552,2.7209442,0.14582132,4201.8906,4210.199,8.063502e-11,1552,100346,30.927902,74.94251,0.03,225617.19,64.65592783505154,-1.0009037,0.03,,625,,,0.1,-499.78708,0.053226028,11,-8.308758,,145.3719,,-124.36422,,-140.3719,5247.5121030807495,499.78708,0.03,,3.885105,0.03
1553,2.720189,-0.2532758,4199.543,4208.2183,8.0531214e-11,1553,100366,1137.9639,74.94251,0.03,225738.66,64.62717321313586,-1.0015478,0.03,2.5510744e-10,625,-0.1,-0.1,,-499.78708,1.0173635,11,-8.675512,,145.3565,,-116.48034,,-140.3565,5252.527396678925,499.78708,0.03,-0.1,2.4948106,0.03
1554,2.7200916,0.055689905,4197.1655,4207.964,8.04276e-11,1554,100866,30.719355,74.94251,0.03,225905.23,64.9073359073359,-1.0021915,0.03,1.2163904e-24,625,,0.1,-0.1,-499.78708,0.090614855,11,-10.798224,,145.37016,,-161.57967,,-140.37016,5258.3935379981995,499.78708,0.03,0.1,2.7442162,0.03
1555,2.7198458,0.09314811,4188.6865,4210.145,8.032419e-11,1555,100890,131.43788,74.94251,0.03,226029.31,64.88102893890675,-1.0028348,0.03,5.2577414e-09,625,-0.1,,,-499.78708,0.18333758,11,-21.458666,,145.35648,,-119.07933,,-140.35648,5263.367861747742,499.78708,0.03,0.2,3.2469454,0.03
