TimestepsSoFar,NumTrajectories,DenMISELogLast,InvPendulum_std3_higher,DenMISEMeanLog,AvgEpLen,ReturnLastEpisode,IWMax,ReturnMin,GridSize,Regret/t,IWFirstEpisode,IWLastEpisode,InvPendulum_std2_higher,ActionIn1,InvPendulum_std0_higher,DenMISELogFirst,InvPendulum_mu2_higher,Bound,Regret,IWMin,Iteration,ReturnAbsMax,InvPendulum_mu3_higher,BoundBonus,ReturnMean,TimeElapsed,NumTrainableParams,ReturnMax,IWMean,InvPendulum_mu1_higher,InvPendulum_mu0_higher,InvPendulum_std1_higher,BoundMISE,Delta,MinEpLen
35087,653,9.87721,0.0009999999,16.19286,53.73200612557427,-144.77264,652.9999,-499.76752,256,139.04175,,,0.0009999999,0.3970242,0.0009999999,16.509733,0.2,3866.7893,90794.266,,653,499.76752,0.2,3965.8342,-134.04175,1124.4534194469452,,-68.70481,0.9999998,0.06666667,-0.06666667,0.0009999999,-99.04487,1.1094865e-09,11
35117,654,15.046521,0.0009999999,16.19064,53.69571865443425,-123.19543,654.0001,-499.76752,256,139.02518,,,0.0009999999,0.0011578202,0.0009999999,16.508204,-0.06666667,3867.0374,90922.47,,654,499.76752,0.06666667,3966.1287,-134.02518,1127.1088802814484,,-68.70481,1.0000002,0.06666667,-0.06666667,0.0009999999,-99.091354,1.1060962e-09,11
35139,655,16.500004,0.0009999999,16.190645,53.64732824427481,-118.27081,655.00006,-499.76752,256,139.00111,,,0.0009999999,0.13388726,0.0009999999,16.506676,0.2,3867.1697,91045.734,,655,499.76752,0.2,3966.422,-134.00111,1129.7738444805145,,-68.70481,1.0000001,-0.06666667,-0.2,0.0009999999,-99.25244,1.1027214e-09,11
35164,656,17.18248,0.0009999999,16.191689,53.603658536585364,-122.50894,656.0003,-499.76752,256,138.9836,,,0.0009999999,0.13755271,0.0009999999,16.50515,0.06666667,3867.2483,91173.24,,656,499.76752,0.2,3966.7158,-133.9836,1132.1866929531097,,-68.70481,1.0000005,0.06666667,-0.2,0.0009999999,-99.4675,1.0993619e-09,11
35213,657,13.044735,0.0009999999,16.186436,53.596651445966515,-144.4443,657.0001,-499.76752,256,138.99953,,,0.0009999999,0.40202078,0.0009999999,16.503626,0.2,3867.3467,91322.69,,657,499.76752,0.2,3967.0085,-133.99953,1134.7247548103333,,-68.70481,1.0000002,-0.06666667,0.06666667,0.0009999999,-99.66194,1.0960178e-09,11
35242,658,17.13173,0.0009999999,16.187403,53.559270516717326,-123.95953,658.0003,-499.76752,256,138.98425,,,0.0009999999,0.13407816,0.0009999999,16.502106,-0.2,3867.4653,91451.64,,658,499.76752,0.2,3967.3008,-133.98425,1137.2513966560364,,-68.70481,1.0000005,0.06666667,0.06666667,0.0009999999,-99.835526,1.092689e-09,11
35263,659,17.379902,0.0009999999,16.188751,53.509863429438546,-115.45605,659.00006,-499.76752,256,138.95615,,,0.0009999999,-0.40044463,0.0009999999,16.500587,-0.2,3867.5154,91572.1,,659,499.76752,-0.06666667,3967.5928,-133.95615,1139.6885409355164,,-68.70481,1.0000001,-0.2,0.06666667,0.0009999999,-100.07729,1.0893754e-09,11
35290,660,17.214048,0.0009999999,16.189838,53.46969696969697,-123.72336,660.0001,-499.76752,256,138.94064,,,0.0009999999,0.40221936,0.0009999999,16.499071,-0.06666667,3866.8015,91700.83,,660,499.76752,0.06666667,3967.8843,-133.94064,1142.2268605232239,,-68.70481,1.0000002,0.2,0.2,0.0009999999,-101.0827,1.0860767e-09,11
35311,661,17.00489,0.0009999999,16.19061,53.420574886535555,-117.30429,660.99976,-499.76752,256,138.91548,,,0.0009999999,0.533706,0.0009999999,16.497557,0.06666667,3867.0886,91823.13,,661,499.76752,0.2,3968.1755,-133.91548,1144.7528994083405,,-68.70481,0.99999964,0.06666667,0.2,0.0009999999,-101.08687,1.0827931e-09,11
35335,662,16.778454,0.0009999999,16.191038,53.37613293051359,-120.474686,662.00024,-499.76752,256,138.89519,,,0.0009999999,-0.00062058866,0.0009999999,16.496044,0.06666667,3866.846,91948.61,,662,499.76752,0.06666667,3968.466,-133.89519,1147.3258357048035,,-68.70481,1.0000004,0.06666667,-0.2,0.0009999999,-101.620125,1.0795244e-09,11
35383,663,14.700921,0.0009999999,16.188324,53.368024132730014,-137.64987,662.9998,-499.76752,256,138.90085,,,0.0009999999,-0.13261129,0.0009999999,16.494535,-0.2,3866.787,92091.26,,663,499.76752,0.2,3968.7563,-133.90085,1149.914160490036,,-68.70481,0.9999997,-0.2,0.06666667,0.0009999999,-101.96935,1.0762701e-09,11
35429,664,17.216455,0.0009999999,16.189413,53.35692771084337,-135.13791,663.9996,-499.76752,256,138.9027,,,0.0009999999,-0.40411156,0.0009999999,16.493029,0.06666667,3867.015,92231.39,,664,499.76752,-0.2,3969.046,-133.9027,1152.5529232025146,,-68.70481,0.99999934,-0.2,-0.06666667,0.0009999999,-102.0311,1.0730308e-09,11
35528,665,15.994555,0.0009999999,16.18866,53.42556390977444,-99.10952,665.0002,-499.76752,256,138.85037,,,0.0009999999,-0.0010501072,0.0009999999,16.491524,0.06666667,3867.292,92335.5,,665,499.76752,-0.06666667,3969.3352,-133.85037,1155.1398613452911,,-68.70481,1.0000002,-0.06666667,0.06666667,0.0009999999,-102.043106,1.0698061e-09,11
35575,666,16.773424,0.0009999999,16.189077,53.41591591591592,-134.79498,665.9998,-499.76752,256,138.85179,,,0.0009999999,-0.0025168434,0.0009999999,16.49002,-0.06666667,3867.5154,92475.3,,666,499.76752,0.06666667,3969.6238,-133.85179,1157.699348449707,,-68.70481,0.9999997,0.2,-0.2,0.0009999999,-102.1084,1.0665959e-09,11
35600,667,15.557449,0.0009999999,16.187675,53.373313343328334,-115.52063,667.00024,-499.76752,256,138.82431,,,0.0009999999,-0.26694322,0.0009999999,16.48852,-0.2,3867.7112,92595.81,,667,499.76752,0.2,3969.912,-133.82431,1160.157089471817,,-68.70481,1.0000004,-0.2,-0.06666667,0.0009999999,-102.20085,1.0634e-09,11
35620,668,14.45946,0.0009999999,16.18463,53.32335329341317,-116.5873,667.9997,-499.76752,256,138.79851,,,0.0009999999,-0.26398373,0.0009999999,16.487022,-0.06666667,3867.8818,92717.41,,668,499.76752,-0.06666667,3970.1997,-133.79851,1162.7446129322052,,-68.70481,0.9999995,0.06666667,-0.2,0.0009999999,-102.31794,1.0602187e-09,11
35652,669,15.90802,0.0009999999,16.183758,53.2914798206278,-113.33081,669.0006,-499.76752,256,138.76791,,,0.0009999999,0.00179407,0.0009999999,16.485525,0.06666667,3867.9434,92835.734,,669,499.76752,-0.06666667,3970.487,-133.76791,1165.2859063148499,,-68.70481,1.000001,-0.2,0.2,0.0009999999,-102.54368,1.0570513e-09,11
35704,670,14.934584,0.0009999999,16.181435,53.28955223880597,-129.50307,670.0005,-499.76752,256,138.76155,,,0.0009999999,-0.13242969,0.0009999999,16.484032,0.2,3868.2053,92970.234,,670,499.76752,0.06666667,3970.7744,-133.76155,1167.8579666614532,,-68.70481,1.0000007,-0.2,-0.2,0.0009999999,-102.56906,1.0538984e-09,11
35746,671,15.581659,0.0009999999,16.180086,53.27272727272727,-137.7128,670.99994,-499.76752,256,138.76744,,,0.0009999999,-0.26345092,0.0009999999,16.48254,-0.06666667,3868.3591,93112.95,,671,499.76752,-0.06666667,3971.0605,-133.76744,1170.3676097393036,,-68.70481,0.9999999,-0.2,0.06666667,0.0009999999,-102.70132,1.0507595e-09,11
35779,672,16.508942,0.0009999999,16.180119,53.242559523809526,-128.45853,672.00024,-499.76752,256,138.75954,,,0.0009999999,-0.53673935,0.0009999999,16.481052,-0.2,3868.6235,93246.41,,672,499.76752,-0.06666667,3971.3467,-133.75954,1172.8994705677032,,-68.70481,1.0000004,-0.2,-0.06666667,0.0009999999,-102.723076,1.0476345e-09,11
35811,673,15.382885,0.0009999999,16.17848,53.210995542347696,-128.90535,673.0001,-499.76752,256,138.75232,,,0.0009999999,-0.13320515,0.0009999999,16.479565,0.2,3868.4194,93380.31,,673,499.76752,-0.2,3971.6323,-133.75232,1175.430403470993,,-68.70481,1.0000002,-0.2,0.06666667,0.0009999999,-103.213005,1.0445235e-09,11
35829,674,17.220778,0.0009999999,16.179571,53.15875370919881,-104.26228,674.0001,-499.76752,256,138.70857,,,0.0009999999,0.13394468,0.0009999999,16.47808,0.2,3868.1125,93489.58,,674,499.76752,-0.06666667,3971.9177,-133.70857,1177.9227430820465,,-68.70481,1.0000002,-0.2,0.2,0.0009999999,-103.80516,1.0414263e-09,11
35852,675,17.342274,0.0009999999,16.18084,53.114074074074075,-119.388596,674.99976,-499.76752,256,138.68736,,,0.0009999999,0.40329844,0.0009999999,16.476597,-0.06666667,3868.2002,93613.97,,675,499.76752,0.2,3972.2021,-133.68736,1180.4170224666595,,-68.70481,0.99999964,0.2,0.06666667,0.0009999999,-104.001854,1.0383429e-09,11
35874,676,15.94054,0.0009999999,16.18003,53.06804733727811,-117.49275,676.00024,-499.76752,256,138.6634,,,0.0009999999,0.13409925,0.0009999999,16.475117,-0.06666667,3868.3784,93736.46,,676,499.76752,0.2,3972.4866,-133.6634,1182.7821180820465,,-68.70481,1.0000004,0.06666667,-0.06666667,0.0009999999,-104.10827,1.0352731e-09,11
35934,677,17.04207,0.0009999999,16.180857,53.078286558345646,-155.47318,677.00024,-499.76752,256,138.69562,,,0.0009999999,0.26605815,0.0009999999,16.473639,-0.06666667,3866.8381,93896.94,,677,499.76752,0.2,3972.7703,-133.69562,1185.2272233963013,,-68.70481,1.0000004,0.06666667,0.06666667,0.0009999999,-105.93207,1.032217e-09,11
35958,678,17.772877,0.0009999999,16.182753,53.0353982300885,-120.97429,677.99976,-499.76752,256,138.67685,,,0.0009999999,-0.26778296,0.0009999999,16.472162,0.2,3866.1042,94022.91,,678,499.76752,-0.06666667,3973.0537,-133.67685,1187.7203862667084,,-68.70481,0.99999964,-0.2,-0.2,0.0009999999,-106.949486,1.0291743e-09,11
36009,679,16.812826,0.0009999999,16.183228,53.03240058910162,-121.18173,678.9995,-499.76752,256,138.65846,,,0.0009999999,0.13355285,0.0009999999,16.47069,0.2,3866.065,94149.09,,679,499.76752,0.2,3973.3364,-133.65846,1190.2227575778961,,-68.70481,0.9999993,-0.2,-0.06666667,0.0009999999,-107.27144,1.0261454e-09,11
36042,680,17.9947,0.0009999999,16.185442,53.002941176470586,-130.91223,680.0,-499.76752,256,138.65442,,,0.0009999999,-0.002520509,0.0009999999,16.469217,-0.06666667,3865.7783,94285.0,,680,499.76752,0.06666667,3973.619,-133.65442,1192.71435713768,,-68.70481,1.0,-0.2,0.2,0.0009999999,-107.840614,1.0231295e-09,11
36080,681,16.072334,0.0009999999,16.184824,52.98091042584435,-134.34534,680.99945,-499.76752,256,138.65543,,,0.0009999999,0.268825,0.0009999999,16.467749,0.06666667,3865.9956,94424.34,,681,499.76752,0.06666667,3973.9014,-133.65543,1195.296002149582,,-68.70481,0.99999917,-0.06666667,0.2,0.0009999999,-107.9058,1.0201269e-09,11
36106,682,16.422241,0.0009999999,16.184725,52.941348973607035,-122.22591,682.00037,-499.76752,256,138.63867,,,0.0009999999,-0.53538966,0.0009999999,16.46628,-0.2,3865.3,94551.58,,682,499.76752,0.06666667,3974.1829,-133.63867,1197.7555437088013,,-68.70481,1.0000006,-0.2,-0.2,0.0009999999,-108.88272,1.0171374e-09,11
36146,683,16.248455,0.0009999999,16.184368,52.92240117130307,-133.14055,683.0001,-499.76752,256,138.63795,,,0.0009999999,-0.0030794665,0.0009999999,16.464815,0.06666667,3865.3262,94689.72,,683,499.76752,-0.06666667,3974.4639,-133.63795,1200.2691941261292,,-68.70481,1.0000001,0.06666667,-0.06666667,0.0009999999,-109.137665,1.0141612e-09,11
36191,684,16.330395,0.0009999999,16.184135,52.91081871345029,-136.18129,684.0,-499.76752,256,138.64166,,,0.0009999999,-0.26804146,0.0009999999,16.463352,-0.06666667,3864.91,94830.9,,684,499.76752,-0.06666667,3974.7449,-133.64166,1202.7706725597382,,-68.70481,1.0,-0.06666667,-0.06666667,0.0009999999,-109.83492,1.011198e-09,11
36243,685,16.889547,0.0009999999,16.18472,52.90948905109489,-126.50151,685.00006,-499.76752,256,138.63126,,,0.0009999999,-0.0032460168,0.0009999999,16.461891,-0.06666667,3864.2993,94962.41,,685,499.76752,0.06666667,3975.0251,-133.63126,1205.1510429382324,,-68.70481,1.0000001,-0.06666667,0.06666667,0.0009999999,-110.72573,1.0082478e-09,11
36263,686,15.992199,0.0009999999,16.183992,52.86151603498542,-115.06785,686.0003,-499.76752,256,138.60419,,,0.0009999999,-0.13381264,0.0009999999,16.460432,-0.06666667,3864.0957,95082.47,,686,499.76752,-0.06666667,3975.3052,-133.60419,1207.5151138305664,,-68.70481,1.0000005,-0.06666667,0.06666667,0.0009999999,-111.209526,1.0053103e-09,11
36292,687,17.975142,0.0009999999,16.186153,52.82678311499272,-123.53389,687.0,-499.76752,256,138.58952,,,0.0009999999,-7.084012e-05,0.0009999999,16.458975,-0.06666667,3864.236,95211.0,,687,499.76752,-0.06666667,3975.5845,-133.58952,1209.9021911621094,,-68.70481,1.0,-0.06666667,0.2,0.0009999999,-111.348434,1.0023857e-09,11
36337,688,14.500649,0.0009999999,16.183258,52.815406976744185,-129.53,687.9999,-499.76752,256,138.58362,,,0.0009999999,0.1351142,0.0009999999,16.457521,-0.06666667,3862.976,95345.53,,688,499.76752,0.2,3975.8635,-133.58362,1212.3893613815308,,-68.70481,0.9999998,0.2,-0.2,0.0009999999,-112.8874,9.994741e-10,11
36367,689,16.400015,0.0009999999,16.183128,52.782293178519595,-127.65919,689.00055,-499.76752,256,138.57501,,,0.0009999999,-0.13492173,0.0009999999,16.456068,-0.06666667,3863.183,95478.19,,689,499.76752,0.06666667,3976.142,-133.57501,1214.7310395240784,,-68.70481,1.0000008,-0.2,0.06666667,0.0009999999,-112.9591,9.965749e-10,11
36425,690,17.47213,0.0009999999,16.184553,52.789855072463766,-155.49483,690.00006,-499.76752,256,138.6068,,,0.0009999999,-0.13377355,0.0009999999,16.454618,0.06666667,3863.2773,95638.69,,690,499.76752,-0.06666667,3976.4204,-133.6068,1217.0487434864044,,-68.70481,1.0000001,-0.2,0.06666667,0.0009999999,-113.14303,9.936884e-10,11
36463,691,17.529913,0.0009999999,16.186056,52.7684515195369,-120.73203,690.9997,-499.76752,256,138.58817,,,0.0009999999,0.13610062,0.0009999999,16.45317,0.06666667,3863.5522,95764.42,,691,499.76752,0.06666667,3976.6982,-133.58817,1219.4870421886444,,-68.70481,0.9999996,0.06666667,-0.06666667,0.0009999999,-113.145935,9.908143e-10,11
36483,692,17.012276,0.0009999999,16.186808,52.721098265895954,-114.587036,692.0001,-499.76752,256,138.5607,,,0.0009999999,-0.13432685,0.0009999999,16.451725,-0.06666667,3863.7063,95884.01,,692,499.76752,0.06666667,3976.9756,-133.5607,1221.9231750965118,,-68.70481,1.0000001,-0.06666667,-0.06666667,0.0009999999,-113.269295,9.879528e-10,11
36516,693,15.530516,0.0009999999,16.185421,52.692640692640694,-130.09183,693.0006,-499.76752,256,138.5557,,,0.0009999999,0.26873687,0.0009999999,16.45028,0.06666667,3862.6692,96019.09,,693,499.76752,0.2,3977.2524,-133.5557,1224.2594480514526,,-68.70481,1.0000008,-0.06666667,0.06666667,0.0009999999,-114.5832,9.851036e-10,11
36610,694,17.357977,0.0009999999,16.186666,52.752161383285305,-190.1679,693.99994,-499.76752,256,138.63727,,,0.0009999999,0.39888453,0.0009999999,16.448837,-0.06666667,3862.5012,96214.266,,694,499.76752,0.2,3977.529,-133.63727,1226.706431388855,,-68.70481,0.99999994,0.06666667,0.2,0.0009999999,-115.0278,9.822667e-10,11
36638,695,17.81488,0.0009999999,16.188572,52.71654676258993,-123.27271,694.9994,-499.76752,256,138.62236,,,0.0009999999,-0.40085006,0.0009999999,16.4474,-0.06666667,3858.6707,96342.54,,695,499.76752,-0.06666667,3977.8052,-133.62236,1229.0727970600128,,-68.70481,0.9999991,-0.2,-0.06666667,0.0009999999,-119.13443,9.794421e-10,11
36748,696,16.54498,0.0009999999,16.188643,52.798850574712645,-164.79866,695.99963,-499.76752,256,138.66714,,,0.0009999999,-0.13395351,0.0009999999,16.445961,-0.06666667,3856.9307,96512.336,,696,499.76752,0.06666667,3978.0813,-133.66714,1231.55943608284,,-68.70481,0.99999946,0.06666667,-0.2,0.0009999999,-121.150604,9.766296e-10,11
36778,697,17.088852,0.0009999999,16.189495,52.766140602582496,-125.76451,697.0,-499.76752,256,138.6558,,,0.0009999999,0.002277568,0.0009999999,16.444525,-0.06666667,3855.5264,96643.1,,697,499.76752,0.2,3978.356,-133.6558,1233.815095424652,,-68.70481,1.0,-0.06666667,-0.06666667,0.0009999999,-122.82963,9.738292e-10,11
36840,698,14.814907,0.0009999999,16.187088,52.779369627507165,-158.77124,698.0004,-499.76752,256,138.6918,,,0.0009999999,-0.0022074953,0.0009999999,16.44309,0.06666667,3853.7466,96806.875,,698,499.76752,0.06666667,3978.6313,-133.6918,1236.021356344223,,-68.70481,1.0000006,-0.2,0.06666667,0.0009999999,-124.88488,9.710409e-10,11
36910,699,16.08285,0.0009999999,16.1865,52.80400572246066,-168.84315,698.99963,-499.76752,256,138.74208,,,0.0009999999,0.26700115,0.0009999999,16.44166,0.06666667,3854.0051,96980.71,,699,499.76752,0.06666667,3978.9058,-133.74208,1238.3963327407837,,-68.70481,0.99999946,0.06666667,0.06666667,0.0009999999,-124.90063,9.682645e-10,11
36938,700,15.543356,0.0009999999,16.185144,52.76857142857143,-125.40025,700.00024,-499.76752,256,138.73016,,,0.0009999999,-0.1321337,0.0009999999,16.44023,0.06666667,3851.53,97111.11,,700,499.76752,-0.06666667,3979.1797,-133.73016,1240.6835207939148,,-68.70481,1.0000004,-0.06666667,-0.06666667,0.0009999999,-127.649734,9.655e-10,11
36993,701,16.966934,0.0009999999,16.185823,52.77175463623395,-153.73134,700.99963,-499.76752,256,138.7587,,,0.0009999999,0.2686629,0.0009999999,16.438803,0.06666667,3850.3684,97269.84,,701,499.76752,0.2,3979.4534,-133.7587,1243.21085190773,,-68.70481,0.99999946,0.06666667,-0.06666667,0.0009999999,-129.08505,9.627473e-10,11
37038,702,13.886225,0.0009999999,16.182112,52.76068376068376,-141.05597,702.0005,-499.76752,256,138.7691,,,0.0009999999,0.13466863,0.0009999999,16.437376,-0.06666667,3850.394,97415.91,,702,499.76752,0.2,3979.7266,-133.7691,1245.6836626529694,,-68.70481,1.0000007,-0.06666667,0.06666667,0.0009999999,-129.33247,9.600064e-10,11
37061,703,15.457436,0.0009999999,16.180645,52.71834992887624,-120.90696,703.00006,-499.76752,256,138.7508,,,0.0009999999,0.12860052,0.0009999999,16.435953,0.06666667,3849.3188,97541.81,,703,499.76752,0.2,3979.9993,-133.7508,1247.94211602211,,-68.70481,1.0000001,-0.06666667,-0.06666667,0.0009999999,-130.68054,9.572771e-10,11
37112,704,13.916732,0.0009999999,16.176996,52.71590909090909,-149.40694,703.99976,-499.76752,256,138.77304,,,0.0009999999,-0.13288826,0.0009999999,16.434532,0.06666667,3844.208,97696.22,,704,499.76752,-0.06666667,3980.2717,-133.77304,1250.3385846614838,,-68.70481,0.99999964,0.06666667,-0.2,0.0009999999,-136.0638,9.545595e-10,11
37337,705,17.65156,0.0009999999,16.178652,52.96028368794326,-128.14519,705.0001,-499.76752,256,138.76505,,,0.0009999999,-0.5359318,0.0009999999,16.433113,-0.06666667,3841.4065,97829.36,,705,499.76752,-0.06666667,3980.5437,-133.76505,1252.9926438331604,,-68.70481,1.0000001,-0.2,-0.2,0.0009999999,-139.13727,9.518534e-10,11
37837,706,16.59664,0.0009999999,16.178808,53.593484419263454,-129.056,705.99994,-499.76752,256,138.75839,,,0.0009999999,0.13284037,0.0009999999,16.431694,0.06666667,3840.7446,97963.42,,706,499.76752,0.06666667,3980.8152,-133.75839,1256.0328693389893,,-68.70481,0.99999994,-0.06666667,0.06666667,0.0009999999,-140.07057,9.491591e-10,11
37874,707,17.156221,0.0009999999,16.17976,53.57001414427157,-135.48517,706.9998,-499.76752,256,138.76083,,,0.0009999999,0.13496107,0.0009999999,16.430279,0.06666667,3835.0388,98103.91,,707,499.76752,0.2,3981.0867,-133.76083,1258.3699810504913,,-68.70481,0.99999976,-0.2,0.06666667,0.0009999999,-146.04785,9.46476e-10,11
37892,708,17.120258,0.0009999999,16.180656,53.51977401129943,-111.81252,708.0004,-499.76752,256,138.72983,,,0.0009999999,-0.2687251,0.0009999999,16.428865,0.06666667,3831.0933,98220.72,,708,499.76752,-0.06666667,3981.3574,-133.72983,1260.6690936088562,,-68.70481,1.0000006,-0.2,-0.06666667,0.0009999999,-150.26405,9.438041e-10,11
38001,709,14.37241,0.0009999999,16.177675,53.59802538787024,-162.2673,708.99976,-499.76752,256,138.77008,,,0.0009999999,0.12994102,0.0009999999,16.427454,-0.06666667,3829.7974,98387.984,,709,499.76752,0.2,3981.6277,-133.77008,1263.0755360126495,,-68.70481,0.99999964,-0.2,0.2,0.0009999999,-151.83032,9.411437e-10,11
38101,710,16.476025,0.0009999999,16.177662,53.66338028169014,-198.64569,709.9998,-499.76752,256,138.86145,,,0.0009999999,0.001265198,0.0009999999,16.426044,-0.06666667,3829.4602,98591.625,,710,499.76752,0.2,3981.8975,-133.86145,1265.5964868068695,,-68.70481,0.99999976,-0.2,0.06666667,0.0009999999,-152.43726,9.384945e-10,11
38156,711,17.53558,0.0009999999,16.17914,53.66526019690577,-153.81287,710.99994,-499.76752,256,138.88951,,,0.0009999999,-0.13606758,0.0009999999,16.424637,-0.06666667,3776.355,98750.44,,711,499.76752,0.2,3982.1675,-133.88951,1267.9202847480774,,-68.70481,0.99999994,-0.2,-0.06666667,0.0009999999,-205.81241,9.358564e-10,11
38274,712,16.666168,0.0009999999,16.179396,53.75561797752809,-215.30394,712.0001,-499.76752,256,139.00386,,,0.0009999999,-0.00042660534,0.0009999999,16.423233,0.06666667,3775.312,98970.75,,712,499.76752,0.2,3982.4365,-134.00386,1270.417668581009,,-68.70481,1.0000001,-0.2,-0.06666667,0.0009999999,-207.12451,9.332294e-10,11
38443,713,17.26841,0.0009999999,16.180492,53.91725105189341,-267.65634,713.0003,-499.76752,256,139.19131,,,0.0009999999,-0.13134941,0.0009999999,16.42183,0.06666667,3769.2249,99243.41,,713,499.76752,0.06666667,3982.7056,-134.19131,1272.9565961360931,,-68.70481,1.0000005,-0.2,-0.06666667,0.0009999999,-213.48062,9.306135e-10,11
38562,714,17.204224,0.0009999999,16.181498,54.00840336134454,-215.37357,713.9999,-499.76752,256,139.30502,,,0.0009999999,-0.40234068,0.0009999999,16.420427,0.06666667,3759.955,99463.78,,714,499.76752,-0.06666667,3982.9736,-134.30502,1275.5029129981995,,-68.70481,0.9999998,-0.2,-0.2,0.0009999999,-223.0185,9.2800856e-10,11
39062,715,14.574951,0.0009999999,16.178823,54.63216783216783,-272.6795,715.0002,-499.76752,256,139.49854,,,0.0009999999,-0.2654439,0.0009999999,16.419027,-0.06666667,3739.9023,99741.45,,715,499.76752,0.06666667,3983.242,-134.49854,1278.5730142593384,,-68.70481,1.0000002,-0.2,-0.06666667,0.0009999999,-243.33954,9.2541447e-10,11
39211,716,17.657297,0.0009999999,16.18046,54.763966480446925,-241.6402,716.0005,-499.76752,256,139.64818,,,0.0009999999,0.00076954067,0.0009999999,16.41763,0.06666667,3594.1165,99988.09,,716,499.76752,0.2,3983.5098,-134.64818,1281.1373176574707,,-68.70481,1.0000007,-0.06666667,-0.2,0.0009999999,-389.39325,9.2283137e-10,11
39711,717,17.582233,0.0009999999,16.18199,55.38493723849373,-499.75894,716.9995,-499.76752,256,140.15741,,,0.0009999999,-0.1356188,0.0009999999,16.416235,0.06666667,3593.0479,100492.86,,717,499.76752,0.06666667,3983.7766,-135.15741,1284.2189569473267,,-68.70481,0.99999934,-0.06666667,-0.2,0.0009999999,-390.72882,9.202591e-10,11
40211,718,13.84932,0.0009999999,16.178314,56.0041782729805,-498.10052,717.9999,-499.76752,256,140.66289,,,0.0009999999,-0.3992844,0.0009999999,16.41484,-0.06666667,3592.8237,100995.95,,718,499.76752,0.06666667,3984.0435,-135.66289,1287.3831412792206,,-68.70481,0.9999998,-0.2,-0.2,0.0009999999,-391.21985,9.176974e-10,11
40711,719,16.102522,0.0009999999,16.177784,56.621696801112655,-495.7533,719.0003,-499.76752,256,141.16371,,,0.0009999999,-0.26871654,0.0009999999,16.413448,0.06666667,3592.7769,101496.7,,719,499.76752,0.06666667,3984.31,-136.16371,1290.6086502075195,,-68.70481,1.0000005,-0.2,-0.2,0.0009999999,-391.53308,9.151464e-10,11
41211,720,16.56771,0.0009999999,16.177898,57.2375,-492.85098,720.00006,-499.76752,256,141.65912,,,0.0009999999,-0.13251191,0.0009999999,16.41206,-0.06666667,3592.7505,101994.56,,720,499.76752,0.2,3984.5762,-136.65912,1293.8833911418915,,-68.70481,1.0000001,-0.06666667,-0.2,0.0009999999,-391.82574,9.1260616e-10,11
41711,721,16.590847,0.0009999999,16.178045,57.851595006934815,-493.24576,720.9998,-499.76752,256,142.15369,,,0.0009999999,-0.265539,0.0009999999,16.410671,-0.06666667,3592.926,102492.805,,721,499.76752,0.06666667,3984.8418,-137.15369,1297.4060912132263,,-68.70481,0.99999976,-0.06666667,-0.2,0.0009999999,-391.91574,9.1007635e-10,11
42211,722,15.482056,0.0009999999,16.176659,58.46398891966759,-494.98297,722.0003,-499.76752,256,142.64929,,,0.0009999999,-0.13322936,0.0009999999,16.409285,0.06666667,3592.1702,102992.79,,722,499.76752,0.2,3985.1072,-137.64929,1300.711819410324,,-68.70481,1.0000005,-0.2,-0.2,0.0009999999,-392.93707,9.075572e-10,11
42711,723,14.956445,0.0009999999,16.174547,59.0746887966805,-499.6866,723.00006,-499.76752,256,143.15004,,,0.0009999999,-0.26859978,0.0009999999,16.407902,-0.06666667,3591.68,103497.48,,723,499.76752,0.2,3985.372,-138.15004,1303.8776848316193,,-68.70481,1.0000001,-0.2,-0.2,0.0009999999,-393.69214,9.0504826e-10,11
43211,724,15.035289,0.0009999999,16.17255,59.68370165745856,-488.82553,361.99976,-499.76752,256,143.63438,,,0.0009999999,-0.40059093,0.0009999999,16.406519,-0.06666667,2748.2937,103991.3,,724,499.76752,-0.06666667,2818.2705,-138.63438,1307.2949213981628,,-68.70481,0.99999934,-0.06666667,-0.2,0.0009999999,-69.976746,9.0255e-10,11
43711,725,16.680943,0.0009999999,16.17299,60.29103448275862,-39.963516,362.5,-499.76752,256,143.49829,,,0.0009999999,-0.6658,0.0009999999,16.405138,-0.06666667,2719.6926,104036.266,,725,499.76752,-0.2,2818.4573,-138.49829,1310.5758521556854,,-39.963516,1.0,-0.2,-0.2,0.0009999999,-98.76463,9.000618e-10,11
43777,726,13.543789,0.0009999999,16.169111,60.298898071625345,-94.77347,362.99988,-499.76752,256,143.43806,,,0.0009999999,-0.53087723,0.0009999999,16.40376,-0.06666667,2714.2725,104136.03,,726,499.76752,-0.2,2818.644,-138.43806,1313.1640527248383,,-39.963516,0.99999964,-0.06666667,-0.2,0.0009999999,-104.37169,8.97584e-10,11
43835,727,16.102207,0.0009999999,16.16876,60.29573590096286,-114.411606,363.50012,-499.76752,256,143.40503,,,0.0009999999,0.26695806,0.0009999999,16.402384,0.2,2714.1938,104255.45,,727,499.76752,-0.2,2818.83,-138.40503,1316.0404660701752,,-39.963516,1.0000004,0.06666667,0.2,0.0009999999,-104.63626,8.951164e-10,11
