IWMin,Iteration,MountainCar_std0_higher,GridSize,DenMISELogFirst,DenMISELogLast,IWMean,ActionIn1,Bound,NumTrainableParams,AvgEpLen,ReturnAbsMax,MountainCar_std1_higher,MountainCar_mu0_higher,IWMax,ReturnMax,MinEpLen,IWLastEpisode,ReturnStepMax,ReturnMin,DenMISEMeanLog,IWFirstEpisode,NumTrajectories,ReturnLastEpisode,Regret,TimestepsSoFar,TimeElapsed,ReturnMean,Regret/t,MountainCar_mu1_higher,Delta
,87,0.14999999,400,-2.9707303,-2.3930888,0.041864824,8.511633,776.39746,,895.3103448275862,12.822414,0.14999999,0.05263158,3.3105927,12.822414,185,,103.47918,-10.282942,-3.2936943,,87,-0.050253678,558.93695,77892,128.00577235221863,-1.4245625,6.4245625,7.894737,4.015901e-07
,88,0.14999999,400,-2.982159,-4.8753343,0.02103832,-6.747578,776.99554,,896.4886363636364,12.822414,0.14999999,-0.57894737,1.3682246,12.822414,185,,103.47918,-10.282942,-3.3224986,,88,-0.5731473,564.5101,78891,129.4974536895752,-1.4148873,6.4148874,-5.7894735,3.925149e-07
,89,0.14999999,400,-2.9934585,-3.487089,2.9628255,-9.709346,777.58124,,897.6404494382023,12.822414,0.14999999,0.05263158,261.82867,12.822414,185,,103.47918,-10.282942,-3.335286,,89,-1.2679826,570.7781,79890,130.98149394989014,-1.4132367,6.4132366,-10.0,3.8374395e-07
,90,0.14999999,400,-3.0046318,-3.4615955,0.10762425,3.106719,778.1588,,898.7666666666667,12.822414,0.14999999,-0.57894737,9.039705,12.822414,185,,103.47918,-10.282942,-3.3322675,,90,-0.022699373,575.8008,80889,132.57043409347534,-1.3977863,6.397786,3.6842105,3.7526362e-07
,91,0.14999999,400,-3.0156815,-2.667408,0.07294029,-3.3839831,778.7385,,898.1648351648352,12.822414,0.14999999,-0.57894737,5.358219,12.822414,185,,103.47918,-10.282942,-3.3347595,,91,-0.915923,581.7167,81733,134.00861287117004,-1.3924911,6.3924913,-2.631579,3.670614e-07
,92,0.14999999,400,-3.0266106,-2.821041,0.14258094,3.6682699,779.30206,,899.2608695652174,12.822414,0.14999999,0.05263158,9.895652,12.822414,185,,103.47918,-10.282942,-3.3392122,,92,-1.1681207,587.8848,82732,135.64738631248474,-1.3900523,6.3900523,3.6842105,3.591252e-07
,93,0.14999999,400,-3.0374215,-3.0971785,0.07248201,1.0064235,779.86804,,900.3333333333334,12.822414,0.14999999,-0.68421054,5.695099,12.822414,185,,103.47918,-10.282942,-3.3458357,1.6546258e-29,93,-0.059488934,592.9443,83731,137.24234652519226,-1.3757452,6.3757453,1.5789474,3.514436e-07
,94,0.14999999,400,-3.048117,-2.6250198,0.051217794,-5.4997306,780.4077,,901.3829787234042,12.822414,0.14999999,-0.57894737,3.452064,12.822414,185,,103.47918,-10.282942,-3.347998,,94,-0.8340941,598.7784,84730,138.7696976661682,-1.3699828,6.3699827,-4.736842,3.440058e-07
,95,0.14999999,400,-3.058699,-2.9084148,0.042921677,-7.2234197,780.96173,,902.4105263157895,12.822414,0.14999999,-0.57894737,3.6180232,12.822414,185,,103.47918,-10.282942,-3.35331,,95,-1.2837565,605.06213,85729,140.25498485565186,-1.3690753,6.3690753,-6.8421054,3.368017e-07
,96,0.14999999,400,-3.0691702,-2.808605,0.1993088,-8.337432,781.5034,,903.4166666666666,12.822414,0.14999999,0.05263158,18.71953,12.822414,185,4.4205968e-15,103.47918,-10.282942,-3.3575585,,96,-0.56976366,610.6319,86728,141.77047681808472,-1.3607491,6.3607492,-7.894737,3.2982157e-07
,97,0.14999999,400,-3.079533,-3.4317877,0.17753342,1.7719718,782.04004,,904.4020618556701,12.822414,0.14999999,-0.68421054,16.605846,12.822414,185,,103.47918,-10.282942,-3.366699,,97,-0.46615893,616.0981,87727,143.3146140575409,-1.3515265,6.3515263,2.631579,3.2305616e-07
,98,0.14999999,400,-3.0897896,-2.519386,0.028511943,1.1831003,782.57404,,905.3673469387755,12.822414,0.14999999,0.57894737,1.8227278,12.822414,185,,103.47918,-10.282942,-3.3665276,1.946465e-09,98,-1.4412457,622.5393,88726,144.9509677886963,-1.3524419,6.352442,0.5263158,3.164968e-07
,99,0.14999999,400,-3.099942,-2.9893703,0.25803438,1.6793027,783.0961,,906.3131313131313,12.822414,0.14999999,0.05263158,21.237404,12.822414,185,2.3525396e-15,103.47918,-10.282942,-3.3724818,2.342423e-28,99,-2.047936,629.5873,89725,146.58876872062683,-1.3594671,6.359467,1.5789474,3.1013525e-07
,100,0.14999999,400,-3.1099923,-2.6032176,0.91966105,-5.835756,783.61017,,907.24,12.822414,0.14999999,0.05263158,75.21485,12.822414,185,,103.47918,-10.282942,-3.37237,,100,-0.005691174,634.59296,90724,148.15813565254211,-1.3459294,6.345929,-5.7894735,3.0396353e-07
,101,0.14999999,400,-3.1199427,-3.6985095,0.35038307,8.330795,784.0875,,908.1485148514852,12.822414,0.14999999,-0.57894737,26.516273,12.822414,185,,103.47918,-10.282942,-3.378364,,101,-0.07479142,639.6677,91723,149.72227263450623,-1.3333439,6.333344,8.947369,2.9797425e-07
,102,0.14999999,400,-3.1297948,-2.57631,0.88861966,-0.8997593,784.5483,,903.6470588235294,12.822414,0.14999999,0.05263158,89.92883,12.822414,185,,103.47918,-10.282942,-3.3771455,6.811208e-19,102,0.27108467,644.39667,92172,151.04649233818054,-1.3176142,6.317614,-1.5789474,2.9216025e-07
,103,0.14999999,400,-3.1395512,-4.3405347,1.447093,-3.9049857,785.0209,,904.5728155339806,12.822414,0.14999999,0.05263158,102.742805,12.822414,185,,103.47918,-10.282942,-3.3899553,,103,-0.5403264,649.937,93171,152.59361147880554,-1.3100678,6.3100677,-3.6842105,2.8651482e-07
,104,0.14999999,400,-3.149213,-2.7789412,0.27759677,-4.7443194,785.3816,,905.4807692307693,12.822414,0.14999999,-0.57894737,26.154379,12.822414,185,0.81903005,103.47918,-10.282942,-3.3834264,,104,-0.043334726,654.98035,94170,154.17987179756165,-1.2978877,6.297888,-3.6842105,2.810314e-07
,105,0.14999999,400,-3.1587825,-5.589782,0.7949531,-2.1999478,785.7933,,906.3714285714286,12.822414,0.14999999,-0.68421054,78.50778,12.822414,185,,103.47918,-10.282942,-3.4115345,5.272293e-20,105,-1.0610241,661.0413,95169,155.64412260055542,-1.2956318,6.295632,-1.5789474,2.7570388e-07
,106,0.14999999,400,-3.1682613,-3.068259,0.35674846,-10.932506,786.2529,,907.2452830188679,12.822414,0.14999999,-0.57894737,37.702763,12.822414,185,,103.47918,-10.282942,-3.4119828,,106,-0.6474698,666.68884,96168,157.3076524734497,-1.289517,6.289517,-10.0,2.705265e-07
,107,0.14999999,400,-3.177651,-4.9900723,0.4992933,4.3473473,786.62213,,908.1028037383178,12.822414,0.14999999,-0.57894737,46.115356,12.822414,185,,103.47918,-10.282942,-3.4331791,,107,-0.77619493,672.46497,97167,158.81103038787842,-1.2847196,6.2847195,4.736842,2.6549353e-07
,108,0.14999999,400,-3.1869533,-2.5840726,2.1419733,-8.368855,786.5064,,908.9444444444445,12.822414,0.14999999,-0.68421054,151.44878,12.822414,185,,103.47918,-10.282942,-3.4306035,,108,-0.34977522,677.8148,98166,160.48459386825562,-1.2760628,6.276063,-7.894737,2.6059973e-07
,109,0.14999999,400,-3.1961699,-6.1097765,1.825238,-9.737995,786.2535,,909.7706422018349,12.822414,0.14999999,-0.57894737,175.89354,12.822414,185,2.3377127e-18,103.47918,-10.282942,-3.4510543,,109,-1.5293275,684.3441,99165,162.01767873764038,-1.2783864,6.278386,-8.947369,2.5584006e-07
,110,0.14999999,400,-3.2053025,-3.0916734,0.08548196,-0.61170965,780.1959,,910.5818181818182,12.822414,0.14999999,-0.15789473,7.1011634,12.822414,185,,103.47918,-10.282942,-3.4463582,7.1011634,110,-0.9643056,690.3084,100164,163.58695197105408,-1.275531,6.275531,-0.5263158,2.5120954e-07
,111,0.14999999,400,-3.1517944,-3.3891454,4.574323,9.147752,569.41675,,911.3783783783783,12.822414,0.14999999,0.05263158,503.75632,12.822414,185,,103.47918,-10.282942,-3.4540598,,111,-0.23429468,695.5427,101163,165.31400656700134,-1.2661506,6.2661505,8.947369,2.4670365e-07
,112,0.14999999,400,-3.160763,-2.7523992,0.028650358,6.8617325,567.1695,,907.2410714285714,12.822414,0.14999999,0.05263158,2.331922,12.822414,185,,103.47918,-10.282942,-3.4410846,,112,0.9898679,699.55286,101611,166.556884765625,-1.2460076,6.2460074,6.8421054,2.4231784e-07
,113,0.14999999,400,-3.169652,-3.1176975,0.078976706,-9.068543,567.45337,,908.0530973451328,12.822414,0.14999999,0.05263158,5.241451,12.822414,185,,103.47918,-10.282942,-3.4467819,,113,-0.10020604,704.6531,102610,168.11882305145264,-1.2358676,6.2358675,-8.947369,2.3804806e-07
,114,0.14999999,400,-3.1784627,-2.685085,0.058236767,2.694006,567.781,,908.8508771929825,12.822414,0.14999999,0.05263158,4.56218,12.822414,185,,103.47918,-10.282942,-3.4481547,,114,-0.013314133,709.6664,103609,169.65815019607544,-1.2251436,6.2251434,2.631579,2.3389008e-07
,115,0.14999999,400,-3.1871965,-4.012018,0.8043806,-4.7306676,568.0983,,909.6347826086957,12.822414,0.14999999,0.05263158,91.54066,12.822414,185,,103.47918,-10.282942,-3.4612172,,115,-0.09522864,714.7616,104608,171.13974595069885,-1.2153181,6.215318,-4.736842,2.2984011e-07
,116,0.14999999,400,-3.1958544,-3.4343023,0.0053623733,9.750235,568.4133,,910.4051724137931,12.822414,0.14999999,0.68421054,0.536838,12.822414,185,,103.47918,-10.282942,-3.4644487,,116,-0.11531177,719.8769,105607,172.64642882347107,-1.2058352,6.2058353,8.947369,2.2589445e-07
,117,0.14999999,400,-3.2044382,-3.0032558,1.2041953,0.42545968,568.72766,,911.1623931623932,12.822414,0.14999999,-0.05263158,134.33162,12.822414,185,,103.47918,-10.282942,-3.4689717,0.002713662,117,-4.0005927,728.8775,106606,174.1390676498413,-1.2297221,6.229722,0.5263158,2.2204951e-07
,118,0.14999999,400,-3.2129257,-2.6253767,0.23913051,-2.0681555,569.0433,,911.9067796610169,12.822414,0.14999999,0.05263158,22.479294,12.822414,185,,103.47918,-10.282942,-3.463319,,118,-0.023654968,733.9011,107605,175.708434343338,-1.2195013,6.2195015,-2.631579,2.1830189e-07
,119,0.14999999,400,-3.2213645,-4.4888363,0.057259,-6.342088,569.34686,,912.6386554621848,12.822414,0.14999999,0.68421054,6.0226994,12.822414,185,,103.47918,-10.282942,-3.4784408,,119,-0.23517267,739.13635,108604,177.26600193977356,-1.2112296,6.2112293,-6.8421054,2.1464834e-07
,120,0.14999999,400,-3.2297328,-2.8479855,0.32687664,4.923587,569.6371,,913.3583333333333,12.822414,0.14999999,0.05263158,19.536823,12.822414,185,,103.47918,-10.282942,-3.4810185,,120,-1.1946194,745.33093,109603,178.93701767921448,-1.2110912,6.211091,4.736842,2.1108582e-07
,121,0.14999999,400,-3.2380316,-2.7970688,2.3880653,-6.935453,569.94165,,914.0661157024794,12.822414,0.14999999,0.05263158,261.6753,12.822414,185,,103.47918,-10.282942,-3.481081,,121,-0.077986225,750.40894,110602,180.55899810791016,-1.2017268,6.201727,-6.8421054,2.076112e-07
,122,0.14999999,400,-3.246262,-2.8186653,0.21399325,-0.12687677,570.21716,,914.7622950819672,12.822414,0.14999999,-0.68421054,24.492598,12.822414,185,,103.47918,-10.282942,-3.4727068,7.0280315e-05,122,-0.07587931,755.4848,111601,182.01494431495667,-1.1924983,6.192498,0.5263158,2.0422168e-07
,123,0.14999999,400,-3.2544248,-3.019812,0.32708183,-2.29265,570.1508,,915.4471544715448,12.822414,0.14999999,0.68421054,28.637724,12.822414,185,,103.47918,-10.282942,-3.4755273,,123,-0.638169,761.123,112600,183.51603817939758,-1.1879917,6.1879916,-2.631579,2.009145e-07
,124,0.14999999,400,-3.262522,-4.0957937,0.53475225,-8.508842,569.98865,,916.1209677419355,12.822414,0.14999999,0.68421054,43.676655,12.822414,185,,103.47918,-10.282942,-3.4861357,,124,-1.2182511,767.34125,113599,185.12227749824524,-1.1882358,6.1882358,-8.947369,1.97687e-07
,125,0.14999999,400,-3.2705543,-2.9734542,0.5703584,3.0665038,569.95105,,916.784,12.822414,0.14999999,0.68421054,35.66376,12.822414,185,,103.47918,-10.282942,-3.486247,,125,-1.0153065,773.35657,114598,186.71865701675415,-1.1868523,6.1868525,2.631579,1.9453667e-07
,126,0.14999999,400,-3.2785225,-2.7299974,0.90338165,0.1583724,569.6799,,917.436507936508,12.822414,0.14999999,0.57894737,107.30568,12.822414,185,,103.47918,-10.282942,-3.484167,3.3220826e-06,126,-0.7432224,779.09973,115597,188.37044668197632,-1.1833315,6.1833315,-0.5263158,1.9146103e-07
,127,0.14999999,400,-3.2864275,-3.0533168,1.474906,7.5662775,569.7985,,918.0787401574803,12.822414,0.14999999,0.68421054,181.76773,12.822414,185,,103.47918,-10.282942,-3.4833696,,127,-2.6250281,786.7248,116596,189.86504673957825,-1.1946834,6.1946836,6.8421054,1.8845779e-07
,128,0.14999999,400,-3.2942708,-2.729024,1.0196476,5.701184,568.8737,,918.7109375,12.822414,0.14999999,0.68421054,121.75961,12.822414,185,,103.47918,-10.282942,-3.477983,,128,-2.0877953,793.8126,117595,191.53826522827148,-1.2016609,6.201661,4.736842,1.8552461e-07
,129,0.14999999,400,-3.3020527,-3.4335537,2.551955,-4.0016336,567.7689,,919.3333333333334,12.822414,0.14999999,0.68421054,173.63008,12.822414,185,,103.47918,-10.282942,-3.4796653,,129,-2.4982767,801.31085,118594,193.08649587631226,-1.211712,6.211712,-4.736842,1.826594e-07
,130,0.14999999,400,-3.3097749,-2.8830233,0.27481464,4.5763216,226.7293,,919.9461538461538,12.822414,0.14999999,0.68421054,34.91824,12.822414,185,,103.47918,-10.282942,-3.4700758,,130,-1.5271217,807.838,119593,194.69806623458862,-1.2141383,6.214138,3.6842105,1.798601e-07
,131,0.14999999,400,-3.317438,-2.8297377,0.40227312,-7.2437596,225.9915,,920.5496183206106,12.822414,0.14999999,0.68421054,39.774582,12.822414,185,,103.47918,-10.282942,-3.4709287,,131,-4.2954884,817.1335,120592,196.19461512565613,-1.23766,6.23766,-7.894737,1.7712463e-07
,132,0.14999999,400,-3.3250425,-2.5526123,0.3844064,-2.9901056,225.89278,,921.1439393939394,12.822414,0.14999999,0.68421054,47.32409,12.822414,185,,103.47918,-10.282942,-3.468797,,132,-1.1777121,823.31116,121591,197.7107708454132,-1.237206,6.237206,-3.6842105,1.7445107e-07
,133,0.14999999,400,-3.3325896,-2.5857513,0.45264602,1.9147172,225.96043,,921.7293233082706,12.822414,0.14999999,0.68421054,47.88478,12.822414,185,,103.47918,-10.282942,-3.4671524,1.2386582e-35,133,-1.3944821,829.7057,122590,199.26539373397827,-1.2383884,6.2383885,1.5789474,1.718376e-07
,134,0.14999999,400,-3.3400803,-2.9181886,1.8037004,-1.2486126,225.6686,,922.3059701492538,12.822414,0.14999999,-0.68421054,216.84479,12.822414,185,,103.47918,-10.282942,-3.4675343,0.10908799,134,-0.56538266,835.271,123589,200.85513043403625,-1.2333659,6.233366,-0.5263158,1.6928244e-07
,135,0.14999999,400,-3.3467014,-3.568538,1.0386721,8.564471,225.47784,,922.8740740740741,12.822414,0.14999999,0.68421054,110.805305,12.822414,185,,103.47918,-10.282942,-3.4672449,,135,-0.5777041,840.84875,124588,202.51423907279968,-1.2285092,6.228509,7.894737,1.6678383e-07
,136,0.14999999,400,-3.3540816,-2.5796196,0.98212296,-9.290009,225.51286,,923.4338235294117,12.822414,0.14999999,0.68421054,85.70568,12.822414,185,,103.47918,-10.282942,-3.4621334,,136,-2.1242003,847.97296,125587,204.11642384529114,-1.2350951,6.235095,-10.0,1.6434014e-07
,137,0.14999999,400,-3.3614075,-3.056002,1.184834,-4.934163,224.81628,,923.985401459854,12.822414,0.14999999,0.68421054,147.06284,12.822414,185,,103.47918,-10.282942,-3.4606733,,137,-1.0193772,853.9923,126586,205.65449905395508,-1.2335206,6.2335205,-5.7894735,1.6194979e-07
,138,0.14999999,400,-3.3686805,-2.9864178,0.9728369,10.81168,224.70383,,924.5289855072464,12.822414,0.14999999,0.68421054,133.11081,12.822414,185,,103.47918,-10.282942,-3.4584055,,138,-1.9883435,860.98065,127585,207.18675804138184,-1.2389903,6.2389903,10.0,1.5961119e-07
,139,0.14999999,400,-3.3759005,-2.7728784,1.4566089,-0.8930992,224.50716,,925.0647482014389,12.822414,0.14999999,0.68421054,172.02179,12.822414,185,,103.47918,-10.282942,-3.4557247,3.6505232e-26,139,-3.0884016,869.0691,128584,208.75156140327454,-1.2522954,6.2522955,-1.5789474,1.5732289e-07
,140,0.14999999,400,-3.383069,-2.5776505,1.4136652,6.6111937,224.11472,,925.5928571428572,12.822414,0.14999999,0.7894737,177.17303,12.822414,185,,103.47918,-10.282942,-3.44937,,140,-1.6306789,875.6997,129583,210.3023328781128,-1.2549981,6.254998,5.7894735,1.5508344e-07
,141,0.14999999,400,-3.3901865,-2.6669223,0.37335864,9.703538,168.79573,,926.113475177305,12.822414,0.14999999,-0.47368422,31.541231,12.822414,185,,103.47918,-10.282942,-3.4441078,,141,-2.3772397,883.07697,130582,211.95549035072327,-1.2629573,6.2629576,10.0,1.5289147e-07
,142,0.14999999,400,-3.3972538,-3.6286306,0.70183265,7.2895217,168.40363,,922.4366197183099,12.822414,0.14999999,-0.47368422,91.759605,12.822414,185,,103.47918,-10.282942,-3.449992,,142,0.9622515,887.11475,130986,213.23697209358215,-1.2472868,6.247287,7.894737,1.5074565e-07
,143,0.14999999,400,-3.4042714,-2.5425818,0.038186774,6.264876,168.15724,,919.5804195804196,12.822414,0.14999999,0.2631579,3.5758796,12.822414,185,,103.47918,-10.282942,-3.4467497,,143,-0.11853865,892.2333,131500,214.56449961662292,-1.2393936,6.2393937,5.7894735,1.4864469e-07
,144,0.14999999,400,-3.41124,-2.595371,0.05329608,10.052539,168.22069,,920.1319444444445,12.822414,0.14999999,0.2631579,5.5685434,12.822414,185,,103.47918,-10.282942,-3.447495,,144,-0.6850912,897.91833,132499,216.18388319015503,-1.2355442,6.235544,10.0,1.4658735e-07
,145,0.14999999,400,-3.4181604,-2.7883518,0.24276936,-0.61037415,168.28337,,917.2896551724137,12.822414,0.14999999,0.05263158,28.772808,12.822414,185,,103.47918,-10.282942,-3.44946,1.5685573,145,0.50445926,902.4139,133007,217.52752804756165,-1.2235441,6.223544,-0.5263158,1.4457244e-07
,146,0.14999999,400,-3.4142737,-2.5189104,0.27260944,4.656959,168.09242,,917.8493150684932,12.822414,0.14999999,-0.7894737,23.367622,12.822414,185,,103.47918,-10.282942,-3.4483728,,146,-0.020968782,907.4349,134006,219.1114308834076,-1.2153074,6.215307,5.7894735,1.4259878e-07
,147,0.14999999,400,-3.4210997,-3.3427281,0.9366245,-9.62114,168.09438,,916.6802721088435,12.822414,0.14999999,0.2631579,62.732506,12.822414,185,,103.47918,-10.282942,-3.4526951,,147,-1.7193344,914.1542,134752,220.66159677505493,-1.218736,6.218736,-10.0,1.4066525e-07
,148,0.14999999,400,-3.4278793,-2.6099293,1.3843884,-3.0807295,168.15482,,917.2364864864865,12.822414,0.14999999,0.2631579,192.59097,12.822414,185,,103.47918,-10.282942,-3.448197,,148,-0.26325506,919.4175,135751,222.22734785079956,-1.2122802,6.2122803,-3.6842105,1.387708e-07
,149,0.14999999,400,-3.4346135,-3.5217788,1.0882362,3.9259408,168.22197,,917.7852348993289,12.822414,0.14999999,0.2631579,105.02798,12.822414,185,,103.47918,-10.282942,-3.4492369,,149,-0.47082388,924.8883,136750,223.79649591445923,-1.207304,6.207304,3.6842105,1.3691435e-07
,150,0.14999999,400,-3.4413025,-4.9022264,1.1248127,2.029094,168.28918,,918.3266666666667,12.822414,0.14999999,-0.47368422,139.33347,12.822414,185,2.556126e-13,103.47918,-10.282942,-3.4598436,,150,-1.2494445,931.1377,137749,225.2870228290558,-1.2075849,6.207585,2.631579,1.3509491e-07
,151,0.14999999,400,-3.447947,-2.6046026,0.96078974,-7.5377626,168.2808,,918.8609271523179,12.822414,0.14999999,0.2631579,135.96013,12.822414,185,,103.47918,-10.282942,-3.4552002,,151,-0.8663385,937.0041,138748,226.75714015960693,-1.205325,6.205325,-7.894737,1.333115e-07
,152,0.14999999,400,-3.4545476,-2.512613,1.7501028,-5.6928744,168.33334,,919.3881578947369,12.822414,0.14999999,0.2631579,131.80057,12.822414,185,,103.47918,-10.282942,-3.450946,,152,-0.33538213,942.3395,139747,228.3714509010315,-1.1996017,6.1996017,-5.7894735,1.3156317e-07
,153,0.14999999,400,-3.461105,-2.6817968,1.2095145,0.6087494,168.27989,,919.9084967320262,12.822414,0.14999999,-0.47368422,93.0961,12.822414,185,,103.47918,-10.282942,-3.4441082,6.210927e-28,153,-0.09931051,947.4387,140746,229.94157433509827,-1.1924101,6.19241,1.5789474,1.29849e-07
,154,0.14999999,400,-3.4676197,-5.073119,1.8570267,-1.3960313,168.28386,,920.422077922078,12.822414,0.14999999,0.2631579,199.45364,12.822414,185,,103.47918,-10.282942,-3.4550095,2.3778234e-20,154,-0.87389755,953.3126,141745,231.5913393497467,-1.190342,6.190342,-1.5789474,1.2816815e-07
,155,0.14999999,400,-3.4740922,-2.560422,1.7989923,1.960264,168.27994,,920.9290322580645,12.822414,0.14999999,0.2631579,144.8289,12.822414,185,,103.47918,-10.282942,-3.44739,8.480001e-30,155,-0.07974176,958.3924,142744,233.1487033367157,-1.1831768,6.183177,1.5789474,1.265197e-07
,156,0.14999999,400,-3.480523,-3.0070736,1.2598723,8.080961,168.2133,,921.4294871794872,12.822414,0.14999999,0.2631579,180.65678,12.822414,185,,103.47918,-10.282942,-3.442193,,156,-0.16582039,963.5582,143743,234.72753190994263,-1.1766553,6.1766553,7.894737,1.2490284e-07
,157,0.14999999,400,-3.486913,-2.658083,1.090499,8.338258,168.27864,,921.9235668789809,12.822414,0.14999999,-0.7894737,114.26492,12.822414,185,1.0918612e-21,103.47918,-10.282942,-3.4380248,,157,-0.32593176,968.88416,144742,236.14408493041992,-1.1712366,6.1712365,8.947369,1.2331678e-07
,158,0.14999999,400,-3.4932623,-3.566466,0.65139353,-7.2425275,168.3049,,920.0949367088608,12.822414,0.14999999,-0.7894737,79.53145,12.822414,185,,103.47918,-10.282942,-3.4397154,,158,-1.1970594,975.0812,145375,237.56293153762817,-1.1714001,6.1714,-6.8421054,1.2176076e-07
,159,0.14999999,400,-3.4995713,-3.2015405,0.8703716,2.6230154,168.28609,,920.5911949685535,12.822414,0.14999999,-0.7894737,102.32303,12.822414,185,,103.47918,-10.282942,-3.4410532,,159,-0.63676673,980.718,146374,239.0838589668274,-1.1680377,6.1680374,3.6842105,1.2023399e-07
,160,0.14999999,400,-3.505841,-2.8954601,2.4392052,-2.1673338,168.0482,,918.275,12.822414,0.14999999,-0.47368422,210.64734,12.822414,185,,103.47918,-10.282942,-3.4394882,1.8330587e-18,160,-1.8072338,987.5252,146924,240.41959357261658,-1.1720326,6.1720324,-1.5789474,1.18735755e-07
,161,0.14999999,400,-3.5120716,-3.1627893,2.6471465,-7.8938665,168.07635,,918.776397515528,12.822414,0.14999999,-0.47368422,211.09721,12.822414,185,,103.47918,-10.282942,-3.4340668,,161,-1.0902084,993.6154,147923,242.0476746559143,-1.1715243,6.171524,-7.894737,1.17265365e-07
,162,0.14999999,400,-3.5182636,-3.7237937,1.4335784,5.9976053,168.08786,,919.2716049382716,12.822414,0.14999999,-0.7894737,211.423,12.822414,185,,103.47918,-10.282942,-3.4315119,,162,-0.09768541,998.71313,148922,243.58631467819214,-1.1648957,6.1648955,6.8421054,1.1582212e-07
,163,0.14999999,400,-3.5244174,-4.8005624,1.2512327,4.1175747,167.87468,,916.5337423312883,12.822414,0.14999999,-0.7894737,200.09912,12.822414,185,,103.47918,-10.282942,-3.4401538,,163,-1.602899,1005.31604,149395,245.02675414085388,-1.1675829,6.167583,4.736842,1.1440535e-07
