ReturnAbsMax,AvgEpLen,MinEpLen,TimeElapsed,IWMean,NumTrajectories,ReturnMin,ReturnLastEpisode,IWFirstEpisode,ReturnStepMax,MountainCar_std0_higher,Bound,DenMISEMeanLog,DenMISELogFirst,NumTrainableParams,GridSize,Regret,IWMin,IWLastEpisode,TimestepsSoFar,Delta,IWMax,ReturnMax,MountainCar_mu1_higher,Regret/t,ActionIn1,ReturnMean,DenMISELogLast,Iteration,MountainCar_mu0_higher,MountainCar_std1_higher
12.544488,906.1212121212121,255,1674.0953817367554,0.9792056,957,-12.544488,-2.5000253,,126.05372,0.14999999,41.764668,-3.4525332,-4.8498535,,400,5832.1533,,4.0849894e-28,867158,3.3189267e-09,128.0257,6.67197,-5.7894735,6.094204,-5.156726,-1.0942041,-4.4576964,957,0.57894737,0.14999999
12.544488,906.2181628392484,255,1676.2378647327423,0.89211416,958,-12.544488,-1.2490399,,126.05372,0.14999999,41.736774,-3.4519563,-4.8508983,,400,5838.4023,,,868157,3.3120013e-09,135.34297,6.67197,5.7894735,6.0943656,6.3909492,-1.0943657,-2.8405282,958,0.7894737,0.14999999
12.544488,906.3149113660063,255,1678.2651557922363,0.7636972,959,-12.544488,-1.7199093,,126.05372,0.14999999,41.72607,-3.4514701,-4.8519416,,400,5845.122,,,869156,3.3050978e-09,124.102325,6.67197,-7.894737,6.095018,-7.5141296,-1.095018,-2.8338392,959,0.36842105,0.14999999
12.544488,906.4114583333334,255,1680.2668461799622,1.0547606,960,-12.544488,-0.35544544,,126.05372,0.14999999,41.712936,-3.4510417,-4.8529835,,400,5850.4775,,,870155,3.298216e-09,126.98392,6.67197,3.6842105,6.094248,4.109995,-1.0942477,-2.7738824,960,0.47368422,0.14999999
12.544488,906.5078043704475,255,1682.2633504867554,1.1693835,961,-12.544488,-0.23964077,,126.05372,0.14999999,41.709175,-3.450799,-4.854025,,400,5855.7173,,,871154,3.2913552e-09,126.374725,6.67197,-10.0,6.093358,-9.269672,-1.0933583,-3.2241952,961,0.47368422,0.14999999
12.544488,906.6039501039501,255,1684.2955243587494,1.183154,962,-12.544488,-1.8569922,,126.05372,0.14999999,41.709675,-3.4501014,-4.855065,,400,5862.574,,,872153,3.284516e-09,132.32968,6.67197,-7.894737,6.094152,-7.1933193,-1.094152,-2.8955464,962,0.7894737,0.14999999
12.544488,906.69989615784,255,1686.35249376297,1.3192862,963,-12.544488,-2.203105,,126.05372,0.14999999,41.67173,-3.4494348,-4.856104,,400,5869.7773,,5.624047e-21,873152,3.2776983e-09,119.16022,6.67197,-6.8421054,6.0953035,-7.255873,-1.0953035,-2.9345567,963,-0.2631579,0.14999999
12.544488,906.795643153527,255,1688.4017505645752,0.94135296,964,-12.544488,-0.5157577,,126.05372,0.14999999,41.634033,-3.4484694,-4.8571415,,400,5875.293,,,874151,3.2709013e-09,125.19215,6.67197,10.0,6.0947027,10.595629,-1.0947025,-2.7796474,964,0.7894737,0.14999999
12.544488,906.8911917098445,255,1690.5073368549347,1.0057722,965,-12.544488,-2.2853708,,126.05372,0.14999999,41.609478,-3.4482436,-4.8581786,,400,5882.5786,,,875150,3.2641256e-09,124.42401,6.67197,-6.8421054,6.0959363,-6.294748,-1.0959364,-3.1296496,965,0.36842105,0.14999999
12.544488,906.9865424430642,255,1692.5354883670807,1.0734329,966,-12.544488,-0.6282716,,126.05372,0.14999999,41.578724,-3.447806,-4.8592143,,400,5888.207,,,876149,3.2573713e-09,205.43752,6.67197,4.736842,6.0954523,4.0038185,-1.0954522,-2.9904974,966,-1.0,0.14999999
12.544488,907.081695966908,255,1694.648847103119,1.0858405,967,-12.544488,-1.383689,,126.05372,0.14999999,41.57211,-3.4473395,-4.8602486,,400,5894.591,,,877148,3.2506375e-09,124.85948,6.67197,-8.947369,6.0957503,-8.524418,-1.0957503,-3.0006065,967,0.36842105,0.14999999
12.544488,907.176652892562,255,1696.7444608211517,1.0904794,968,-12.544488,-0.5503852,,126.05372,0.14999999,41.562286,-3.4465826,-4.8612823,,400,5900.1406,,3.4643515e-18,878147,3.243925e-09,194.89685,6.67197,-8.947369,6.0951867,-10.142342,-1.0951868,-2.755377,968,-1.0,0.14999999
12.544488,907.2714138286893,255,1698.812143087387,0.82171446,969,-12.544488,-2.1069946,,126.05372,0.14999999,41.56211,-3.4466972,-4.8623147,,400,5907.248,,0.7716454,879146,3.237233e-09,119.59602,6.67197,-8.947369,6.096231,-9.631045,-1.0962311,-3.5664892,969,-0.57894737,0.14999999
12.544488,907.3659793814433,255,1700.9492020606995,1.2421521,970,-12.544488,-1.3637327,0.0043216003,126.05372,0.14999999,41.56304,-3.4467053,-4.8633466,,400,5913.6113,,,880145,3.2305616e-09,124.79181,6.67197,0.5263158,6.096507,0.99768376,-1.0965068,-3.242598,970,0.36842105,0.14999999
12.544488,907.4603501544799,255,1702.957041501999,0.7509083,971,-12.544488,-0.46141386,,126.05372,0.14999999,41.553444,-3.4459937,-4.8643723,,400,5919.073,,,881144,3.2239111e-09,111.95743,6.67197,10.0,6.095853,9.334637,-1.0958527,-2.943513,971,-0.68421054,0.14999999
12.544488,906.8600823045267,255,1704.7666065692902,0.8816196,972,-12.544488,2.5312188,3.4507802e-10,126.05372,0.14999999,41.508564,-3.4456725,-4.8654017,,400,5921.542,,,881468,3.2172809e-09,188.29968,6.67197,0.5263158,6.092121,-0.24666929,-1.0921212,-2.8558252,972,-1.0,0.14999999
12.544488,906.9547790339158,255,1706.8015830516815,1.1425227,973,-12.544488,-2.0292518,,126.05372,0.14999999,41.508926,-3.4471226,-4.86643,,400,5928.5713,,,882467,3.2106713e-09,210.44113,6.67197,5.7894735,6.0930843,4.631397,-1.0930843,-4.6836,973,-1.0,0.14999999
12.544488,906.4373716632443,255,1708.642992734909,1.0963947,974,-12.544488,-0.12343974,,126.05372,0.14999999,41.493523,-3.447822,-4.867457,,400,5933.6943,,,882870,3.2040817e-09,121.62771,6.67197,-4.736842,6.0920887,-4.6963334,-1.0920889,-4.1831355,974,-0.47368422,0.14999999
12.544488,906.5323076923077,255,1710.7170825004578,1.091478,975,-12.544488,-0.03680316,,126.05372,0.14999999,41.479847,-3.4476078,-4.8684835,,400,5938.7314,,,883869,3.1975123e-09,123.97877,6.67197,5.7894735,6.0910063,6.109989,-1.0910065,-3.2896762,975,0.36842105,0.14999999
12.544488,906.6270491803278,255,1712.8076393604279,1.1667107,976,-12.544488,-0.6011403,4.333622e-23,126.05372,0.14999999,41.4103,-3.447072,-4.8695083,,400,5944.3325,,,884868,3.1909637e-09,126.28612,6.67197,-1.5789474,6.0905046,-2.3619342,-1.0905046,-2.9687319,976,-0.68421054,0.14999999
12.544488,906.7215967246674,255,1714.836748600006,0.98412925,977,-12.544488,-1.7444855,,126.05372,0.14999999,41.404427,-3.446921,-4.8705325,,400,5951.077,,,885867,3.1844347e-09,190.45299,6.67197,-3.6842105,6.091174,-4.9708595,-1.091174,-3.4101696,977,-1.0,0.14999999
12.544488,906.8159509202454,255,1716.8771903514862,1.2975378,978,-12.544488,-2.158914,,126.05372,0.14999999,41.408894,-3.4477658,-4.8715553,,400,5958.236,,0.052031055,886866,3.177926e-09,123.40959,6.67197,-3.6842105,6.092266,-4.2968082,-1.0922658,-4.2040205,978,-0.47368422,0.14999999
12.544488,906.9101123595506,255,1718.9094307422638,1.0078915,979,-12.544488,-0.8407768,2.2914596e-08,126.05372,0.14999999,41.393272,-3.4468207,-4.8725777,,400,5964.0767,,,887865,3.171437e-09,197.14488,6.67197,-0.5263158,6.0920086,-1.40044,-1.0920088,-2.7573032,979,-1.0,0.14999999
12.544488,907.0040816326531,255,1720.960720539093,1.4641936,980,-12.544488,-1.5932819,,126.05372,0.14999999,41.393974,-3.446244,-4.8735986,,400,5970.67,,,888864,3.164968e-09,267.08688,6.67197,-2.631579,6.09252,-1.7402307,-1.0925204,-2.83248,980,1.0,0.14999999
12.544488,907.0978593272172,255,1723.0027024745941,0.8554404,981,-12.544488,-5.0512476,,126.05372,0.14999999,41.38554,-3.4460971,-4.8746185,,400,5980.721,,,889863,3.1585186e-09,123.473045,6.67197,-7.894737,6.0965557,-8.336111,-1.0965557,-3.6407535,981,-0.57894737,0.14999999
12.544488,907.1914460285133,255,1725.0716769695282,0.82517195,982,-12.544488,-0.6093477,,126.05372,0.14999999,41.38519,-3.445665,-4.875637,,400,5986.3306,,,890862,3.1520893e-09,235.8855,6.67197,-4.736842,6.09606,-5.72575,-1.0960597,-2.8489745,982,-1.0,0.14999999
12.544488,907.2848423194304,255,1727.174299955368,1.1785048,983,-12.544488,-1.758653,,126.05372,0.14999999,41.37564,-3.44534,-4.876655,,400,5993.089,,,891861,3.1456797e-09,116.13808,6.67197,8.947369,6.0967336,8.460954,-1.0967336,-2.8968828,983,-0.2631579,0.14999999
12.544488,906.7459349593496,255,1728.9838843345642,0.88414407,984,-12.544488,2.0038512,,126.05372,0.14999999,41.352722,-3.4454226,-4.8776717,,400,5996.0854,,,892238,3.139289e-09,125.34823,6.67197,-5.7894735,6.0935826,-6.754721,-1.0935826,-3.654021,984,-0.57894737,0.14999999
12.544488,906.8395939086295,255,1730.988171339035,0.65865296,985,-12.544488,-1.125098,,126.05372,0.14999999,41.351177,-3.446046,-4.8786874,,400,6002.2104,,,893237,3.1329184e-09,124.73969,6.67197,-2.631579,6.0936146,-1.9022849,-1.0936147,-3.9103565,985,0.68421054,0.14999999
12.544488,906.9330628803245,255,1733.0556621551514,0.8534324,986,-12.544488,-1.8366343,3.057557e-27,126.05372,0.14999999,41.334194,-3.4457834,-4.879702,,400,6009.047,,,894236,3.1265666e-09,125.28035,6.67197,1.5789474,6.094368,2.0609708,-1.0943682,-2.8238864,986,0.47368422,0.14999999
12.544488,907.0263424518744,255,1735.1489942073822,0.9975977,987,-12.544488,-0.24755237,0.000378844,126.05372,0.14999999,41.280857,-3.4461477,-4.880716,,400,6014.295,,1.3771449e-20,895235,3.1202343e-09,125.300186,6.67197,0.5263158,6.09351,0.25688004,-1.0935103,-3.6228557,987,-0.57894737,0.14999999
12.544488,907.1194331983805,255,1737.1272721290588,1.1530035,988,-12.544488,-0.80981946,,126.05372,0.14999999,41.228016,-3.447881,-4.881728,,400,6020.1045,,,896234,3.1139213e-09,137.15865,6.67197,-5.7894735,6.093223,-5.094285,-1.0932232,-5.116995,988,0.7894737,0.14999999
12.544488,907.2123356926188,255,1739.158739566803,1.1280485,989,-12.544488,-1.8518176,2.360607e-27,126.05372,0.14999999,41.229546,-3.4471388,-4.88274,,400,6026.956,,,897233,3.1076275e-09,125.17824,6.67197,1.5789474,6.0939903,1.0747552,-1.0939902,-2.8084004,989,-0.57894737,0.14999999
12.544488,907.3050505050505,255,1741.269618988037,1.1797915,990,-12.544488,-1.269011,,126.05372,0.14999999,41.22755,-3.4479148,-4.8837504,,400,6033.2256,,,898232,3.1013525e-09,126.2651,6.67197,-2.631579,6.0941668,-2.8657725,-1.094167,-4.2950315,990,-0.57894737,0.14999999
12.544488,907.3975782038345,255,1743.3890404701233,0.7724703,991,-12.544488,-0.38019148,,126.05372,0.14999999,41.227844,-3.4477415,-4.88476,,400,6038.6055,,,899231,3.0950966e-09,132.49661,6.67197,4.736842,6.0934467,5.439139,-1.0934465,-3.405893,991,0.68421054,0.14999999
12.544488,907.4899193548387,255,1745.4022805690765,0.6057805,992,-12.544488,-2.3821187,0.0022308556,126.05372,0.14999999,41.229942,-3.4475327,-4.8857684,,400,6045.9873,,,900230,3.0888594e-09,124.12866,6.67197,-0.5263158,6.0947456,0.036126196,-1.0947455,-2.9774408,992,0.57894737,0.14999999
12.544488,907.5820745216515,255,1747.5375382900238,1.199729,993,-12.544488,-0.84089106,,126.05372,0.14999999,41.185707,-3.4473503,-4.886774,,400,6051.8286,,,901229,3.0826415e-09,125.76205,6.67197,3.6842105,6.09449,3.3780189,-1.0944899,-2.8505828,993,-0.57894737,0.14999999
12.544488,907.6740442655936,255,1749.626292705536,0.98641753,994,-12.544488,-0.38471428,,126.05372,0.14999999,41.171165,-3.4467561,-4.88778,,400,6057.213,,0.044377863,902228,3.076442e-09,211.98175,6.67197,3.6842105,6.0937757,2.6990094,-1.0937757,-2.9990296,994,-1.0,0.14999999
12.544488,907.7658291457286,255,1751.6525585651398,1.1988698,995,-12.544488,-1.6373304,,126.05372,0.14999999,41.14247,-3.4463425,-4.888786,,400,6063.8506,,,903227,3.0702612e-09,126.45719,6.67197,-10.0,6.094322,-10.820118,-1.0943221,-2.949528,995,-0.57894737,0.14999999
12.544488,907.8574297188756,255,1753.6667280197144,0.87257206,996,-12.544488,-0.7912131,,126.05372,0.14999999,40.978523,-3.4464731,-4.8897905,,400,6069.6416,,,904226,3.0640992e-09,129.98546,6.67197,2.631579,6.094018,2.9601471,-1.0940177,-3.7242084,996,0.68421054,0.14999999
12.544488,907.9488465396189,255,1755.7838914394379,1.1721219,997,-12.544488,-1.0574881,,126.05372,0.14999999,40.970505,-3.4468257,-4.890794,,400,6075.699,,,905225,3.0579557e-09,119.10307,6.67197,7.894737,6.0939813,7.8491764,-1.0939811,-3.6319206,997,-0.36842105,0.14999999
12.544488,908.0400801603206,255,1757.8248167037964,1.2280581,998,-12.544488,-0.037539028,2.2032691e-33,126.05372,0.14999999,40.877438,-3.4461277,-4.8917966,,400,6080.737,,,906224,3.0518303e-09,204.43402,6.67197,1.5789474,6.0929227,0.6846864,-1.0929227,-2.8766925,998,-1.0,0.14999999
12.544488,908.1311311311312,255,1759.8780221939087,1.0670959,999,-12.544488,-2.3291302,,126.05372,0.14999999,40.877228,-3.4466531,-4.892798,,400,6088.066,,,907223,3.0457237e-09,129.042,6.67197,-10.0,6.09416,-9.417294,-1.0941601,-4.1201835,999,0.68421054,0.14999999
12.544488,908.222,255,1761.9152159690857,1.0619564,1000,-12.544488,-1.4597038,,126.05372,0.14999999,40.872524,-3.446071,-4.8937984,,400,6094.5254,,,908222,3.0396354e-09,231.6341,6.67197,-2.631579,6.0945253,-3.4196029,-1.0945256,-2.8858383,1000,-1.0,0.14999999
12.544488,908.3126873126873,255,1764.016084909439,0.92255855,1001,-12.544488,-1.2978448,,126.05372,0.14999999,40.85596,-3.445445,-4.894798,,400,6100.823,,,909221,3.0335654e-09,148.86897,6.67197,-3.6842105,6.0947285,-2.7940545,-1.0947287,-2.8011963,1001,1.0,0.14999999
12.544488,908.4031936127744,255,1766.075140953064,0.8395739,1002,-12.544488,-3.804658,,126.05372,0.14999999,40.841,-3.445141,-4.8957963,,400,6109.628,,,910220,3.0275131e-09,118.857864,6.67197,3.6842105,6.097433,4.570093,-1.0974333,-3.0175464,1002,0.68421054,0.14999999
12.544488,908.493519441675,255,1768.0526518821716,1.1233835,1003,-12.544488,-2.843373,5.4416684e-12,126.05372,0.14999999,40.762478,-3.4448662,-4.896794,,400,6117.4717,,,911219,3.0214793e-09,303.94244,6.67197,0.5263158,6.099174,1.5327872,-1.0991739,-2.9782405,1003,1.0,0.14999999
12.544488,908.5836653386455,255,1770.0638806819916,0.9722961,1004,-12.544488,-3.737805,6.102907e-23,126.05372,0.14999999,40.755047,-3.4445946,-4.8977904,,400,6126.209,,,912218,3.0154634e-09,122.89969,6.67197,-1.5789474,6.101802,-1.1535088,-1.101802,-3.1771517,1004,0.57894737,0.14999999
12.544488,908.673631840796,255,1772.1512520313263,1.2163188,1005,-12.544488,-1.395712,,126.05372,0.14999999,40.75698,-3.4448125,-4.898786,,400,6132.605,,1.1556592e-33,913217,3.0094656e-09,135.01102,6.67197,-3.6842105,6.1020947,-3.160139,-1.1020945,-3.6023688,1005,0.57894737,0.14999999
12.544488,908.7634194831014,255,1774.213763475418,1.063873,1006,-12.544488,-1.4100698,,126.05372,0.14999999,40.70918,-3.444308,-4.8997808,,400,6139.015,,,914216,3.0034855e-09,125.678894,6.67197,6.8421054,6.102401,7.2987585,-1.1024008,-3.097523,1006,0.57894737,0.14999999
12.544488,908.8530287984112,255,1776.2665627002716,0.6610794,1007,-12.544488,-1.278005,9.736027e-30,126.05372,0.14999999,40.69435,-3.44375,-4.900774,,400,6145.293,,,915215,2.997523e-09,193.13614,6.67197,-1.5789474,6.1025753,-0.27303398,-1.1025751,-2.8972597,1007,1.0,0.14999999
12.544488,908.9424603174604,255,1778.3962545394897,0.69249237,1008,-12.544488,-7.588232,,126.05372,0.14999999,40.676136,-3.4451106,-4.901767,,400,6157.8813,,,916214,2.9915785e-09,154.46794,6.67197,8.947369,6.1090093,7.534154,-1.1090093,-4.4444294,1008,-1.0,0.14999999
12.544488,908.3607532210109,255,1780.1283066272736,0.6404659,1009,-12.544488,1.7316246,,126.05372,0.14999999,40.677807,-3.4481778,-4.902758,,400,6161.1494,,,916536,2.9856517e-09,202.41844,6.67197,-6.8421054,6.106194,-5.721578,-1.1061939,-6.196542,1009,1.0,0.14999999
12.544488,908.450495049505,255,1782.2107162475586,1.0427626,1010,-12.544488,-5.570724,,126.05372,0.14999999,40.60984,-3.448509,-4.903749,,400,6171.7207,,,917535,2.9797425e-09,125.447845,6.67197,-4.736842,6.1106143,-4.125344,-1.1106143,-3.3863745,1010,0.57894737,0.14999999
12.544488,908.540059347181,255,1784.1943962574005,1.2765982,1011,-12.544488,-1.2322955,,126.05372,0.14999999,40.475903,-3.447866,-4.9047384,,400,6177.9526,,,918534,2.9738512e-09,119.57322,6.67197,5.7894735,6.1107345,5.56538,-1.1107346,-2.7933457,1011,-0.05263158,0.14999999
12.544488,908.1758893280632,255,1786.1617925167084,1.2706387,1012,-12.544488,0.37077427,2.2922634e-31,126.05372,0.14999999,40.42092,-3.4471035,-4.905727,,400,6182.582,,,919074,2.9679768e-09,140.30513,6.67197,1.5789474,6.1092706,2.4410555,-1.1092707,-2.8964221,1012,0.7894737,0.14999999
12.544488,908.2655478775913,255,1788.2442111968994,1.0638663,1013,-12.544488,-3.1957884,,126.05372,0.14999999,40.36315,-3.4463782,-4.906715,,400,6190.7773,,,920073,2.96212e-09,113.24193,6.67197,8.947369,6.11133,9.292372,-1.1113303,-2.9210417,1013,0.15789473,0.14999999
12.544488,907.8027613412229,255,1790.0161464214325,0.979623,1014,-12.544488,1.0540515,,126.05372,0.14999999,40.36493,-3.4461827,-4.9077015,,400,6194.7236,,5.694288e-08,920512,2.9562803e-09,110.89775,6.67197,10.0,6.1091948,9.9195385,-1.1091949,-3.2707167,1014,-0.2631579,0.14999999
12.544488,907.4591133004926,255,1791.8764307498932,0.9273379,1015,-12.544488,0.23651733,,126.05372,0.14999999,40.353977,-3.4457686,-4.908687,,400,6199.4873,,,921071,2.950458e-09,125.14392,6.67197,-8.947369,6.107869,-10.161025,-1.107869,-2.9693842,1015,-0.7894737,0.14999999
12.544488,907.5492125984252,255,1794.0726325511932,0.8076377,1016,-12.544488,-2.132933,,126.05372,0.14999999,40.320435,-3.4461102,-4.909672,,400,6206.62,,3.010445e-32,922070,2.944653e-09,129.67426,6.67197,-8.947369,6.108878,-8.401974,-1.108878,-3.6828434,1016,0.7894737,0.14999999
12.544488,907.6391347099311,255,1796.224012851715,0.85551834,1017,-12.544488,-2.5390854,,126.05372,0.14999999,40.31273,-3.4473095,-4.9106555,,400,6214.159,,,923069,2.938865e-09,125.3462,6.67197,-6.8421054,6.1102843,-8.114498,-1.1102843,-4.445101,1017,-0.7894737,0.14999999
12.544488,907.7288801571709,255,1798.3561732769012,1.20413,1018,-12.544488,-2.5172591,,126.05372,0.14999999,40.308796,-3.448212,-4.9116383,,400,6221.677,,,924068,2.933094e-09,186.56741,6.67197,10.0,6.1116667,9.109665,-1.1116666,-4.184872,1018,-1.0,0.14999999
12.544488,907.0893032384691,255,1800.0811431407928,0.8909271,1019,-12.544488,5.807909,,126.05372,0.14999999,40.288975,-3.4474487,-4.91262,,400,6220.8687,,,924324,2.9273397e-09,118.82851,6.67197,5.7894735,6.104876,4.6743674,-1.1048759,-2.795457,1019,-0.68421054,0.14999999
12.544488,907.1392156862745,255,1802.2134056091309,1.139404,1020,-12.544488,-1.6289202,,126.05372,0.14999999,40.28699,-3.4478896,-4.913601,,400,6227.4976,,,925282,2.9216027e-09,122.276505,6.67197,-7.894737,6.1053896,-7.4243884,-1.1053896,-3.7532113,1020,0.05263158,0.14999999
12.544488,907.2291870714986,255,1804.357634305954,0.9436102,1021,-12.544488,-0.120315105,13.8830595,126.05372,0.14999999,40.283524,-3.4486992,-4.914581,,400,6232.6177,,,926281,2.9158824e-09,118.6445,6.67197,-0.5263158,6.1044245,-0.43960562,-1.1044247,-4.3638315,1021,-0.05263158,0.14999999
12.544488,907.3189823874756,255,1806.4966053962708,0.86426526,1022,-12.544488,-0.07400867,,126.05372,0.14999999,40.2791,-3.4482403,-4.9020543,,400,6237.692,,1.2505017e-38,927280,2.9101792e-09,115.44807,6.67197,-2.631579,6.1034164,-2.8381898,-1.1034166,-2.8889563,1022,0.05263158,0.14999999
12.544488,907.4086021505376,255,1808.5578713417053,1.1882384,1023,-12.544488,-0.07485397,,126.05372,0.14999999,40.27375,-3.447812,-4.9030323,,400,6242.7666,,,928279,2.9044922e-09,122.93843,6.67197,-5.7894735,6.1024113,-5.720404,-1.1024112,-2.841113,1023,0.05263158,0.14999999
12.544488,907.498046875,255,1810.7439222335815,0.8154837,1024,-12.544488,-0.00084184395,,126.05372,0.14999999,40.262913,-3.4470448,-4.9040093,,400,6247.7676,,,929278,2.898822e-09,107.27043,6.67197,4.736842,6.1013355,4.652664,-1.1013354,-2.8018866,1024,-0.05263158,0.14999999
12.544488,907.2878048780487,255,1812.7641472816467,1.1882026,1025,-12.544488,0.03694634,,126.05372,0.14999999,40.256878,-3.446645,-4.9049854,,400,6252.7305,,,929970,2.8931686e-09,130.62146,6.67197,7.894737,6.100225,8.511321,-1.1002249,-2.829564,1025,0.57894737,0.14999999
12.544488,907.3771929824561,255,1814.9020743370056,0.7906523,1026,-12.544488,-1.3301883,0.16753046,126.05372,0.14999999,40.256416,-3.4461486,-4.9059606,,400,6259.0605,,,930969,2.887532e-09,112.873726,6.67197,0.5263158,6.100449,0.695929,-1.100449,-3.070369,1026,0.05263158,0.14999999
12.544488,907.4664070107108,255,1817.0972859859467,1.0930088,1027,-12.544488,-0.021028632,,126.05372,0.14999999,40.25117,-3.445854,-4.906771,,400,6264.082,,,931968,2.8819112e-09,121.841965,6.67197,-6.8421054,6.099398,-6.4193244,-1.099398,-2.909185,1027,0.05263158,0.14999999
12.544488,907.5554474708172,255,1819.2381961345673,0.97502404,1028,-12.544488,-0.12379455,,126.05372,0.14999999,40.250202,-3.4462159,-4.9077444,,400,6269.2056,,,932967,2.8763072e-09,115.36282,6.67197,2.631579,6.0984488,2.7362132,-1.098449,-3.8634026,1028,-0.05263158,0.14999999
12.544488,907.6443148688047,255,1821.4825992584229,1.0296862,1029,-12.544488,-0.006435074,,126.05372,0.14999999,40.24949,-3.4460175,-4.9087167,,400,6274.212,,,933966,2.8707192e-09,122.073944,6.67197,-8.947369,6.097388,-8.949365,-1.0973877,-3.1816645,1029,0.05263158,0.14999999
12.544488,907.7330097087379,255,1823.6162085533142,0.68171716,1030,-12.544488,-0.0054951916,,126.05372,0.14999999,40.24468,-3.4453773,-4.909688,,400,6279.2173,,,934965,2.865148e-09,118.286644,6.67197,-3.6842105,6.096328,-3.560743,-1.0963275,-2.7797956,1030,0.15789473,0.14999999
12.544488,907.8215324927255,255,1825.7038314342499,0.8200001,1031,-12.544488,-0.09776416,,126.05372,0.14999999,40.240055,-3.4451008,-4.9106584,,400,6284.3154,,,935964,2.8595923e-09,121.88787,6.67197,3.6842105,6.095359,3.4638238,-1.0953591,-2.8171878,1031,-0.15789473,0.14999999
12.544488,907.8430232558139,255,1827.8712694644928,1.0631634,1032,-12.544488,-0.032984506,,126.05372,0.14999999,40.208378,-3.4448154,-4.911628,,400,6289.348,,,936894,2.8540532e-09,122.33605,6.67197,-10.0,6.09433,-10.029789,-1.0943296,-2.9427936,1032,-0.15789473,0.14999999
12.544488,907.9312681510164,255,1830.04336810112,1.0724313,1033,-12.544488,-0.0014747279,,126.05372,0.14999999,40.19687,-3.4441936,-4.9125967,,400,6294.3496,,,937893,2.8485303e-09,113.402145,6.67197,10.0,6.0932717,10.309107,-1.0932716,-2.819567,1033,0.2631579,0.14999999
12.544488,907.6566731141199,255,1832.024866104126,0.89210254,1034,-12.544488,-0.004243346,9.961994e-25,126.05372,0.14999999,40.19726,-3.4435081,-4.913564,,400,6299.354,,,938517,2.8430232e-09,117.21283,6.67197,1.5789474,6.0922184,1.6749315,-1.0922184,-2.7682593,1034,-0.15789473,0.14999999
12.544488,907.7449275362319,255,1834.2079317569733,1.0216603,1035,-12.544488,-0.0016649023,,126.05372,0.14999999,40.18707,-3.4432395,-4.9145308,,400,6304.3555,,,939516,2.8375322e-09,116.252884,6.67197,-4.736842,6.0911646,-4.698518,-1.0911648,-3.0248492,1035,0.15789473,0.14999999
12.544488,907.8330115830116,255,1836.3506920337677,0.8889994,1036,-12.544488,-0.010922849,,126.05372,0.14999999,40.18085,-3.442749,-4.9154963,,400,6309.366,,,940515,2.8320568e-09,114.268196,6.67197,7.894737,6.090122,6.936334,-1.0901221,-2.9168236,1036,-0.57894737,0.14999999
12.544488,907.3413693346191,255,1838.1465826034546,0.99074644,1037,-12.544488,0.20355774,1.4795709e-19,126.05372,0.14999999,40.17492,-3.4425132,-4.9164615,,400,6314.163,,,940913,2.8265974e-09,119.966934,6.67197,-1.5789474,6.0888743,-1.5434725,-1.0888745,-3.0558572,1037,0.15789473,0.14999999
12.544488,907.4296724470134,255,1840.2658026218414,0.83756864,1038,-12.544488,-0.0043983464,,126.05372,0.14999999,40.133625,-3.4420304,-4.917425,,400,6319.167,,,941912,2.8211542e-09,121.72269,6.67197,-5.7894735,6.0878296,-6.1994476,-1.0878297,-2.8950343,1038,-0.2631579,0.14999999
12.544488,907.5178055822906,255,1842.3727524280548,1.2462133,1039,-12.544488,-0.23225401,3.6659734e-10,126.05372,0.14999999,40.100643,-3.4417324,-4.918388,,400,6324.3994,,,942911,2.8157263e-09,329.64114,6.67197,-0.5263158,6.0870066,0.5173472,-1.0870064,-2.942266,1039,1.0,0.14999999
12.544488,907.6057692307693,255,1844.4767897129059,1.005657,1040,-12.544488,-2.8475518,,126.05372,0.14999999,40.0708,-3.4419675,-4.91935,,400,6332.247,,,943910,2.810314e-09,122.03256,6.67197,-7.894737,6.0886993,-8.205161,-1.0886992,-3.8160207,1040,-0.2631579,0.14999999
12.544488,907.6935638808837,255,1846.553375005722,1.1176896,1041,-12.544488,-0.22461635,0.07506146,126.05372,0.14999999,40.059586,-3.4413218,-4.920311,,400,6337.4717,,,944909,2.8049172e-09,121.07591,6.67197,0.5263158,6.087869,0.36033508,-1.0878692,-2.7392218,1041,-0.2631579,0.14999999
12.544488,907.7811900191939,255,1848.6304244995117,0.74943924,1042,-12.544488,-0.020924857,,126.05372,0.14999999,40.038784,-3.440708,-4.9211993,,400,6342.4927,,,945908,2.7995364e-09,127.844765,6.67197,2.631579,6.0868454,1.3859307,-1.0868452,-2.871088,1042,-0.68421054,0.14999999
12.544488,907.8686481303931,255,1850.7315485477448,1.1015506,1043,-12.544488,-1.4917552,,126.05372,0.14999999,40.0189,-3.443916,-4.9221582,,400,6348.9844,,,946907,2.7941707e-09,116.09279,6.67197,-2.631579,6.0872335,-2.739927,-1.0872333,-6.5057044,1043,-0.2631579,0.14999999
12.544488,907.9559386973181,255,1852.8616364002228,0.8219019,1044,-12.544488,-0.09332908,1.4114531,126.05372,0.14999999,39.991714,-3.443337,-4.9231167,,400,6354.0776,,2.5288594e-38,947906,2.7888203e-09,123.03707,6.67197,-0.5263158,6.0862813,-1.2074238,-1.0862814,-2.9019852,1044,-0.36842105,0.14999999
