,Iteration,SqrtESSClassic,MISE,IWMin,Bound,TimestepsSoFar,IWFirstEpisode,IWNorm1,ReturnMin,DenMISELogLast,IWLastEpisode,DenMISELogFirst,target_sum_log_mean,ReturnLastEpisode,LQGsigma,ReturnStepMax,ReturnAbsMax,TimeElapsed,LQGmu1,IWMax,IWNorm2,URet,LQGmu01,DenMISEMeanLog,IWMean,ReturnMax,ReturnMean
236,237,5.001678500000001,9.047411,,9.393742,4740,,249.58147000000002,,-5.9489884,,16.033620000000003,-510.4664,9.36614,0.11,0.9999998999999999,17.235523,1875.4968657493591,0.419,11.563991,49.899544,10.264849985996856,0.045,10.894289,1.0530864,17.235523,13.724741
237,238,2.0118343999999997,9.483208,,10.344231,4760,,132.6125,,-2.6586804,,16.029410000000002,-725.5062,8.618478999999999,0.11,0.9999998999999999,17.235523,1886.6068551540372,-0.358,50.532875,65.916214,9.464490827177926,-0.037,10.837484,0.55719537,17.235523,13.703287
238,239,4.6453147,16.50768,,16.88058,4780,,231.15997000000002,,-14.686804,,16.025217,-792.1888,16.480824,0.11,0.9999998999999999,17.235523,1900.1014466285706,-0.484,14.973203,49.761963,18.24496797570821,-0.053,10.728701,0.9671965,17.235523,13.714907
239,240,2.7319293,11.5599985,,12.194069,4800,,162.98212,,15.12995,12.7088585,16.021042,-740.585,16.986705999999998,0.11,0.9999998999999999,17.235523,1911.2979340553284,-0.386,34.379314,59.65825,18.76271749510583,-0.041,10.746823,0.67909217,17.235523,13.728539999999999
240,241,4.765091,17.164573999999998,,17.5281,4820,,242.10301,,11.590245,0.00010862331,16.016884,-802.0913,17.066715,0.11,0.9999998999999999,17.235523,1924.8603699207306,-0.541,15.241266,50.807635999999995,18.84115431053885,-0.06,10.748880999999999,1.0045768,17.235523,13.742393
241,242,3.8699373999999995,16.59011,,17.037724,4840,,235.18076000000002,,19.312494,2.7042324999999998e-18,16.012743,-845.16986,17.197257999999998,0.11,0.9999998999999999,17.235523,1939.5107131004333,-0.958,22.920471,60.771202,18.97935515677393,-0.189,10.784208,0.9718213,17.235523,13.756668
242,243,3.973336,20.189991,,20.625956,4860,,287.70148,,13.274256,24.310965,16.00862,-836.56506,16.910664,0.11,0.9999998999999999,17.235523,1955.2015504837038,-0.924,29.733217,72.40804,18.681900873662194,-0.16,10.794222999999999,1.1839567,17.235523,13.769648000000002
243,244,4.1126002999999995,20.646841000000002,,21.068043,4880,,295.37384,,11.862421000000001,25.746304000000002,16.004513,-833.1461,17.087942,0.11,0.9999998999999999,17.235523,1969.1313614845278,-0.925,26.429071,71.82168,18.86473719544179,-0.161,10.799191,1.2105485,17.235523,13.783247
244,245,2.225493,15.581304999999999,,16.359665,4900,,226.87457,,18.351776,0.011589708,16.000422,-847.69965,17.135138,0.11,0.9999998999999999,17.235523,1983.5552008152008,-0.991,61.981552,101.94351,18.911498537411333,-0.265,10.830717,0.92601866,17.235523,13.796926999999998
245,246,4.6730027000000005,17.466202,,17.836891,4920,,256.33484,,15.573936999999999,14.807618,15.996348999999999,-851.8815300000001,16.661615,0.11,0.9999998999999999,17.235523,1999.966237783432,-0.997,17.333551,54.854416,18.397621560603746,-0.31,10.849399,1.0420114999999999,17.235523,13.808573
246,247,3.160409,16.416923999999998,,16.965029,4940,,241.6106,,13.667751999999998,16.748693,15.992292,-843.3244,16.838367,0.11,0.9999998999999999,17.235523,2016.8318779468536,-0.994,45.110775,76.44915999999999,18.58375777089046,-0.28,10.860889,0.9781805,17.235523,13.820839000000001
247,248,3.1222055,16.14611,,16.700922,4960,,238.35227999999998,,13.229120000000002,24.963694,15.988252,-838.79877,16.863861,0.11,0.9999998999999999,17.235523,2030.2970774173734,-0.993,38.29367,76.34099599999999,18.608255616692254,-0.274,10.870182000000002,0.9610979,17.235523,13.833110000000001
248,249,4.432859400000001,17.080267000000003,,17.471039,4980,,253.4497,,4.4231896,0.35265923,15.984228,-839.7146,16.774898999999998,0.11,0.9999998999999999,17.235523,2046.09809923172,-0.996,18.872845,57.175217,18.518755422766866,-0.299,10.843966,1.0178703000000002,17.235523,13.844925
249,250,3.3711754999999997,15.933786999999999,,16.447623999999998,5000,,238.60913,,13.792618,0.2731138,15.980220000000001,-849.56433,16.869239999999998,0.11,0.9999998999999999,17.235523,2059.6794261932373,-0.999,34.596573,70.779205,18.61067330376029,-0.38,10.855739,0.95443654,17.235523,13.857021
250,251,4.8293567,17.48653,,17.845219,5020,,261.54883,,13.865734,2.1743827000000002,15.976228,-833.6935,16.729670000000002,0.11,0.9999998999999999,17.235523,2074.8893129825587,-0.996,16.302538000000002,54.158108,18.456990077316227,-0.304,10.867408,1.0420272,17.235523,13.868466
251,252,3.3462934,15.87191,,16.389568,5040,,237.93741,,16.958834,26.628712,15.972252,-824.79913,16.839283,0.11,0.9999998999999999,17.235523,2090.8990619182587,-0.992,32.21165,71.10477,18.582419664739888,-0.271,10.891665,0.94419605,17.235523,13.880256
252,253,3.0840325,15.555851,,16.117529,5060,,233.76182999999997,,12.914517,33.836517,15.968291,-819.5181,16.88062,0.11,0.9999998999999999,17.235523,2102.5646963119507,-0.99,39.478508000000005,75.797455,18.61979201131868,-0.259,10.899302,0.9239598,17.235523,13.892114999999999
253,254,5.1569414,17.31756,,17.653463000000002,5080,,262.02716000000004,,15.045798999999999,4.222292400000001,15.964345999999999,-823.8285,17.024817000000002,0.11,0.9999998999999999,17.235523,2117.2649400234227,-0.996,14.451928,50.810577,18.785136146662435,-0.305,10.91517,1.031603,17.235523,13.904448
254,255,4.142793,18.457016,,18.875149,5100,,279.72424,,13.868707,21.388714,15.960417000000001,-816.3402,16.834608,0.11,0.9999998999999999,17.235523,2131.2703738212585,-0.994,24.587754999999998,67.52069,18.58041354285172,-0.28,10.926807,1.0969578000000002,17.235523,13.915938
255,256,4.0596824,15.629139000000002,,16.055832000000002,5120,,234.35863999999998,,11.799945,3.5166078,15.956503,-798.98834,17.10824,0.11,0.9999998999999999,17.235523,2148.146881103516,-0.959,22.990658,57.72832,18.877537875511976,-0.191,10.930475,0.91546345,17.235523,13.928408
256,257,4.474948,20.26013,,20.647226,5140,,305.25186,,18.27947,6.002885,15.952604000000001,-792.63245,17.045773999999998,0.11,0.9999998999999999,17.235523,2162.0116159915924,-0.937,19.238638,68.2135,18.825647112930035,-0.169,10.958654,1.1877505,17.235523,13.940538
257,258,4.149356,15.415428,,15.832899,5160,,232.53409,,16.64923,8.661064e-05,15.948720999999999,-767.4052,17.166567,0.11,0.9999998999999999,17.235523,2178.6588788032527,-0.612,21.484163,56.041008,18.94687827568067,-0.071,10.981316,0.9012949,17.235523,13.953043
258,259,4.9515495000000005,16.738409,,17.088245,5180,,253.83386000000002,,15.155491,0.48980638,15.944853,-745.4783,17.068939999999998,0.11,0.9999998999999999,17.235523,2190.5640466213226,-0.507,13.839084,51.263523,18.84724198567338,-0.056,10.99697,0.98005354,17.235523,13.965073
259,260,3.2239645,17.991804000000002,,18.529104,5200,,273.7285,,11.133797999999999,2.8702667000000002e-08,15.940999,-772.6762,17.130592,0.11,0.9999998999999999,17.235523,2205.1704578399663,-0.757,34.381527,84.90431,18.90883333738219,-0.099,10.9973545,1.0528018,17.235523,13.977248000000001
260,261,4.5935825999999995,18.702868,,19.079966,5220,,286.0219,,12.536333,0.014932403,15.937160500000001,-781.7913,17.127914,0.11,0.9999998999999999,17.235523,2218.6554262638087,-0.947,16.848774,62.265544999999996,18.907257705231537,-0.178,11.00327,1.0958694,17.235523,13.989320000000001
261,262,3.2981517,18.194354999999998,,18.719568,5240,,279.17828,,10.752106,0.29654250000000004,15.933335999999999,-773.071,16.979536,0.11,0.9999998999999999,17.235523,2234.2642631530757,-0.882,46.828,84.64689,18.75083850832827,-0.138,11.00258,1.065566,17.235523,14.000732000000001
262,263,4.8088713,19.877275,,20.237492,5260,,306.40387000000004,,9.517658,9.814961,15.929526000000001,-774.97235,17.120720000000002,0.11,0.9999998999999999,17.235523,2244.2510895729065,-0.941,16.246939,63.716377,18.898333102892934,-0.173,10.997007,1.1650337,17.235523,14.012595000000001
263,264,4.992198999999999,16.206858,,16.553846,5280,,250.60419,,11.800116000000001,2.1583089e-08,15.925732,-726.4854,16.999409,0.11,0.9999998999999999,17.235523,2261.2798492908482,-0.489,14.236505,50.199158000000004,18.77367758307827,-0.053,11.000575,0.94925827,17.235523,14.02391
264,265,5.001699400000001,16.62024,,16.966568,5300,,257.6619,,12.075041,11.135542,15.921951000000002,-737.73035,17.064182000000002,0.11,0.9999998999999999,17.235523,2278.179689407349,-0.549,14.297323,51.51487,18.841595775155767,-0.062,11.004380000000001,0.97230905,17.235523,14.035382
265,266,5.2501774,16.783354,,17.113293,5320,,261.45685,,15.430423000000001,10.629479,15.918184,-724.2978,17.024815,0.11,0.9999998999999999,17.235523,2293.9350154399867,-0.501,12.722708,49.799620000000004,18.801871347423734,-0.055,11.020853,0.98292047,17.235523,14.046619
266,267,5.2709703,16.574142000000002,,16.902779000000002,5340,,259.2488,,18.960556,11.532306,15.914432000000001,-717.02936,17.078447,0.11,0.9999998999999999,17.235523,2313.558989286423,-0.485,12.753039999999999,49.184265,18.856798748318397,-0.053,11.0504675,0.9709693000000001,17.235523,14.057976000000002
267,268,3.3743205,18.348067999999998,,18.861427,5360,,287.65738,,13.432316,6.2007484e-09,15.910694,-749.84045,17.096535,0.11,0.9999998999999999,17.235523,2327.670988559723,-0.766,34.34479,85.24898,18.87480738501107,-0.101,11.059192999999999,1.0733483999999998,17.235523,14.069314000000002
268,269,5.0133605,15.394086999999999,,15.739610999999998,5380,,242.22696000000002,,17.54326,0.07975224,15.906969,-729.2981599999999,17.137135,0.11,0.9999998999999999,17.235523,2343.1051788330083,-0.565,13.498842000000002,48.316284,18.91862903392209,-0.064,11.0834,0.9004719999999999,17.235523,14.080718
269,270,4.885192,16.370989,,16.725578,5400,,259.03192,,18.569113,10.3234625,15.903258,-697.3722,17.18595,0.11,0.9999998999999999,17.235523,2356.520741701126,-0.45,16.455067,53.0239,18.968211526079827,-0.048,11.110705000000001,0.95937747,17.235523,14.092217999999999
270,271,5.495986,16.8927,,17.207882,5420,,268.13732999999996,,17.84835,10.943774000000001,15.899562,-704.9078400000001,17.050882,0.11,0.9999998999999999,17.235523,2369.855216026306,-0.48,12.2235985,48.78785,18.828383348530927,-0.052,11.135357,0.9894366,17.235523,14.103136
271,272,4.0955877,12.344571,,12.767522999999999,5440,0.037607495,205.58083,,8.180981,2.36534e-19,15.895879,-413.1436,17.021957,0.11,0.9999998999999999,17.235523,2381.030473232269,-0.151,17.152575,50.195683,18.79815805077759,-0.015,11.124404,0.75581187,17.235523,14.113868
272,273,2.3554034,17.828829000000002,,18.564259,5460,5.2587884e-15,289.19583,,9.789009,54.71105,15.892347000000001,-504.2468,16.824285999999997,0.11,0.9999998999999999,17.235523,2398.2021243572235,-0.217,70.23283,122.77973999999999,18.591061332067774,-0.022,11.118565,1.0593253,17.235523,14.123795999999999
273,274,3.6686822999999995,20.012373,,20.48454,5480,,320.7974,,10.948002,,15.888691,-736.2494,16.702667,0.11,0.9999998999999999,17.235523,2417.007163286209,-0.812,33.73464,87.44213,18.466606447572502,-0.113,11.117841,1.1707934,17.235523,14.133207999999998
274,275,2.610884,15.979961,,16.643429,5500,,259.2437,,7.5534215,1.0710064e-13,15.885048000000001,-752.75195,16.870601999999998,0.11,0.9999998999999999,17.235523,2431.4349100589748,-0.983,52.82415400000001,99.293465,18.64444543006521,-0.232,11.105334,0.94270444,17.235523,14.143163000000001
275,276,4.8685007,18.384514000000003,,18.740318,5520,,297.38403,,13.819085000000001,3.0868363,15.881418,-740.8804299999999,17.04417,0.11,0.9999998999999999,17.235523,2443.5369017124176,-0.947,15.803675,61.083290000000005,18.81516237050795,-0.178,11.114752000000001,1.0774784,17.235523,14.153672
276,277,5.038285,19.568087,,19.911901,5540,,317.69592,,10.423876,12.217772,15.877801000000002,-737.02155,17.080694,0.11,0.9999998999999999,17.235523,2458.4725937843327,-0.938,15.722122,63.056366000000004,18.85543808230452,-0.171,11.112458,1.1469167,17.235523,14.16424
277,278,3.8818309999999996,16.944729000000002,,17.390970000000003,5560,,279.74768,,18.023858999999998,8.774058e-06,15.874198000000002,-751.52734,17.058699,0.11,0.9999998999999999,17.235523,2475.7257659435268,-0.992,26.99775,72.06591,18.833510467963915,-0.272,11.137764,1.0062866,17.235523,14.174651
278,279,2.889722,14.917770999999998,,15.517219,5580,,245.52953,,10.119330999999999,0.079436764,15.870607000000001,-742.21875,16.885054,0.11,0.9999998999999999,17.235523,2494.220211029053,-0.983,40.8602,84.966484,18.62534140194391,-0.235,11.1340275,0.88003415,17.235523,14.184365
279,280,5.181856,19.748708999999998,,20.082995999999998,5600,,324.11053,,12.555759,2.5957105,15.867029,-729.06445,16.994135,0.11,0.9999998999999999,17.235523,2510.65554189682,-0.938,15.025923,62.547188,18.75451145282804,-0.171,11.138531,1.1575376,17.235523,14.194401000000001
280,281,5.293874,18.90609,,19.233304999999998,5620,,311.3848,,15.497705999999999,11.3009815,15.863464000000002,-727.3058,17.051662,0.11,0.9999998999999999,17.235523,2528.130763053894,-0.945,13.855564000000001,58.81984,18.82549569348432,-0.176,11.154525,1.1081309,17.235523,14.204569000000001
281,282,5.276345,20.57819,,20.906492,5640,,340.075,,12.983072,14.922460999999998,15.859912,-722.83276,17.116528,0.11,0.9999998999999999,17.235523,2545.9625375270844,-0.93,17.166420000000002,64.45277,18.891845955306216,-0.164,11.161324,1.2059398000000001,17.235523,14.214895
282,283,5.199592,20.113386,,20.446535,5660,,333.5408,,7.447100999999999,4.5160103,15.856372,-719.5722,17.08804,0.11,0.9999998999999999,17.235523,2558.7416162490845,-0.923,18.62968,64.14749,18.857334068393648,-0.16,11.148843,1.1785895,17.235523,14.225048000000001
283,284,5.4049864,18.107351,,18.42784,5680,,301.34393,,12.811615,13.147667000000002,15.852844000000001,-720.4167,17.063543,0.11,0.9999998999999999,17.235523,2571.469207048416,-0.951,14.777865,55.75295,18.835437372380387,-0.183,11.155246,1.0610701999999999,17.235523,14.235042000000002
284,285,3.7699027000000003,18.084328,,18.543817999999998,5700,,301.64905,,8.414707,0.0016859188,15.849329999999998,-708.2961,16.957964,0.11,0.9999998999999999,17.235523,2585.581628084183,-0.82,29.619120000000002,80.01507600000001,18.727688357092536,-0.115,11.145783,1.0584177,17.235523,14.2445965
285,286,3.6675544,14.340073,,14.812386499999999,5720,,240.53853999999998,,11.699383000000001,0.03648229,15.845826999999998,-718.7055,17.220535,0.11,0.9999998999999999,17.235523,2604.181156873703,-0.969,31.978142,65.58554000000001,19.001604479227172,-0.204,11.1477995,0.84104383,17.235523,14.255002
286,287,3.5158195,14.743167999999999,,15.235866,5740,,248.41122000000001,,12.49388,24.493603,15.842336999999999,-717.1365,17.011983999999998,0.11,0.9999998999999999,17.235523,2621.367233991623,-0.972,33.396797,70.65528,18.76983929352694,-0.21,11.151855,0.8655443000000002,17.235523,14.264607
287,288,5.5873237,17.625675,,17.935705,5760,,297.49823,,11.987126,9.006775,15.838859,-710.4456,17.095903,0.11,0.9999998999999999,17.235523,2635.302205324173,-0.953,13.950045999999999,53.245213,18.86755949529029,-0.184,11.154196,1.03298,17.235523,14.274438
288,289,4.117001999999999,15.715971,,16.136723,5780,,266.44347999999997,,15.127215,18.459267,15.835392,-711.2302,16.995179999999998,0.11,0.9999998999999999,17.235523,2651.573256492615,-0.969,26.387012,64.71784,18.766474972390622,-0.205,11.168004,0.92194974,17.235523,14.283852
289,290,5.7246255999999995,19.393625,,19.696218,5800,,329.6405,,16.579657,2.3542363999999996,15.831938000000001,-702.9431,17.086026999999998,0.11,0.9999998999999999,17.235523,2667.3243148326874,-0.934,13.773198,57.582893000000006,18.857599214206235,-0.167,11.186319000000001,1.1366913,17.235523,14.293514000000002
290,291,5.785639,19.188568,,19.48797,5820,,327.2541,,14.374951000000001,7.7868905,15.828496,-700.2773,17.09106,0.11,0.9999998999999999,17.235523,2681.2459564208984,-0.932,13.794001000000002,56.563175,18.866174502107114,-0.166,11.197686000000001,1.1245846000000002,17.235523,14.30313
291,292,5.9613013,19.334991,,19.625572000000002,5840,,330.93002,,10.861106,11.715622,15.825064999999999,-698.22577,17.017078,0.11,0.9999998999999999,17.235523,2695.5889766216283,-0.935,12.240969,55.51305,18.787496866026725,-0.168,11.196904,1.133322,17.235523,14.312425
292,293,4.87561,17.411417,,17.766703,5860,,298.8105,,15.969512,0.5598221,15.821647,-693.2887,17.142426,0.11,0.9999998999999999,17.235523,2714.001854896545,-0.907,25.040685999999997,61.28679,18.915340206685165,-0.15,11.213593,1.0198311,17.235523,14.3220825
293,294,6.2041345,19.340510000000002,,19.619717,5880,,333.18958,,19.972244,8.797143,15.818239000000002,-693.953,17.195347,0.11,0.9999998999999999,17.235523,2733.086319446564,-0.941,10.859334,53.704440000000005,18.9751150223758,-0.173,11.243385,1.1332978999999999,17.235523,14.331855
294,295,6.254611,19.247322,,19.524275,5900,,332.6584,,13.9683485,10.012248,15.814843,-691.1213,17.167177,0.11,0.9999998999999999,17.235523,2751.40789103508,-0.937,10.760645,53.186104,18.944197653875566,-0.17,11.253026,1.1276555,17.235523,14.341467999999999
295,296,3.3106787000000004,15.393552,,15.916779,5920,,268.10623,,13.607362,1.3434044,15.81146,-697.2534,17.118303,0.11,0.9999998999999999,17.235523,2762.412493944168,-0.98,38.66338,80.982254,18.89111197019353,-0.225,11.261362,0.9057643,17.235523,14.350848000000001
296,297,6.3987093,19.257158,,19.527874,5940,,335.06497,,14.376707000000001,4.198866000000001,15.808086,-686.4089,17.073868,0.11,0.9999998999999999,17.235523,2781.123737573624,-0.938,10.431435,52.364464,18.84762876094686,-0.17,11.271421,1.1281649,17.235523,14.360016
297,298,5.671532,17.093006,,17.398432,5960,,298.32785,,11.216689,8.4822996e-11,15.804726,-647.5683,17.113394,0.11,0.9999998999999999,17.235523,2799.72740983963,-0.493,12.340482000000002,52.600930000000005,18.8908640346452,-0.054,11.271624000000001,1.0011002,17.235523,14.369254999999999
298,299,4.3625680000000004,15.010059,,15.407127,5980,,263.20502,,13.688714000000001,4.502655,15.801375,-621.7339,17.079279999999997,0.11,0.9999998999999999,17.235523,2817.429939508438,-0.418,22.102226,60.33259,18.858365706840488,-0.044,11.279666,0.8802843000000001,17.235523,14.378319
299,300,2.3940818,16.603487,,17.327036,6000,1.3793274e-19,295.44522,,14.441704000000001,1.6866207999999998,15.798036999999999,-486.6847,17.082767,0.11,0.9999998999999999,17.235523,2835.311581850052,-0.235,76.95088,123.40648,18.86138195184835,-0.024,11.289746000000001,0.9848174000000001,17.235523,14.387334
300,301,1.7088543999999999,17.536345999999998,,18.550028,6020,3.3628296e-32,311.3503,,6.587884,121.22293,15.794707999999998,-527.6120599999999,16.924437,0.11,0.9999998999999999,17.235523,2855.816948890686,-0.277,132.79066,182.19826,18.69501082561701,-0.028,11.27383,1.0343864,17.235523,14.395762
301,302,2.8336859,15.568857000000001,,16.180159,6040,1.3479558999999999e-12,280.44843,,14.95173,1.5477864,15.791392000000002,-452.7206,16.928387,0.11,0.9999998999999999,17.235523,2872.643224954605,-0.208,47.913696,98.96948,18.70145037659069,-0.021,11.28565,0.92863715,17.235523,14.404148000000001
302,303,4.5190425,13.540645000000001,,13.923964000000002,6060,,240.0195,,13.038715,7.012278e-37,15.788085999999998,-655.2277,16.619717,0.11,0.9999998999999999,17.235523,2889.024058818817,-0.609,20.422104,53.11291,18.37379223527184,-0.071,11.291043,0.7921436,17.235523,14.411462
303,304,4.918069,17.498316,,17.850534,6080,18.411479999999997,338.35602,,11.453478,1.1967714e-28,15.784791,-335.20178,17.191439000000003,0.11,0.9999998999999999,17.235523,2908.126466274261,-0.114,18.512241,68.79855,18.972856909577914,-0.011,11.290851,1.1130133,17.235523,14.420606
304,305,2.303033,6.4051595,,7.1573133,6100,,224.44104,,0.088004224,,15.840307999999999,-437.64023,16.1769,0.11,0.9999998999999999,17.235523,2924.5707247257233,0.302,70.10013000000001,97.454544,17.88955014944612,0.031,11.254415,0.73587227,17.235523,14.426364000000001
305,306,1.8046118000000002,7.997965299999999,,8.957859,6120,,279.3613,,-14.933906,0.0018448210999999998,15.837034,-374.94167999999996,8.826866,0.11,0.9999998999999999,17.235523,2943.0462510585785,0.239,96.56687,154.8041,9.684986171618572,0.024,11.167824000000001,0.9129454,17.235523,14.408066
306,307,2.6161797000000004,7.768072599999999,,8.430197,6140,,273.87527,,9.116605999999999,51.899162,15.833772,-431.40295,8.702652,0.11,0.9999998999999999,17.235523,2961.931992292404,0.298,51.899162,104.68519,9.560047450871778,0.031,11.160515,0.8921019,17.235523,14.389482000000001
307,308,3.3429565,6.322309,,6.8404837,6160,,225.87793,,12.603274,0.014142838999999999,15.830520000000002,-480.14275999999995,8.73349,0.11,0.9999998999999999,17.235523,2979.755329847336,0.355,35.5905,67.56831,9.592232451640816,0.037,11.1646805,0.7333699,17.235523,14.371118
308,309,4.854833,7.8791227,,8.2359295,6180,,283.69403,,14.600313,6.33539,15.827278,-551.71686,8.612241000000001,0.11,0.9999998999999999,17.235523,2996.606124639511,0.454,15.68733,58.435382999999995,9.458758547533533,0.049,11.174868,0.91810364,17.235523,14.352481
309,310,2.9999747,4.3146873,,4.892103700000001,6200,,154.77852,,13.838021,8.715715,15.824047,-459.45197,8.621367,0.11,0.9999998999999999,17.235523,3019.8918962478638,0.334,34.17822,51.593272999999996,9.468622120627481,0.035,11.183144,0.49928555,17.235523,14.333994
310,311,4.120046,5.797999999999999,,6.2184405,6220,,210.3175,,8.485535,0.04829333,15.820827,-575.4803,8.647537,0.11,0.9999998999999999,17.235523,3040.827118873596,0.498,22.638798,51.047367,9.500696146371196,0.055,11.172823,0.6762621,17.235523,14.315709
311,312,4.971915,7.602564999999999,,7.950968700000001,6240,,276.40314,,16.883512,12.818482000000001,15.817616000000001,-549.059,8.575612,0.11,0.9999998999999999,17.235523,3053.82892870903,0.458,14.943666,55.592895999999996,9.421856337703444,0.049,11.190052,0.8859075000000001,17.235523,14.297310000000001
312,313,5.0083456,9.787115,,10.132985000000001,6260,,355.9341,,15.333348,18.152573,15.814417,-499.04114000000004,8.615173,0.11,0.9999998999999999,17.235523,3071.4492938518524,0.389,19.137772000000002,71.0682,9.463386126315322,0.041,11.20288,1.1371697,17.235523,14.279157000000001
313,314,5.370025599999999,9.552169000000001,,9.874742999999999,6280,,348.72275,,14.634395999999999,5.9437203,15.811226999999999,-505.78842000000003,8.570846000000001,0.11,0.9999998999999999,17.235523,3087.918168067932,0.4,15.409811999999999,64.93875,9.410293858633873,0.042,11.214171,1.110582,17.235523,14.260979
314,315,2.0610597,8.589385,,9.429844000000001,6300,,309.0044,,16.592717999999998,6.460693e-10,15.808047,-370.2612,8.60595,0.11,0.9999998999999999,17.235523,3105.5424032211304,0.245,87.91805,149.925,9.45225888633887,0.025,11.231537,0.9809663000000001,17.235523,14.243025
315,316,4.0297856,15.854458,,16.284315,6320,5.4118037,326.63428,,11.809375,,15.804877,-337.29016,8.805977,0.11,0.9999998999999999,17.235523,3124.548972129822,-0.089,29.900118,81.055,9.672539894477312,-0.009,11.233005,1.0336528,17.235523,14.22582
316,317,3.0373857,14.574998,,15.145303,6340,7.528323e-05,323.97885,,-14.969242000000001,3.9850466e-08,15.818698999999999,-292.01223999999996,15.286842000000002,0.11,0.9999998999999999,17.235523,3139.0766780376434,-0.052,51.604126,106.66372,16.959713384564303,-0.005,11.150359,1.0220153,17.235523,14.229166000000001
317,318,4.9150567,16.74062,,17.093054000000002,6360,20.365175,340.33977999999996,,9.127253999999999,0.20420007,15.81555,-361.52347000000003,15.267660999999999,0.11,0.9999998999999999,17.235523,3162.4253759384155,-0.109,20.365175,69.24432,16.910819518570367,-0.011,11.143908,1.0702508999999998,17.235523,14.232431
318,319,3.394766,8.710421,,9.220687,6380,,308.64035,,8.6845875,,15.874483999999999,-257.05147999999997,14.749259,0.11,0.9999998999999999,17.235523,3181.803179502487,0.117,39.53631,90.91653000000001,16.35626636336707,0.012,11.136352,0.9675246,17.235523,14.234051999999998
319,320,1.932479,19.010754000000002,,19.907132999999998,6400,7.3953426e-38,358.6129,,-14.978567000000002,,15.871354,-599.23364,9.260632000000001,0.11,0.9999998999999999,17.235523,3202.003683567047,-0.295,158.59288,185.57144,10.146011412873113,-0.03,11.054525,1.1206653,17.235523,14.218511
320,321,2.6375062000000002,14.298695,,14.955464000000001,6420,,269.29114,,-14.981782,3.5839573999999997e-20,15.868234,-647.7423,16.409520999999998,0.11,0.9999998999999999,17.235523,3221.441799879074,-0.358,64.92062,102.10065999999999,18.16598657162145,-0.037,10.973379,0.8389131999999999,17.235523,14.225335999999999
321,322,4.883089,15.7383995,,16.093142,6440,,297.04504,,14.98865,19.113970000000002,15.865124,-682.5155599999999,17.121016,0.11,0.9999998999999999,17.235523,3238.156529188156,-0.428,19.113970000000002,60.83138,18.898998995117573,-0.046,10.98521,0.92250013,17.235523,14.234329
322,323,4.3232017,14.466975,,14.867659,6460,,274.01782000000003,,10.560038,4.3487554,15.862023,-669.6489,16.940004000000002,0.11,0.9999998999999999,17.235523,3256.1696438789368,-0.404,23.27225,63.383076,18.715228232092727,-0.043,10.983606,0.8483523999999999,17.235523,14.242706
323,324,5.6666620000000005,15.764754,,16.070442,6480,,298.96143,,15.736754999999999,0.03272354,15.858932000000001,-709.7989,17.013878,0.11,0.9999998999999999,17.235523,3277.034013748169,-0.539,13.591669,52.75794200000001,18.790033606384767,-0.06,10.997755999999999,0.92272043,17.235523,14.251259
324,325,5.852566,16.825134,,17.121113,6500,,320.39917,,8.358544,6.586726700000001,15.85585,-690.2997,17.1549,0.11,0.9999998999999999,17.235523,3294.9560487270355,-0.468,13.657351,54.74508,18.933692278489186,-0.051,10.989362,0.9858435999999999,17.235523,14.260192000000002
325,326,5.985705,16.74309,,17.032486,6520,,319.52002000000005,,16.859716,10.446966,15.8527775,-701.71625,17.100008,0.11,0.9999998999999999,17.235523,3316.0579676628113,-0.521,11.8692875,53.380516,18.878534215830303,-0.058,11.007288,0.98012275,17.235523,14.268904000000001
326,327,5.7916017,16.180363,,16.479457999999997,6540,,310.07886,,13.994314000000001,1.5438958,15.849715,-681.4165,16.942695999999998,0.11,0.9999998999999999,17.235523,3330.1357560157776,-0.454,13.970882000000001,53.539393999999994,18.719081374959718,-0.049,11.016325,0.9482533999999999,17.235523,14.277080999999999
327,328,6.142116000000001,16.885360000000002,,17.167386999999998,6560,,324.4743,,12.843604,10.805646000000001,15.846662,-685.76306,17.081059,0.11,0.9999998999999999,17.235523,3352.6455297470093,-0.474,11.943719,52.827769999999994,18.85940697342396,-0.052,11.021703,0.9892509,17.235523,14.285629
328,329,3.06775,16.015933999999998,,16.580593,6580,4.1303383999999994e-12,314.9796,,12.673892,1.0122396000000001e-07,15.843617000000002,-483.86102,17.066778,0.11,0.9999998999999999,17.235523,3370.193612098694,-0.205,45.126396,102.67448,18.844093582442635,-0.021,11.026659,0.9573848,17.235523,14.294082000000001
329,330,4.954237,15.979053,,16.3287,6600,19.465027,338.2398,,15.180679000000001,6.726679e-05,15.840582999999999,-346.8164,16.531887,0.11,0.9999998999999999,17.235523,3389.697588682175,-0.105,19.465027,68.272835,18.280694535235018,-0.011,11.038985,1.0249690999999999,17.235523,14.300862
330,331,6.2873254,16.92513,,17.200644,6620,,328.06628,,13.709814999999999,,15.894867999999999,-688.67975,15.733147,0.11,0.9999998999999999,17.235523,3406.6604495048523,-0.506,10.710294000000001,52.17899,17.41996477732274,-0.056,11.047071,0.9911368,17.235523,14.30519
