,TimestepsSoFar,DenMISELogLast,DenMISEMeanLog,Iteration,URet,IWMin,ReturnMax,LQGmu01,IWMax,ReturnStepMax,IWNorm2,DenMISELogFirst,SqrtESSClassic,target_sum_log_mean,Bound,IWLastEpisode,IWNorm1,IWMean,ReturnMean,TimeElapsed,IWFirstEpisode,ReturnMin,MISE,LQGmu1,ReturnLastEpisode,ReturnAbsMax,LQGsigma
256,5140,18.452642,15.75985,257,9.342696745406528,,15.807039999999999,1.0,1.0158136,0.99233466,16.12549,9.235621,15.874506,-1.3576837,8.593942,1.0158076999999999,255.98418999999998,0.99604744,8.634659,1171.0539276599886,,,8.493865,1.0,8.507154,15.807039999999999,0.11
257,5160,15.776060999999999,15.759897,258,9.418270215950947,,15.807039999999999,1.0,1.0157516,0.99233466,16.156462,9.231738,15.905972,-1.2912133,8.594063,1.0157458000000001,256.98422,0.9960629000000001,8.634428,1184.8440129756927,,,8.4941845,1.0,8.57502,15.807039999999999,0.11
258,5180,13.223148000000002,15.750088,259,9.389726464645108,,15.807039999999999,1.0,1.0156896,0.99233466,16.187376,9.227869,15.937377,-1.2351131000000002,8.594089,1.0156828000000002,257.9843,0.99607843,8.634103999999999,1196.3243556022646,,,8.494407,1.0,8.550609,15.807039999999999,0.11
259,5200,16.645998000000002,15.753518,260,9.334661691264431,,15.807039999999999,1.0,1.0156286,0.99233466,16.218232999999998,9.224015,15.968713000000001,-1.16628,8.593908,1.0156276,258.9843,0.9960935,8.633582,1209.2106218338013,,,8.494422,1.0,8.498702999999999,15.807039999999999,0.11
260,5220,15.759782999999999,15.753529,261,9.364643473484184,,15.807039999999999,1.0,1.0155675,0.99233466,16.249029999999998,9.220177,15.999998000000001,-1.1013701,8.593839,1.0155637,259.98444,0.99610895,8.633172,1223.4319188594818,,,8.494547,1.0,8.526283,15.807039999999999,0.11
261,5240,19.109602,15.766322,262,9.345260365451663,,15.807039999999999,1.0,1.0155075,0.99233466,16.279768,9.216352,16.031216,-1.0241703000000002,8.593688,1.0155075,260.98447000000004,0.9961239,8.632684,1234.2133116722107,,,8.494589999999999,1.0,8.5054455,15.807039999999999,0.11
262,5260,18.086637,15.775129999999999,263,9.349741359580019,,15.807039999999999,1.0,1.0154475,0.99233466,16.310446,9.212543499999999,16.062378,-0.95144725,8.593558999999999,1.0154417,261.98456,0.996139,8.632223,1250.2725355625153,,,8.494653,1.0,8.511397,15.807039999999999,0.11
263,5280,13.720785000000001,15.767334,264,9.406106343590674,,15.807039999999999,1.0,1.0153884,0.99233466,16.341068,9.208748,16.093473,-0.89581263,8.593642,1.0153865,262.98456,0.99615365,8.631971,1263.7171549797058,,,8.494927,1.0,8.565621,15.807039999999999,0.11
264,5300,14.690803,15.763255,265,9.328854701347664,,15.807039999999999,1.0,1.0153294,0.99233466,16.371634,9.2049675,16.124514,-0.8369379000000001,8.593451,1.0153245000000002,263.98462,0.9961684000000001,8.631453,1279.08904504776,,,8.4949255,1.0,8.494518,15.807039999999999,0.11
265,5320,9.448264,15.7395,266,9.312556708995078,,15.807039999999999,1.0,1.0152712,0.99233466,16.402142,9.201201,16.155497,-0.7982148,8.593202999999999,1.0152683,264.98474,0.9961832,8.630881,1292.1859395503998,,,8.494866,1.0,8.479451,15.807039999999999,0.11
266,5340,17.323245999999997,15.745419,267,9.378419257079763,,15.807039999999999,1.0,1.0152131,0.99233466,16.432592,9.197449,16.186417000000002,-0.73028773,8.593167999999999,1.0152131,265.9848,0.99619776,8.630523,1305.5225121974945,,,8.49502,1.0,8.535376,15.807039999999999,0.11
267,5360,13.170414000000001,15.735795999999999,268,9.40030417229546,,15.807039999999999,1.0,1.0151550999999999,0.99233466,16.462989999999998,9.193710000000001,16.217281,-0.6783634,8.593213,1.015153,266.98492000000005,0.9962124,8.630245,1318.9582908153536,,,8.495252,1.0,8.556154,15.807039999999999,0.11
268,5380,15.335492000000002,15.734295000000001,269,9.349677200151591,,15.807039999999999,1.0,1.0150989,0.99233466,16.493334,9.189986,16.248074,-0.6187767,8.5931015,1.0150969,267.9849,0.9962264000000001,8.629817,1333.9912729263306,,,8.495325999999999,1.0,8.5148735,15.807039999999999,0.11
269,5400,18.125362,15.743135,270,9.371834122913016,,15.807039999999999,1.0,1.0150417999999999,0.99233466,16.523615,9.1862755,16.278822,-0.54929876,8.593055999999999,1.0150388000000001,268.985,0.9962407,8.629455,1346.9404320716858,,,8.495464,1.0,8.532107,15.807039999999999,0.11
270,5420,14.830664,15.739754999999999,271,9.36442436722576,,15.807039999999999,1.0,1.0149857,0.99233466,16.553843,9.182578,16.309504999999998,-0.49249133,8.592994000000001,1.0149789,269.985,0.99625456,8.62908,1360.5842800140379,,,8.495586,1.0,8.527901,15.807039999999999,0.11
271,5440,17.817425,15.747376999999998,272,9.354658586864156,,15.807039999999999,1.0,1.0149295,0.99233466,16.584015,9.178894999999999,16.340137,-0.42512107,8.592899000000001,1.0149245999999998,270.98508,0.9962687,8.628675999999999,1373.602829694748,,,8.495674000000001,1.0,8.519418,15.807039999999999,0.11
272,5460,13.3608,15.738620999999998,273,9.432599814713576,,15.807039999999999,1.0,1.0148743,0.99233466,16.614138,9.175225,16.3707,-0.37456918,8.593061,1.0148694999999999,271.98508,0.99628234,8.628528999999999,1389.817179441452,,,8.496018,1.0,8.588376,15.807039999999999,0.11
273,5480,14.389759,15.733687,274,9.328600555493644,,15.807039999999999,1.0,1.0148191,0.99233466,16.644201000000002,9.171569,16.401218,-0.32063115,8.592877,1.0148114,272.98517000000004,0.9962962,8.628042,1407.3549950122833,,,8.496015,1.0,8.494878,15.807039999999999,0.11
274,5500,12.096032000000001,15.720444,275,9.322432847776867,,15.807039999999999,1.0,1.014764,0.99233466,16.674210000000002,9.167926,16.43168,-0.27542648,8.592661,1.0147610999999999,273.9853,0.9963101999999999,8.627524000000001,1421.39120554924,,,8.495977,1.0,8.485728,15.807039999999999,0.11
275,5520,16.024310999999997,15.721532999999999,276,9.381445199379472,,15.807039999999999,1.0,1.0147098,0.99233466,16.70417,9.164296,16.462073999999998,-0.21631667,8.592641,1.0147059,274.9853,0.9963235,8.627203999999999,1435.180674791336,,,8.496137,1.0,8.539147,15.807039999999999,0.11
276,5540,20.814981,15.739906,277,9.377151110919042,,15.807039999999999,1.0,1.0146556,0.99233466,16.734070000000003,9.160680000000001,16.492424,-0.14033888,8.592614,1.0146537,275.98537999999996,0.9963370999999999,8.62688,1449.1442415714264,,,8.496286999999999,1.0,8.537505,15.807039999999999,0.11
277,5560,14.113807999999999,15.734045000000002,278,9.426071347159986,,15.807039999999999,1.0,1.0146024,0.99233466,16.763916000000002,9.157076,16.52271,-0.08901286,8.592742999999999,1.0146005,276.98535,0.99635017,8.626711,1467.9221985340118,,,8.4965925,1.0,8.579889,15.807039999999999,0.11
278,5580,16.992369,15.738542,279,9.412890402209324,,15.807039999999999,1.0,1.0145491,0.99233466,16.793718,9.153485,16.552942,-0.027737416,8.592839999999999,1.0145434000000002,277.98544,0.9963636,8.626513000000001,1482.27636551857,,,8.496865,1.0,8.571518,15.807039999999999,0.11
279,5600,14.198424,15.733026999999998,280,9.402406036754181,,15.807039999999999,1.0,1.0144969000000001,0.99233466,16.823458,9.149908,16.583128,0.023121752000000002,8.592888,1.0144911,278.98557,0.9963770000000001,8.626269,1496.1807494163513,,,8.4970875,1.0,8.5583725,15.807039999999999,0.11
280,5620,17.032401999999998,15.737641,281,9.40317487361693,,15.807039999999999,1.0,1.0144447,0.99233466,16.853153,9.146342,16.613243,0.08370407,8.592949,1.0144408,279.98553,0.9963898000000001,8.62604,1511.738231420517,,,8.497322,1.0,8.561941000000001,15.807039999999999,0.11
281,5640,18.587367999999998,15.747732000000001,282,9.344269164874367,,15.807039999999999,1.0,1.0143925,0.99233466,16.88279,9.14279,16.643320000000003,0.14937057,8.592811,1.0143847,280.98566,0.99640304,8.625617,1524.4664134979248,,,8.497356,1.0,8.506494,15.807039999999999,0.11
282,5660,6.741911999999999,15.715897,283,9.34245908203972,,15.807039999999999,1.0,1.0143411,0.99233466,16.912374,9.139251,16.673332000000002,0.17271613,8.592664,1.0143359,281.98562999999996,0.9964156,8.625192,1535.4718556404114,,,8.497382,1.0,8.505230000000001,15.807039999999999,0.11
283,5680,16.06356,15.717107999999998,284,9.394203289071369,,15.807039999999999,1.0,1.0142898999999999,0.99233466,16.941912,9.135722999999999,16.703293,0.22871979,8.592694999999999,1.014286,282.98572,0.9964286,8.624939,1550.294552564621,,,8.497584,1.0,8.553558,15.807039999999999,0.11
284,5700,17.17016,15.722194,285,9.381733214614368,,15.807039999999999,1.0,1.0142395,0.99233466,16.971395,9.132208,16.733202,0.28821304,8.592683000000001,1.0142338,283.98578,0.9964413000000001,8.624649,1564.447751045227,,,8.497742,1.0,8.542257000000001,15.807039999999999,0.11
285,5720,18.135162,15.730619,286,9.359594862350443,,15.807039999999999,1.0,1.0141883,0.99233466,17.000828,9.128705,16.763054,0.35066414,8.592597,1.0141873,284.98578,0.99645376,8.624286999999999,1576.8579502105713,,,8.497825,1.0,8.52094,15.807039999999999,0.11
286,5740,10.296615,15.711673000000001,287,9.395083518203617,,15.807039999999999,1.0,1.014139,0.99233466,17.030209,9.125214999999999,16.792856,0.385368,8.592633,1.0141323,285.98584,0.99646634,8.624048,1589.3489730358124,,,8.49803,1.0,8.555844,15.807039999999999,0.11
287,5760,16.900986,15.71579,288,9.370383290937037,,15.807039999999999,1.0,1.0140886999999998,0.99233466,17.059542,9.121737,16.822607,0.4427625,8.592581,1.0140848,286.98596000000003,0.99647903,8.623723,1605.3270783424375,,,8.498144,1.0,8.530415,15.807039999999999,0.11
288,5780,16.822098,15.7196045,289,9.358070754870383,,15.807039999999999,1.0,1.0140394,0.99233466,17.088825,9.118271,16.852297,0.4994866,8.592494,1.0140365,287.98596000000003,0.9964912,8.623368,1622.8757257461548,,,8.498224,1.0,8.520955,15.807039999999999,0.11
289,5800,12.566972,15.708722,290,9.315699442029604,,15.807039999999999,1.0,1.01399,0.99233466,17.118053,9.114817,16.881948,0.5411465,8.592274,1.0139890999999999,288.98607999999996,0.9965037,8.62288,1636.8116703033447,,,8.498169,1.0,8.482033,15.807039999999999,0.11
290,5820,8.613105000000001,15.684325,291,9.310352202688527,,15.807039999999999,1.0,1.0139418,0.99233466,17.147238,9.111374,16.91153,0.56893283,8.592027999999999,1.0139408,289.98602,0.9965156,8.622373,1655.068885564804,,,8.498088000000001,1.0,8.475072,15.807039999999999,0.11
291,5840,10.589452,15.666866,292,9.37281510939022,,15.807039999999999,1.0,1.0138934000000002,0.99233466,17.176367000000003,9.107944,16.941076000000002,0.6032969,8.591977,1.0138896000000002,290.98615,0.9965279,8.622060000000001,1673.0979461669922,,,8.498201,1.0,8.531027,15.807039999999999,0.11
292,5860,11.8440275,15.653807,293,9.40379883135979,,15.807039999999999,1.0,1.0138451,0.99233466,17.20545,9.104525,16.970566,0.64170814,8.592036,1.0138421,291.9862,0.99653995,8.621856,1691.2771301269531,,,8.498424,1.0,8.562362,15.807039999999999,0.11
293,5880,13.287932999999999,15.645747,294,9.293081898076013,,15.807039999999999,1.0,1.0137976,0.99233466,17.234484,9.101117,16.999996,0.6847691,8.591749,1.0137938,292.98615,0.9965514999999999,8.621309,1707.0774638652802,,,8.498298,1.0,8.461489,15.807039999999999,0.11
294,5900,18.607195,15.655773000000002,295,9.372147206092313,,15.807039999999999,1.0,1.0137503,0.99233466,17.263468,9.097722000000001,17.029388,0.74556935,8.591703,1.0137426,293.9863,0.99656373,8.621008999999999,1724.1800787448885,,,8.498414,1.0,8.532519,15.807039999999999,0.11
295,5920,11.111785000000001,15.640414000000002,296,9.311345899052856,,15.807039999999999,1.0,1.0137029,0.99233466,17.292406,9.094337,17.058722,0.78063625,8.591467,1.013699,294.98633,0.9965754000000001,8.620519999999999,1743.216864824295,,,8.498338,1.0,8.476127,15.807039999999999,0.11
296,5940,9.079356,15.618309,297,9.355437490621338,,15.807039999999999,1.0,1.0136565,0.99233466,17.321291,9.090964999999999,17.088003,0.80862373,8.591380000000001,1.0136508,295.98627,0.99658674,8.62018,1756.2930862903595,,,8.49841,1.0,8.519768,15.807039999999999,0.11
297,5960,15.659775,15.618435999999999,298,9.371740004821682,,15.807039999999999,1.0,1.0136101,0.99233466,17.35013,9.087603999999999,17.117243,0.85850513,8.591334,1.0136082,296.9864,0.9965985999999999,8.6198845,1772.1655633449554,,,8.498524,1.0,8.531799000000001,15.807039999999999,0.11
298,5980,18.195837,15.627045,299,9.335150230512344,,15.807039999999999,1.0,1.0135638,0.99233466,17.378923,9.084253,17.146431,0.91653454,8.591181,1.013557,297.9865,0.9966103999999999,8.619482000000001,1788.5706522464752,,,8.498528,1.0,8.499497999999999,15.807039999999999,0.11
299,6000,10.84861,15.611107,300,9.37020577098789,,15.807039999999999,1.0,1.0135183,0.99233466,17.40767,9.0809145,17.175558,0.94968617,8.591132,1.0135154,298.98642,0.9966214,8.619185,1803.7939360141754,,,8.498636,1.0,8.530737,15.807039999999999,0.11
300,6020,12.535378,15.600875,301,9.394487449487977,,15.807039999999999,1.0,1.0134718,0.99233466,17.436363,9.077587,17.204653,0.98822135,8.591155,1.0134709000000002,299.98657000000003,0.9966331,8.618960000000001,1819.8241186141968,,,8.498816,1.0,8.551628,15.807039999999999,0.11
301,6040,20.7226,15.617825,302,9.370132944608699,,15.807039999999999,1.0,1.0134275,0.99233466,17.465014,9.07427,17.233688,1.0536112,8.591103,1.0134235999999999,300.9866,0.9966444,8.618666000000001,1835.0109663009644,,,8.498919,1.0,8.529764,15.807039999999999,0.11
302,6060,16.88792,15.622005,303,9.330714529650633,,15.807039999999999,1.0,1.013383,0.99233466,17.493616,9.070965,17.262674,1.1059133999999997,8.590927,1.0133771999999999,301.9866,0.99665546,8.61825,1850.371450185776,,,8.4988985,1.0,8.492871000000001,15.807039999999999,0.11
303,6080,15.225066,15.6206875,304,9.367382096437376,,15.807039999999999,1.0,1.0133376,0.99233466,17.522175,9.06767,17.291613,1.1524014,8.590879,1.0133318,302.98666000000003,0.99666667,8.617962,1863.1256263256075,,,8.499004,1.0,8.530396000000001,15.807039999999999,0.11
304,6100,15.510710000000001,15.620316,305,9.415183480225503,,15.807039999999999,1.0,1.0132941,0.99233466,17.55068,9.064385000000001,17.320507,1.1995212,8.590964,1.0132883,303.9867,0.9966777,8.617807,1879.5989220142365,,,8.499243,1.0,8.5710335,15.807039999999999,0.11
305,6120,18.727125,15.630457,306,9.361689864568278,,15.807039999999999,1.0,1.0132496,0.99233466,17.579144,9.061112,17.349356,1.2568438999999998,8.590888,1.0132419,304.98682,0.99668896,8.617497,1894.525686264038,,,8.499319,1.0,8.522615,15.807039999999999,0.11
306,6140,14.736985999999998,15.627539,307,9.406741151820855,,15.807039999999999,1.0,1.0132060999999999,0.99233466,17.607563,9.05785,17.378145,1.3007958999999998,8.590947,1.0131974,305.9868,0.99669963,8.617319,1908.5210115909576,,,8.49953,1.0,8.562901,15.807039999999999,0.11
307,6160,16.36872,15.629933,308,9.389732539220066,,15.807039999999999,1.0,1.0131626,0.99233466,17.635932999999998,9.054598,17.406897,1.3497602,8.59095,1.013155,306.98685,0.99671054,8.617089,1924.4329874515533,,,8.499683000000001,1.0,8.546436,15.807039999999999,0.11
308,6180,12.495516,15.619779000000001,309,9.330441351179196,,15.807039999999999,1.0,1.0131192,0.99233466,17.664263000000002,9.051356,17.435595000000003,1.3858727,8.5907955,1.0131143,307.9869,0.9967214,8.616703999999999,1943.9261996746066,,,8.49968,1.0,8.49823,15.807039999999999,0.11
309,6200,16.936214,15.624016000000001,310,9.414166683990329,,15.807039999999999,1.0,1.0130767,0.99233466,17.69254,9.048125,17.464247,1.4360771,8.5908785,1.0130699,308.98688,0.9967319,8.616555,1958.8607795238493,,,8.499911,1.0,8.570615,15.807039999999999,0.11
310,6220,11.0239935,15.609212,311,9.386057553219477,,15.807039999999999,1.0,1.0130341,0.99233466,17.720778,9.044905,17.492855,1.466948,8.590872000000001,1.0130293,309.987,0.9967428,8.616319,1979.6541249752045,,,8.500053,1.0,8.543075,15.807039999999999,0.11
311,6240,15.900406,15.610135999999999,312,9.380858086675444,,15.807039999999999,1.0,1.0129917,0.99233466,17.748966,9.041694,17.521418,1.5132504999999998,8.590852,1.0129849,310.98706,0.9967534,8.616074000000001,1997.65473985672,,,8.500182,1.0,8.540122,15.807039999999999,0.11
312,6260,17.926954000000002,15.617528,313,9.333681545284561,,15.807039999999999,1.0,1.0129501,0.99233466,17.777113,9.038494,17.549932000000002,1.5657315,8.590696000000001,1.0129424,311.98712,0.99676394,8.615695,2017.860573530197,,,8.500174000000001,1.0,8.497261,15.807039999999999,0.11
313,6280,16.20334,15.619383,314,9.312308479526916,,15.807039999999999,1.0,1.0129076,0.99233466,17.805216,9.035304,17.578392,1.6123889999999999,8.590484,1.0129057,312.98706,0.9967741,8.615262,2033.671189785004,,,8.500108,1.0,8.479923,15.807039999999999,0.11
314,6300,13.759837,15.613467000000002,315,9.319104677089074,,15.807039999999999,1.0,1.0128671,0.99233466,17.833273000000002,9.0321245,17.606813,1.6509929,8.590284,1.0128603,313.98712,0.9967845,8.614844999999999,2050.744408845901,,,8.500053999999999,1.0,8.48366,15.807039999999999,0.11
315,6320,14.723109,15.610642000000002,316,9.343305700275726,,15.807039999999999,1.0,1.0128255,0.99233466,17.861286,9.028955,17.635193,1.6924006,8.590160000000001,1.0128168,314.9872,0.9967950000000001,8.614502,2069.106418132782,,,8.500075,1.0,8.506501,15.807039999999999,0.11
316,6340,14.88464,15.60834,317,9.421283206878613,,15.807039999999999,1.0,1.012784,0.99233466,17.889252,9.025796000000001,17.663519,1.7340566000000002,8.590254,1.0127781999999999,315.98712,0.9968048,8.614376,2085.5227863788605,,,8.500313,1.0,8.574628,15.807039999999999,0.11
317,6360,14.131753,15.603686999999999,318,9.374507983781976,,15.807039999999999,1.0,1.0127434000000002,0.99233466,17.917177,9.022646,17.691807,1.7730828999999997,8.590224000000001,1.0127376000000001,316.98724,0.9968152,8.614130000000001,2100.076943635941,,,8.500427,1.0,8.536055000000001,15.807039999999999,0.11
318,6380,17.360336,15.609185,319,9.396841870389725,,15.807039999999999,1.0,1.0127028,0.99233466,17.94506,9.019506,17.720043,1.8219855,8.590256,1.0127009,317.98724,0.9968252000000001,8.613946,2116.2793247699733,,,8.500602,1.0,8.555264,15.807039999999999,0.11
319,6400,17.630022,15.615488000000001,320,9.331303664402506,,15.807039999999999,1.0,1.0126632,0.99233466,17.9729,9.0163765,17.748243,1.8714249,8.590109,1.0126623,318.9874,0.9968355999999999,8.613588,2129.5804374217987,,,8.500598,1.0,8.499499,15.807039999999999,0.11
320,6420,11.700635,15.603285000000001,321,9.388330833543867,,15.807039999999999,1.0,1.0126237,0.99233466,18.000694,9.013256,17.77639,1.9020843999999997,8.590112,1.0126208,319.98737,0.99684536,8.613379,2148.6610927581787,,,8.500742,1.0,8.546444000000001,15.807039999999999,0.11
321,6440,11.812997,15.591503,322,9.401568683089444,,15.807039999999999,1.0,1.0125831,0.99233466,18.02845,9.010146,17.804493,1.9329025000000002,8.590158,1.0125811,320.98742999999996,0.9968554000000001,8.613213,2167.0900087356567,,,8.50093,1.0,8.560257,15.807039999999999,0.11
322,6460,16.36665,15.593892000000002,323,9.360499461371688,,15.807039999999999,1.0,1.0125445,0.99233466,18.056160000000002,9.007045,17.832556,1.9776275,8.590088,1.0125349000000001,321.9875,0.9968653000000001,8.612935,2185.913450241089,,,8.500999,1.0,8.523369,15.807039999999999,0.11
323,6480,16.92376,15.597985999999999,324,9.360833070211056,,15.807039999999999,1.0,1.0125048,0.99233466,18.083832,9.003954,17.860573000000002,2.023796,8.590016,1.0124981,322.98758,0.9968752000000001,8.612658,2204.0112826824193,,,8.501068,1.0,8.522783,15.807039999999999,0.11
324,6500,14.014134,15.593107,325,9.318067430454526,,15.807039999999999,1.0,1.0124652,0.99233466,18.111456,9.000872,17.888542,2.0607276000000003,8.589828,1.0124643,323.98755,0.99688476,8.612264999999999,2226.0438957214355,,,8.501019,1.0,8.485188,15.807039999999999,0.11
325,6520,15.51931,15.592866,326,9.39371187894552,,15.807039999999999,1.0,1.0124266,0.99233466,18.139039999999998,8.9978,17.916470999999998,2.1020496,8.589851,1.0124247,324.9876,0.99689454,8.612083,2242.7462856769557,,,8.501180999999999,1.0,8.552961999999999,15.807039999999999,0.11
326,6540,19.165653,15.603785,327,9.375863558678251,,15.807039999999999,1.0,1.0123891,0.99233466,18.16658,8.994736999999999,17.944359,2.1542695,8.589825999999999,1.0123879999999998,325.98764,0.9969041,8.611854,2257.6628413200383,,,8.501292,1.0,8.537208999999999,15.807039999999999,0.11
327,6560,13.609961499999999,15.597698000000001,328,9.383085139968331,,15.807039999999999,1.0,1.0123514,0.99233466,18.194082,8.991684,17.972202,2.1892327999999996,8.589822,1.0123427,326.98773,0.9969138000000001,8.611649,2278.2817361354832,,,8.501425999999999,1.0,8.544523,15.807039999999999,0.11
328,6580,13.804298000000001,15.592236499999999,329,9.387645914703342,,15.807039999999999,1.0,1.0123128000000001,0.99233466,18.221536999999998,8.98864,17.999998,2.224574,8.589832000000001,1.0123041,327.98764,0.9969229,8.611461,2292.829647779465,,,8.501572999999999,1.0,8.549553,15.807039999999999,0.11
329,6600,7.5357685,15.567815,330,9.373010747034003,,15.807039999999999,1.0,1.0122741,0.99233466,18.248959,8.985603999999999,18.027754,2.2407057,8.589796,1.0122732,328.98773,0.9969325000000001,8.611224,2310.942513465881,,,8.501673,1.0,8.53389,15.807039999999999,0.11
330,6620,17.586569,15.573903,331,9.317938032499981,,15.807039999999999,1.0,1.0122374,0.99233466,18.276329999999998,8.982579,18.05547,2.2871046,8.589604,1.0122296999999998,329.98773,0.9969418,8.610838000000001,2326.5885996818547,,,8.501616499999999,1.0,8.483469,15.807039999999999,0.11
331,6640,21.095474,15.590523000000001,332,9.341065696559186,,15.807039999999999,1.0,1.0122007,0.99233466,18.303669,8.979563,18.083143,2.3437927000000003,8.589478,1.0121969000000002,330.98785,0.99695134,8.610517,2345.6081447601323,,,8.501624000000001,1.0,8.504057000000001,15.807039999999999,0.11
332,6660,10.480735000000001,15.575171,333,9.429508967158727,,15.807039999999999,1.0,1.0121632,0.99233466,18.330961,8.976555000000001,18.110770000000002,2.3682642000000005,8.589603,1.0121554,331.9878,0.99696034,8.610445,2363.241785287857,,,8.5018835,1.0,8.586761,15.807039999999999,0.11
333,6680,19.515917,15.586960999999999,334,9.382010181731884,,15.807039999999999,1.0,1.0121255,0.99233466,18.358217,8.9735565,18.138357,2.4196405,8.589585000000001,1.0121255,332.98787999999996,0.9969697,8.610234,2379.9494404792786,,,8.501999,1.0,8.540014999999999,15.807039999999999,0.11
334,6700,17.391554,15.5923395,335,9.405793241399307,,15.807039999999999,1.0,1.0120897,0.99233466,18.38543,8.970566999999999,18.165903,2.4643686000000002,8.58964,1.0120869000000001,333.9879,0.9969789000000001,8.610097,2395.720121383667,,,8.502187,1.0,8.564028,15.807039999999999,0.11
335,6720,13.504804,15.586115,336,9.367261616149614,,15.807039999999999,1.0,1.012053,0.99233466,18.412607,8.967586500000001,18.193405,2.4972630000000002,8.589585000000001,1.0120453999999999,334.98800000000006,0.9969880999999999,8.609853,2412.926313638687,,,8.502264,1.0,8.52817,15.807039999999999,0.11
336,6740,15.031426000000002,15.584462,337,9.36714913653673,,15.807039999999999,1.0,1.0120174000000002,0.99233466,18.439737,8.964614,18.22087,2.5344915,8.589538000000001,1.0120155,335.98804,0.9969971,8.609616,2433.2969434261317,,,8.502348,1.0,8.530026,15.807039999999999,0.11
337,6760,19.670563,15.596541,338,9.329350491057603,,15.807039999999999,1.0,1.0119806999999998,0.99233466,18.466832999999998,8.961652,18.248285,2.585225,8.589382,1.011973,336.98804,0.997006,8.609275,2450.746861934662,,,8.502324,1.0,8.494348,15.807039999999999,0.11
338,6780,13.849251,15.591376,339,9.407668283939048,,15.807039999999999,1.0,1.011946,0.99233466,18.493885000000002,8.958697,18.275671,2.6184874,8.589437,1.011942,337.98816,0.99701524,8.609141000000001,2472.3888399600987,,,8.502508,1.0,8.564153,15.807039999999999,0.11
339,6800,21.210949,15.607899,340,9.372799124063908,,15.807039999999999,1.0,1.0119091999999998,0.99233466,18.5209,8.955751,18.303005,2.6732058999999997,8.589398,1.0119015,338.98812999999996,0.9970239,8.60892,2490.096974372864,,,8.502601,1.0,8.533574,15.807039999999999,0.11
340,6820,15.829739000000002,15.608539000000002,341,9.327589402323564,,15.807039999999999,1.0,1.0118745999999998,0.99233466,18.547874,8.952815,18.330305,2.7118227000000004,8.589246000000001,1.0118687,339.9882,0.9970328000000002,8.608584,2504.6521394252773,,,8.502577,1.0,8.494617,15.807039999999999,0.11
341,6840,18.025118,15.615597,342,9.3633816654492,,15.807039999999999,1.0,1.0118397,0.99233466,18.57481,8.949886,18.35756,2.7566327999999998,8.589176,1.0118359000000001,340.98816,0.9970414000000001,8.608333,2520.989993572235,,,8.502636,1.0,8.52237,15.807039999999999,0.11
342,6860,15.263145999999999,15.614559,343,9.375440794348394,,15.807039999999999,1.0,1.0118049999999998,0.99233466,18.60171,8.946966999999999,18.384773000000003,2.7931292,8.589139999999999,1.0117983,341.98822,0.9970502,8.608115,2537.916712522507,,,8.502727499999999,1.0,8.533904,15.807039999999999,0.11
343,6880,15.130613,15.613145000000001,344,9.354191740954695,,15.807039999999999,1.0,1.0117704,0.99233466,18.628567,8.944056,18.411951000000002,2.8290281000000004,8.589052,1.0117626,342.98825,0.99705887,8.607849,2553.6023166179652,,,8.502768,1.0,8.516241,15.807039999999999,0.11
344,6900,13.134554000000001,15.605953,345,9.366324611189249,,15.807039999999999,1.0,1.0117356,0.99233466,18.655388000000002,8.941153,18.439087,2.8589330000000004,8.588994,1.0117317,343.9883,0.9970675999999999,8.607612,2571.6202402114873,,,8.502836,1.0,8.526143,15.807039999999999,0.11
345,6920,17.944563,15.612701999999999,346,9.402807136877838,,15.807039999999999,1.0,1.0117009,0.99233466,18.682164999999998,8.938258,18.46619,2.9025664,8.589039999999999,1.0116969,344.9884,0.99707633,8.60748,2589.4639811515813,,,8.503009,1.0,8.561909,15.807039999999999,0.11
346,6940,10.128346,15.59689,347,9.3486020580936,,15.807039999999999,1.0,1.0116671,0.99233466,18.70891,8.935372000000001,18.493238,2.9234235,8.588942,1.0116594,345.98834,0.99708456,8.607205,2604.1798622608185,,,8.5030365,1.0,8.51227,15.807039999999999,0.11
347,6960,12.083094000000001,15.586782999999999,348,9.32528798354412,,15.807039999999999,1.0,1.0116333,0.99233466,18.735615,8.932495,18.520258,2.9497777999999997,8.588773,1.0116285,346.9884,0.99709314,8.606863,2623.054381608963,,,8.502993,1.0,8.488066,15.807039999999999,0.11
348,6980,17.993446,15.593673,349,9.376231323146774,,15.807039999999999,1.0,1.0115995,0.99233466,18.762278,8.9296255,18.547237,2.992916,8.588754,1.0115967,347.98843,0.99710155,8.606669,2645.671116352081,,,8.5030985,1.0,8.539193,15.807039999999999,0.11
349,7000,17.459017000000003,15.598991,350,9.40979228404182,,15.807039999999999,1.0,1.0115658,0.99233466,18.78891,8.9267645,18.574173000000002,3.0342805,8.58881,1.0115619,348.98846000000003,0.9971099,8.606553,2661.2229273319244,,,8.503279,1.0,8.565902000000001,15.807039999999999,0.11
350,7020,15.250117999999999,15.59799,351,9.442161726063963,,15.807039999999999,1.0,1.011533,0.99233466,18.815498,8.923911,18.60108,3.069116,8.588951,1.0115224,349.9886,0.9971184999999999,8.606521,2678.7246618270874,,,8.503544,1.0,8.595414,15.807039999999999,0.11
