,TimestepsSoFar,TimeElapsed,target_sum_log_mean,IWLastEpisode,IWMin,URet,ReturnMin,LQGmu01,LQGsigma,IWNorm2,IWMean,Bound,IWFirstEpisode,ReturnMean,DenMISELogLast,ReturnMax,IWMax,MISE,ReturnAbsMax,SqrtESSClassic,DenMISELogFirst,ReturnStepMax,LQGmu1,ReturnLastEpisode,Iteration,DenMISEMeanLog,IWNorm1
208,4180,1503.0762219429016,-361.0818,4.348154,,18.34410255882424,,-0.641,0.11,34.337963,1.1037549999999998,26.061804000000002,,15.449648999999999,15.468903,17.24839,7.3750815,18.359415,17.24839,6.7180686000000005,10.276591,0.99999654,-1.0,16.622494,209,13.05369,230.68478
209,4200,1513.7621567249298,-360.96082,5.2754703,,18.43330024029139,,-0.652,0.11,35.193214000000005,1.1114236000000002,26.288525,,15.455639000000001,11.503556,17.24839,7.269035000000001,18.486095000000002,17.24839,6.631931,10.271818,0.99999654,-1.0,16.707504,210,13.046750999999999,233.39896000000002
210,4220,1528.8789236545565,-362.52325,3.2456099999999997,,18.330187285922694,,-0.677,0.11,36.117176,1.087112,26.224209000000002,,15.461113000000001,19.49996,17.24839,8.224604,18.07666,17.24839,6.351011799999999,10.267066999999999,0.99999654,-1.0,16.61093,211,13.077808000000001,229.38062000000002
211,4240,1541.0311241149902,-355.0952,4.20547,,18.422585079790725,,-0.636,0.11,32.80242,1.0912975,25.49298,,15.466948,11.559737,17.24839,6.997339200000001,18.156347,17.24839,7.052987599999999,10.26234,0.99999654,-1.0,16.698002,212,13.071000999999999,231.35507
212,4260,1549.2060651779175,-358.6653,6.3817368,,18.304440004516167,,-0.674,0.11,35.78573,1.1013571000000002,26.208786,,15.472220000000002,14.434466,17.24839,7.633781,18.315245,17.24839,6.5553803,10.257633,0.99999654,-1.0,16.590023000000002,213,13.077788,234.58907000000002
213,4280,1560.2278454303741,-356.72012,7.0777693,,18.304790333099838,,-0.673,0.11,35.611343,1.1087366,26.203089000000002,,15.477410999999998,10.579789,17.24839,7.253260000000001,18.436756,17.24839,6.6627545,10.25295,0.99999654,-1.0,16.582975,214,13.066535,237.26963999999998
214,4300,1571.6464357376099,-356.2088,5.860032,,18.27314156614573,,-0.682,0.11,35.603745,1.0964073,26.044144,,15.482442,9.408946,17.24839,7.843750999999999,18.228673999999998,17.24839,6.6208644,10.248287,0.99999654,-1.0,16.559147,215,13.049976,235.72757000000001
215,4320,1583.3295412063599,-351.06293,0.86653286,,18.421913413259333,,-0.656,0.11,33.556732000000004,1.0934542,25.535984,,15.488075,17.340542000000003,17.24839,6.3714294,18.184160000000002,17.24839,7.038412599999999,10.243648,0.99999654,-1.0,16.699385,216,13.070234,236.18613
216,4340,1600.3900883197784,-351.15027000000003,4.4924126,,18.351900737044197,,-0.67,0.11,34.055668,1.0849692,25.525719,,15.493371,19.873998999999998,17.24839,6.5406,18.040885999999997,17.24839,6.913336999999999,10.239028,0.99999654,-1.0,16.637404999999998,217,13.101974499999999,235.43831
217,4360,1608.8429255485535,-352.03174,5.816553,,18.45224149321103,,-0.689,0.11,34.2931,1.0553805,25.261817999999998,,15.499047000000001,14.928911,17.24839,7.7913547,17.549035999999997,17.24839,6.709016,10.23443,0.99999654,-1.0,16.73057,218,13.1107,230.07294
218,4380,1620.5555970668793,-347.34488,5.0043745,,18.373557197456176,,-0.666,0.11,33.43775,1.0891855,25.368682999999997,,15.504311999999999,15.033226999999998,17.24839,6.206948000000001,18.11496,17.24839,7.133602000000001,10.229854,0.99999654,-1.0,16.65205,219,13.119685999999998,238.53162000000003
219,4400,1633.6982505321505,-344.9741,5.465454,,18.41530565644089,,-0.661,0.11,32.98725,1.0942135,25.291854999999998,,15.509713,8.426416,17.24839,5.9446445,18.20112,17.24839,7.297575500000001,10.225298,0.99999654,-1.0,16.692629999999998,220,13.098717,240.72696000000002
220,4420,1644.1864335536955,-343.8197,5.1878996,,18.468895585732696,,-0.664,0.11,33.0267,1.0945393,25.273557999999998,,15.515281,8.217075999999999,17.24839,5.895137999999999,18.20857,17.24839,7.324171000000001,10.220763,0.99999654,-1.0,16.739835999999997,221,13.077014,241.89319
221,4440,1660.8493702411652,-340.3855,4.3070892999999995,,18.34116765651521,,-0.651,0.11,31.760393,1.088866,24.914766,,15.5202875,17.018587,17.24839,5.4094815,18.11603,17.24839,7.610997,10.2162485,0.99999654,-1.0,16.627160999999997,222,13.095156,241.72826
222,4460,1671.8407566547394,-340.55893,5.4389725,,18.5347447096713,,-0.664,0.11,32.70678,1.0964913,25.166483,,15.526029999999999,18.356394,17.24839,5.65876,18.245026,17.24839,7.476051299999999,10.211753999999999,0.99999654,-1.0,16.800829999999998,223,13.119112,244.51756
223,4480,1687.6776208877563,-342.96097000000003,1.0556617,,18.426600851075992,,-0.694,0.11,32.60844,1.0276432,24.426035,,15.531294,13.474185999999998,17.24839,7.2238039999999994,17.095942,17.24839,7.059278999999999,10.207279,0.99999654,-1.0,16.70506,224,13.121091,230.19207999999998
224,4500,1702.0246124267578,-332.1961,3.8864615,,18.297971941487287,,-0.624,0.11,28.989285,1.0485482,23.811723999999998,,15.535951,13.887920999999999,17.24839,5.7478456,17.453491,17.24839,8.138294,10.202826,0.99999654,-1.0,16.579075,225,13.124585,235.92334
225,4520,1715.2244141101835,-332.05167,4.5245565999999995,,18.43311836015909,,-0.635,0.11,29.805747999999998,1.0667963,24.153564000000003,,15.541155999999999,16.864845000000003,17.24839,5.5034947,17.756512,17.24839,8.088908,10.198391,0.99999654,-1.0,16.712232999999998,226,13.141323000000002,241.09596000000002
226,4540,1729.4442484378815,-335.95032000000003,2.2847307,,18.302160725033538,,-0.677,0.11,31.902472999999997,1.0577601,24.474558,,15.545732500000002,10.228991,17.24839,5.8799779999999995,17.599424,17.24839,7.526424400000001,10.193975,0.99999654,-1.0,16.58023,227,13.12876,240.11156
227,4560,1741.6040279865265,-335.0949,3.0420618,,18.416633237376317,,-0.682,0.11,31.568184000000002,1.0400856,24.193804,,15.550749,17.73699,17.24839,6.121584400000001,17.305449,17.24839,7.5119777,10.18958,0.99999654,-1.0,16.689426,228,13.149191,237.1395
228,4580,1754.5523641109467,-327.81927,3.5926964,,18.45018227621697,,-0.638,0.11,29.752218,1.0733905000000001,24.130129999999998,,15.555925,12.836144,17.24839,5.2296510000000005,17.866936,17.24839,8.261785,10.185203999999999,0.99999654,-1.0,16.735966,229,13.147967999999999,245.80642999999998
229,4600,1765.9094998836515,-329.47213999999997,4.7042203,,18.354894090458558,,-0.662,0.11,31.010178000000003,1.0757225000000001,24.388008,,15.560629999999998,15.648634,17.24839,5.029262999999999,17.90247,17.24839,7.9785466,10.180846,0.99999654,-1.0,16.637970000000003,230,13.159132000000001,247.41615
230,4620,1776.9821214675906,-330.38898,3.4724476,,18.431159540397612,,-0.681,0.11,31.078587,1.0424029000000001,24.025478,,15.565593,15.729441,17.24839,5.786698,17.346909,17.24839,7.7479415,10.176508,0.99999654,-1.0,16.707079999999998,231,13.170557999999998,240.79507
231,4640,1789.8382284641266,-327.22222999999997,3.65256,,18.335794713695318,,-0.668,0.11,30.786476,1.0660558,24.182760000000002,,15.570110000000001,14.261157999999998,17.24839,4.940943,17.741632,17.24839,8.033558,10.172188,0.99999654,-1.0,16.613781,232,13.175412,247.32494
232,4660,1802.4410903453827,-322.77572999999995,3.0906274,,18.308215423518345,,-0.644,0.11,29.700333,1.0767505,24.047655,,15.574499,15.022499,17.24839,4.7756767,17.921892,17.24839,8.44714,10.167887,0.99999654,-1.0,16.592625,233,13.183594,250.88287000000003
233,4680,1819.6640040874481,-326.60177999999996,1.9382123,,18.43912904733128,,-0.686,0.11,30.551640000000003,1.0247271,23.644295,,15.5793705,17.4649,17.24839,5.8290143,17.051338,17.24839,7.848552000000001,10.163605,0.99999654,-1.0,16.714551999999998,234,13.202192000000002,239.78612999999999
234,4700,1833.5810055732727,-322.33258,4.082001999999999,,18.222679107586792,,-0.664,0.11,30.246521,1.0682204,24.010662,,15.583357000000001,9.9982,17.24839,4.675921,17.775948,17.24839,8.299526,10.15934,0.99999654,-1.0,16.516094,235,13.188639000000002,251.03177999999997
235,4720,1845.5434215068815,-319.95883,3.3997290000000002,,18.4440719178815,,-0.656,0.11,29.832796000000002,1.0723515,23.946607999999998,,15.588135000000001,15.128656,17.24839,4.564776999999999,17.84682,17.24839,8.483112,10.155094,0.9999976999999999,-1.0,16.710835,236,13.197122,253.07495
236,4740,1859.698656797409,-322.0943,3.6243567000000003,,18.337098151883573,,-0.685,0.11,30.031055,1.0246282,23.447523,,15.592474,7.1593523,17.24839,5.479216,17.04832,17.24839,8.086191,10.150866,0.9999976999999999,-1.0,16.616516,237,13.171926500000001,242.83687
237,4760,1870.007797718048,-319.61026,4.546958999999999,,18.329631205929307,,-0.676,0.11,30.086601,1.0494851,23.69566,,15.596794000000001,12.505796,17.24839,4.886812,17.462767000000003,17.24839,8.3019495,10.146655,0.9999976999999999,-1.0,16.620779000000002,238,13.169208,249.77745
238,4780,1886.6752018928528,-316.24588,3.8308117,,18.298712696157686,,-0.66,0.11,29.704863,1.0720338,23.838552,,15.600914000000001,13.736213000000001,17.24839,4.3541126,17.839384,17.24839,8.625391,10.142462,0.9999976999999999,-1.0,16.581383,239,13.171761499999999,256.21606
239,4800,1899.7881383895874,-315.84412000000003,4.0349574,,18.44632995760204,,-0.668,0.11,29.811596,1.0640923,23.74791,,15.605587,13.3835745,17.24839,4.3937607000000005,17.707527,17.24839,8.566538000000001,10.138287,0.9999976999999999,-1.0,16.722525,240,13.172920999999999,255.38216
240,4820,1912.1838169097898,-313.94962000000004,3.2511148,,18.33447641060111,,-0.664,0.11,29.557405,1.0668905,23.702707,,15.609793,15.500182,17.24839,4.2882643,17.75432,17.24839,8.699025,10.134129,0.9999976999999999,-1.0,16.619156,241,13.182822,257.1206
241,4840,1926.3579647541046,-313.6452,1.8567113999999998,,18.321769417735396,,-0.673,0.11,29.475792,1.0487757,23.46114,,15.613901,16.186531,17.24839,4.4286985,17.451654,17.24839,8.610581,10.129988,0.9999976999999999,-1.0,16.603807,242,13.195488000000001,253.80371
242,4860,1940.5596029758453,-312.78934,4.231604,,18.44258081470345,,-0.677,0.11,29.499851,1.0443934000000001,23.394486999999998,,15.618442000000002,11.827408,17.24839,4.603335400000001,17.379715,17.24839,8.603013,10.125864,0.9999976999999999,-1.0,16.717503,243,13.190037,253.7876
243,4880,1956.3899006843567,-309.04272000000003,3.7512538,,18.50466362402582,,-0.657,0.11,29.013157,1.0687466,23.546098999999998,,15.623181,13.052583,17.24839,4.123083,17.789045,17.24839,8.988135,10.1217575,0.9999976999999999,-1.0,16.774666,244,13.189634,260.77417
244,4900,1970.3308289051056,-309.49557000000004,1.1585355,,18.462722771914336,,-0.671,0.11,29.10162,1.0450618,23.2753,,15.62776,11.535246,17.24839,4.1904254000000005,17.393925,17.24839,8.7981415,10.117666999999999,0.9999976999999999,-1.0,16.745155,245,13.183142000000002,256.04016
245,4920,1983.0458498001096,-307.43304,3.1803036,,18.301200121965632,,-0.665,0.11,28.879559999999998,1.0526525,23.291,,15.631645,14.921060999999998,17.24839,4.036624,17.520144000000002,17.24839,8.966637,10.113594,0.9999976999999999,-1.0,16.583736,246,13.190370000000001,258.9525
246,4940,1995.121556520462,-306.9945,4.0213966,,18.302320560623933,,-0.673,0.11,28.97085,1.0441853,23.190056,,15.635519,14.635786999999999,17.24839,4.156079,17.377642,17.24839,8.902527000000001,10.109537,0.9999976999999999,-1.0,16.588160000000002,247,13.196416000000001,257.91376
247,4960,2007.3088908195496,-305.64395,3.518644,,18.420442140828886,,-0.672,0.11,28.895027000000002,1.0452576,23.164265,,15.639809,17.596961999999998,17.24839,4.08638,17.396362,17.24839,8.971228,10.105496,0.9999976999999999,-1.0,16.699545,248,13.214317999999999,259.22388
248,4980,2022.9507975578308,-303.66742,2.8967822,,18.428656056115923,,-0.667,0.11,28.657653999999997,1.0509263,23.15895,,15.644104,17.808485,17.24839,3.9058685,17.492138,17.24839,9.131267,10.101473,0.9999976999999999,-1.0,16.709126,249,13.232930999999999,261.68066
249,5000,2038.212412118912,-302.27237,3.0851792999999996,,18.474606608174764,,-0.665,0.11,28.541544000000002,1.0514894,23.121313,,15.648554999999998,12.097453999999999,17.24839,3.8507192000000003,17.503045999999998,17.24839,9.210166000000001,10.097465,0.9999976999999999,-1.0,16.756667999999998,250,13.228573999999998,262.87234
250,5020,2050.8362407684326,-300.73532,3.0279398,,18.090307717430807,,-0.663,0.11,28.40036,1.0532868999999998,23.08878,,15.651475,11.361671000000001,17.24839,3.7775362,17.530079,17.24839,9.308861,10.0934725,0.9999976999999999,-1.0,16.381756,251,13.221324,264.375
251,5040,2067.651069879532,-299.4803,3.3530593,,18.27649497836421,,-0.663,0.11,28.350640999999996,1.0540166000000002,23.064182000000002,,15.655054000000002,12.451651,17.24839,3.7354426,17.54106,17.24839,9.368825,10.089497,0.9999976999999999,-1.0,16.55333,252,13.218464,265.61217999999997
252,5060,2081.0368993282323,-298.0526,3.3111582000000004,,18.515228535824924,,-0.662,0.11,28.276228000000003,1.0559987,23.052654,,15.659519,19.422209,17.24839,3.6811193999999996,17.5761,17.24839,9.44849,10.085536,0.9999976999999999,-1.0,16.784907999999998,253,13.243181,267.16766
253,5080,2093.244381427765,-296.36945,3.2267097999999996,,18.381830827666747,,-0.658,0.11,28.154089000000003,1.0598889999999999,23.053093,,15.663476000000001,13.65884,17.24839,3.6840696000000004,17.6416,17.24839,9.562085,10.081592,0.9999976999999999,-1.0,16.664270000000002,254,13.245022,269.2118
254,5100,2109.5824391841893,-294.00455,2.6317587000000002,,18.338489979988704,,-0.648,0.11,27.8574,1.0639176000000001,23.023007999999997,,15.667243,11.723009,17.24839,3.7498839999999998,17.709734,17.24839,9.738849,10.077661500000001,0.9999976999999999,-1.0,16.624142000000003,255,13.239270999999999,271.29900000000004
255,5120,2121.834195137024,-292.83466,3.0348175,,18.340687053865906,,-0.648,0.11,27.811272,1.0638869,22.992783,,15.670956,10.648535,17.24839,3.7043061,17.708876,17.24839,9.7929735,10.073748,0.9999976999999999,-1.0,16.617604999999998,256,13.229385,272.35504
256,5140,2135.66952085495,-291.73474,3.2518437000000002,,18.40053204324179,,-0.649,0.11,27.808905,1.0644926000000001,22.979185,,15.674881,17.2913,17.24839,3.6393263,17.719279999999998,17.24839,9.837662,10.069849000000001,0.9999976999999999,-1.0,16.679787,257,13.245423,273.5746
257,5160,2149.7557671070103,-290.5127,3.0034883,,18.363492498403765,,-0.649,0.11,27.756846999999997,1.0646617,22.950976999999998,,15.678629999999998,14.693814999999999,17.24839,3.609607,17.7221,17.24839,9.896035000000001,10.065966,0.9999976999999999,-1.0,16.641949,258,13.251273999999999,274.68273999999997
258,5180,2165.044971227646,-288.56906000000004,1.9111717000000001,,18.377757297933304,,-0.642,0.11,27.49755,1.0626581,22.859516,,15.682423000000002,12.687319,17.24839,3.7359166,17.689754,17.24839,10.009199,10.062097999999999,0.9999976999999999,-1.0,16.661194000000002,259,13.2493305,275.22845
259,5200,2180.7588033676147,-287.03958,2.5021622000000003,,18.45092919496608,,-0.639,0.11,27.366587,1.0617117,22.805119,,15.686435999999999,15.768701,17.24839,3.7934349999999997,17.6752,17.24839,10.086936999999999,10.058244,0.9999976999999999,-1.0,16.72589,260,13.259247,276.04504
260,5220,2193.660997867584,-286.51117,2.2090688,,18.376895387664668,,-0.644,0.11,27.339561,1.0574579,22.729416,,15.690142000000002,15.096181,17.24839,3.6051519999999995,17.603662,17.24839,10.095134,10.054405000000001,0.9999976999999999,-1.0,16.653399,261,13.266507999999998,275.99652000000003
261,5240,2207.2850768566127,-285.65643,2.6036515,,18.324074490851217,,-0.647,0.11,27.322665999999998,1.0556067,22.684101000000002,,15.69365,18.194445,17.24839,3.5040472,17.572117000000002,17.24839,10.122327,10.050581,0.9999976999999999,-1.0,16.609268,262,13.285522,276.56897000000004
262,5260,2222.015815258026,-284.33786000000003,2.8366709,,18.46011979885496,,-0.646,0.11,27.253591999999998,1.0560433999999999,22.658082999999998,,15.697595000000002,17.063923000000003,17.24839,3.5060260000000003,17.580510999999998,17.24839,10.190928,10.046771000000001,0.9999976999999999,-1.0,16.731298000000002,263,13.300087,277.7394
263,5280,2235.1622314453125,-282.81708,2.9234555,,18.47619236265421,,-0.642,0.11,27.164034,1.0572504999999999,22.638222,,15.70159,12.688805,17.24839,3.5491406999999997,17.602262,17.24839,10.275136,10.042976,0.9999976999999999,-1.0,16.752222,264,13.297972,279.11413999999996
264,5300,2245.120986700058,-282.29376,2.3762765,,18.201012532285645,,-0.647,0.11,27.173145,1.0539076,22.578993,,15.704574,13.938692999999999,17.24839,3.3953226,17.544435999999997,17.24839,10.277998,10.039196,0.9999976999999999,-1.0,16.492603,265,13.300593,279.28552
265,5320,2259.275936841965,-281.33575,2.9431715,,18.2078317322778,,-0.649,0.11,27.179121000000002,1.0541515,22.56236,,15.707604000000002,8.389332000000001,17.24839,3.3340614,17.546787,17.24839,10.316901,10.035428999999999,0.9999976999999999,-1.0,16.510393,266,13.28232,280.4043
266,5340,2273.7744140625,-280.4333,2.7425869,,18.098153786450965,,-0.651,0.11,27.181963,1.0533761000000001,22.531914,,15.710154999999999,16.344585000000002,17.24839,3.2768917,17.530924,17.24839,10.346987,10.031677,0.9999976999999999,-1.0,16.38845,267,13.293979,281.2514
267,5360,2289.5119915008545,-278.97144,0.7955734999999999,,18.423948743626827,,-0.647,0.11,26.943794,1.046966,22.393944,,15.713809,13.551553,17.24839,3.3107636,17.425032,17.24839,10.413785,10.027939,0.9999976999999999,-1.0,16.690105,268,13.295128,280.58688
268,5380,2308.717537879944,-278.13912999999997,2.5584426,,18.34955454022317,,-0.65,0.11,26.946865000000003,1.0455946,22.359185999999998,,15.717238,14.429132999999998,17.24839,3.2243197,17.40169,17.24839,10.437761,10.024214,0.9999976999999999,-1.0,16.636148000000002,269,13.299504999999998,281.26495
269,5400,2325.1795268058772,-276.7221,2.9288272999999996,,18.354468901834704,,-0.647,0.11,26.873167,1.0473685,22.348979999999997,,15.720633,17.081383,17.24839,3.2681782000000004,17.431694,17.24839,10.523117,10.020503999999999,0.9999976999999999,-1.0,16.63379,270,13.313669,282.7895
270,5420,2341.537615776062,-275.56023999999996,2.8121917,,18.316383303985,,-0.646,0.11,26.841202000000003,1.048163,22.334232,,15.723876,13.812139499999999,17.24839,3.258779,17.44463,17.24839,10.582692,10.016807,0.9999976999999999,-1.0,16.599632,271,13.315673,284.0522
271,5440,2357.285378217697,-274.635,2.8121917,,18.340961165058573,,-0.647,0.11,26.855028000000004,1.0483443000000001,22.320438,,15.727169,16.804247,17.24839,3.2001037999999995,17.447144,17.24839,10.61811,10.0131235,0.9999976999999999,-1.0,16.619457,272,13.328664000000002,285.14963
272,5460,2371.021549224853,-273.8398,2.7181082,,18.388200285785985,,-0.65,0.11,26.88281,1.0477941,22.300832999999997,,15.730620000000002,12.394150999999999,17.24839,3.1192431000000003,17.437815,17.24839,10.640546,10.009454,0.9999976999999999,-1.0,16.669321,273,13.325406,286.0478
273,5480,2384.898716211319,-273.11365,2.625797,,18.356591892374613,,-0.653,0.11,26.920946,1.0465537,22.274502,,15.733935999999998,13.473757999999998,17.24839,3.0994822999999996,17.416607,17.24839,10.651771,10.005797,0.9999976999999999,-1.0,16.638962,274,13.326111,286.75574
274,5500,2398.6017334461208,-272.00537,2.146703,,18.381864665983766,,-0.652,0.11,26.831652000000002,1.0450348,22.222755,,15.737287,11.347968,17.24839,3.0760837000000003,17.39157,17.24839,10.710654,10.002153999999999,0.9999976999999999,-1.0,16.655476,275,13.319076999999998,287.38455
275,5520,2413.479431390763,-270.98148,2.8121514,,18.247325216232795,,-0.652,0.11,26.828688,1.0457251,22.21194,,15.740182999999998,15.005315,17.24839,3.0531526,17.401968,17.24839,10.757892,9.998525,0.9999976999999999,-1.0,16.536697,276,13.325338,288.62012000000004
276,5540,2429.1367890834813,-269.8521,2.7599563999999996,,18.32450657362156,,-0.652,0.11,26.800352,1.0465746999999999,22.199579999999997,,15.743312,19.815110999999998,17.24839,3.030329,17.415917999999998,17.24839,10.817066,9.994908,0.9999976999999999,-1.0,16.607224,277,13.348922,289.90117999999995
277,5560,2444.707648277283,-269.20187000000004,2.5614847999999997,,18.3374809600276,,-0.655,0.11,26.854214000000002,1.0450134,22.172242999999998,,15.746442000000002,13.251197,17.24839,3.0041156000000004,17.389076,17.24839,10.818181,9.991304,0.9999976999999999,-1.0,16.612858,278,13.348726999999998,290.51373
278,5580,2461.607527256012,-268.16934,2.9020054,,18.246994441716165,,-0.655,0.11,26.8584,1.0461919,22.169024,,15.749269,15.941545000000001,17.24839,2.9828987000000002,17.407626999999998,17.24839,10.867644,9.987714,0.9999976999999999,-1.0,16.535109,279,13.358172,291.88754
279,5600,2475.609433412552,-267.18036,2.5679173,,18.26635472351761,,-0.655,0.11,26.836734999999997,1.0461086,22.146373999999998,,15.752134,13.270501000000001,17.24839,2.9613118,17.40543,17.24839,10.914532000000001,9.984136,0.9999976999999999,-1.0,16.551794,280,13.358015,292.9104
280,5620,2493.592338323593,-266.1162,1.8588941000000003,,18.32378390656884,,-0.655,0.11,26.740485999999997,1.0437969,22.084446,,15.755189000000001,16.428919,17.24839,2.942355,17.366892,17.24839,10.968646000000001,9.980571000000001,0.9999976999999999,-1.0,16.610386,281,13.369097,293.30692
281,5640,2512.582296848297,-264.57516,2.3749466,,18.365122503217112,,-0.65,0.11,26.573423,1.0445786,22.048864000000002,,15.758347500000001,17.824986,17.24839,2.9308112,17.380905,17.24839,11.085179,9.977018,0.9999976999999999,-1.0,16.646273,282,13.385043,294.57117
282,5660,2528.6735906600948,-263.1461,2.9480414,,18.310242730004436,,-0.645,0.11,26.507140999999997,1.0471522,22.052605,,15.761307999999998,5.7172594000000005,17.24839,3.0071168,17.424145000000003,17.24839,11.179782000000001,9.973478,0.9999976999999999,-1.0,16.596287,283,13.358096,296.34406
283,5680,2545.1308407783513,-261.71747,2.8760571,,18.28970829033625,,-0.641,0.11,26.463829999999998,1.0492069,22.054075,,15.764157999999998,15.053951999999999,17.24839,3.0905123,17.458466,17.24839,11.259698,9.969952000000001,0.9999976999999999,-1.0,16.57082,284,13.364225,297.97472999999997
284,5700,2565.3053243160252,-260.5582,1.519844,,18.385215677175246,,-0.639,0.11,26.355666999999997,1.0461385,21.982056,,15.767335000000001,16.774935,17.24839,3.1478688999999997,17.407911,17.24839,11.312536999999999,9.966436,0.9999976999999999,-1.0,16.669365,285,13.376357,298.14948
285,5720,2576.89083981514,-259.11917,2.9409634999999996,,18.319380339467003,,-0.635,0.11,26.355753000000004,1.0481812,21.991692,,15.770254999999999,17.093151000000002,17.24839,3.3253922,17.44241,17.24839,11.374360000000001,9.962933999999999,0.9999976999999999,-1.0,16.602142,286,13.389504999999998,299.77982000000003
286,5740,2592.352944612503,-247.17601000000002,3.018958,,18.32801187649051,,-0.523,0.11,36.305244,1.030977,23.536087,,15.7731905,9.430208,17.24839,9.154860000000001,17.187042,17.24839,8.150072999999999,9.959442999999998,0.9999976999999999,-1.0,16.61296,287,13.375869,295.8904
287,5760,2610.1053814888,-241.19879,0.16064061,,18.395323290375647,,-0.467,0.11,42.230015,0.9291475,23.666104999999998,,15.776347,16.961044,17.24839,11.251911,15.500020000000001,17.24839,6.3365946,9.955964999999999,0.9999976999999999,-1.0,16.68177,288,13.388404000000001,267.59448
288,5780,2626.121169805527,-241.86424,5.0338507,,18.455167415819762,,-0.484,0.11,39.60116,0.9697513000000001,23.486774,,15.77966,15.318795000000001,17.24839,9.3728285,16.175055,17.24839,7.077018300000001,9.952498,0.9999976999999999,-1.0,16.734056,289,13.394807,280.25812
289,5800,2641.338716506958,-241.05095,5.93412,,18.3453451474778,,-0.485,0.11,39.210957,0.9734216999999998,23.422422,,15.782582000000001,10.801452000000001,17.24839,9.062978999999999,16.234917000000003,17.24839,7.1993217000000005,9.949044,0.9999976999999999,-1.0,16.626942,290,13.385735500000001,282.2923
290,5820,2656.654247760773,-241.16345,0.25353065,,18.555313100855532,,-0.496,0.11,37.484703,0.97784233,23.123123,,15.786173000000002,10.507007000000002,17.24839,8.221271,16.306614,17.24839,7.591153,9.945602000000001,0.9999976999999999,-1.0,16.827837,291,13.375725,284.55212
291,5840,2675.852636814117,-240.37907,3.4759230000000003,,18.41144969732581,,-0.497,0.11,36.947390000000006,0.97504026,22.974777,,15.789263,9.370924,17.24839,7.994024799999999,16.259745000000002,17.24839,7.705869,9.942172,0.9999976999999999,-1.0,16.688013,292,13.361914,284.71176
292,5860,2696.1710047721867,-240.97723,1.9829120999999998,,18.62788345826371,,-0.513,0.11,35.106735,0.9935110999999999,22.806420000000003,,15.7930155,11.584214999999999,17.24839,8.067271,16.565910000000002,17.24839,8.291821,9.938753,0.9999976999999999,-1.0,16.888662,293,13.355739000000002,291.09875
293,5880,2711.570667743683,-237.84407000000002,7.930173399999999,,18.36730168945937,,-0.488,0.11,37.442932,0.9554389000000001,22.831436,,15.795892000000002,11.713544,17.24839,8.117697999999999,15.933972,17.24839,7.502058,9.935346000000001,0.9999976999999999,-1.0,16.63867,294,13.350113,280.89905
294,5900,2727.003618478775,-238.77419,7.025516499999999,,18.499767464091587,,-0.508,0.11,35.611362,0.99869394,22.909155,,15.799175,16.872265,17.24839,7.6094675,16.654491,17.24839,8.273054,9.931951,0.9999976999999999,-1.0,16.764643,295,13.36188,294.61472000000003
295,5920,2743.763340473175,-237.18892000000002,4.2870292999999995,,18.37249841913068,,-0.5,0.11,36.014538,0.9843212,22.81152,,15.802038,9.535984,17.24839,7.234594,16.415363,17.24839,8.09004,9.928566,0.9999976999999999,-1.0,16.646559,296,13.348931,291.35907000000003
296,5940,2762.808931350708,-238.23172000000002,2.9424982,,18.4263082729471,,-0.521,0.11,34.270405,1.017649,22.835279999999997,,15.805045999999999,7.560214,17.24839,7.441734299999999,16.968029,17.24839,8.819322999999999,9.925194,0.9999976999999999,-1.0,16.69579,297,13.32937,302.24176
297,5960,2776.3772258758545,-235.90845,6.627664599999999,,18.43522039673319,,-0.504,0.11,35.639576,1.0023167,22.889954,,15.808089,14.021063,17.24839,6.999755,16.715748,17.24839,8.380861999999999,9.921832,0.9999976999999999,-1.0,16.712044,298,13.331732999999998,298.69037000000003
298,5980,2791.165585041046,-236.06229,3.119862,,18.44574361831841,,-0.515,0.11,34.36805,1.0136184000000001,22.770554999999998,,15.811145000000002,17.180614000000002,17.24839,7.14087,16.902706,17.24839,8.81842,9.918482000000001,0.9999976999999999,-1.0,16.721617000000002,299,13.344595000000002,303.0719
299,6000,2809.575009822845,-235.92512999999997,2.3053176,,18.43055883821964,,-0.523,0.11,33.440464,1.0172861,22.632442,,15.814095499999999,10.118957,17.24839,7.000202000000001,16.962511,17.24839,9.126244,9.915142999999999,0.9999976999999999,-1.0,16.696291,300,13.333873,305.18582000000004
300,6020,2825.6552052497864,-232.14574,6.810338000000001,,18.46697499739097,,-0.489,0.11,36.42219,0.9722161,22.65783,,15.817195000000002,11.167566,17.24839,7.202266000000001,16.217522,17.24839,8.034581,9.911816,0.9999976999999999,-1.0,16.747055,301,13.326718,292.63705
301,6040,2837.7574706077576,-229.25677000000002,8.811434,,18.410718322458564,,-0.465,0.11,39.582043,0.9253008,22.767323,,15.820073,18.747147000000002,17.24839,9.965238000000001,15.437757999999999,17.24839,7.0597878,9.908499,0.9999976999999999,-1.0,16.686249,302,13.344555,279.44083
302,6060,2855.780519962311,-230.36108,3.1857283,,18.291197417572935,,-0.488,0.11,36.384754,0.97498286,22.635765,,15.822572000000001,15.89976,17.24839,7.267108,16.262682,17.24839,8.119328999999999,9.905192,0.9999976999999999,-1.0,16.576878,303,13.352719,295.4198
