Iteration,InvPendulum_std1_higher,InvPendulum_std2_higher,ReturnAbsMax,MinEpLen,IWMax,InvPendulum_mu0_higher,InvPendulum_mu1_higher,NumTrainableParams,Regret/t,TimeElapsed,NumTrajectories,ReturnStepMax,Bound,GridSize,DenMISEMeanLog,BoundMISE,IWMean,DenMISELogLast,InvPendulum_mu3_higher,TimestepsSoFar,InvPendulum_mu2_higher,InvPendulum_std3_higher,Regret,ReturnMean,DenMISELogFirst,Delta,IWLastEpisode,ReturnMin,InvPendulum_std0_higher,IWMin,BoundBonus,AvgEpLen,ReturnLastEpisode,IWFirstEpisode,ActionIn1,ReturnMax
1282,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.83849,3905.784295797348,1282,522.7736,inf,625,15.73654,,,15.895829,0.1,86336,0.1,0.0009999999,186964.94,-140.83849,15.948636,1.1817648e-10,,-522.7736,0.0009999999,,inf,67.34477379095163,-126.46581,,0.10346297,79.85369
1283,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.83493,3910.233486175537,1283,522.7736,inf,625,15.733759,,,13.165517,0.2,86379,0.1,0.0009999999,187106.22,-140.83493,15.947856,1.1799234e-10,,-522.7736,0.0009999999,,inf,67.32579890880749,-136.28165,,0.20063025,79.85369
1284,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.83475,3914.752604484558,1284,522.7736,inf,625,15.732289,,,14.847467,-0.2,86424,0.2,0.0009999999,187251.81,-140.83475,15.947077,1.1780862e-10,,-522.7736,0.0009999999,,inf,67.30841121495327,-140.5764,,-0.09879332,79.85369
1285,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.8093,3919.1794171333313,1285,522.7736,inf,625,15.73007,,,13.877378,-0.1,86443,0.2,0.0009999999,187364.94,-140.8093,15.946299,1.1762534e-10,,-522.7736,0.0009999999,,inf,67.27081712062257,-108.13899,,0.002303265,79.85369
1286,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.78163,3923.8814578056335,1286,522.7736,inf,625,15.7290745,,,15.451666,,86467,0.2,0.0009999999,187475.19,-140.78163,15.94552,1.1744247e-10,,-522.7736,0.0009999999,,inf,67.23716951788491,-105.23826,,0.09961262,79.85369
1287,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.76611,3928.3947970867157,1287,522.7736,inf,625,15.726835,,,13.847081,0.1,86495,0.2,0.0009999999,187600.98,-140.76611,15.944743,1.1726005e-10,,-522.7736,0.0009999999,,inf,67.2066822066822,-120.806984,,0.20312124,79.85369
1288,0.0009999999,0.0009999999,522.7736,11,,-0.1,,,145.7474,3933.3030121326447,1288,522.7736,inf,625,15.724239,,,13.38314,0.2,86517,0.2,0.0009999999,187722.66,-140.7474,15.943967,1.1707804e-10,,-522.7736,0.0009999999,,inf,67.17158385093168,-116.66765,,0.29872185,79.85369
1289,0.0009999999,0.0009999999,522.7736,11,,,,,145.73624,3938.1642682552338,1289,522.7736,inf,625,15.722838,,,14.919284,-0.1,86550,-0.2,0.0009999999,187854.02,-140.73624,15.943191,1.1689645e-10,,-522.7736,0.0009999999,,inf,67.14507370054305,-126.349144,,-0.2985843,79.85369
1290,0.0009999999,0.0009999999,522.7736,11,,,,,145.71487,3942.767927646637,1290,522.7736,inf,625,15.720955,,,14.289705,0.1,86567,-0.2,0.0009999999,187972.19,-140.71487,15.942415,1.1671529e-10,,-522.7736,0.0009999999,,inf,67.1062015503876,-113.174644,,-0.09627464,79.85369
1291,0.0009999999,0.0009999999,522.7736,11,,,,,145.69708,3947.394062757492,1291,522.7736,inf,625,15.71816,,,13.111272,-0.2,86591,-0.1,0.0009999999,188094.94,-140.69708,15.94164,1.1653455e-10,,-522.7736,0.0009999999,,inf,67.07281177381874,-117.74722,,-0.30463448,79.85369
1292,0.0009999999,0.0009999999,522.7736,11,,,,,145.67009,3952.2366330623627,1292,522.7736,inf,625,15.715616,,,13.432908,-0.1,86605,-0.1,0.0009999999,188205.75,-140.67009,15.9408655,1.16354225e-10,,-522.7736,0.0009999999,,inf,67.03173374613003,-105.81464,,-0.20016843,79.85369
1293,0.0009999999,0.0009999999,522.7736,11,,,,,145.65866,3956.91441988945,1293,522.7736,inf,625,15.715019,,,15.945183,,86636,-0.1,0.0009999999,188336.64,-140.65866,15.940092,1.1617431e-10,,-522.7736,0.0009999999,,inf,67.00386697602475,-125.8983,,-0.10029257,79.85369
1294,0.0009999999,0.0009999999,522.7736,11,,,,,145.63638,3961.759244441986,1294,522.7736,inf,625,15.712906,,,13.981255,0.1,86653,-0.1,0.0009999999,188453.48,-140.63638,15.93932,1.1599483e-10,,-522.7736,0.0009999999,,inf,66.96522411128285,-111.84231,,0.002044551,79.85369
1295,0.0009999999,0.0009999999,522.7736,11,,,,,145.62036,3966.3179733753204,1295,522.7736,inf,625,15.712276,,,15.897916,0.2,86676,-0.1,0.0009999999,188578.38,-140.62036,15.938547,1.15815746e-10,,-522.7736,0.0009999999,,inf,66.93127413127414,-119.88939,,0.10288534,79.85369
1296,0.0009999999,0.0009999999,522.7736,11,,,,,145.60793,3970.985355615616,1296,522.7736,inf,625,15.710006,,,13.769001,-0.1,86703,,0.0009999999,188707.88,-140.60793,15.937775,1.1563709e-10,,-522.7736,0.0009999999,,inf,66.90046296296296,-124.498665,,-0.10138443,79.85369
1297,0.0009999999,0.0009999999,522.7736,11,,,,,145.60225,3975.8211998939514,1297,522.7736,inf,625,15.709591,,,16.166435,0.1,86791,,0.0009999999,188846.11,-140.60225,15.937003,1.15458844e-10,,-522.7736,0.0009999999,,inf,66.91673091750192,-133.24077,,0.09889542,79.85369
1298,0.0009999999,0.0009999999,522.7736,11,,,,,145.60774,3980.709058046341,1298,522.7736,inf,625,15.707622,,,14.151568,-0.2,86844,0.1,0.0009999999,188998.86,-140.60774,15.936233,1.1528101e-10,,-522.7736,0.0009999999,,inf,66.90600924499229,-147.75371,,-0.102771044,79.85369
1299,0.0009999999,0.0009999999,522.7736,11,,,,,145.58473,3985.58918094635,1299,522.7736,inf,625,15.70548,,,13.929531,-0.1,86869,0.1,0.0009999999,189114.56,-140.58473,15.935463,1.15103586e-10,,-522.7736,0.0009999999,,inf,66.87374903772132,-110.69564,,-0.001930885,79.85369
1300,0.0009999999,0.0009999999,522.7736,11,,,,,145.55768,3990.7643353939056,1300,522.7736,inf,625,15.704705,,,15.699101,,86886,0.1,0.0009999999,189224.98,-140.55768,15.934693,1.14926575e-10,,-522.7736,0.0009999999,,inf,66.83538461538461,-105.41209,,0.099655844,79.85369
1301,0.0009999999,0.0009999999,522.7736,11,,,,,145.5353,3995.2948212623596,1301,522.7736,inf,625,15.703634,,,15.310497,0.1,86906,0.1,0.0009999999,189341.42,-140.5353,15.933924,1.1474996e-10,,-522.7736,0.0009999999,,inf,66.79938508839355,-111.43682,,0.20100781,79.85369
1302,0.0009999999,0.0009999999,522.7736,11,,,,,145.52959,4000.6474566459656,1302,522.7736,inf,625,15.7034025,,,16.400366,0.2,86942,0.1,0.0009999999,189479.53,-140.52959,15.933156,1.1457377e-10,,-522.7736,0.0009999999,,inf,66.77572964669739,-133.11029,,0.3001608,79.85369
1303,0.0009999999,0.0009999999,522.7736,11,,,,,145.52911,4006.2818048000336,1303,522.7736,inf,625,15.701463,,,14.173891,-0.1,86986,0.2,0.0009999999,189624.44,-140.52911,15.932388,1.1439798e-10,,-522.7736,0.0009999999,,inf,66.75825019186493,-139.9101,,0.10119808,79.85369
1304,0.0009999999,0.0009999999,522.7736,11,,,,,145.51498,4011.5142788887024,1304,522.7736,inf,625,15.70085,,,15.901565,0.1,87012,0.2,0.0009999999,189751.53,-140.51498,15.931621,1.142226e-10,,-522.7736,0.0009999999,,inf,66.72699386503068,-122.09545,,0.2973777,79.85369
1305,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.50137,4016.7468676567078,1305,522.7736,inf,625,15.699554,,,15.009209,-0.2,87040,-0.2,0.0009999999,189879.3,-140.50137,15.930855,1.1404761e-10,,-522.7736,0.0009999999,,inf,66.69731800766283,-122.76321,,-0.29981732,79.85369
1306,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.48375,4022.0627076625824,1306,522.7736,inf,625,15.697822,,,14.440588,-0.1,87063,-0.2,0.0009999999,190001.78,-140.48375,15.930088,1.1387302e-10,,-522.7736,0.0009999999,,inf,66.66385911179174,-117.49299,,-0.19986117,79.85369
1307,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.45828,4027.282758951187,1307,522.7736,inf,625,15.696774,,,15.326746,,87089,-0.2,0.0009999999,190113.97,-140.45828,15.929323,1.13698835e-10,,-522.7736,0.0009999999,,inf,66.6327467482785,-107.18881,,-0.10005188,79.85369
1308,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.43637,4032.505651473999,1308,522.7736,inf,625,15.695653,,,15.232876,0.1,87110,-0.2,0.0009999999,190230.77,-140.43637,15.928558,1.1352505e-10,,-522.7736,0.0009999999,,inf,66.59785932721712,-111.79956,,0.0006197542,79.85369
1309,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.41881,4037.861634016037,1309,522.7736,inf,625,15.694607,,,15.324308,0.2,87131,-0.2,0.0009999999,190353.22,-140.41881,15.9277935,1.1335166e-10,,-522.7736,0.0009999999,,inf,66.56302521008404,-117.45534,,0.099197276,79.85369
1310,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.40086,4043.0864536762238,1310,522.7736,inf,625,15.694093,,,16.020761,-0.2,87153,-0.1,0.0009999999,190475.12,-140.40086,15.927031,1.1317867e-10,,-522.7736,0.0009999999,,inf,66.52900763358778,-116.90122,,-0.19968988,79.85369
1311,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.37811,4048.6277527809143,1311,522.7736,inf,625,15.692689,,,14.850209,-0.1,87168,-0.1,0.0009999999,190590.7,-140.37811,15.926268,1.1300608e-10,,-522.7736,0.0009999999,,inf,66.48970251716247,-110.57401,,-0.10100151,79.85369
1312,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.3519,4053.86895608902,1312,522.7736,inf,625,15.691939,,,15.70953,,87186,-0.1,0.0009999999,190701.69,-140.3519,15.925505,1.12833874e-10,,-522.7736,0.0009999999,,inf,66.45274390243902,-105.975845,,0.00051726785,79.85369
1313,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.33383,4058.8610169887543,1313,522.7736,inf,625,15.690188,,,14.391032,0.1,87207,-0.1,0.0009999999,190823.31,-140.33383,15.924743,1.12662074e-10,,-522.7736,0.0009999999,,inf,66.41812642802742,-116.62911,,0.10056077,79.85369
1314,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.32741,4063.9786171913147,1314,522.7736,inf,625,15.690124,,,16.60763,0.2,87242,-0.1,0.0009999999,190960.22,-140.32741,15.923982,1.1249065e-10,,-522.7736,0.0009999999,,inf,66.39421613394217,-131.9112,,0.19994798,79.85369
1315,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.31126,4069.387471675873,1315,522.7736,inf,625,15.687737,,,13.551917,-0.2,87264,,0.0009999999,191084.31,-140.31126,15.923221,1.1231964e-10,,-522.7736,0.0009999999,,inf,66.36045627376426,-119.10063,,-0.099390045,79.85369
1316,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.28543,4074.699146747589,1316,522.7736,inf,625,15.686446,,,14.989943,-0.1,87363,,0.0009999999,191195.62,-140.28543,15.922461,1.12149e-10,,-522.7736,0.0009999999,,inf,66.38525835866261,-106.29667,,0.0023725033,79.85369
1317,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.26863,4080.191913843155,1317,522.7736,inf,625,15.68551,,,15.453137,,87384,,0.0009999999,191318.78,-140.26863,15.9217005,1.1197876e-10,,-522.7736,0.0009999999,,inf,66.3507972665148,-118.15344,,0.10037816,79.85369
1318,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.26346,4085.1642253398895,1318,522.7736,inf,625,15.680938,,,10.65773,0.1,87429,,0.0009999999,191457.23,-140.26346,15.920942,1.118089e-10,,-522.7736,0.0009999999,,inf,66.33459787556905,-133.46289,,0.20085393,79.85369
1319,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.26251,4090.6459126472473,1319,522.7736,inf,625,15.679892,,,15.2998295,0.2,87471,,0.0009999999,191601.25,-140.26251,15.920183,1.1163941e-10,,-522.7736,0.0009999999,,inf,66.31614859742228,-139.00099,,0.29916638,79.85369
1320,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.24504,4095.7621083259583,1320,522.7736,inf,625,15.679717,,,16.44764,-0.2,87492,0.1,0.0009999999,191723.45,-140.24504,15.919426,1.11470326e-10,,-522.7736,0.0009999999,,inf,66.28181818181818,-117.2114,,-0.00023441017,79.85369
1321,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.22914,4100.484390258789,1321,522.7736,inf,625,15.677732,,,14.05665,-0.1,87529,0.1,0.0009999999,191847.69,-140.22914,15.918669,1.1130164e-10,,-522.7736,0.0009999999,,inf,66.25965177895533,-119.2338,,0.10021773,79.85369
1322,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.20287,4105.2040050029755,1322,522.7736,inf,625,15.676171,,,14.612577,,87556,0.1,0.0009999999,191958.19,-140.20287,15.917912,1.1113332e-10,,-522.7736,0.0009999999,,inf,66.22995461422087,-105.50452,,0.2015053,79.85369
1323,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.19968,4109.917244672775,1323,522.7736,inf,625,15.673647,,,13.340304,0.1,87604,0.1,0.0009999999,192099.17,-140.19968,15.917155,1.1096537e-10,,-522.7736,0.0009999999,,inf,66.2161753590325,-135.99042,,0.3008952,79.85369
1324,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.18758,4114.566027641296,1324,522.7736,inf,625,15.673286,,,16.195705,0.2,87631,0.1,0.0009999999,192228.34,-140.18758,15.9164,1.10797815e-10,,-522.7736,0.0009999999,,inf,66.18655589123867,-124.17101,,0.39864087,79.85369
1325,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.18265,4119.483515024185,1325,522.7736,inf,625,15.672815,,,16.05023,-0.2,87667,0.2,0.0009999999,192367.02,-140.18265,15.915645,1.1063065e-10,,-522.7736,0.0009999999,,inf,66.16377358490566,-133.67342,,0.0988543,79.85369
1326,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.165,4123.934456110001,1326,522.7736,inf,625,15.6707115,,,13.881714,-0.1,87689,0.2,0.0009999999,192488.78,-140.165,15.91489,1.10463826e-10,,-522.7736,0.0009999999,,inf,66.13046757164405,-116.76374,,0.19647521,79.85369
1327,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.14783,4128.548061132431,1327,522.7736,inf,625,15.667368,,,12.235067,,87711,0.2,0.0009999999,192611.17,-140.14783,15.914137,1.102974e-10,,-522.7736,0.0009999999,,inf,66.09721175584023,-117.389595,,0.29848266,79.85369
1328,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.13107,4133.249138116837,1328,522.7736,inf,625,15.666922,,,16.072384,0.1,87732,0.2,0.0009999999,192734.06,-140.13107,15.9133835,1.10131355e-10,,-522.7736,0.0009999999,,inf,66.0632530120482,-117.89815,,0.39911702,79.85369
1329,0.0009999999,0.0009999999,522.7736,11,,0.1,,,145.11125,4137.908800363541,1329,522.7736,inf,625,15.666551,,,16.171968,0.2,87750,0.2,0.0009999999,192852.84,-140.11125,15.912631,1.09965696e-10,,-522.7736,0.0009999999,,inf,66.02708803611738,-113.76908,,0.49849588,79.85369
1330,0.0009999999,0.0009999999,522.7736,11,,0.2,,,145.09515,4142.921236276627,1330,522.7736,inf,625,15.666139,,,16.117195,-0.1,87773,-0.2,0.0009999999,192976.55,-140.09515,15.911879,1.09800384e-10,,-522.7736,0.0009999999,,inf,65.99473684210527,-118.71127,,-0.10107808,79.85369
1331,0.0009999999,0.0009999999,522.7736,11,,0.2,,,145.07591,4147.925346136093,1331,522.7736,inf,625,15.664458,,,14.428381,0.1,87791,-0.2,0.0009999999,193096.03,-140.07591,15.911127,1.09635453e-10,,-522.7736,0.0009999999,,inf,65.95867768595042,-114.473404,,0.10152611,79.85369
1332,0.0009999999,0.0009999999,522.7736,11,,0.2,,,145.05142,4152.917609214783,1332,522.7736,inf,625,15.663294,,,15.112009,-0.2,87804,-0.1,0.0009999999,193208.5,-140.05142,15.910376,1.094709e-10,,-522.7736,0.0009999999,,inf,65.91891891891892,-107.482254,,-0.099618696,79.85369
1333,0.0009999999,0.0009999999,522.7736,11,,0.2,,,145.03091,4157.847138404846,1333,522.7736,inf,625,15.661931,,,14.84629,-0.1,87832,-0.1,0.0009999999,193326.2,-140.03091,15.909625,1.09306716e-10,,-522.7736,0.0009999999,,inf,65.89047261815453,-112.69081,,-0.00096990913,79.85369
1334,0.0009999999,0.0009999999,522.7736,11,,0.2,,,145.0098,4162.707922697067,1334,522.7736,inf,625,15.658658,,,12.297154,,87850,-0.1,0.0009999999,193443.08,-140.0098,15.908875,1.09142896e-10,,-522.7736,0.0009999999,,inf,65.85457271364318,-111.87594,,0.10386903,79.85369
1335,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.99043,4167.620540857315,1335,522.7736,inf,625,15.656582,,,13.887969,0.1,87869,-0.1,0.0009999999,193562.22,-139.99043,15.908126,1.08979444e-10,,-522.7736,0.0009999999,,inf,65.81947565543071,-114.14915,,0.20152383,79.85369
1336,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.96722,4172.396020412445,1336,522.7736,inf,625,15.65628,,,16.253117,0.2,87883,-0.1,0.0009999999,193676.22,-139.96722,15.907377,1.0881637e-10,,-522.7736,0.0009999999,,inf,65.7806886227545,-108.99018,,0.30042225,79.85369
1337,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.97714,4177.502925157547,1337,522.7736,inf,625,15.655777,,,15.983161,-0.1,87939,,0.0009999999,193834.44,-139.97714,15.906629,1.0865365e-10,,-522.7736,0.0009999999,,inf,65.773373223635,-153.21101,,0.097220175,79.85369
1338,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.95354,4182.477981090546,1338,522.7736,inf,625,15.650864,,,10.08226,0.1,87966,,0.0009999999,193947.83,-139.95354,15.905882,1.084913e-10,,-522.7736,0.0009999999,,inf,65.74439461883408,-108.396996,,0.3024581,79.85369
1339,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.94406,4187.330459833145,1339,522.7736,inf,625,15.648338,,,13.268698,-0.2,87996,0.1,0.0009999999,194080.1,-139.94406,15.905134,1.0832932e-10,,-522.7736,0.0009999999,,inf,65.7176997759522,-127.26879,,0.09751253,79.85369
1340,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.9167,4192.982882022858,1340,522.7736,inf,625,15.6472025,,,15.126649,-0.1,88016,0.1,0.0009999999,194188.39,-139.9167,15.904387,1.0816768e-10,,-522.7736,0.0009999999,,inf,65.68358208955223,-103.29476,,0.20395625,79.85369
1341,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.89464,4198.726277828217,1341,522.7736,inf,625,15.645294,,,14.087796,,88034,0.1,0.0009999999,194303.72,-139.89464,15.903642,1.08006416e-10,,-522.7736,0.0009999999,,inf,65.64802386278896,-110.3332,,0.29859146,79.85369
1342,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.87994,4204.059898614883,1342,522.7736,inf,625,15.644218,,,15.201789,0.1,88058,0.1,0.0009999999,194428.88,-139.87994,15.902896,1.0784552e-10,,-522.7736,0.0009999999,,inf,65.61698956780924,-120.1434,,0.40135238,79.85369
1343,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.87727,4209.2603623867035,1343,522.7736,inf,625,15.643712,,,15.964472,0.2,88097,0.1,0.0009999999,194570.19,-139.87727,15.902151,1.0768497e-10,,-522.7736,0.0009999999,,inf,65.59717051377513,-136.31769,,0.5000818,79.85369
1344,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.8745,4214.998265981674,1344,522.7736,inf,625,15.642534,,,15.058741,-0.1,88136,0.2,0.0009999999,194711.33,-139.8745,15.901407,1.0752479e-10,,-522.7736,0.0009999999,,inf,65.57738095238095,-136.14603,,0.30198,79.85369
1345,0.0009999999,0.0009999999,522.7736,11,,0.2,,,144.85632,4220.577782869339,1345,522.7736,inf,625,15.641069,,,14.669813,0.1,88169,0.2,0.0009999999,194831.75,-139.85632,15.900663,1.0736495e-10,,-522.7736,0.0009999999,,inf,65.55315985130112,-115.42777,,0.49908435,79.85369
1346,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.84593,4225.794347047806,1346,522.7736,inf,625,15.639284,,,14.238118,-0.2,88207,-0.2,0.0009999999,194962.62,-139.84593,15.89992,1.0720549e-10,,-522.7736,0.0009999999,,inf,65.53268945022289,-125.867584,,-0.49949902,79.85369
1347,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.82025,4231.004128932953,1347,522.7736,inf,625,15.639278,,,16.63161,-0.1,88221,-0.2,0.0009999999,195072.88,-139.82025,15.899178,1.0704636e-10,,-522.7736,0.0009999999,,inf,65.49443207126949,-105.265274,,-0.3936129,79.85369
1348,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.79594,4236.328072071075,1348,522.7736,inf,625,15.633758,,,9.195316,,88239,-0.2,0.0009999999,195184.94,-139.79594,15.898436,1.068876e-10,,-522.7736,0.0009999999,,inf,65.45919881305637,-107.05626,,-0.30014467,79.85369
1349,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.77666,4242.050268411636,1349,522.7736,inf,625,15.631969,,,14.224113,0.1,88264,-0.2,0.0009999999,195303.72,-139.77666,15.897694,1.06729195e-10,,-522.7736,0.0009999999,,inf,65.42920681986656,-113.78042,,-0.19853526,79.85369
1350,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.75894,4247.37938284874,1350,522.7736,inf,625,15.629866,,,13.789201,0.2,88285,-0.2,0.0009999999,195424.58,-139.75894,15.896953,1.06571134e-10,,-522.7736,0.0009999999,,inf,65.3962962962963,-115.859276,,-0.10269919,79.85369
1351,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.73584,4252.948475599289,1351,522.7736,inf,625,15.628166,,,14.331361,-0.2,88300,-0.1,0.0009999999,195538.12,-139.73584,15.896213,1.06413434e-10,,-522.7736,0.0009999999,,inf,65.35899333826795,-108.54186,,-0.39852566,79.85369
1352,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.7152,4258.356126308441,1352,522.7736,inf,625,15.627947,,,16.332264,-0.1,88319,-0.1,0.0009999999,195654.94,-139.7152,15.895473,1.0625607e-10,,-522.7736,0.0009999999,,inf,65.32470414201184,-111.81924,,-0.30297327,79.85369
1353,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.69765,4263.988710641861,1353,522.7736,inf,625,15.626239,,,14.315712,,88343,-0.1,0.0009999999,195775.9,-139.69765,15.894733,1.0609905e-10,,-522.7736,0.0009999999,,inf,65.29416112342942,-115.97547,,-0.19722372,79.85369
1354,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.68939,4269.802975177765,1354,522.7736,inf,625,15.625248,,,15.287736,0.1,88374,-0.1,0.0009999999,195909.44,-139.68939,15.893994,1.059424e-10,,-522.7736,0.0009999999,,inf,65.26883308714919,-128.52295,,-0.09822212,79.85369
1355,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.68025,4275.3044674396515,1355,522.7736,inf,625,15.624631,,,15.786483,0.2,88407,-0.1,0.0009999999,196041.73,-139.68025,15.893256,1.05786074e-10,,-522.7736,0.0009999999,,inf,65.2450184501845,-127.292946,,-0.0020240545,79.85369
1356,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.66995,4280.762815952301,1356,522.7736,inf,625,15.623572,,,15.189523,-0.2,88436,,0.0009999999,196172.45,-139.66995,15.892518,1.05630116e-10,,-522.7736,0.0009999999,,inf,65.21828908554572,-125.7149,,-0.3022239,79.85369
1357,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.64429,4286.149738550186,1357,522.7736,inf,625,15.622852,,,15.648357,-0.1,88457,,0.0009999999,196282.3,-139.64429,15.891781,1.0547451e-10,,-522.7736,0.0009999999,,inf,65.18570375829034,-104.84166,,-0.2022658,79.85369
1358,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.63152,4291.446621417999,1358,522.7736,inf,625,15.619075,,,11.489742,,88523,,0.0009999999,196409.6,-139.63152,15.891045,1.05319226e-10,,-522.7736,0.0009999999,,inf,65.18630338733432,-122.30298,,-0.10122957,79.85369
1359,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.63965,4296.710234642029,1359,522.7736,inf,625,15.618494,,,15.830893,0.1,88582,,0.0009999999,196565.28,-139.63965,15.890308,1.05164294e-10,,-522.7736,0.0009999999,,inf,65.18175128771155,-150.67847,,-0.0005629286,79.85369
1360,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.65184,4301.874705553055,1360,522.7736,inf,625,15.617724,,,15.571077,0.2,88647,,0.0009999999,196726.5,-139.65184,15.889573,1.0500969e-10,,-522.7736,0.0009999999,,inf,65.18161764705883,-156.23227,,0.101066,79.85369
1361,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.63527,4306.5749361515045,1361,522.7736,inf,625,15.61402,,,11.577845,-0.2,88669,0.1,0.0009999999,196848.61,-139.63527,15.888838,1.04855444e-10,,-522.7736,0.0009999999,,inf,65.14988978692138,-117.106384,,-0.19777317,79.85369
1362,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.60617,4311.3037803173065,1362,522.7736,inf,625,15.61323,,,15.535664,-0.1,88721,0.1,0.0009999999,196953.61,-139.60617,15.8881035,1.0470151e-10,,-522.7736,0.0009999999,,inf,65.140234948605,-99.99895,,-0.10201991,79.85369
1363,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.57945,4315.744236707687,1363,522.7736,inf,625,15.607676,,,9.044085,,88746,0.1,0.0009999999,197061.8,-139.57945,15.887369,1.0454794e-10,,-522.7736,0.0009999999,,inf,65.1107850330154,-103.18302,,0.0004365227,79.85369
1364,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.58362,4320.388986825943,1364,522.7736,inf,625,15.607307,,,16.102928,0.1,88794,0.1,0.0009999999,197212.06,-139.58362,15.886636,1.04394694e-10,,-522.7736,0.0009999999,,inf,65.0982404692082,-145.26787,,0.0969783,79.85369
1365,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.56863,4325.016785621643,1365,522.7736,inf,625,15.605908,,,14.697415,0.2,88817,0.1,0.0009999999,197336.19,-139.56863,15.885903,1.0424179e-10,,-522.7736,0.0009999999,,inf,65.06739926739927,-119.1234,,0.19957975,79.85369
1366,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.55847,4329.662182331085,1366,522.7736,inf,625,15.601807,,,11.003514,-0.2,88847,0.2,0.0009999999,197466.88,-139.55847,15.885171,1.0408923e-10,,-522.7736,0.0009999999,,inf,65.04172767203514,-125.703766,,-0.09822817,79.85369
1367,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.53317,4334.600095033646,1367,522.7736,inf,625,15.599377,,,13.280549,-0.1,88863,0.2,0.0009999999,197576.84,-139.53317,15.8844385,1.03937005e-10,,-522.7736,0.0009999999,,inf,65.00585223116313,-104.96479,,0.00075850636,79.85369
1368,0.0009999999,0.0009999999,522.7736,11,,-0.2,0.1,,144.5086,4339.358664751053,1368,522.7736,inf,625,15.598954,,,16.020596,,88880,0.2,0.0009999999,197687.78,-139.5086,15.883708,1.037851e-10,,-522.7736,0.0009999999,,inf,64.97076023391813,-105.94422,,0.100995354,79.85369
