IWMin,Delta,ReturnLastEpisode,TimestepsSoFar,LQGsigma_higher,DenMISELogFirst,ReturnMax,IWMax,IWMean,Iteration,DenMISEMeanLog,ReturnStepMax,ReturnAbsMax,LQGmu1_actor,ReturnMin,TimeElapsed,Regret/t,IWFirstEpisode,Bound,IWLastEpisode,Regret,DenMISELogLast,LQGmu1_higher,ReturnMean
,1.671027e-09,0.9563175,17060,0.027547687,-3.2264252,0.9565242,43.99008,0.8184159,853,-0.85334146,0.99952173,0.9565242,0.47807074,,13375.239192962646,0.15970737,,2.4750464,,136.23041,-0.507434,0.46938777,0.80541265
,1.6671158e-09,0.53254855,17080,0.027547687,-3.2275968,0.9565242,22.493736,1.0592518,854,-0.8538398,0.99952173,0.9565242,0.09639055,,13392.158293247223,0.16002685,,2.4709597,,136.66296,-1.0825313,0.020408163,0.80509317
,1.6632183e-09,0.90442854,17100,0.027547687,-3.2287672,0.9565242,28.929056,0.9771793,855,-0.8536154,0.99952173,0.9565242,0.041523002,,13408.494974374771,0.15991068,,2.478304,28.874418,136.72363,-0.7110927,0.10204082,0.80520934
,1.6593346e-09,0.9560272,17120,0.079610266,-3.2299361,0.9565242,9.774114,0.9827231,856,-0.85338557,0.99952173,0.9565242,0.099198915,,13424.777213811874,0.15973449,1.3877639e-38,2.471883,9.016164,136.73273,-0.622518,0.020408163,0.80538553
,1.6554644e-09,0.90171367,17140,0.062317666,-3.2311037,0.9565242,58.615665,1.2062192,857,-0.85318303,0.99952173,0.9565242,0.9213662,,13441.848682403564,0.15962219,44.289238,2.470564,,136.7962,-0.65963584,1.0,0.8054978
,1.6516077e-09,0.23393798,17160,0.21203151,-3.1818814,0.9565242,4.184933,0.9950571,858,-0.8534953,0.99952173,0.9565242,-0.20315102,,13458.671454906464,0.16028827,0.0006957961,2.4700527,0.003971431,137.52734,-1.3051859,0.10204082,0.80483174
,1.6477646e-09,0.9554027,17180,0.01831564,-3.1830454,0.9565242,35.510216,1.0955639,859,-0.853131,0.99952173,0.9565242,-0.15651156,,13475.555091381073,0.16011298,,2.4805963,21.119598,137.53705,-0.53459,-0.18367347,0.80500704
,1.6439349e-09,0.9552267,17200,0.01831564,-3.1842089,0.9565242,30.8488,1.1902338,860,-0.8526435,0.99952173,0.9565242,-0.7650713,,13492.617191553116,0.15993828,,2.4679985,,137.54694,-0.5132005,-0.75510204,0.80518174
,1.6401184e-09,0.9559423,17220,0.01831564,-3.185371,0.9565242,68.82821,1.0418767,861,-0.85190916,0.99952173,0.9565242,0.5931274,,13509.823476552963,0.15976316,,2.4672952,,137.55609,-0.39492348,0.59183675,0.80535686
,1.6363152e-09,0.4729015,17240,0.09372906,-3.1865318,0.9565242,22.700607,1.1506213,862,-0.85215545,0.99952173,0.9565242,-1.1070502,,13526.559769630432,0.16014886,,2.4662776,,138.04834,-1.0773188,-1.0,0.80497116
,1.6325252e-09,0.95548177,17260,0.14097345,-3.1876912,0.9565242,21.459671,1.1710848,863,-0.8536268,0.99952173,0.9565242,-0.79402184,,13543.014931440353,0.15997452,,2.4671035,20.429096,138.05798,-2.265032,-1.0,0.8051455
,1.6287484e-09,0.95622975,17280,0.027547687,-3.1888492,0.9565242,20.175104,1.1110761,864,-0.85337406,0.99952173,0.9565242,-0.7522741,,13559.632059812546,0.15979958,,2.4709601,11.873975,138.06683,-0.7994751,-0.75510204,0.80532044
,1.6249847e-09,0.95600545,17300,0.027547687,-3.190006,0.9565242,22.832245,1.0413668,865,-0.85260266,0.99952173,0.9565242,-0.19847158,,13575.772431612015,0.15962535,,2.4645338,,138.07593,-0.2872846,-0.18367347,0.80549467
,1.6212338e-09,0.955937,17320,0.37546432,-3.1911614,0.9565242,2.3788314,0.9867968,866,-0.8521316,0.99952173,0.9565242,0.045916036,,13592.443251609802,0.15945166,0.4127933,2.4638689,1.443747,138.08514,-0.47650823,0.020408163,0.80566835
,1.6174961e-09,0.95311034,17340,0.01831564,-3.191839,0.9565242,37.360706,1.0571558,867,-0.85194105,0.99952173,0.9565242,-0.43999317,,13608.95235490799,0.15928167,,2.4605956,,138.09717,-0.6733873,-0.42857143,0.80583835
,1.6137714e-09,0.95604014,17360,0.01831564,-3.1929917,0.9565242,42.395294,0.94807124,868,-0.85153174,0.99952173,0.9565242,-0.45710525,,13625.667427062988,0.15910858,,2.4612968,10.2859,138.10626,-0.53754956,-0.46938777,0.80601144
,1.6100593e-09,0.95547205,17380,0.041433174,-3.194143,0.9565242,15.643289,1.0627488,869,-0.8513219,0.99952173,0.9565242,-0.7534256,,13642.592998027802,0.15893662,,2.4601169,7.561035e-08,138.1159,-0.6017306,-0.71428573,0.8061834
,1.6063603e-09,0.9558802,17400,0.01831564,-3.1952932,0.9565242,76.15918,1.0624826,870,-0.85060585,0.99952173,0.9565242,0.74079585,,13659.803061008453,0.15876448,,2.4589763,,138.12512,-0.28493708,0.75510204,0.80635554
,1.6026739e-09,0.38006157,17420,0.01831564,-3.196442,0.9565242,59.079453,1.0279926,871,-0.8509722,0.99952173,0.9565242,0.34542638,,13675.98856663704,0.15925395,,2.4576583,,138.71014,-1.1996562,0.3469388,0.80586606
,1.5990003e-09,0.5924504,17440,0.01831564,-3.1975894,0.9565242,29.215694,1.2240658,872,-0.8510579,0.99952173,0.9565242,-0.7668878,,13692.620625257492,0.15949863,,2.4570293,,139.08282,-0.93188375,-0.75510204,0.8056214
,1.5953392e-09,0.95617306,17460,0.041433174,-3.1987355,0.9565242,35.983963,0.9216344,873,-0.85026854,0.99952173,0.9565242,0.871556,,13709.641389846802,0.1593262,3.8150955e-07,2.4565296,,139.0918,-0.37062198,0.8367347,0.8057938
,1.5916906e-09,0.27272582,17480,0.1800923,-3.1998804,0.9565242,5.038443,0.96703726,874,-0.8509502,0.99952173,0.9565242,-0.3891752,,13726.549823999405,0.15993613,3.6563914e-18,2.4553933,3.9451034e-14,139.78418,-1.3551869,-0.59183675,0.8051839
,1.5880545e-09,0.95606905,17500,0.40740025,-3.2010238,0.9565242,2.9353194,0.9976609,875,-0.8507757,0.99952173,0.9565242,-0.68770576,,13743.112724781036,0.1597637,0.021023214,2.4543526,1.8939928,139.79327,-0.6643421,-0.42857143,0.8053563
,1.5844309e-09,0.95612705,17520,0.041433174,-3.202142,0.9565242,14.932394,1.013067,876,-0.85041314,0.99952173,0.9565242,-0.20084053,,13759.450371026993,0.15959162,,2.4485703,1.2001481e-31,139.80225,-0.53051865,-0.18367347,0.8055284
,1.5808197e-09,0.9553859,17540,0.027547687,-3.2032828,0.9565242,23.901058,1.0293336,877,-0.84998226,0.99952173,0.9565242,-0.4029742,,13775.53452205658,0.15942073,,2.448601,3.3834033e-14,139.81201,-0.47968644,-0.42857143,0.8056993
,1.5772208e-09,0.9564118,17560,0.01831564,-3.2044225,0.9565242,41.90777,0.9576733,878,-0.84969115,0.99952173,0.9565242,-0.39619952,,13792.580785751343,0.15924907,,2.4580293,28.48616,139.82068,-0.6135828,-0.3877551,0.80587095
,1.5736342e-09,0.95643175,17580,0.027547687,-3.205561,0.9565242,26.632751,0.9938994,879,-0.84947187,0.99952173,0.9565242,-0.42329118,,13808.550411701202,0.15907782,,2.4565487,25.180927,139.8294,-0.6001716,-0.3877551,0.8060422
,1.5700596e-09,0.9562831,17600,1.0,-3.206698,0.9565242,12.689405,0.94435275,880,-0.84905976,0.99952173,0.9565242,-0.6373342,,13825.234486103058,0.15890706,4.3205433,2.4470513,0.6210952,139.8382,-0.47137588,-0.18367347,0.80621296
,1.5664975e-09,0.95590883,17620,0.07336965,-3.202936,0.9565242,8.597099,0.99364495,881,-0.84904516,0.99952173,0.9565242,-0.155662,,13842.085151195526,0.15873712,,2.4426906,5.915941e-08,139.84741,-0.77977234,-0.18367347,0.8063829
,1.5629473e-09,0.95520926,17640,0.0529305,-3.2040703,0.9565242,22.106747,0.96903276,882,-0.84865344,0.99952173,0.9565242,0.63331807,,13858.396354675293,0.15856838,7.560678e-22,2.4407718,2.424348e-38,139.8573,-0.49392974,0.5510204,0.80655164
,1.5594092e-09,0.45055878,17660,0.0529305,-3.2052035,0.9565242,17.442074,1.0767126,883,-0.8490702,0.99952173,0.9565242,0.35064375,,13874.950770616531,0.15897155,,2.439446,1.2325589e-07,140.37189,-1.1772982,0.30612245,0.80614847
,1.5558832e-09,0.5722252,17680,0.03243324,-3.2063353,0.9565242,27.872406,0.8931374,884,-0.8490935,0.99952173,0.9565242,0.034087945,,13891.988025188446,0.1592362,,2.438165,1.6085631e-16,140.76477,-0.9391117,0.06122449,0.8058838
,1.5523689e-09,0.9529588,17700,0.01831564,-3.207466,0.9565242,32.86602,1.1507387,885,-0.848854,0.99952173,0.9565242,0.036831163,,13908.414042711258,0.15907001,,2.445694,27.801155,140.77698,-0.5229391,0.020408163,0.80605
,1.5488667e-09,0.8993856,17720,0.027547687,-3.2085953,0.9565242,19.370546,1.117136,886,-0.848341,0.99952173,0.9565242,-0.7852626,,13925.206951856613,0.15896463,,2.4381828,,140.84265,-0.52944005,-0.75510204,0.8061554
,1.5453763e-09,0.9562229,17740,0.01831564,-3.2097232,0.9565242,34.410877,1.1034606,887,-0.8480165,0.99952173,0.9565242,-0.54296863,,13942.12061548233,0.15879554,,2.4372725,1.2911941e-34,140.85162,-0.66830236,-0.5510204,0.8063245
,1.5418976e-09,0.95639294,17760,0.027547687,-3.21085,0.9565242,47.23497,1.0157769,888,-0.84744674,0.99952173,0.9565242,0.7769563,,13958.352180480957,0.1586265,2.78597e-32,2.4372687,,140.86029,-0.43049508,0.75510204,0.8064935
,1.5384308e-09,0.33389574,17780,0.062317666,-3.2119756,0.9565242,11.566963,0.98727083,889,-0.8478313,0.99952173,0.9565242,-0.6229589,,13974.773547887802,0.15915811,,2.4363782,,141.49158,-1.18613,-0.75510204,0.8059619
,1.5349755e-09,0.95609945,17800,0.01831564,-3.2130997,0.9565242,48.525368,0.8719604,890,-0.84782517,0.99952173,0.9565242,-0.63581777,,13991.482415914536,0.15898937,,2.4716475,43.253933,141.50049,-0.82609695,-0.63265306,0.80613065
,1.531532e-09,0.955877,17820,0.01831564,-3.2142227,0.9565242,46.068134,0.89011467,891,-0.8478667,0.99952173,0.9565242,-0.6217981,,14008.190205097198,0.15882134,,2.4516582,45.019234,141.50983,-0.740956,-0.63265306,0.8062987
,1.5281e-09,0.95586425,17840,0.027547687,-3.2153444,0.9565242,29.157436,0.8883386,892,-0.8478878,0.99952173,0.9565242,-0.65459126,,14024.741368293762,0.15865362,,2.4535584,28.114544,141.51904,-0.7410236,-0.63265306,0.8064664
,1.5246795e-09,0.9556569,17860,0.027547687,-3.2164648,0.9565242,25.15948,0.99059653,893,-0.8477827,0.99952173,0.9565242,-0.6532364,,14042.470049381256,0.15848655,,2.4357111,21.556852,141.5285,-0.6326054,-0.67346936,0.8066335
,1.5212704e-09,0.9562519,17880,0.24963507,-3.2175841,0.9565242,4.6552906,1.011855,894,-0.8475437,0.99952173,0.9565242,-0.59487414,,14059.292534828186,0.15831923,1.3384295e-10,2.4354873,2.8698783,141.53741,-0.61535645,-0.71428573,0.8068008
,1.5178728e-09,0.95594203,17900,0.027547687,-3.218702,0.9565242,22.197426,1.0541104,895,-0.8474177,0.99952173,0.9565242,-0.55154026,,14076.397363185883,0.15815258,,2.4351969,8.598854,141.54657,-0.74583817,-0.5510204,0.80696744
,1.5144865e-09,0.95607257,17920,0.041433174,-3.2198186,0.9565242,19.1302,0.9507371,896,-0.84687185,0.99952173,0.9565242,0.051218834,,14093.281211614609,0.15798622,,2.4349742,,141.55566,-0.4026697,0.10204082,0.8071338
,1.5111117e-09,0.9373316,17940,0.027547687,-3.2209342,0.9565242,21.50505,1.089432,897,-0.84678257,0.99952173,0.9565242,0.06306068,,14110.159234523773,0.15784109,,2.4442668,15.771026,141.58344,-0.7107398,0.020408163,0.80727893
,1.507748e-09,0.92723244,17960,0.041433174,-3.2220483,0.9565242,15.093604,1.02245,898,-0.8466135,0.99952173,0.9565242,0.047913022,,14126.456599235535,0.15770745,,2.44172,12.300439,141.62134,-0.7747624,0.020408163,0.80741256
,1.5043956e-09,0.94915676,17980,0.0529305,-3.2231612,0.9565242,16.259676,0.98225623,899,-0.8463697,0.99952173,0.9565242,0.06571851,,14142.981759786606,0.1575498,,2.4422822,13.902254,141.63727,-0.6438375,0.06122449,0.8075702
,1.5010546e-09,0.9556052,18000,0.07336965,-3.224273,0.9565242,10.915174,0.9767536,900,-0.8462928,0.99952173,0.9565242,0.16211392,,14159.477826833725,0.15738529,,2.4359355,10.232071,141.64679,-0.7547625,0.10204082,0.8077347
,1.4977246e-09,0.78118134,18020,0.057432614,-3.2253835,0.9565242,23.881788,0.9428959,901,-0.8462523,0.99952173,0.9565242,0.76522243,,14176.590672254562,0.1574148,0.00013825171,2.4330432,5.453079e-26,141.83069,-0.7832025,0.79591835,0.8077052
,1.4944055e-09,0.33698478,18040,0.027547687,-3.2264926,0.9565242,28.179438,0.9106031,902,-0.846654,0.99952173,0.9565242,-0.664003,,14193.209772348404,0.15793663,,2.431752,,142.45886,-1.143257,-0.63265306,0.8071834
,1.4910975e-09,0.9562307,18060,0.041433174,-3.2276006,0.9565242,16.326468,0.99681646,903,-0.84643954,0.99952173,0.9565242,-0.6019209,,14210.261018037796,0.15777159,,2.431849,16.326468,142.46771,-0.5541526,-0.67346936,0.80734843
,1.4878003e-09,0.95603764,18080,0.027547687,-3.2287076,0.9565242,39.89883,1.0348902,904,-0.84633416,0.99952173,0.9565242,0.39013356,,14227.610741138458,0.15760708,,2.4311707,,142.4768,-0.7422192,0.3877551,0.80751294
,1.4845142e-09,0.56755304,18100,0.027547687,-3.229813,0.9565242,23.663578,1.0431546,905,-0.8464572,0.99952173,0.9565242,-0.42236793,,14244.525658369064,0.15787226,,2.4310598,,142.87439,-0.97670394,-0.42857143,0.80724776
,1.4812389e-09,0.9558675,18120,0.079610266,-3.2309175,0.9565242,16.165977,0.93675125,906,-0.84601086,0.99952173,0.9565242,0.40043598,,14261.338070631027,0.15770817,4.3681225e-14,2.4309254,1.2508254e-24,142.8836,-0.47547266,0.42857143,0.80741185
,1.4779744e-09,0.57670474,18140,0.11973804,-3.2320206,0.9565242,6.5092735,0.9907643,907,-0.84627926,0.99952173,0.9565242,-0.19555646,,14278.048776388168,0.15796256,9.009844e-24,2.428553,6.294134e-05,143.27203,-1.0217354,-0.18367347,0.80715746
,1.4747209e-09,0.95576257,18160,0.01831564,-3.2331226,0.9565242,81.80762,0.7498832,908,-0.8458813,0.99952173,0.9565242,0.6997726,,14294.745929956436,0.15779889,,2.4280581,,143.28137,-0.4737938,0.67346936,0.80732113
,1.4714778e-09,0.38410202,18180,0.041433174,-3.2342231,0.9565242,20.026482,0.9522271,909,-0.84663653,0.99952173,0.9565242,-0.56192446,,14311.738929748535,0.15826446,,2.4265783,,143.86237,-1.262683,-0.59183675,0.80685556
,1.4682456e-09,0.9561633,18200,0.31890655,-3.2353227,0.9565242,24.70754,1.0438212,910,-0.8462754,0.99952173,0.9565242,-0.7630309,,14328.275418996811,0.15810043,1.2107639e-08,2.4262938,0.774734,143.8714,-0.46434417,-1.0,0.8070196
,1.465024e-09,0.9561559,18220,0.057432614,-3.236421,0.9565242,23.314611,0.94402915,911,-0.8456573,0.99952173,0.9565242,0.6417809,,14345.265211105347,0.15793669,7.018184e-13,2.4257817,,143.88037,-0.32242504,0.63265306,0.8071833
,1.461813e-09,0.41346627,18240,0.01831564,-3.237518,0.9565242,34.01003,1.1122642,912,-0.84611446,0.99952173,0.9565242,-0.15570198,,14361.982059001923,0.15836841,,2.4248836,,144.432,-1.1989676,-0.18367347,0.8067516
,1.4586126e-09,0.9540609,18260,0.027547687,-3.238614,0.9565242,24.451546,1.0635053,913,-0.845639,0.99952173,0.9565242,-0.1365191,,14378.885123968124,0.15820706,,2.4243927,21.624487,144.44305,-0.509635,-0.14285715,0.80691296
,1.4554226e-09,0.9552444,18280,0.10170138,-3.2397087,0.9565242,22.192377,1.0542351,914,-0.84520495,0.99952173,0.9565242,0.78558975,,14395.43307685852,0.15804482,20.191551,2.4235938,2.8188124e-23,144.45294,-0.5033276,0.9183673,0.8070752
,1.4522431e-09,0.32793108,18300,0.044957362,-3.2189512,0.9565242,14.62863,1.0511374,915,-0.84553355,0.99952173,0.9565242,-0.14113162,,14412.162887334824,0.15856838,,2.4224427,,145.09009,-1.1929514,-0.14285715,0.80655164
,1.449074e-09,0.954586,18320,0.01831564,-3.2200434,0.9565242,35.366123,1.0844091,916,-0.845091,0.99952173,0.9565242,-0.1629468,,14428.634839057922,0.15840673,,2.4222195,35.25052,145.10059,-0.4858565,-0.14285715,0.8067133
,1.4459152e-09,0.9556243,18340,0.44205254,-3.2211347,0.9565242,12.041819,0.9819979,917,-0.84456843,0.99952173,0.9565242,0.8220135,,14445.585317373276,0.15824443,8.16464,2.422185,0.50209695,145.11017,-0.43674505,0.46938777,0.8068756
,1.4427668e-09,0.31547025,18360,0.01831564,-3.2133603,0.9565242,32.988956,1.1372585,918,-0.8450574,0.99952173,0.9565242,-0.5332435,,14462.402364253998,0.15877974,,2.4210258,,145.75977,-1.2745157,-0.5510204,0.8063403
,1.4396286e-09,0.9563225,18380,0.041433174,-3.214449,0.9565242,15.587681,1.005829,919,-0.8445082,0.99952173,0.9565242,-0.3889037,,14478.740277290344,0.15861654,,2.4193454,0.62913024,145.76862,-0.4629084,-0.42857143,0.8065035
,1.4365006e-09,0.9559007,18400,1.0,-3.2155366,0.9565242,35.300602,0.7858214,920,-0.84424025,0.99952173,0.9565242,-1.511795,,14495.357635498047,0.15845418,1.0950832,2.4189801,0.6017497,145.77783,-0.5977441,-1.0,0.80666584
,1.4333829e-09,0.9545251,18420,0.47965226,-3.2154334,0.9565242,28.085455,0.9826375,921,-0.8479782,0.99952173,0.9565242,-1.4586334,,14512.155976057053,0.15829355,0.001421073,2.4187677,27.583305,145.78839,-4.0707135,-1.0,0.8068265
,1.4302751e-09,0.95466864,18440,0.01831564,-3.216517,0.9565242,39.79502,0.9876943,922,-0.8512998,0.99952173,0.9565242,-0.89006597,,14528.37081861496,0.15813327,,2.4134722,,145.79883,-3.8892236,-0.9183673,0.80698675
,1.4271778e-09,0.9560369,18460,0.01831564,-3.217601,0.9565242,30.503922,1.1962235,923,-0.85080886,0.99952173,0.9565242,-0.8822546,,14544.782443523407,0.15797174,,2.425755,25.024857,145.80792,-0.3722529,-0.877551,0.8071483
,1.4240904e-09,0.95612127,18480,0.027547687,-3.218684,0.9565242,19.830578,1.086207,924,-0.8500214,0.99952173,0.9565242,-0.88910496,,14561.076278686523,0.15781051,,2.4148107,19.353287,145.8169,-0.30454063,-0.877551,0.8073095
,1.4210129e-09,0.95595276,18500,0.01831564,-3.2197654,0.9565242,46.294884,0.8879916,925,-0.8493658,0.99952173,0.9565242,0.030823952,,14577.731414556503,0.15764982,,2.4120142,,145.82611,-0.3204547,0.06122449,0.8074702
,1.4179454e-09,0.94203305,18520,0.027547687,-3.220846,0.9565242,26.478659,0.99750435,926,-0.84904397,0.99952173,0.9565242,-0.36583546,,14594.275895357132,0.15750456,,2.4110596,,145.84918,-0.42599133,-0.3877551,0.80761546
,1.4148879e-09,0.95600283,18540,0.041433174,-3.2219253,0.9565242,16.366047,1.0112036,927,-0.8487708,0.99952173,0.9565242,-0.3208403,,14610.900083065033,0.15734446,,2.4162786,15.565195,145.85834,-0.584305,-0.3469388,0.80777556
,1.4118403e-09,0.9562104,18560,0.01831564,-3.2230036,0.9565242,35.63641,1.0853732,928,-0.84837973,0.99952173,0.9565242,-0.30080608,,14627.757282972336,0.15718448,,2.4129314,25.774826,145.86719,-0.491197,-0.30612245,0.80793554
,1.4088024e-09,0.95646197,18580,0.027547687,-3.2240806,0.9565242,21.40741,1.0667197,929,-0.84791505,0.99952173,0.9565242,-0.49928373,,14644.470442056656,0.15702468,,2.41066,2.8693886e-17,145.87592,-0.48726067,-0.5510204,0.80809534
,1.4057744e-09,0.9561501,18600,0.027547687,-3.2251563,0.9565242,26.283596,0.99216044,930,-0.8476301,0.99952173,0.9565242,-0.56117934,,14661.352576971054,0.15686542,,2.4195337,25.395409,145.88489,-0.640243,-0.5102041,0.8082546
,1.402756e-09,0.95636916,18620,0.47965226,-3.226231,0.9565242,27.550272,1.0005698,931,-0.8471881,0.99952173,0.9565242,-0.6351849,,14678.751058340073,0.15670633,0.0014365008,2.4088202,0.8326539,145.89362,-0.41960326,-1.0,0.8084137
,1.3997475e-09,0.95642835,18640,0.0529305,-3.227303,0.9565242,14.635544,0.9607975,932,-0.8469597,0.99952173,0.9565242,-0.6548841,,14696.204901456833,0.15654755,,2.4175072,14.146702,145.90234,-0.6307886,-0.63265306,0.8085725
,1.3967486e-09,0.95618373,18660,1.0,-3.2283754,0.9565242,88.76885,1.0352527,933,-0.8467264,0.99952173,0.9565242,0.8000877,,14713.305078983307,0.15638936,10.0181675,2.4086285,0.18219075,145.91125,-0.5855582,1.0,0.80873066
,1.3937591e-09,0.31960207,18680,0.062317666,-3.2187662,0.9565242,11.028146,0.9967622,934,-0.84711283,0.99952173,0.9565242,-0.5472699,,14729.88549566269,0.15691298,,2.4067655,,146.55676,-1.2276984,-0.67346936,0.80820704
,1.3907796e-09,0.95554805,18700,0.048781306,-3.2198365,0.9565242,12.771084,0.99750805,935,-0.84659964,0.99952173,0.9565242,-0.53603566,,14746.812025308609,0.15675539,,2.4066803,11.693432,146.56628,-0.36051315,-0.5510204,0.8083646
,1.3878093e-09,0.95601565,18720,0.01831564,-3.2209053,0.9565242,53.614452,0.9990608,936,-0.8461355,0.99952173,0.9565242,0.21595308,,14763.923334121704,0.15659767,,2.4046934,,146.57544,-0.40498975,0.2244898,0.80852234
,1.3848487e-09,0.71520185,18740,0.10170138,-3.2219732,0.9565242,7.7099333,0.9995712,937,-0.8461822,0.99952173,0.9565242,0.16344216,,14780.686450004578,0.15669727,4.6290077e-27,2.403491,0.22839044,146.82532,-0.8704448,-0.06122449,0.80842274
,1.3818974e-09,0.7573656,18760,0.027547687,-3.2230399,0.9565242,33.82329,1.0150169,938,-0.846164,0.99952173,0.9565242,0.18897106,,14798.099056482315,0.15675169,,2.4045055,2.8408885,147.03308,-0.82670367,0.2244898,0.8083683
,1.3789556e-09,0.7456354,18780,0.01831564,-3.2241054,0.9565242,52.54764,0.96600085,939,-0.8462085,0.99952173,0.9565242,0.17922927,,14815.030524253845,0.15681851,,2.4133494,50.894493,147.25256,-0.8905228,0.18367347,0.8083015
,1.3760233e-09,0.7357766,18800,0.027547687,-3.2251697,0.9565242,33.140434,0.9825524,940,-0.84623945,0.99952173,0.9565242,0.19208369,,14831.607470750809,0.1568957,,2.4121683,32.58989,147.482,-0.8241173,0.18367347,0.8082243
,1.3731002e-09,0.7815285,18820,0.041433174,-3.226233,0.9565242,21.389977,0.99866813,941,-0.84623426,0.99952173,0.9565242,0.18493345,,14848.604587554932,0.15692401,,2.4120855,21.254318,147.66547,-0.8124262,0.18367347,0.808196
,1.3701865e-09,0.7165088,18840,0.062317666,-3.2272952,0.9565242,13.994385,1.0051996,942,-0.84616923,0.99952173,0.9565242,0.23093003,,14867.08204984665,0.15702134,,2.406666,13.91194,147.91412,-0.77638006,0.18367347,0.8080987
,1.3672821e-09,0.6526269,18860,0.0529305,-3.2283561,0.9565242,13.508993,0.999666,943,-0.84610695,0.99952173,0.9565242,-0.41744927,,14883.955366373062,0.15718621,,2.4025893,3.5634377e-29,148.22656,-0.7879775,-0.3877551,0.8079338
,1.3643868e-09,0.9558074,18880,0.062317666,-3.2294161,0.9565242,11.723175,0.98915505,944,-0.8457312,0.99952173,0.9565242,-0.575314,,14901.25698184967,0.15702957,,2.4002557,3.4404593,148.2359,-0.48672897,-0.5102041,0.80809045
,1.3615007e-09,0.9563859,18900,0.07336965,-3.2304747,0.9565242,11.023963,0.9798204,945,-0.845444,0.99952173,0.9565242,-0.5721199,,14918.313537597656,0.15687263,,2.4028802,9.280376,148.24463,-0.5599531,-0.59183675,0.8082474
,1.3586238e-09,0.956146,18920,1.0,-3.2315326,0.9565242,33.243748,0.8086376,946,-0.8451207,0.99952173,0.9565242,-0.6892048,,14934.95140171051,0.15671635,1.112741,2.398798,0.6102072,148.25366,-0.51652247,-1.0,0.8084037
,1.355756e-09,0.95642465,18940,0.01831564,-3.2314134,0.9565242,30.765488,1.1789722,947,-0.8449799,0.99952173,0.9565242,-0.5571781,,14951.835027694702,0.15656006,,2.395604,1.5956413e-11,148.26233,-0.51837724,-0.5510204,0.80855995
,1.3528971e-09,0.95624936,18960,0.01831564,-3.2324688,0.9565242,76.017395,1.029828,948,-0.844272,0.99952173,0.9565242,0.73911035,,14968.65333199501,0.1564042,,2.3956954,,148.27118,-0.33914346,0.71428573,0.8087158
,1.3500474e-09,0.35922754,18980,0.041433174,-3.2335231,0.9565242,14.969062,0.98888296,949,-0.8446304,0.99952173,0.9565242,-0.8802458,,14985.59962773323,0.15687782,,2.3951826,,148.87708,-1.1831955,-0.877551,0.8082422
,1.3472068e-09,0.95624876,19000,0.01831564,-3.2345762,0.9565242,29.29463,1.211123,950,-0.84406734,0.99952173,0.9565242,-0.87283653,,15002.773352384567,0.15672207,,2.3977013,28.885374,148.88599,-0.2930974,-0.877551,0.80839795
,1.344375e-09,0.95626426,19020,0.10170138,-3.2356284,0.9565242,8.134691,0.9969987,951,-0.8432766,0.99952173,0.9565242,0.10282667,,15019.501975536346,0.15656656,5.633611e-18,2.394807,1.1498134e-21,148.89484,-0.2888179,0.14285715,0.80855346
,1.3415522e-09,0.92351913,19040,0.027547687,-3.2366793,0.9565242,23.619144,1.0244392,952,-0.8430901,0.99952173,0.9565242,-0.34921026,,15035.81276512146,0.1564458,,2.3919706,,148.9364,-0.66033036,-0.30612245,0.8086742
,1.3387381e-09,0.9562966,19060,0.079610266,-3.2377293,0.9565242,8.607619,0.98780805,953,-0.84273404,0.99952173,0.9565242,-0.2697702,,15053.050845623016,0.15629089,,2.391272,5.122333,148.94525,-0.5188121,-0.42857143,0.8088291
,1.3359331e-09,0.9554201,19080,0.01831564,-3.2387779,0.9565242,52.31861,0.78096825,954,-0.8427672,0.99952173,0.9565242,-0.23789336,,15069.723498106003,0.15613729,,2.411875,49.94396,148.95496,-0.8595423,-0.26530612,0.80898273
,1.3331369e-09,0.9557624,19100,0.027547687,-3.2398257,0.9565242,22.261017,1.0601794,955,-0.84287435,0.99952173,0.9565242,-0.17186233,,15086.699746608734,0.15598363,,2.3926003,4.2641745,148.96436,-0.7142936,-0.18367347,0.8091364
,1.3303494e-09,0.9545786,19120,0.14097345,-3.2408721,0.9565242,5.628539,0.9941462,956,-0.842383,0.99952173,0.9565242,-0.0030669756,,15103.363874673843,0.15583146,1.3050896e-11,2.3915424,1.7072625,148.97485,-0.42472678,0.020408163,0.80928856
,1.3275707e-09,0.9511017,19140,0.01831564,-3.2419176,0.9565242,50.19491,0.8633611,957,-0.8419684,0.99952173,0.9565242,-0.96525526,,15120.718562602997,0.15568328,,2.3908393,,148.98889,-0.43846217,-1.0,0.80943674
,1.3248005e-09,0.95579004,19160,0.01831564,-3.2429621,0.9565242,44.652473,0.9453782,958,-0.8420081,0.99952173,0.9565242,-0.94459265,,15137.324204683304,0.15553045,,2.4244838,42.682903,148.99817,-0.72768176,-0.9591837,0.80958956
,1.322039e-09,0.9559104,19180,0.01831564,-3.2440054,0.9565242,42.708443,0.94686776,959,-0.8419056,0.99952173,0.9565242,-0.9574609,,15153.884043455124,0.15537786,,2.3960998,31.108925,149.00739,-0.6737538,-0.9591837,0.80974215
